row_id,xcoord,ycoord
405,24.61451,66.64924
406,24.65211,66.6468
407,24.66749,66.6529
408,24.68324,66.64045
409,24.69386,66.61548
410,24.6753,66.60578
411,24.64491,66.59302
412,24.62721,66.58423
413,24.61598,66.59632
414,24.59205,66.61646
415,24.55714,66.62952
416,24.49415,66.63831
417,24.44191,66.6471
418,24.44398,66.65229
419,24.44398,66.65229
420,27.912,66.36811
421,27.95509,66.35596
422,27.98768,66.34168
423,28.00782,66.33253
424,27.98341,66.33375
425,27.94239,66.34107
426,27.92384,66.34437
427,27.89711,66.34864
428,27.86427,66.34955
429,27.84364,66.35444
430,27.81056,66.36451
431,27.78883,66.37476
432,27.82264,66.37659
433,27.85914,66.37598
434,27.85157,66.38148
435,27.84205,66.38904
436,27.85694,66.38758
437,27.87672,66.37513
438,27.912,66.36811
439,18.25087,67.09058
440,18.27186,67.09211
441,18.30226,67.08668
442,18.33473,67.08057
443,18.36598,67.08149
444,18.42115,67.08118
445,18.46632,67.08668
446,18.49122,67.08875
447,18.53834,67.08149
448,18.56446,67.07691
449,18.55262,67.07233
450,18.54689,67.06287
451,18.57667,67.0459
452,18.59791,67.03071
453,18.60035,67.0116
454,18.59303,66.99695
455,18.58058,66.99085
456,18.56642,66.98572
457,18.5475,66.99427
458,18.52467,67.0149
459,18.50392,67.03126
460,18.49147,67.04163
461,18.45631,67.04957
462,18.41529,67.05775
463,18.38063,67.06385
464,18.34938,67.06324
465,18.32106,67.06409
466,18.30494,67.06653
467,18.2588,67.06928
468,18.19313,67.06928
469,18.15809,67.06776
470,18.14442,67.07508
471,18.19581,67.08539
472,18.25087,67.09058
473,18.25087,67.09058
474,24.34095,66.56904
475,24.35646,66.57423
476,24.35377,66.59156
477,24.34278,66.60242
478,24.33094,66.60999
479,24.32765,66.62006
480,24.32325,66.63038
481,24.3191,66.64283
482,24.33009,66.64985
483,24.3462,66.66016
484,24.35279,66.67811
485,24.36647,66.68207
486,24.39283,66.67811
487,24.4109,66.67506
488,24.41725,66.66016
489,24.42677,66.63679
490,24.42066,66.60822
491,24.41798,66.58753
492,24.43006,66.57667
493,24.43641,66.56965
494,24.44191,66.56324
495,24.42848,66.56019
496,24.41212,66.5575
497,24.4142,66.52735
498,24.41505,66.50336
499,24.41358,66.51038
500,24.39357,66.52125
501,24.36158,66.53132
502,24.35304,66.54224
503,24.33692,66.55445
504,24.32423,66.56599
505,24.34095,66.56904
506,24.34095,66.56904
507,18.74171,66.72462
508,18.76966,66.72376
509,18.79469,66.7201
510,18.78639,66.72553
511,18.77723,66.73194
512,18.80543,66.72858
513,18.83253,66.71491
514,18.84474,66.70759
515,18.85792,66.70338
516,18.86817,66.70093
517,18.87574,66.69337
518,18.85499,66.68604
519,18.82679,66.6897
520,18.81922,66.69666
521,18.8119,66.70154
522,18.79151,66.6988
523,18.77662,66.69153
524,18.78578,66.68452
525,18.80348,66.67664
526,18.81678,66.66962
527,18.82411,66.66419
528,18.81202,66.65839
529,18.78761,66.65748
530,18.766,66.65412
531,18.74073,66.65259
532,18.72218,66.66779
533,18.72535,66.6897
534,18.72169,66.6988
535,18.70362,66.70338
536,18.68238,66.70759
537,18.65846,66.71003
538,18.63563,66.71308
539,18.6128,66.71613
540,18.59523,66.72736
541,18.59376,66.7392
542,18.59095,66.74805
543,18.57423,66.75562
544,18.54396,66.75989
545,18.51564,66.7605
546,18.49,66.76142
547,18.45924,66.76081
548,18.39039,66.75837
549,18.31886,66.75501
550,18.32386,66.75989
551,18.35572,66.76441
552,18.37513,66.76807
553,18.40406,66.76899
554,18.438,66.76899
555,18.47145,66.77051
556,18.49037,66.76868
557,18.53749,66.76716
558,18.59791,66.76197
559,18.62196,66.75257
560,18.63282,66.74103
561,18.6526,66.72913
562,18.68641,66.72523
563,18.70924,66.72278
564,18.72706,66.71857
565,18.74171,66.72462
566,18.74171,66.72462
567,16.36573,66.89149
568,16.34364,66.88416
569,16.31532,66.88453
570,16.2859,66.89423
571,16.21595,66.90516
572,16.15675,66.91334
573,16.14637,66.92249
574,16.20594,66.92463
575,16.26612,66.92005
576,16.29286,66.91736
577,16.34144,66.91614
578,16.37403,66.91456
579,16.39625,66.91157
580,16.40589,66.90516
581,16.38649,66.89667
582,16.36573,66.89149
583,16.36573,66.89149
584,15.844,66.96693
585,15.87611,66.96387
586,15.88771,66.96986
587,15.91566,66.98176
588,15.94142,66.98481
589,15.95753,66.98054
590,15.97877,66.98298
591,15.98951,66.98084
592,15.99171,66.96686
593,16.00172,66.95167
594,16.01014,66.93897
595,15.98585,66.93134
596,15.94337,66.93372
597,15.89625,66.93677
598,15.86427,66.9325
599,15.85401,66.93287
600,15.83302,66.93983
601,15.80934,66.94923
602,15.79103,66.95985
603,15.79286,66.9687
604,15.81202,66.97175
605,15.81874,66.97053
606,15.844,66.96693
607,15.844,66.96693
608,28.42933,65.82947
609,28.43702,65.84315
610,28.42652,65.85743
611,28.41749,65.86689
612,28.4308,65.86634
613,28.45179,65.85291
614,28.45753,65.84229
615,28.4607,65.83375
616,28.47767,65.83192
617,28.50318,65.83289
618,28.53724,65.82984
619,28.54933,65.8213
620,28.51954,65.80701
621,28.50001,65.79432
622,28.49317,65.78882
623,28.48585,65.78211
624,28.4961,65.77173
625,28.51893,65.76752
626,28.5326,65.76111
627,28.50929,65.76148
628,28.4734,65.76844
629,28.44935,65.76783
630,28.42872,65.76722
631,28.41957,65.77332
632,28.40382,65.78394
633,28.38246,65.79517
634,28.38893,65.81251
635,28.41041,65.82557
636,28.42933,65.82947
637,28.42933,65.82947
638,17.37135,66.71613
639,17.40443,66.70911
640,17.43055,66.69849
641,17.45118,66.70002
642,17.47731,66.70399
643,17.49952,66.69874
644,17.5077,66.68482
645,17.50685,66.6626
646,17.50953,66.64503
647,17.52418,66.64136
648,17.53443,66.63831
649,17.55519,66.63099
650,17.58094,66.62769
651,17.60133,66.62495
652,17.62843,66.62098
653,17.65943,66.61463
654,17.69166,66.60157
655,17.70948,66.59028
656,17.72511,66.58204
657,17.74024,66.56995
658,17.75025,66.55805
659,17.77272,66.55018
660,17.79225,66.53736
661,17.81324,66.52918
662,17.83619,66.52766
663,17.84022,66.51826
664,17.8451,66.50123
665,17.88124,66.48365
666,17.90858,66.46992
667,17.88368,66.47266
668,17.839,66.48389
669,17.81349,66.4994
670,17.79762,66.52161
671,17.78785,66.53406
672,17.76881,66.54505
673,17.73756,66.55323
674,17.71437,66.56238
675,17.69557,66.57087
676,17.69007,66.56324
677,17.68129,66.54865
678,17.66578,66.54224
679,17.65821,66.55042
680,17.64784,66.56531
681,17.62867,66.57722
682,17.60377,66.58387
683,17.58131,66.59119
684,17.57423,66.60181
685,17.5608,66.6128
686,17.53382,66.62037
687,17.50587,66.63343
688,17.49195,66.6471
689,17.48194,66.65473
690,17.45753,66.66053
691,17.4369,66.66663
692,17.41224,66.67383
693,17.38649,66.69025
694,17.37037,66.70515
695,17.35816,66.71033
696,17.37135,66.71613
697,17.37135,66.71613
698,27.93385,66.26447
699,27.94264,66.25562
700,27.93385,66.24836
701,27.92213,66.25745
702,27.92482,66.26929
703,27.95973,66.27027
704,27.99159,66.27149
705,28.00074,66.27601
706,28.0525,66.27271
707,28.10316,66.26356
708,28.13172,66.25355
709,28.16358,66.24805
710,28.17799,66.25196
711,28.19093,66.25593
712,28.20216,66.24775
713,28.20094,66.23194
714,28.18434,66.22431
715,28.17359,66.21735
716,28.16151,66.21375
717,28.136,66.21644
718,28.12501,66.21857
719,28.11256,66.22706
720,28.10475,66.23682
721,28.0984,66.24225
722,28.0879,66.24714
723,28.04396,66.25928
724,27.98805,66.26478
725,27.95423,66.26569
726,27.92994,66.26691
727,27.93385,66.26447
728,27.93385,66.26447
729,16.68556,66.94739
730,16.70143,66.94288
731,16.71705,66.94227
732,16.74806,66.94288
733,16.77662,66.93494
734,16.78004,66.92615
735,16.76246,66.9286
736,16.72804,66.9325
737,16.66554,66.9325
738,16.61232,66.94227
739,16.594,66.95075
740,16.57399,66.95716
741,16.55091,66.96387
742,16.53077,66.96143
743,16.50733,66.9593
744,16.48805,66.96351
745,16.48097,66.97205
746,16.51173,66.97535
747,16.5464,66.98084
748,16.53504,66.99512
749,16.5005,67.00306
750,16.45826,67.00214
751,16.40504,67.00794
752,16.37159,67.02527
753,16.38307,67.0398
754,16.44691,67.04316
755,16.50221,67.04041
756,16.50538,67.02979
757,16.52442,67.01063
758,16.57008,66.98511
759,16.60255,66.96961
760,16.62208,66.96509
761,16.65333,66.95441
762,16.68556,66.94739
763,16.68556,66.94739
764,20.75831,69.02973
765,20.72828,69.04005
766,20.66261,69.04981
767,20.64881,69.05665
768,20.6891,69.05799
769,20.70765,69.06013
770,20.73378,69.05677
771,20.76564,69.05768
772,20.82496,69.04523
773,20.85572,69.02552
774,20.8423,69.01392
775,20.84962,69.00361
776,20.87782,69.00965
777,20.89942,69.00757
778,20.91676,68.99171
779,20.92738,68.97437
780,20.91615,68.9513
781,20.8871,68.92737
782,20.86915,68.93561
783,20.86744,68.94923
784,20.86854,68.95502
785,20.89039,68.9629
786,20.87477,68.98261
787,20.83692,69.0044
788,20.7964,69.01758
789,20.75831,69.02973
790,20.75831,69.02973
791,14.14759,66.37507
792,14.09986,66.37507
793,14.04335,66.37049
794,14.02296,66.35987
795,14.01686,66.36231
796,14.0099,66.37476
797,13.99659,66.39545
798,13.99501,66.41401
799,14.00953,66.41492
800,14.02198,66.40394
801,14.03334,66.39246
802,14.05311,66.39002
803,14.06556,66.39063
804,14.15614,66.3888
805,14.17738,66.38911
806,14.21681,66.39246
807,14.24696,66.39307
808,14.25819,66.38605
809,14.24635,66.38209
810,14.22364,66.37934
811,14.19899,66.3772
812,14.17018,66.37751
813,14.14759,66.37507
814,14.14759,66.37507
815,28.61622,65.47608
816,28.63478,65.48334
817,28.67359,65.48939
818,28.73292,65.49396
819,28.76979,65.4903
820,28.79615,65.48969
821,28.81617,65.48182
822,28.77821,65.47724
823,28.74269,65.47632
824,28.72352,65.47022
825,28.70863,65.46357
826,28.69801,65.46113
827,28.68519,65.46021
828,28.67115,65.45631
829,28.64332,65.45631
830,28.62086,65.46204
831,28.61622,65.47608
832,28.61622,65.47608
833,18.32716,66.42591
834,18.34059,66.43616
835,18.37977,66.44257
836,18.4275,66.44471
837,18.45533,66.44135
