Country,Latitude,Longitude,SiteID,SiteName,Slope,Profile cu,ele30m,Tangential,Aspect
Great Britain,51.50300,-0.09795,S6650,Thames,5.18433,0.00089,10.00000,0.00035,360.00000
Great Britain,50.89130,-0.75294,S6651,The Trundle,7.81572,0.00041,194.00000,0.00053,307.28033
Great Britain,55.58340,-2.06981,S6652,Thirlings,0.00000,0.00000,47.00000,0.00000,0.00000
Great Britain,54.45130,-3.11058,S6653,Thorn Crag,21.98174,-0.00308,478.00000,-0.00029,254.03862
Great Britain,53.62730,-0.91873,S6654,Thorne Moor,0.45335,0.00080,2.00000,-0.00013,329.27097
Great Britain,50.86240,-0.25347,S6655,Thundersbarrow Hill,5.85540,0.00121,141.00000,-0.00061,20.79313
Great Britain,54.12170,-0.42385,S6656,Thwing,3.28430,0.00008,112.00000,0.00096,343.63187
Great Britain,50.85410,-0.18557,S6657,Toadhole,3.32263,-0.00013,59.00000,-0.00248,257.28223
Great Britain,51.73660,0.81142,S6658,Tollesbury,0.00000,0.00000,0.00000,0.00000,0.00000
Great Britain,51.18570,-2.79993,S6659,Tollgate House,1.30641,-0.00145,3.00000,-0.00163,327.85242
Great Britain,51.48830,-2.33562,S6660,Tormarton,2.89539,0.00018,174.00000,0.00066,320.22592
Great Britain,53.30780,-1.56623,S6662,Totley,9.17478,0.00074,362.00000,0.00092,344.01529
Great Britain,54.99920,-3.55877,S6663,Townfoot Farm,3.68687,0.00031,28.00000,-0.00065,169.15247
Great Britain,55.83380,-5.06142,S6664,Townhead,7.97487,0.00160,22.00000,0.00092,330.62970
Great Britain,55.84260,-6.44947,S6665,Traigh Bhan,7.95403,0.00242,21.00000,0.00407,136.03329
Great Britain,53.29250,-4.61243,S6666,Trefignath,4.23346,0.00205,16.00000,0.00162,79.49430
Great Britain,50.06350,-5.59151,S6667,Tregiffian,2.87091,-0.00076,99.00000,-0.00162,104.51580
Great Britain,50.02910,-5.16433,S6668,Trelan,0.42803,-0.00072,94.00000,0.00012,327.21100
Great Britain,50.63580,-4.76499,S6669,Treligga Barrow,5.41258,0.00955,92.00000,0.00068,19.97160
Great Britain,52.65560,-3.06896,S6670,Trelystan,3.18259,0.00009,368.00000,0.00096,343.08786
Great Britain,50.41050,-5.09959,S6671,Trethellan Farm,0.92706,-0.00105,39.00000,-0.00000,270.00000
Great Britain,51.12240,-3.91210,S6672,Trevisker,2.43033,-0.00095,318.00000,-0.00010,287.63031
Great Britain,52.42090,-4.03104,S6673,Troedrhiwgwinau Farm,4.68991,-0.00225,45.00000,0.00052,36.26611
Great Britain,52.60690,1.31010,S6674,Trowse,2.43734,0.00030,6.00000,0.00227,251.81354
Great Britain,57.76540,-7.21400,S6675,Udal,5.07967,0.00000,15.00000,-0.00000,270.00000
Great Britain,53.97280,-0.19313,S6676,unassociated artefact,0.00000,0.00000,0.00000,0.00000,0.00000
Great Britain,52.33920,0.07135,S6677,Upper Delphs Terrace,2.26852,-0.00000,4.00000,0.00000,360.00000
Great Britain,58.20120,-3.87691,S6678,Upper Suisgill,6.98094,-0.00122,87.00000,-0.00035,180.00000
Great Britain,50.77890,-3.54056,S6679,Upton Pyne,2.77907,-0.00313,33.00000,0.00000,90.00000
Great Britain,53.80840,-0.53588,S6680,Walkington,0.78272,0.00100,126.00000,0.00035,360.00000
Great Britain,51.14980,-2.78214,S6681,Walton Heath,1.30568,0.00145,3.00000,0.00163,212.16789
Great Britain,52.05840,-0.82865,S6682,Warren Farm,3.14371,-0.00009,82.00000,-0.00095,162.87004
Great Britain,52.22370,-1.61202,S6683,Wasperton,2.00060,-0.00176,43.00000,-0.00183,247.84979
Great Britain,50.35210,-4.85111,S6684,Watch Hill,5.59207,-0.00116,280.00000,-0.00107,277.42075
Great Britain,52.33180,0.96797,S6685,Wattisfield,3.02297,0.00000,54.00000,-0.00000,180.00000
Great Britain,52.36300,1.15076,S6686,Waveney,1.33111,-0.00155,22.00000,-0.00165,211.47462
Great Britain,52.74270,0.74687,S6687,Weasenham,3.65428,-0.00018,66.00000,0.00237,71.76042
Great Britain,52.42660,-0.69388,S6688,Weekley,1.90858,-0.00329,91.00000,0.00194,6.97044
Great Britain,54.99480,-1.93748,S6690,Well House Farm,2.89615,0.00073,150.00000,0.00173,314.01840
Great Britain,52.34150,-0.56720,S6691,West Cotton,1.51286,-0.00279,37.00000,0.00000,360.00000
Great Britain,51.41580,-1.83750,S6692,West Overton,7.18817,-0.00199,159.00000,-0.00210,192.97308
Great Britain,51.64000,-4.86000,S6693,Freshwater West,0.00000,0.00000,0.00000,0.00000,0.00000
Great Britain,54.02540,-0.56490,S6694,Wetwang Slack,5.83089,-0.00003,59.00000,0.00236,137.69923
Great Britain,53.24320,-1.23417,S6695,Whaley Rockshelter,2.41137,0.00096,117.00000,0.00271,309.81207
Great Britain,55.17720,-3.62224,S6696,Whitestanes Moor,5.37103,-0.00065,243.00000,0.00099,347.58636
Great Britain,55.61310,-2.11114,S6698,Whitton Hill,1.22789,-0.00042,39.00000,0.00010,109.46140
Great Britain,52.35240,0.18797,S6700,Wilburton,4.36146,0.00069,21.00000,-0.00005,307.31128
Great Britain,54.17020,-0.42355,S6701,Willerby Wold,0.00000,0.00000,159.00000,0.00000,0.00000
Great Britain,51.17190,-1.84464,S6702,WilsfordShaft,0.87084,-0.00251,92.00000,-0.00100,212.15536
Great Britain,54.55560,-1.10772,S6703,Wilton Moor,5.19615,0.00007,221.00000,0.00029,302.36923
Great Britain,50.79900,-1.91202,S6704,Wimborne,5.72639,-0.00150,29.00000,-0.00108,220.19763
Great Britain,51.18920,-1.84974,S6706,Winterbourne Stoke,1.96287,0.00019,112.00000,0.00184,304.29370
Great Britain,53.24800,-2.29077,S6707,Withington,1.22088,-0.00141,73.00000,-0.00030,108.44078
Great Britain,52.83360,1.46545,S6708,Witton,0.79334,0.00092,11.00000,-0.00053,61.17154
Great Britain,51.18910,-1.78390,S6709,Woodhenge,6.99623,-0.00073,91.00000,-0.00134,19.24497
Great Britain,50.68310,-1.21856,S6710,Wootton Creek,7.41098,0.00168,109.00000,-0.00083,95.61839
Great Britain,50.68290,-2.14156,S6711,Worgret,2.35821,0.00094,35.00000,0.00253,128.20256
Great Britain,54.27490,-0.53015,S6712,Wykeham Forest,3.78421,0.00024,168.00000,-0.00193,257.94342
Great Britain,51.79520,-1.30971,S6713,Yarnton,2.24116,0.00000,62.00000,-0.00000,360.00000
Great Britain,51.79790,-1.31256,S6714,Yarnton Worton,3.84483,-0.00174,62.00000,-0.00076,193.92906
Great Britain,52.86550,-3.20485,S6715,Ysgwennant,9.46101,-0.00150,244.00000,-0.00052,76.07897
Great Britain,52.48040,-3.60962,S6716,Ystrad,0.00000,0.00000,283.00000,0.00000,0.00000
Ireland,52.23120,-7.22971,S6722,Adamstown,3.16064,0.00143,50.00000,0.00238,298.49597
Ireland,52.52440,-8.85266,S6723,Adamswood,2.00245,-0.00043,25.00000,-0.00085,292.28754
Ireland,52.82190,-7.49845,S6724,Addergoole,3.18298,-0.00054,95.00000,-0.00116,233.11743
Ireland,53.82830,-8.82549,S6725,Aghamore,3.63481,0.00000,136.00000,-0.00000,149.39180
Ireland,52.94770,-7.35391,S6727,Aghmacart,1.53392,0.00287,105.00000,0.00000,180.00000
Ireland,53.82230,-7.91133,S6728,Aghnahunshin,1.22245,0.00046,49.00000,-0.00009,251.32362
Ireland,54.14490,-8.31795,S6729,Aghoo,4.04612,-0.00045,116.00000,-0.00059,13.21567
Ireland,52.25680,-7.12920,S6730,Ahanaglough,1.32880,-0.00097,51.00000,-0.00013,211.53627
Ireland,51.51960,-9.64290,S6732,Altar,2.96901,0.00000,3.00000,-0.00000,180.00000
Ireland,54.15590,-6.22778,S6733,Annagh Beg,8.38452,-0.00259,252.00000,-0.00175,11.06984
Ireland,54.15590,-6.22778,S6734,Annagh More,8.38452,-0.00259,252.00000,-0.00175,11.06984
Ireland,53.27380,-9.05178,S6735,Annaghkeen,1.94552,0.00345,14.00000,0.00012,186.83635
Ireland,54.27080,-7.07478,S6736,Annahagh,1.37541,0.00119,70.00000,0.00013,329.65967
Ireland,53.41340,-8.00855,S6737,Ardagawna,2.57593,-0.00107,51.00000,-0.00063,98.65166
Ireland,53.36040,-7.46547,S6739,Ardnaglew,0.00000,0.00000,83.00000,0.00000,0.00000
Ireland,53.60450,-6.65563,S6740,Ardsallagh,2.97995,-0.00266,38.00000,-0.00029,321.58490
Ireland,53.49240,-6.68090,S6741,Arodstown,2.80446,0.00201,106.00000,-0.00078,14.33660
Ireland,54.25190,-6.30987,S6742,Aughintober,7.62725,0.00047,70.00000,-0.00012,320.65536
Ireland,52.78450,-9.08075,S6744,Ballaghfadda,1.16942,0.00244,85.00000,-0.00024,348.57431
Ireland,52.85480,-8.28545,S6745,Ballinagore,1.34200,-0.00103,137.00000,-0.00013,31.18742
Ireland,51.87240,-8.54700,S6746,Ballinaspig More,3.34530,0.00007,17.00000,-0.00069,141.48524
Ireland,52.44520,-8.57851,S6748,Ballingayrour,1.77696,-0.00231,89.00000,-0.00025,148.57320
Ireland,53.24530,-8.84006,S6749,Ballinillaun,0.46334,-0.00105,10.00000,-0.00000,90.00000
Ireland,54.29950,-6.29648,S6751,Ballintaggart,1.21875,0.00149,93.00000,-0.00044,49.47408
Ireland,53.63130,-6.79084,S6752,Ballinter,0.45339,0.00080,60.00000,-0.00013,329.27353
Ireland,51.96690,-8.38345,S6754,Ballinvinny South,5.99816,-0.00013,85.00000,0.00013,4.41513
Ireland,52.64450,-8.64632,S6756,Ballncurra,2.88041,0.00272,14.00000,0.00195,285.32312
Ireland,54.47400,-5.69105,S6757,Balloo,1.84034,-0.00256,30.00000,-0.00156,329.78360
Ireland,53.53590,-6.19397,S6758,Ballough,2.97700,0.00073,28.00000,0.00059,141.53940
Ireland,55.03920,-7.30437,S6759,Ballyarnet,0.92633,0.00105,30.00000,0.00000,90.00000
Ireland,52.77990,-6.94040,S6760,Ballybannon,0.76415,0.00095,50.00000,-0.00174,360.00000
Ireland,52.79560,-6.91430,S6761,Ballybar,1.34067,0.00159,58.00000,0.00166,31.22216
Ireland,53.42710,-7.46582,S6762,Ballybrennan,0.92658,-0.00105,85.00000,0.00000,90.00000
Ireland,54.73170,-6.82546,S6763,Ballybriest,4.40716,-0.00082,231.00000,0.00082,302.94321
Ireland,52.06650,-8.31647,S6764,Ballybrowney,1.61654,0.00199,86.00000,0.00118,45.76839
Ireland,52.87420,-6.83096,S6765,Ballyburn,1.17174,-0.00245,91.00000,0.00024,191.40263
Ireland,52.81960,-6.62906,S6767,Ballyconnell,1.52942,0.00285,112.00000,0.00000,360.00000
Ireland,52.78450,-9.08075,S6768,Ballycorick,1.16942,0.00244,85.00000,-0.00024,348.57431
Ireland,52.92400,-7.47479,S6769,Ballycuddahy,4.35421,0.00099,100.00000,-0.00020,121.81953
Ireland,52.66390,-8.62677,S6770,Ballycullen,1.78338,0.00178,13.00000,0.00000,211.29935
Ireland,52.40640,-7.96639,S6771,Ballydrehid,2.78850,-0.00095,51.00000,0.00206,65.96628
Ireland,52.16760,-10.40220,S6773,Ballyferriter,6.26105,-0.00009,36.00000,0.00006,141.19675
Ireland,54.89770,-5.86435,S6774,Ballygalley,2.12515,-0.00249,15.00000,0.00109,19.07495
Ireland,52.47590,-6.62589,S6775,Ballygillistown,1.77785,0.00233,47.00000,0.00152,328.59094
Ireland,54.62290,-6.23362,S6776,Ballygortgarve,1.84534,-0.00258,42.00000,-0.00156,149.87486
Ireland,54.50050,-5.79055,S6777,Ballygowan,1.66286,-0.00009,63.00000,-0.00093,44.12828
Ireland,54.97120,-7.18328,S6778,Ballygroll,11.02680,-0.00211,215.00000,0.00080,346.80984
Ireland,54.79100,-5.70640,S6779,Ballykeel,4.40703,-0.00201,83.00000,-0.00180,204.81021
Ireland,53.49080,-7.68038,S6780,Ballykilmore,3.61352,-0.00103,92.00000,0.00180,210.81061
Ireland,54.28050,-9.42961,S6781,Ballyknock,3.23940,-0.00104,149.00000,-0.00000,270.00000
Ireland,52.19980,-8.36630,S6782,Ballylegan,3.16015,0.00143,70.00000,0.00238,298.47891
Ireland,52.56360,-9.03415,S6783,Ballylin,1.19866,0.00147,33.00000,-0.00042,50.63155
Ireland,54.84750,-5.85064,S6784,Ballyloran,3.24040,0.00082,87.00000,-0.00013,29.98666
Ireland,52.66390,-8.62677,S6785,Ballymackeamore,1.78338,0.00178,13.00000,0.00000,211.29935
Ireland,53.20680,-6.14879,S6786,Ballyman,2.07628,-0.00073,97.00000,-0.00217,317.99487
Ireland,53.05930,-6.77324,S6787,Ballymount,5.54456,-0.00072,125.00000,-0.00032,123.58224
Ireland,52.48130,-8.70124,S6788,Ballynabanoge,1.51766,0.00280,36.00000,0.00000,180.00000
Ireland,54.49710,-8.18696,S6789,Ballynacarrick,1.66279,0.00239,11.00000,-0.00033,44.13058
Ireland,52.60140,-9.11003,S6790,Ballynacragga,7.88342,-0.00023,106.00000,-0.00153,305.14111
Ireland,54.36930,-5.72444,S6791,Ballynacraig,6.61292,-0.00204,35.00000,-0.00202,315.77945
Ireland,53.40450,-7.73173,S6792,Ballynagarbry,1.35459,0.00164,79.00000,0.00167,329.13788
Ireland,55.18760,-6.18423,S6793,Ballynagard,4.89486,-0.00127,120.00000,-0.00295,109.26764
Ireland,54.54210,-5.96306,S6794,Ballynahatty,8.82091,-0.00196,16.00000,0.00029,199.79510
Ireland,53.44690,-6.97102,S6795,Ballynakill,1.64180,0.00210,67.00000,0.00122,135.14404
Ireland,53.89650,-6.95312,S6796,Ballynamona,6.73617,-0.00219,142.00000,0.00096,189.85471
Ireland,52.16090,-8.08678,S6797,Ballynoe West,0.75350,-0.00369,179.00000,-0.00035,360.00000
Ireland,52.11700,-8.26800,S6798,Ballyoran Bog,7.97329,-0.00087,76.00000,0.00045,200.27255
Ireland,54.85080,-5.75544,S6800,Ballyprior Beg,6.05482,0.00194,28.00000,0.00116,217.57195
Ireland,52.97920,-6.04225,S6801,Ballyremon,9.83831,-0.00013,29.00000,-0.00141,62.38157
Ireland,51.50700,-9.68800,S6802,Ballyrisode,3.55883,0.00112,38.00000,0.00136,51.29739
Ireland,55.13760,-6.94662,S6803,Ballyscullion,0.80381,-0.00091,3.00000,0.00057,239.80627
Ireland,52.57840,-8.67075,S6805,Ballyveelish,2.77821,-0.00104,47.00000,-0.00000,270.00000
Ireland,51.94000,-7.88295,S6806,Ballyvergan,3.77718,0.00174,6.00000,0.00182,281.43350
Ireland,51.94000,-7.88295,S6807,Ballyvergin,3.77718,0.00174,6.00000,0.00182,281.43350
Ireland,52.50780,-9.07616,S6808,Ballyvoghan,1.51857,-0.00281,103.00000,0.00000,360.00000
Ireland,54.64720,-5.56039,S6810,Ballywilliam,2.57718,-0.00042,25.00000,0.00007,261.09067
Ireland,53.49540,-6.39290,S6811,Baltrasna,2.41716,-0.00121,62.00000,-0.00173,309.97958
Ireland,51.87850,-8.64540,S6812,Barnagore,2.20050,0.00151,32.00000,0.00164,328.24603
Ireland,51.90150,-8.46768,S6813,Barrees Valley,3.70245,-0.00208,12.00000,-0.00000,270.00000
Ireland,52.81640,-6.82240,S6814,Baunogenasraid,3.92868,-0.00182,85.00000,-0.00076,193.62265
Ireland,53.04990,-9.16238,S6815,Baur South,0.79425,0.00092,161.00000,-0.00053,241.04971
Ireland,54.71340,-6.21676,S6816,Bay Farm,2.57308,0.00194,20.00000,0.00048,219.02664
Ireland,54.13140,-8.41686,S6818,Behy,3.78373,0.00037,52.00000,0.00098,282.01578
Ireland,53.97230,-9.48625,S6819,Belderg Beg,35.78813,-0.00449,461.00000,-0.00111,8.38431
Ireland,54.29740,-9.53334,S6820,Belderg More,8.23058,-0.00182,61.00000,-0.00121,155.21368
Ireland,53.42920,-6.46981,S6821,Bennetstown,1.80663,-0.00239,69.00000,-0.00026,210.84743
Ireland,52.91870,-7.36998,S6822,Blackhill,5.61041,0.00074,105.00000,0.00106,324.80994
Ireland,52.91140,-7.51086,S6823,Boherard,0.89561,0.00082,125.00000,0.00179,328.84586
Ireland,52.59780,-6.33683,S6825,Bolinready,4.22488,0.00293,103.00000,-0.00013,334.02774
Ireland,52.67260,-7.71088,S6826,Borris,0.46338,0.00105,121.00000,0.00000,90.00000
Ireland,51.49150,-9.71993,S6827,Boulysallagh,9.09348,0.00021,77.00000,0.00082,332.94397
Ireland,53.63130,-6.79084,S6828,Boyerstown,0.45339,0.00080,60.00000,-0.00013,329.27353
Ireland,54.29500,-6.44578,S6829,Brackagh,10.30033,0.00116,116.00000,0.00015,62.84839
Ireland,52.29720,-8.16830,S6830,Brackbaun,1.32968,0.00154,112.00000,0.00165,211.51274
Ireland,54.34130,-5.74849,S6832,Briggs Rock,7.87859,0.00199,9.00000,-0.00035,360.00000
Ireland,53.34410,-6.26749,S6833,Broomfield,1.20737,-0.00001,17.00000,0.00029,50.12115
Ireland,54.24270,-9.65135,S6834,Bunalty,4.43368,-0.00073,21.00000,0.00006,128.54683
Ireland,55.01890,-7.32807,S6835,Buncranna Road,1.85890,-0.00254,13.00000,-0.00026,150.11940
Ireland,52.99270,-6.89021,S6836,Burtown Little,3.13605,-0.00078,88.00000,0.00013,211.10614
Ireland,52.81540,-6.83824,S6837,Busherstown,3.18281,-0.00182,81.00000,-0.00142,53.12169
Ireland,52.81540,-6.83824,S6838,Busherstown,3.18281,-0.00182,81.00000,-0.00142,53.12169
Ireland,52.92050,-7.56657,S6839,Bushfield,1.53297,-0.00286,146.00000,0.00000,360.00000
Ireland,52.38650,-7.93959,S6840,Caherabbey,6.51292,0.00056,74.00000,-0.00097,349.79822
Ireland,53.19520,-8.81577,S6841,Caherweelder,0.77151,-0.00097,34.00000,0.00174,180.00000
Ireland,52.63690,-9.14754,S6842,Cahiracon,2.88038,0.00078,62.00000,0.00180,74.67935
Ireland,52.82330,-9.00183,S6843,Cahircalla Beg,8.84725,-0.00053,19.00000,-0.00049,133.32942
Ireland,52.82760,-9.00627,S6844,Cahircalla More,1.34138,0.00159,33.00000,0.00166,31.20339
Ireland,54.61460,-7.15352,S6846,Caledon,1.22475,0.00045,117.00000,-0.00009,250.98596
Ireland,52.54560,-7.39634,S6847,Callan,1.77989,0.00079,67.00000,0.00178,31.36841
Ireland,51.48480,-9.73220,S6848,Callaros Oughter,1.96683,-0.00021,49.00000,-0.00186,55.53328
Ireland,53.90940,-8.46594,S6849,Callow,4.54639,-0.00075,62.00000,-0.00260,104.97163
Ireland,54.27060,-8.47153,S6850,Caltragh,1.85242,-0.00209,10.00000,0.00000,90.00000
Ireland,52.84100,-7.49872,S6851,Cannonswood,1.92642,0.00223,87.00000,-0.00003,6.90503
Ireland,51.72250,-9.69802,S6852,Canshanavoe,25.37322,0.00012,474.00000,0.00023,239.46597
Ireland,52.94770,-7.35391,S6853,Cappaloughlin,1.53392,0.00287,105.00000,0.00000,180.00000
Ireland,53.06250,-7.41407,S6854,Cappanrush,5.37201,0.00178,127.00000,-0.00127,31.06502
Ireland,53.28090,-8.53374,S6855,Caraun More,2.11961,-0.00034,68.00000,-0.00032,100.50288
Ireland,53.27170,-6.20564,S6856,Carmanhall,2.07800,-0.00185,91.00000,-0.00183,221.96172
Ireland,53.97230,-9.48625,S6857,Carn bog,35.78813,-0.00449,461.00000,-0.00111,8.38431
Ireland,54.03120,-6.41118,S6858,Carn more,1.65328,0.00215,17.00000,0.00123,224.45589
Ireland,54.25580,-9.80494,S6859,Carnhill,3.16167,-0.00000,59.00000,0.00000,360.00000
Ireland,53.25820,-6.17311,S6860,Carrickmines,2.11958,-0.00034,92.00000,-0.00032,259.50256
Ireland,54.59690,-7.05062,S6861,Carrickmore,8.35516,0.00146,169.00000,0.00226,301.43002
Ireland,53.15150,-6.50859,S6862,Carrig,3.17565,-0.00025,274.00000,-0.00238,240.99219
Ireland,51.89790,-8.47109,S6863,Carrigacat,0.44044,-0.00134,8.00000,-0.00139,328.25702
Ireland,51.87920,-8.64926,S6864,Carrigane,0.46344,-0.00105,33.00000,0.00000,270.00000
Ireland,51.90160,-8.11998,S6865,Carrigatogher,1.39008,0.00105,24.00000,0.00000,90.00000
Ireland,52.66390,-8.62677,S6866,Carrigdirty,1.78338,0.00178,13.00000,0.00000,211.29935
Ireland,53.63430,-7.97228,S6867,Carrigeens,2.42040,0.00122,56.00000,0.00173,229.92732
Ireland,51.54240,-9.12810,S6868,Carrigillihy,4.86896,0.00127,14.00000,0.00039,274.36703
Ireland,51.89320,-8.56515,S6869,Carrigrohane,2.24603,0.00000,29.00000,-0.00000,180.00000
Ireland,54.66160,-7.58824,S6870,Carrowkilla,4.55146,0.00003,121.00000,-0.00072,285.23602
Ireland,53.73380,-9.17181,S6871,Carrowlisdooaun,3.25649,0.00037,42.00000,-0.00008,343.48672
Ireland,53.99210,-8.98899,S6872,Carrowneden,8.20817,0.00010,147.00000,-0.00077,315.51718
Ireland,53.32460,-8.70597,S6873,Carrowntober,1.85271,-0.00000,50.00000,0.00000,90.00000
Ireland,52.51680,-7.89117,S6874,Cashel,1.91241,0.00220,99.00000,-0.00003,186.95628
Ireland,52.06140,-9.52644,S6875,Cashelkeelty,3.44991,0.00032,62.00000,0.00136,11.61047
Ireland,54.71340,-6.21676,S6876,Castle Cara,2.57308,0.00194,20.00000,0.00048,219.02664
Ireland,54.56210,-6.04742,S6877,Castle Mahon,14.64800,-0.00041,198.00000,0.00077,291.87622
Ireland,52.47530,-8.36379,S6879,Chancellorsland,1.66525,0.00000,109.00000,-0.00064,103.16759
Ireland,53.43330,-6.35081,S6880,Cherryhound,1.55135,0.00195,80.00000,0.00174,360.00000
Ireland,53.15470,-6.97250,S6881,Cherryville,2.88257,0.00141,90.00000,-0.00037,254.50314
Ireland,51.89790,-8.47109,S6882,Claidh Dubh,0.44044,-0.00134,8.00000,-0.00139,328.25702
Ireland,53.29140,-6.68887,S6883,Clane,0.79527,0.00092,69.00000,-0.00054,299.08768
Ireland,52.82590,-8.96790,S6884,Clare abbey,2.91484,0.00005,4.00000,0.00034,23.39627
Ireland,51.89790,-8.47109,S6885,Clashadunna,0.44044,-0.00134,8.00000,-0.00139,328.25702
Ireland,51.69790,-8.43510,S6886,Clashroe,2.46990,0.00162,40.00000,0.00046,138.97742
Ireland,52.47490,-8.15720,S6887,Cloghabreedy,1.58656,0.00177,100.00000,0.00080,343.02179
Ireland,53.40110,-7.01611,S6888,Cloghaclocka,4.05750,0.00190,87.00000,0.00244,30.86414
Ireland,54.40990,-7.17256,S6889,Clogher,1.66099,0.00086,100.00000,0.00198,224.19189
Ireland,54.29780,-6.09660,S6891,Cloghskelt,6.80866,-0.00051,103.00000,0.00151,246.09489
Ireland,53.99060,-6.71736,S6892,Cloghvally,2.01219,0.00178,44.00000,0.00197,112.98862
Ireland,53.00750,-7.37501,S6893,Clonadacasey,1.34545,0.00105,103.00000,0.00013,148.90254
Ireland,53.27750,-6.23111,S6894,Clonard,2.38441,-0.00081,102.00000,-0.00144,60.92031
Ireland,53.22010,-7.82895,S6895,Clonast bog,0.77195,0.00097,54.00000,-0.00174,180.00000
Ireland,53.01910,-7.34226,S6896,Clonboyne,1.53646,0.00287,114.00000,0.00000,180.00000
Ireland,53.48910,-6.87076,S6897,Cloncowan,2.88404,-0.00057,72.00000,0.00086,74.38660
Ireland,53.55140,-7.40268,S6898,Clonikilvant,1.81046,0.00190,100.00000,0.00000,210.77438
Ireland,52.51060,-8.15166,S6899,Clonmore,1.16243,0.00241,112.00000,-0.00024,168.50407
Ireland,52.95510,-7.44445,S6900,Clonrud,2.40487,0.00240,97.00000,0.00255,129.62239
Ireland,53.37890,-6.68053,S6901,Clonsast,0.77483,-0.00293,75.00000,0.00000,360.00000
Ireland,53.55140,-7.40268,S6903,Clonva,1.81046,0.00190,100.00000,0.00000,210.77438
Ireland,53.49340,-6.69157,S6904,Clonymeath,1.80864,0.00244,113.00000,0.00154,210.80907
Ireland,53.67430,-7.97405,S6905,Cloonbony,1.56017,-0.00296,39.00000,-0.00000,180.00000
Ireland,53.58620,-8.44166,S6906,Clooncullaun,1.64449,0.00211,90.00000,0.00122,224.76144
Ireland,53.94740,-7.78344,S6907,Cloone,3.74283,-0.00031,57.00000,0.00068,317.16992
Ireland,53.66600,-9.07655,S6908,Clooneen,2.53475,0.00182,43.00000,0.00047,219.74176
Ireland,53.76310,-8.13153,S6909,Cloonfinlough,3.12461,0.00000,53.00000,-0.00000,180.00000
Ireland,53.97230,-9.48625,S6910,Cloongalloon,35.78813,-0.00449,461.00000,-0.00111,8.38431
Ireland,53.95250,-8.15330,S6911,Cloongownagh,7.10947,-0.00510,46.00000,-0.00116,20.88958
Ireland,52.72380,-8.55060,S6912,Cloonlara,4.23468,-0.00145,18.00000,-0.00008,334.09311
Ireland,54.08710,-9.17671,S6913,Cloonturk,2.80661,-0.00082,15.00000,-0.00257,245.11385
Ireland,53.56140,-6.55926,S6914,Clowanstown,0.77815,-0.00197,116.00000,0.00035,180.00000
Ireland,51.90070,-10.37150,S6915,Coarha More,1.14727,0.00243,87.00000,0.00177,348.34879
Ireland,54.25580,-5.62723,S6917,Coney Island,3.19517,-0.00153,2.00000,-0.00256,299.65302
Ireland,53.63130,-6.79084,S6918,Cooksland,0.45339,0.00080,60.00000,-0.00013,329.27353
Ireland,53.63130,-6.79084,S6919,Cookstown,0.45339,0.00080,60.00000,-0.00013,329.27353
Ireland,53.63130,-6.79084,S6920,Cookstown,0.45339,0.00080,60.00000,-0.00013,329.27353
Ireland,52.47490,-8.15720,S6921,Coolahollaga,1.58656,0.00177,100.00000,0.00080,343.02179
Ireland,53.21280,-8.46166,S6922,Cooleeny,1.38977,0.00105,82.00000,0.00000,90.00000
Ireland,52.88160,-7.54796,S6923,Coolfin,3.82421,-0.00284,113.00000,-0.00000,180.00000
Ireland,53.27380,-9.05178,S6925,Cooltymurraghy,1.94552,0.00345,14.00000,0.00012,186.83635
Ireland,51.53290,-9.53505,S6926,Cooradarrigan,0.00000,0.00000,22.00000,0.00000,0.00000
Ireland,55.04140,-6.30091,S6937,Corkey,2.45523,-0.00136,149.00000,-0.00180,131.04601
Ireland,54.45140,-7.52563,S6938,Corlea,5.78455,-0.00102,95.00000,-0.00070,273.92685
Ireland,53.97350,-8.00328,S6939,Corlona,1.82390,-0.00250,70.00000,-0.00155,30.52058
Ireland,52.25680,-7.12920,S6940,Corradoon,1.32880,-0.00097,51.00000,-0.00013,211.53627
Ireland,53.71010,-7.42548,S6941,Corralanna,1.56150,-0.00297,61.00000,0.00000,360.00000
Ireland,52.92210,-7.52742,S6943,Corraun,0.79371,0.00068,121.00000,0.00102,298.87823
Ireland,52.10810,-8.27263,S6944,Corrin,0.75261,0.00184,69.00000,-0.00035,360.00000
Ireland,54.91540,-6.39560,S6946,Craigs,0.80271,-0.00091,132.00000,0.00057,120.05524
Ireland,53.62800,-8.18863,S6947,Creggan,1.21067,-0.00123,49.00000,-0.00144,229.93141
Ireland,52.53490,-8.86969,S6948,Croagh,1.98162,0.00165,28.00000,0.00261,305.10013
Ireland,54.22220,-9.22159,S6949,Croghaun,2.43450,-0.00128,2.00000,-0.00176,310.47272
Ireland,54.14940,-7.18043,S6950,Crossreagh,7.52252,-0.00111,155.00000,0.00009,146.55898
Ireland,51.68560,-9.93370,S6951,Crumpane,3.24082,-0.00000,45.00000,0.00000,270.00000
Ireland,52.89950,-7.50970,S6952,Cuffsborough,3.13112,-0.00078,127.00000,0.00013,211.16116
Ireland,53.88480,-9.50033,S6953,Cuilmore,2.82899,-0.00063,27.00000,0.00100,194.20850
Ireland,54.25500,-8.59725,S6954,Culleenamore,1.21820,-0.00126,3.00000,-0.00147,310.49527
Ireland,54.21180,-8.99169,S6955,Culleens,2.36978,0.00304,76.00000,0.00209,180.00000
