Country,Latitude,Longitude,SiteID,SiteName,Slope,Profile cu,ele30m,Tangential,Aspect
Great Britain,55.97380,-2.89579,S6388,Grainfoot,1.26013,-0.00284,27.00000,0.00024,169.41260
Great Britain,56.65390,-3.75364,S6389,Grandtully,6.13726,0.00013,104.00000,-0.00043,52.11469
Great Britain,54.49520,-1.08279,S6390,Great Ayton Moor,1.22439,-0.00045,283.00000,0.00009,251.03784
Great Britain,51.59260,-4.18014,S6391,Great Carn,3.35264,-0.00050,146.00000,-0.00012,176.04102
Great Britain,54.45560,-3.13383,S6392,Great Langdale,19.73156,-0.00187,212.00000,0.00431,233.15364
Great Britain,53.32910,-3.86216,S6393,Great Orme,9.06731,-0.00022,31.00000,-0.00032,239.47813
Great Britain,51.49770,-3.09491,S6394,Great Wharf,1.75013,-0.00224,7.00000,-0.00025,31.97117
Great Britain,55.67770,-3.25321,S6395,Green Knowe,8.98933,-0.01146,271.00000,-0.00081,5.86583
Great Britain,54.95850,-3.95239,S6396,Greenlaw,5.33466,-0.00101,59.00000,0.00172,312.61426
Great Britain,52.24620,-0.72117,S6397,Grendon,1.66487,0.00227,51.00000,0.00474,103.10154
Great Britain,50.71360,-2.43488,S6398,Greyhound Yard,1.29702,-0.00082,63.00000,-0.00012,32.41179
Great Britain,53.97090,-0.75586,S6399,Grimthorpe,3.27340,0.00118,155.00000,-0.00296,16.42470
Great Britain,54.11910,-0.23879,S6400,Grindale Barrow,1.82863,-0.00252,90.00000,-0.00155,329.56760
Great Britain,54.23350,-0.31985,S6401,Gristhorpe,33.54781,-0.01246,16.00000,0.00338,61.39690
Great Britain,51.91850,-1.86185,S6403,Guiting,5.25676,0.00176,176.00000,0.00178,315.30588
Great Britain,51.86540,-3.14599,S6404,Gwernvale,1.56689,-0.00201,73.00000,-0.00072,197.19991
Great Britain,50.23000,-5.37959,S6405,Gwithian,0.92709,0.00105,6.00000,0.00000,270.00000
Great Britain,52.35280,0.06903,S6406,Haddenham,0.44370,0.00020,1.00000,-0.00165,328.51947
Great Britain,51.35260,0.44882,S6407,Halling,1.18609,-0.00240,1.00000,-0.00217,308.60757
Great Britain,50.87890,-0.69214,S6408,Halnaker Hill,4.33577,0.00155,123.00000,0.00044,338.07037
Great Britain,50.95730,-0.97759,S6409,Hampshire,15.00817,-0.00181,130.00000,0.00000,152.11372
Great Britain,54.51940,-2.64736,S6410,Hardendale Nab,2.88885,0.00144,366.00000,-0.00040,254.01329
Great Britain,53.84340,-1.88599,S6411,Harden Moor,11.97002,0.00101,254.00000,0.00289,277.41107
Great Britain,55.67860,-3.25007,S6412,Harehope Cairn,12.93745,0.00031,259.00000,0.00062,310.83719
Great Britain,53.21520,-1.56867,S6413,Harland,8.93003,-0.00027,340.00000,-0.00025,210.97456
Great Britain,50.53740,-4.99638,S6414,Harlyn Bay,5.87178,0.00056,17.00000,-0.00040,350.94739
Great Britain,52.81950,0.61513,S6415,Harpley,2.94714,-0.00355,63.00000,-0.00293,321.07028
Great Britain,54.45410,-3.10603,S6416,Harrison Stickle,23.11202,-0.00125,507.00000,-0.00009,297.07666
Great Britain,52.12790,0.07176,S6417,Harston-Manor Farm,1.32602,-0.00153,15.00000,-0.00164,31.61072
Great Britain,51.13730,-0.56477,S6418,Hascombe,12.38387,0.00282,189.00000,0.00354,305.84842
Great Britain,51.34970,-2.37481,S6419,Hay Bath,18.22226,-0.00198,135.00000,0.00215,275.62973
Great Britain,50.73900,-3.43011,S6420,Hayes Farm,1.85353,-0.00000,20.00000,0.00000,90.00000
Great Britain,50.42150,-3.75279,S6421,Hazard Hill,3.55015,0.00518,145.00000,0.00650,65.90527
Great Britain,51.40950,-0.68569,S6422,Heatherwood,2.89247,-0.00082,99.00000,0.00082,39.82301
Great Britain,50.42270,-4.73019,S6423,Helman Tor,11.12656,-0.00197,188.00000,-0.00091,183.53783
Great Britain,52.86700,-1.32105,S6424,Hemington Field,2.31562,-0.00104,31.00000,-0.00000,270.00000
Great Britain,51.40420,-1.90223,S6425,Hemp Knoll,1.60526,-0.00194,192.00000,-0.00116,313.80984
Great Britain,52.52000,0.40416,S6426,Hemplands Farm,1.77914,-0.00176,-2.00000,-0.00000,211.38335
Great Britain,51.42550,-1.04342,S6427,Heron House,1.31129,-0.00088,46.00000,-0.00013,32.01213
Great Britain,54.17590,-0.59494,S6428,Heslerton,1.20680,-0.00260,44.00000,0.00024,348.93542
Great Britain,51.74150,0.67989,S6429,Heybridge,1.14339,0.00233,3.00000,-0.00024,191.69160
Great Britain,54.27410,-3.39150,S6430,High Hyton,1.66856,-0.00198,7.00000,0.00058,283.71747
Great Britain,50.66530,-3.26937,S6431,High Peak,33.64199,-0.02586,15.00000,-0.01852,330.50214
Great Britain,52.48830,0.49819,S6432,Hill Close,1.19785,0.00021,2.00000,-0.00126,129.32005
Great Britain,53.44020,-0.17076,S6433,Hoe Hill,0.79591,0.00092,91.00000,-0.00054,240.82677
Great Britain,53.06170,-1.63438,S6434,Hognaston,0.00000,0.00000,200.00000,0.00000,0.00000
Great Britain,52.25730,-2.25788,S6435,Holt,2.81079,-0.00042,32.00000,-0.00103,312.15482
Great Britain,51.16380,-2.83672,S6436,Honeygore,0.78688,-0.00093,6.00000,0.00050,117.93017
Great Britain,50.82680,-0.16108,S6437,Hove,3.92246,-0.00230,25.00000,-0.00178,242.24277
Great Britain,55.44720,-1.62529,S6438,Howick Heugh,4.06757,-0.00000,56.00000,0.00000,360.00000
Great Britain,52.92910,0.49524,S6439,Hunstanton,1.34367,-0.00104,28.00000,-0.00013,148.85637
Great Britain,52.33730,-0.59083,S6440,Huntingdon Race course,4.21102,0.00056,49.00000,-0.00097,350.51578
Great Britain,52.33010,-0.58813,S6441,Irthlingborough,1.85303,0.00000,37.00000,-0.00000,270.00000
Great Britain,58.74530,-2.91586,S6442,Isbister,17.26969,-0.00000,19.00000,0.00000,360.00000
Great Britain,50.82730,0.04525,S6443,Itford Hill,11.26492,-0.00016,67.00000,-0.00086,243.32631
Great Britain,54.64340,-2.08059,S6444,Jackscar Cave,11.53601,0.00181,336.00000,0.00117,172.03078
Great Britain,51.77700,1.12000,S6445,Jaywick,1.61155,0.00197,4.00000,0.00117,225.95395
Great Britain,53.12970,-0.15095,S6446,Jeffs Farm,0.00000,0.00000,10.00000,0.00000,0.00000
Great Britain,51.22900,-1.58749,S6447,Kalis Corner,1.74280,-0.00161,92.00000,0.00000,212.12332
Great Britain,56.92810,-2.33191,S6448,Keabog,3.85503,0.00048,109.00000,0.00161,331.33072
Great Britain,54.35690,-0.97969,S6449,Kemp Howe,16.02674,0.00039,242.00000,0.00325,8.90588
Great Britain,55.78200,-6.35953,S6450,Kentraw,4.29651,0.00043,32.00000,0.00061,40.20833
Great Britain,51.47910,-0.30058,S6451,Kew,2.78947,-0.00330,13.00000,-0.00085,311.65961
Great Britain,50.52930,-4.79717,S6452,Killibury,1.66225,0.00150,84.00000,0.00393,102.63232
Great Britain,50.74530,0.22986,S6453,Kilncombe,10.21844,0.00143,93.00000,-0.00137,132.22223
Great Britain,50.78350,-2.22698,S6454,Kingston,2.36012,0.00100,81.00000,0.00161,308.26282
Great Britain,51.97540,-1.56902,S6455,King Stone,2.57469,0.00096,222.00000,-0.00055,278.37396
Great Britain,54.00310,-0.49854,S6456,Kirkburn,1.65272,0.00112,26.00000,0.00017,315.52466
Great Britain,55.30040,-2.03937,S6457,Kirkhill,5.26941,0.00152,164.00000,-0.00049,307.91922
Great Britain,50.76210,-1.93335,S6458,Knighton Heath,2.11675,0.00132,48.00000,0.00310,80.06342
Great Britain,56.59310,-2.98694,S6459,Knockenny Farm,3.68924,-0.00355,135.00000,-0.00329,250.07387
Great Britain,51.97680,-2.50962,S6460,Lambscott,0.78992,-0.00093,119.00000,0.00051,61.64160
Great Britain,52.56140,-3.03717,S6461,Lan Fawr,11.81763,0.00106,381.00000,0.00165,309.36697
Great Britain,52.05670,-0.83161,S6462,Lanting,4.86051,0.00068,84.00000,-0.00238,72.02490
Great Britain,53.09790,-2.28677,S6463,Lawton,2.79565,0.00129,104.00000,0.00486,114.37543
Great Britain,51.15380,-1.43230,S6464,Leckford Estate,6.32766,0.00001,63.00000,0.00084,35.70619
Great Britain,58.78840,-2.94971,S6465,Liddle Far,1.67999,0.00005,38.00000,-0.00087,105.38589
Great Britain,53.11510,-1.77438,S6466,Liffs Low,8.27988,0.00161,362.00000,0.00264,300.53030
Great Britain,53.32090,-2.27025,S6467,Lindow Moss,1.18346,-0.00250,73.00000,0.00024,168.71266
Great Britain,51.77370,1.10973,S6468,Lion Point,1.88134,0.00216,4.00000,0.00203,7.07273
Great Britain,52.53800,0.35796,S6469,Littleport,2.87998,-0.00078,1.00000,-0.00179,105.28754
Great Britain,52.35650,0.25722,S6470,Little Thetford,1.15854,0.00239,1.00000,-0.00024,348.46469
Great Britain,51.78560,0.47221,S6471,Little Waltham,0.92684,-0.00105,39.00000,0.00000,90.00000
Great Britain,53.21800,-4.10751,S6472,Llandegai,0.77192,-0.00097,41.00000,-0.00035,180.00000
Great Britain,56.41410,-3.53347,S6473,Loanleven,4.05738,-0.00229,39.00000,-0.00317,65.72475
Great Britain,55.10520,-3.56602,S6474,Locharbriggs,1.22902,-0.00131,13.00000,-0.00151,311.09149
Great Britain,56.38820,-5.41860,S6475,Loch Nell,30.55639,0.00420,41.00000,0.00090,125.45148
Great Britain,51.75070,0.70651,S6476,Loftsfarm,1.31803,0.00150,7.00000,0.00164,328.17291
Great Britain,53.60970,-1.98941,S6477,Lominot,14.07410,0.00177,404.00000,0.00172,22.77175
Great Britain,50.87420,-0.67663,S6478,Long Down,6.38763,0.00002,91.00000,0.00015,290.03824
Great Britain,52.55210,-2.85404,S6479,Long Mynd,4.25822,-0.00042,485.00000,0.00002,36.68644
Great Britain,51.73250,-5.11684,S6480,Longstone Field,1.97021,0.00022,50.00000,0.00187,304.61359
Great Britain,52.53900,-0.26777,S6481,Longville,0.44506,0.00077,10.00000,-0.00013,211.37233
Great Britain,54.09100,-0.28432,S6482,Low Claythorpe,2.39519,-0.00041,24.00000,0.00140,60.44546
Great Britain,53.34980,-1.80770,S6483,Mam Tor,31.55664,0.00123,457.00000,0.00103,337.55179
Great Britain,54.15400,-2.76895,S6484,Manor Farm,11.07260,-0.00799,82.00000,-0.00142,28.36932
Great Britain,51.53940,-0.50169,S6485,Mansfield Farm,2.11755,-0.00076,33.00000,-0.00091,280.10281
Great Britain,51.33670,1.37569,S6486,Manston,1.60415,-0.00084,39.00000,-0.00016,313.76743
Great Britain,51.49630,0.27640,S6487,Mar Dyke,3.70751,-0.00178,4.00000,-0.00174,180.00000
Great Britain,50.70730,-2.43766,S6488,Maumbury Rings,2.18893,-0.00259,75.00000,0.00209,360.00000
Great Britain,51.69750,0.76700,S6489,Maylandsea,1.31692,-0.00149,2.00000,-0.00164,148.14246
Great Britain,51.17580,-2.79402,S6490,Meare,0.78692,-0.00046,1.00000,-0.00318,62.06368
Great Britain,51.14690,-2.81497,S6491,Meare Heath,2.36713,0.00102,16.00000,0.00162,231.51787
Great Britain,51.17400,-2.80115,S6492,Meare Lake,0.78691,-0.00093,8.00000,0.00050,242.06468
Great Britain,52.82680,-3.45020,S6493,Melangell Church,5.74784,-0.00172,195.00000,0.00249,285.38464
Great Britain,52.68770,-2.75163,S6494,Meole Brace,1.21943,0.00012,69.00000,0.00465,288.21802
Great Britain,52.41850,-1.98088,S6495,Merritts Brook,1.62275,0.00095,165.00000,0.00016,45.53995
Great Britain,52.54360,0.43496,S6496,Methwold Severals,1.33506,0.00156,2.00000,0.00165,211.36954
Great Britain,52.86520,-4.62234,S6497,Meyllteyrn,8.97484,-0.00090,85.00000,0.00234,346.67737
Great Britain,51.12490,-1.25257,S6498,Micheldever Wood,10.09995,-0.00180,101.00000,0.00089,205.55997
Great Britain,56.64950,-2.60348,S6499,Middle Brighty Farm,2.03331,-0.00125,73.00000,0.00065,294.40948
Great Britain,50.70720,-2.46316,S6500,Middle Farm,5.07789,0.00018,81.00000,0.00025,239.87793
Great Britain,57.88730,-4.32786,S6501,Migdale,5.73168,-0.00135,72.00000,0.00373,112.20383
Great Britain,50.85660,-0.22668,S6502,Mile Oak,4.77913,-0.00011,53.00000,0.00072,226.53120
Great Britain,55.59510,-2.09681,S6503,Milfield South,1.63545,-0.00326,45.00000,-0.00000,180.00000
Great Britain,55.52850,-1.86059,S6504,Millstone Hill,3.74975,-0.00000,262.00000,0.00000,29.56264
Great Britain,51.31850,-1.71298,S6505,Milton Hill Farm,4.12984,0.00036,204.00000,-0.00121,26.62493
Great Britain,52.05100,-0.80405,S6506,Milton Keynes,2.43667,0.00068,74.00000,-0.00046,337.65649
Great Britain,51.75000,-1.43354,S6507,Mingie Ditch,0.00000,0.00000,69.00000,0.00000,0.00000
Great Britain,52.85830,-4.10877,S6508,Mochras,9.86452,0.00561,62.00000,0.00191,177.33427
Great Britain,50.95590,0.73410,S6509,Mockbeggar Rye,6.32785,-0.00076,12.00000,-0.00228,260.02267
Great Britain,51.86910,-3.46131,S6510,Modrydd,16.93155,-0.00076,564.00000,0.00063,189.17351
Great Britain,52.86470,-4.05468,S6511,Moel Gerddi Ardudwy,13.64253,-0.00234,310.00000,0.00097,172.34055
Great Britain,51.46080,-0.27247,S6512,Mortla,1.60621,-0.00194,19.00000,-0.00116,133.84554
Great Britain,56.42060,-2.86412,S6513,Morton,3.73693,0.00012,9.00000,0.00031,312.05515
Great Britain,54.48520,-2.00000,S6514,Moss Mire,3.67765,0.00000,399.00000,-0.00000,149.79057
Great Britain,51.66650,-1.15548,S6515,Mount Farm,0.46346,0.00105,56.00000,0.00000,270.00000
Great Britain,51.50350,0.41368,S6516,Mucking,1.48498,0.00269,29.00000,0.00000,360.00000
Great Britain,55.73980,-2.05575,S6517,Murton High Crags,3.22434,0.00162,89.00000,0.00270,300.57684
Great Britain,55.97930,-3.66048,S6518,Myerhaed,3.25190,-0.00147,50.00000,-0.00216,67.62835
Great Britain,52.83730,-4.62214,S6519,Mynydd Rhiw lleyn,10.92135,-0.00222,249.00000,0.00014,20.87099
Great Britain,50.26930,-5.26166,S6520,Nancecuke,1.85368,0.00000,85.00000,-0.00000,270.00000
Great Britain,51.70400,-3.57177,S6521,Nant,5.94439,0.00242,487.00000,0.00296,324.36258
Great Britain,53.33730,-3.39686,S6522,Nant Hall,0.77407,0.00195,11.00000,0.00174,360.00000
Great Britain,51.21800,-1.84535,S6523,Netheravon,0.73801,0.00177,129.00000,0.00175,360.00000
Great Britain,51.56610,-3.99438,S6524,Newton Cliffs,3.50074,-0.00058,49.00000,-0.00151,211.93242
Great Britain,53.71360,-0.49825,S6525,North Ferriby,0.00000,0.00000,0.00000,0.00000,0.00000
Great Britain,56.32610,-3.73696,S6526,North Mains,1.42999,0.00196,35.00000,0.00173,29.05712
Great Britain,51.93370,-1.80363,S6527,Oak Cow Common,3.54340,0.00088,196.00000,0.00226,301.88986
Great Britain,52.67590,-0.71753,S6528,Oakham,2.02788,0.00246,101.00000,0.00077,339.96332
Great Britain,54.10700,-0.40452,S6529,Octon Wold,0.91435,-0.00054,121.00000,-0.00155,210.43982
Great Britain,51.26450,-1.70758,S6530,Old Coach Road,1.96387,-0.00020,173.00000,-0.00184,124.33755
Great Britain,51.70700,-0.32245,S6531,Old Parkbury,4.56119,0.00141,71.00000,0.00107,11.70031
Great Britain,55.56720,-2.11259,S6532,Old Yeavering,1.68592,0.00230,59.00000,0.00128,316.63705
Great Britain,58.01690,-4.41586,S6533,Ord North,8.13354,-0.00043,148.00000,-0.00006,64.77473
Great Britain,52.55620,-0.28433,S6534,Orton Gravel Complex,4.74270,-0.00223,9.00000,0.00120,61.32589
Great Britain,51.30900,0.19538,S6535,Otford,2.77795,-0.00078,68.00000,-0.00231,246.48459
Great Britain,50.81830,-2.03710,S6536,Pamphill Lodge farm,1.95625,-0.00215,42.00000,0.00015,20.81122
Great Britain,51.92080,-4.74437,S6537,Parc Maen,2.57464,0.00096,225.00000,-0.00055,261.63611
Great Britain,52.25140,-1.57222,S6538,Park Farm,1.19531,0.00116,65.00000,0.00139,230.83124
Great Britain,54.88090,-4.07493,S6539,Park of Tongland,6.00795,-0.00460,80.00000,-0.00160,2.20122
Great Britain,51.83310,-2.11031,S6540,Peak Camp,2.78287,0.00027,285.00000,-0.00216,246.24066
Great Britain,50.44580,-4.03261,S6541,peatmonolith,1.58985,-0.00187,283.00000,-0.00114,133.21735
Great Britain,51.88380,-3.43564,S6542,Pen Fan,41.13508,0.00059,804.00000,-0.00608,19.47480
Great Britain,51.68360,-3.40614,S6543,Penrhiwcradoc,11.24303,-0.00564,197.00000,-0.00232,27.90206
Great Britain,50.30870,-4.78530,S6544,Pentewan Valley,1.66194,-0.00001,99.00000,-0.00059,257.42480
Great Britain,51.97590,-3.23618,S6545,Pen Wyrlod,2.87774,0.00272,261.00000,0.00189,105.10290
Great Britain,50.75950,-2.43248,S6546,Piddle Down,2.11674,-0.00032,146.00000,-0.00029,260.06400
Great Britain,54.45570,-3.12150,S6547,Pike of Stickle,29.15072,0.00290,635.00000,-0.00101,248.08734
Great Britain,53.56490,-2.90602,S6548,Pilling,0.92656,0.00105,71.00000,0.00000,90.00000
Great Britain,53.26090,-1.20087,S6549,Pinhole Cave,2.00720,0.00240,98.00000,-0.00031,112.63289
Great Britain,52.43180,-4.02125,S6551,Plas Gogerddan,3.81336,0.00274,30.00000,0.00004,186.96964
Great Britain,52.47070,-3.72558,S6552,Plynlimon,26.77358,-0.00023,495.00000,-0.00059,235.64288
Great Britain,50.00990,-5.14213,S6553,Poldowrian,1.98826,-0.00025,59.00000,-0.00361,248.79710
Great Britain,51.51880,-3.56395,S6554,Pond Cairn,3.14976,0.00141,40.00000,0.00232,241.88481
Great Britain,51.70400,-4.03930,S6555,Pontardulais,1.49152,-0.00181,22.00000,0.00035,180.00000
Great Britain,50.74860,-1.91919,S6556,Poole Barrow,1.95713,0.00018,57.00000,0.00182,55.96012
Great Britain,50.85470,-1.07930,S6557,Portsdown,9.44107,0.00345,99.00000,0.00059,256.66840
Great Britain,51.33050,-2.00575,S6558,Potterne,4.79948,-0.00204,103.00000,0.00063,157.33229
Great Britain,50.68740,-2.66117,S6559,Puncknowle,7.59509,0.00289,163.00000,0.00368,224.24750
Great Britain,51.46800,-0.21461,S6560,Putney,7.87476,0.00050,8.00000,0.00118,200.54340
Great Britain,50.89090,-0.17561,S6561,Pyecombe,13.95045,0.00106,174.00000,-0.00154,37.04952
Great Britain,52.21770,-0.52141,S6562,Radwell,1.15508,0.00028,40.00000,0.00035,348.42932
Great Britain,54.05030,-0.69848,S6563,Raisthorpe Manor,2.39464,0.00244,190.00000,0.00199,299.53027
Great Britain,51.57510,-1.54540,S6564,Rams Hill,2.46613,0.00161,224.00000,0.00046,318.90015
Great Britain,53.27820,-1.58453,S6565,Ramsley Moor,1.63858,0.00208,308.00000,0.00121,224.96989
Great Britain,52.34420,-0.56858,S6566,Raunds,1.15824,-0.00248,34.00000,-0.00177,191.53847
Great Britain,52.13140,-0.75368,S6567,Ravenstone,3.14839,-0.00009,54.00000,-0.00095,342.89655
Great Britain,50.86030,-0.17396,S6569,Red Hill,2.87254,-0.00326,117.00000,-0.00283,40.16029
Great Britain,53.22700,-0.55429,S6570,Redlands Farm,0.79500,-0.00013,5.00000,-0.00317,240.94913
Great Britain,56.73990,-2.82400,S6571,Reswallie Mains,0.84259,-0.00231,108.00000,-0.00174,360.00000
Great Britain,57.01620,-6.27894,S6572,Rhum,4.37881,-0.00042,10.00000,-0.00062,320.70877
Great Britain,53.20540,-3.20688,S6573,Rhydymwyn,28.32036,0.00095,210.00000,-0.00263,216.88811
Great Britain,53.81080,-2.53463,S6574,Ribchester,1.64889,-0.00213,30.00000,-0.00123,135.39224
Great Britain,51.72040,-0.02658,S6575,Rimbury,1.14288,-0.00233,26.00000,0.00024,348.30307
Great Britain,52.28490,0.63044,S6576,Risby,0.88636,0.00078,39.00000,0.00177,148.48015
Great Britain,50.71520,-3.53422,S6577,River Exe,0.00000,0.00000,8.00000,0.00000,0.00000
Great Britain,54.08380,-4.61451,S6578,Roaldsway,0.45701,-0.00027,9.00000,0.00168,329.54614
Great Britain,51.74590,0.72072,S6579,Rook Hall,1.88020,-0.00212,6.00000,0.00003,172.92294
Great Britain,57.46540,-7.21729,S6580,Rosinish,5.68521,-0.00429,2.00000,-0.00314,11.70897
Great Britain,55.17930,-3.46212,S6581,Ross Mains,0.80935,0.00213,67.00000,0.00174,180.00000
Great Britain,50.97440,-2.07122,S6582,Rotherley,6.25421,0.00035,183.00000,0.00130,353.64264
Great Britain,51.70500,-1.68590,S6583,Roughground Farm,0.78888,-0.00127,78.00000,0.00105,61.78655
Great Britain,50.59130,-4.62531,S6584,Rough Tor South,4.29602,-0.00048,274.00000,-0.00073,239.49791
Great Britain,52.26310,-1.57650,S6585,Roxton,2.44657,0.00069,63.00000,-0.00046,22.24726
Great Britain,55.95930,-2.61512,S6586,Ruchlaw Mains,3.68261,0.00014,96.00000,-0.00273,70.37743
Great Britain,55.84670,-3.24428,S6587,Rullion Green,6.88269,0.00096,311.00000,-0.00121,53.47612
Great Britain,52.34710,-1.45531,S6588,Ryton,4.36132,-0.00004,90.00000,0.00218,64.34680
Great Britain,50.44850,-4.03272,S6589,Saddlesborough,7.47057,0.00046,291.00000,-0.00104,150.42230
Great Britain,51.32250,-3.01185,S6590,Sandcliff,9.40241,-0.00000,4.00000,0.00000,231.41074
Great Britain,52.52190,-1.96609,S6591,Sandwell Park,2.11866,0.00033,131.00000,0.00031,100.32362
Great Britain,52.63490,-3.15712,S6592,Sarn-y-Bryn-Calod,0.76162,0.00094,72.00000,0.00035,180.00000
Great Britain,54.26010,-0.56446,S6593,Sawdon Moor,1.58220,-0.00203,165.00000,0.00035,360.00000
Great Britain,56.42280,-3.40734,S6594,Scone Wood,2.57936,0.00098,59.00000,-0.00068,99.31564
Great Britain,54.26330,-0.46452,S6595,Seamer Moor Barrow,6.79158,0.00207,100.00000,0.00030,305.44177
Great Britain,51.08090,-2.97659,S6596,Sedgemoor,1.30430,-0.00145,7.00000,-0.00162,32.20659
Great Britain,51.15850,-2.82662,S6597,Shapwicjheath,4.97831,-0.00307,3.00000,-0.00206,77.20082
Great Britain,52.25370,-1.47257,S6598,Sharmer Farm,2.38964,-0.00136,73.00000,-0.00014,129.17018
Great Britain,54.18400,-0.39300,S6599,Sharpe Howes,2.43357,0.00248,160.00000,0.00264,310.44638
Great Britain,52.69050,-2.72800,S6600,Sharpstones Hill,0.00000,0.00000,72.00000,0.00000,0.00000
Great Britain,50.45290,-4.03855,S6601,Shaugh Moor,4.13721,-0.00191,256.00000,0.00027,142.03392
Great Britain,50.78530,-2.51074,S6602,Shearplace Hill,1.73100,0.00156,182.00000,-0.00000,327.62805
Great Britain,52.97010,-1.02010,S6603,Shelford,1.79254,-0.00182,22.00000,0.00000,31.11956
Great Britain,50.34280,-4.00290,S6604,Shelter Cave,5.47159,-0.00074,25.00000,0.00300,117.51403
Great Britain,58.22440,-6.19009,S6605,Sheshader,2.78849,0.00562,84.00000,0.00131,160.62228
Great Britain,57.50830,-5.64643,S6606,Shieldaig,4.39133,-0.00231,22.00000,-0.00077,167.85031
Great Britain,51.04160,0.30398,S6607,Shinewater Park,4.97780,0.00087,105.00000,-0.00184,282.76776
Great Britain,51.53930,0.78483,S6608,Shoebury,0.92688,-0.00105,8.00000,0.00000,90.00000
Great Britain,53.22730,-0.36700,S6609,Short Ferry,2.00697,-0.00001,4.00000,0.00160,292.61688
Great Britain,51.20180,-1.87402,S6610,Shrewton,2.31627,0.00104,113.00000,0.00000,270.00000
Great Britain,51.49290,-0.44702,S6611,Sipson Lane,1.13742,0.00230,29.00000,-0.00024,348.24561
Great Britain,55.80430,-6.38919,S6612,Sithean,2.61621,-0.00287,24.00000,-0.00178,141.74402
Great Britain,55.97000,-2.43583,S6613,Skateraw,2.57876,-0.00098,31.00000,0.00066,80.79225
Great Britain,52.51420,-1.01111,S6614,Smeeton,1.19813,-0.00117,156.00000,-0.00140,50.66332
Great Britain,51.26620,-1.69036,S6616,Snail Down,3.98516,0.00117,134.00000,0.00234,291.72717
Great Britain,55.01570,-3.02446,S6617,Solway Moss,0.46485,-0.00083,23.00000,0.00013,330.11740
Great Britain,51.14630,-2.90076,S6618,Somerset Levels,15.80911,-0.00187,46.00000,0.00000,270.00000
Great Britain,56.68620,-6.45550,S6619,Sorisdale,2.86001,-0.00236,17.00000,0.00042,53.98952
Great Britain,52.52880,0.41202,S6620,Southery Fen,0.92672,0.00105,0.00000,0.00000,270.00000
Great Britain,53.43750,-2.57360,S6621,Southworth Hall Farm,12.83502,0.00032,22.00000,0.00133,348.74289
Great Britain,50.92620,-0.50724,S6622,Sparrite Farm,4.76093,0.00204,13.00000,0.00186,212.29329
Great Britain,54.99490,-3.86503,S6623,Spottes Burn,7.43323,-0.00024,80.00000,-0.00217,143.93665
Great Britain,51.74520,0.51203,S6624,Springfield Lyons,0.43937,-0.00226,38.00000,0.00164,211.83025
Great Britain,53.79440,-0.17042,S6625,Sproatley,0.92653,0.00105,13.00000,0.00000,270.00000
Great Britain,52.05640,1.11163,S6626,Sproughton,0.92680,-0.00279,1.00000,-0.00459,90.00000
Great Britain,52.84040,-0.71269,S6627,Sproxton,1.63039,-0.00205,142.00000,-0.00120,45.26253
Great Britain,53.95410,-1.07947,S6628,St George's Field,1.36766,0.00009,11.00000,0.00194,210.53233
Great Britain,51.61710,-4.91818,S6629,Stackpole,2.75240,0.00051,27.00000,-0.00300,237.27744
Great Britain,55.45040,-2.07748,S6630,Standrop Rigg,8.04282,-0.00132,346.00000,0.00134,293.74323
Great Britain,50.59830,-4.63700,S6631,Stannon Downs,10.37654,-0.00179,274.00000,0.00022,108.20319
Great Britain,51.90230,0.21400,S6632,Stanstead Brook,6.75245,0.00117,75.00000,0.00467,112.73923
Great Britain,52.32820,-0.58377,S6633,Stanwick South,1.15784,0.00233,37.00000,0.00214,168.45752
Great Britain,51.46980,-3.38804,S6634,St Donats,3.40704,0.00031,134.00000,0.00135,348.23981
Great Britain,50.69790,-2.54943,S6635,Steepleton,3.13793,0.00209,153.00000,0.00120,62.30806
Great Britain,50.90940,-2.20911,S6636,Stepleton,3.30323,0.00086,147.00000,0.00324,320.89313
Great Britain,50.71640,-2.41790,S6637,Stinsford,1.66251,0.00001,51.00000,0.00060,102.68137
Great Britain,57.81570,-8.56947,S6638,St Kilda,22.05662,-0.00257,106.00000,-0.00186,274.28653
Great Britain,52.52150,0.13592,S6639,Stonea,3.17373,-0.00009,2.00000,-0.00096,196.96127
Great Britain,51.18380,-1.83831,S6640,Stonehenge Cursus,2.77680,0.00098,107.00000,-0.00197,293.45819
Great Britain,54.17430,-2.79211,S6641,Storrs Moss,2.10283,-0.00305,6.00000,-0.00103,318.65179
Great Britain,57.58070,-2.10536,S6642,Strichen,3.02303,0.00052,78.00000,0.00025,4.38801
Great Britain,51.73080,0.75312,S6643,Stumble,0.00000,0.00000,0.00000,0.00000,0.00000
Great Britain,51.44980,0.31007,S6644,Swanscombe,10.99514,0.00019,25.00000,-0.00160,29.97498
Great Britain,52.86140,-1.45780,S6645,Swarkestone,2.47524,-0.00072,54.00000,0.00047,338.02661
Great Britain,50.87120,-0.14813,S6646,Sweetpatch Bottom,6.53831,0.00166,77.00000,0.00031,341.47964
Great Britain,52.66370,-0.37922,S6647,Tallington,0.76212,0.00189,17.00000,-0.00035,360.00000
Great Britain,53.18380,-3.37541,S6648,Tandderwen,1.34948,0.00051,33.00000,-0.00090,30.99318
Great Britain,50.66760,-1.52450,S6649,Tennyson Down,12.14737,0.00033,17.00000,-0.00482,275.08960
