Country,Latitude,Longitude,SiteID,Elevation,SiteName,min_lakes_distance,min_rivers_distance,min_borders_distance
Great Britain,52.4883,0.498194,S6432,2,Hill Close,4.471474303,0.192159404,0.3022653
Great Britain,53.4402,-0.170761,S6433,0,Hoe Hill,4.967055566,0.155472044,0.155472044
Great Britain,53.0617,-1.63438,S6434,14,Hognaston,4.168797882,0.937518196,1.104187198
Great Britain,52.2573,-2.25788,S6435,141,Holt,4.297050802,0.438524843,0.495415948
Great Britain,51.1638,-2.83672,S6436,89,Honeygore,3.789464547,0.174068987,0.174068987
Great Britain,50.8268,-0.161076,S6437,0,Hove,3.941844518,0.012294264,0.012294264
Great Britain,55.4472,-1.62529,S6438,0,Howick Heugh,2.646595395,0.053500177,0.053500177
Great Britain,52.9291,0.495243,S6439,28,Hunstanton,4.507568236,0.010517595,0.010517595
Great Britain,52.3373,-0.590825,S6440,0,Huntingdon Race course,5.160345898,0.120895006,0.814174357
Great Britain,52.3301,-0.588129,S6441,0,Irthlingborough,5.154335972,0.113280506,0.817071505
Great Britain,58.7453,-2.91586,S6442,0,Isbister,1.657752023,0.005887003,0.005887003
Great Britain,50.8273,0.045245,S6443,67,Itford Hill,4.04715669,0.047574658,0.047574658
Great Britain,54.6434,-2.08059,S6444,0,Jackscar Cave,2.741349342,0.247651835,0.745624175
Great Britain,51.777,1.12,S6445,4,Jaywick,3.893708291,0.016135777,0.016135777
Great Britain,53.1297,-0.150953,S6446,0,Jeffs Farm,5.174998174,0.277679209,0.277679209
Great Britain,51.229,-1.58749,S6447,102,Kalis Corner,3.845850469,0.333585747,0.333585747
Great Britain,56.9281,-2.33191,S6448,0,Keabog,1.716254,0.103192341,0.103192341
Great Britain,54.3569,-0.979692,S6449,0,Kemp Howe,3.765563447,0.24162372,0.24162372
Great Britain,55.782,-6.35953,S6450,133,Kentraw,1.041754675,0.013559735,0.013559735
Great Britain,51.4791,-0.300584,S6451,0,Kew,4.462841765,0.648556713,0.648556713
Great Britain,50.5293,-4.79717,S6452,82,Killibury,3.097030802,0.050046843,0.050046843
Great Britain,50.7453,0.229859,S6453,93,Kilncombe,4.079721062,0.00439182,0.00439182
Great Britain,50.7835,-2.22698,S6454,0,Kingston,3.353428188,0.167249477,0.167249477
Great Britain,51.9754,-1.56902,S6455,143,King Stone,4.587035748,0.383599468,0.839062871
Great Britain,54.0031,-0.498535,S6456,0,Kirkburn,4.362795799,0.275212245,0.275212245
Great Britain,55.3004,-2.03937,S6457,0,Kirkhill,2.356680276,0.400278531,0.400278531
Great Britain,50.7621,-1.93335,S6458,0,Knighton Heath,3.341506633,0.05131834,0.05131834
Great Britain,56.5931,-2.98694,S6459,0,Knockenny Farm,1.026988595,0.155570772,0.155570772
Great Britain,51.9768,-2.50962,S6460,197,Lambscott,4.121949942,0.103778781,0.224370324
Great Britain,52.5614,-3.03717,S6461,130,Lan Fawr,3.474278208,0.338684999,0.675187953
Great Britain,52.0567,-0.831615,S6462,0,Lanting,4.821097122,0.018448106,1.182055487
Great Britain,53.0979,-2.28677,S6463,126,Lawton,3.717566787,0.484806551,0.484806551
Great Britain,51.1538,-1.4323,S6464,98,Leckford Estate,3.799384577,0.238097425,0.238097425
Great Britain,58.7884,-2.94971,S6465,0,Liddle Far,1.645549738,0.025145085,0.025145085
Great Britain,53.1151,-1.77438,S6466,16,Liffs Low,4.033814446,0.955189675,0.955189675
Great Britain,53.3209,-2.27025,S6467,102,Lindow Moss,3.552369596,0.430639307,0.430639307
Great Britain,51.7737,1.10973,S6468,4,Lion Point,3.904361887,0.026922303,0.026922303
Great Britain,52.538,0.35796,S6469,1,Littleport,4.61319301,0.062928052,0.231907114
Great Britain,52.3565,0.257215,S6470,1,Little Thetford,4.710937377,0.137942105,0.431108158
Great Britain,51.7856,0.472214,S6471,39,Little Waltham,4.533870009,0.23566858,0.23566858
Great Britain,53.218,-4.10751,S6472,90,Llandegai,2.354924892,0.021347248,0.021347248
Great Britain,56.4141,-3.53347,S6473,0,Loanleven,0.510577463,0.080600696,0.215448547
Great Britain,55.1052,-3.56602,S6474,380,Locharbriggs,1.35710986,0.109863432,0.109863432
Great Britain,56.3882,-5.4186,S6475,484,Loch Nell,0.180174055,0.036982215,0.036982215
Great Britain,51.7507,0.706514,S6476,7,Loftsfarm,4.306526191,0.026712026,0.026712026
Great Britain,53.6097,-1.98941,S6477,8,Lominot,3.529798223,0.755740104,0.755740104
Great Britain,50.8742,-0.676633,S6478,0,Long Down,3.75888833,0.120747182,0.120747182
Great Britain,52.5521,-2.85404,S6479,137,Long Mynd,3.656408743,0.458973935,0.721494384
Great Britain,51.7325,-5.11684,S6480,99,Longstone Field,1.950964689,0.035459951,0.035459951
Great Britain,52.539,-0.267775,S6481,0,Longville,5.238598901,0.224665351,0.445007767
Great Britain,54.091,-0.284322,S6482,0,Low Claythorpe,4.487699109,0.085851478,0.085851478
Great Britain,53.3498,-1.8077,S6483,9,Mam Tor,3.841676929,0.861331176,0.89208222
Great Britain,54.154,-2.76895,S6484,372,Manor Farm,2.595819195,0.039498057,0.039498057
Great Britain,51.5394,-0.501686,S6485,0,Mansfield Farm,4.441608444,0.595939754,0.74039268
Great Britain,51.3367,1.37569,S6486,39,Manston,3.738374381,0.010058648,0.010058648
Great Britain,51.4963,0.276403,S6487,4,Mar Dyke,4.740073917,0.116433776,0.116433776
Great Britain,50.7073,-2.43766,S6488,23,Maumbury Rings,3.286507119,0.069802192,0.069802192
Great Britain,51.6975,0.767002,S6489,2,Maylandsea,4.254774455,0.007888194,0.007888194
Great Britain,51.1758,-2.79402,S6490,104,Meare,3.794232491,0.212053286,0.212053286
Great Britain,51.1469,-2.81497,S6491,105,Meare Heath,3.769135513,0.200330476,0.200330476
Great Britain,51.174,-2.80115,S6492,82,Meare Lake,3.79360176,0.205487207,0.205487207
Great Britain,52.8268,-3.4502,S6493,82,Melangell Church,3.028394785,0.388449744,0.480875869
Great Britain,52.6877,-2.75163,S6494,64,Meole Brace,3.738344502,0.609515502,0.609515502
Great Britain,52.4185,-1.98088,S6495,153,Merritts Brook,4.444691335,0.75864653,0.76048199
Great Britain,52.5436,0.434965,S6496,2,Methwold Severals,4.536448917,0.108509707,0.230368699
Great Britain,52.8652,-4.62234,S6497,395,Meyllteyrn,1.860828825,0.052547926,0.052547926
Great Britain,51.1249,-1.25257,S6498,74,Micheldever Wood,3.811146356,0.266570015,0.266570015
Great Britain,56.6495,-2.60348,S6499,0,Middle Brighty Farm,1.411817637,0.10060596,0.10060596
Great Britain,50.7072,-2.46316,S6500,22,Middle Farm,3.288443963,0.074822523,0.074822523
Great Britain,57.8873,-4.32786,S6501,0,Migdale,0.179127844,0.017667363,0.017667363
Great Britain,50.8566,-0.226685,S6502,0,Mile Oak,3.936251381,0.031920401,0.031920401
Great Britain,55.5951,-2.09681,S6503,0,Milfield South,2.158466892,0.136313816,0.214260419
Great Britain,55.5285,-1.86059,S6504,0,Millstone Hill,2.399383237,0.113317591,0.113317591
Great Britain,51.3185,-1.71298,S6505,98,Milton Hill Farm,3.917092066,0.470174382,0.470174382
Great Britain,52.051,-0.804045,S6506,0,Milton Keynes,4.823464776,0.029038038,1.166655924
Great Britain,51.75,-1.43354,S6507,138,Mingie Ditch,4.385066334,0.32533743,0.832489568
Great Britain,52.8583,-4.10877,S6508,311,Mochras,2.37052588,0.016315076,0.016315076
Great Britain,50.9559,0.734104,S6509,12,Mockbeggar Rye,4.463406845,0.03780956,0.03780956
Great Britain,51.8691,-3.46131,S6510,104,Modrydd,3.261666946,0.260608104,0.434177649
Great Britain,52.8647,-4.05468,S6511,134,Moel Gerddi Ardudwy,2.423458276,0.055278205,0.055278205
Great Britain,51.4608,-0.272471,S6512,0,Mortla,4.457585689,0.629526187,0.629526187
Great Britain,56.4206,-2.86412,S6513,0,Morton,1.161757026,0.025622539,0.025622539
Great Britain,54.4852,-2,S6514,399,Moss Mire,2.910852186,0.106176273,0.762485502
Great Britain,51.6665,-1.15548,S6515,80,Mount Farm,4.360183357,0.295807701,0.809641352
Great Britain,51.5035,0.413682,S6516,29,Mucking,4.636333415,0.03754267,0.03754267
Great Britain,55.7398,-2.05575,S6517,0,Murton High Crags,2.133542331,0.039360418,0.068763711
Great Britain,55.9793,-3.66048,S6518,49,Myerhaed,0.700881444,0.031189543,0.031189543
Great Britain,52.8373,-4.62214,S6519,444,Mynydd Rhiw lleyn,1.865482989,0.027152689,0.027152689
Great Britain,50.2693,-5.26166,S6520,0,Nancecuke,3.109260393,0.055455858,0.055455858
Great Britain,51.704,-3.57177,S6521,38,Nant,3.23074704,0.243193708,0.243193708
Great Britain,53.3373,-3.39686,S6522,51,Nant Hall,2.933308942,0.028284271,0.028284271
Great Britain,51.218,-1.84535,S6523,128,Netheravon,3.803154531,0.483210069,0.483210069
Great Britain,51.5661,-3.99438,S6524,9,Newton Cliffs,2.931117063,0.013729763,0.013729763
Great Britain,53.7136,-0.498252,S6525,0,North Ferriby,4.540464623,0.012258003,0.012258003
Great Britain,56.3261,-3.73696,S6526,39,North Mains,0.380431827,0.228341466,0.228341466
Great Britain,51.9337,-1.80363,S6527,120,Oak Cow Common,4.519761526,0.601530931,0.601530931
Great Britain,52.6759,-0.717531,S6528,0,Oakham,5.097395982,0.479070375,0.757637943
Great Britain,54.107,-0.404517,S6529,0,Octon Wold,4.379237495,0.141782323,0.141782323
Great Britain,51.2645,-1.70758,S6530,106,Old Coach Road,3.864163366,0.422030261,0.422030261
Great Britain,51.707,-0.322447,S6531,0,Old Parkbury,4.663818423,0.445761454,0.751183473
Great Britain,55.5672,-2.11259,S6532,0,Old Yeavering,2.157509356,0.15128243,0.246185654
Great Britain,58.0169,-4.41586,S6533,0,Ord North,0.022474886,0.111134371,0.111134371
Great Britain,52.5562,-0.284334,S6534,0,Orton Gravel Complex,5.255727324,0.24726108,0.442557671
Great Britain,51.309,0.195376,S6535,68,Otford,4.537384046,0.237795979,0.237795979
Great Britain,50.8183,-2.0371,S6536,0,Pamphill Lodge farm,3.391352618,0.07838231,0.07838231
Great Britain,51.9208,-4.74437,S6537,363,Parc Maen,2.11102265,0.131779847,0.131779847
Great Britain,52.2514,-1.57222,S6538,104,Park Farm,4.823995647,0.483600372,0.941584931
Great Britain,54.8809,-4.07493,S6539,69,Park of Tongland,1.247388132,0.05055679,0.05055679
Great Britain,51.8331,-2.11031,S6540,69,Peak Camp,4.403482922,0.27953996,0.27953996
Great Britain,50.4458,-4.03261,S6541,0,peatmonolith,3.535016664,0.104309571,0.104309571
Great Britain,51.8838,-3.43564,S6542,227,Pen Fan,3.279595511,0.235462432,0.463096986
Great Britain,51.6836,-3.40614,S6543,45,Penrhiwcradoc,3.38847341,0.309886496,0.309886496
Great Britain,50.3087,-4.7853,S6544,120,Pentewan Valley,3.29063122,0.021909644,0.021909644
Great Britain,51.9759,-3.23618,S6545,15,Pen Wyrlod,3.431913705,0.068818842,0.487610448
Great Britain,50.7595,-2.43248,S6546,0,Piddle Down,3.338174888,0.118922762,0.118922762
Great Britain,54.4557,-3.1215,S6547,516,Pike of Stickle,2.135960876,0.210965704,0.210965704
Great Britain,53.5649,-2.90602,S6548,435,Pilling,2.974514059,0.14337649,0.14337649
Great Britain,53.2609,-1.20087,S6549,34,Pinhole Cave,4.348830149,0.547711546,0.64685225
Great Britain,52.4318,-4.02125,S6551,222,Plas Gogerddan,2.543347993,0.061500498,0.061500498
Great Britain,52.4707,-3.72558,S6552,133,Plynlimon,2.818640639,0.235264046,0.235264046
Great Britain,50.0099,-5.14213,S6553,0,Poldowrian,3.39475556,0.004391412,0.004391412
Great Britain,51.5188,-3.56395,S6554,51,Pond Cairn,3.324524117,0.083696813,0.083696813
Great Britain,51.704,-4.0393,S6555,139,Pontardulais,2.82033945,0.041979083,0.041979083
Great Britain,50.7486,-1.91919,S6556,0,Poole Barrow,3.329158822,0.039461863,0.039461863
Great Britain,50.8547,-1.0793,S6557,125,Portsdown,3.599363921,0.009389894,0.009389894
Great Britain,51.3305,-2.00575,S6558,67,Potterne,3.904449269,0.56821597,0.56821597
Great Britain,50.6874,-2.66117,S6559,0,Puncknowle,3.29131019,0.032229013,0.032229013
Great Britain,51.468,-0.214606,S6560,0,Putney,4.488201511,0.599320998,0.599320998
Great Britain,50.8909,-0.175608,S6561,0,Pyecombe,3.990861143,0.061938001,0.061938001
Great Britain,52.2177,-0.521415,S6562,0,Radwell,5.069145658,0.014140705,0.854352529
Great Britain,54.0503,-0.698483,S6563,0,Raisthorpe Manor,4.174505625,0.324177978,0.324177978
Great Britain,51.5751,-1.5454,S6564,84,Rams Hill,4.194296352,0.527368681,0.661670616
Great Britain,53.2782,-1.58453,S6565,20,Ramsley Moor,4.051450189,0.743063876,0.956406853
Great Britain,52.3442,-0.568579,S6566,0,Raunds,5.17382684,0.124855839,0.793158556
Great Britain,52.1314,-0.75368,S6567,0,Ravenstone,4.914998828,0.008639039,1.074113554
Great Britain,50.8603,-0.173957,S6569,0,Red Hill,3.964864584,0.031299896,0.031299896
Great Britain,53.227,-0.554292,S6570,0,Redlands Farm,4.822656852,0.451337437,0.451337437
Great Britain,56.7399,-2.824,S6571,0,Reswallie Mains,1.199703584,0.266916974,0.266916974
Great Britain,57.0162,-6.27894,S6572,230,Rhum,0.603647494,0.009151617,0.009151617
Great Britain,53.2054,-3.20688,S6573,120,Rhydymwyn,3.133347218,0.101987806,0.101987806
Great Britain,53.8108,-2.53463,S6574,43,Ribchester,3.007753282,0.354438414,0.354438414
Great Britain,51.7204,-0.0265771,S6575,0,Rimbury,4.79673248,0.490360063,0.490360063
Great Britain,52.2849,0.630443,S6576,39,Risby,4.338541825,0.432475586,0.542426137
Great Britain,50.7152,-3.53422,S6577,147,River Exe,3.550106091,0.076946865,0.076946865
Great Britain,54.0838,-4.61451,S6578,0,Roaldsway,1.726304332,0.01546884,0.01546884
Great Britain,51.7459,0.720722,S6579,6,Rook Hall,4.293163138,0.017720704,0.017720704
Great Britain,57.4654,-7.21729,S6580,449,Rosinish,1.643880788,0.006529387,0.006529387
Great Britain,55.1793,-3.46212,S6581,185,Ross Mains,1.383459673,0.190813482,0.190813482
Great Britain,50.9744,-2.07122,S6582,188,Rotherley,3.546018852,0.236667603,0.236667603
Great Britain,51.705,-1.6859,S6583,197,Roughground Farm,4.304070623,0.56179464,0.697196576
Great Britain,50.5913,-4.62531,S6584,54,Rough Tor South,3.143199643,0.124026566,0.124026566
Great Britain,52.2631,-1.5765,S6585,100,Roxton,4.812122329,0.494099297,0.943918652
Great Britain,55.9593,-2.61512,S6586,0,Ruchlaw Mains,1.533140675,0.053649449,0.053649449
Great Britain,55.8467,-3.24428,S6587,164,Rullion Green,1.067827695,0.143665238,0.143665238
Great Britain,52.3471,-1.45531,S6588,47,Ryton,4.822129057,0.471113731,1.091140554
Great Britain,50.4485,-4.03272,S6589,0,Saddlesborough,3.537377512,0.10619591,0.10619591
Great Britain,51.3225,-3.01185,S6590,93,Sandcliff,3.90322438,0.009995124,0.009995124
Great Britain,52.5219,-1.96609,S6591,83,Sandwell Park,4.370254215,0.830199614,0.856654968
Great Britain,52.6349,-3.15712,S6592,105,Sarn-y-Bryn-Calod,3.344034039,0.288376929,0.603787093
Great Britain,54.2601,-0.564456,S6593,0,Sawdon Moor,4.160868204,0.152838446,0.152838446
Great Britain,56.4228,-3.40734,S6594,0,Scone Wood,0.628380887,0.028029941,0.101335935
Great Britain,54.2633,-0.46452,S6595,0,Seamer Moor Barrow,4.242331821,0.060453954,0.060453954
Great Britain,51.0809,-2.97659,S6596,74,Sedgemoor,3.73483271,0.120378424,0.120378424
Great Britain,51.1585,-2.82662,S6597,81,Shapwicjheath,3.782524234,0.185351542,0.185351542
Great Britain,52.2537,-1.47257,S6598,61,Sharmer Farm,4.876148823,0.410010049,1.02974717
Great Britain,54.184,-0.393,S6599,0,Sharpe Howes,4.3456891,0.065844502,0.065844502
Great Britain,52.6905,-2.728,S6600,55,Sharpstones Hill,3.761452905,0.61006622,0.61006622
Great Britain,50.4529,-4.03855,S6601,0,Shaugh Moor,3.54417328,0.105704254,0.105704254
Great Britain,50.7853,-2.51074,S6602,27,Shearplace Hill,3.370500926,0.165650095,0.165650095
Great Britain,52.9701,-1.0201,S6603,6,Shelford,4.675803772,0.752750354,0.787332622
Great Britain,50.3428,-4.0029,S6604,0,Shelter Cave,3.431767249,0.032172294,0.032172294
Great Britain,58.2244,-6.19009,S6605,86,Sheshader,0.805465941,0.014945089,0.014945089
Great Britain,57.5083,-5.64643,S6606,292,Shieldaig,0.22049453,0.0062088,0.0062088
Great Britain,51.0416,0.303982,S6607,105,Shinewater Park,4.366972646,0.23087508,0.23087508
Great Britain,51.5393,0.784828,S6608,8,Shoebury,4.265181565,0.017493513,0.017493513
Great Britain,53.2273,-0.366999,S6609,0,Short Ferry,4.958528651,0.431702093,0.431702093
Great Britain,51.2018,-1.87402,S6610,119,Shrewton,3.784535347,0.475130422,0.475130422
Great Britain,51.4929,-0.447021,S6611,0,Sipson Lane,4.418494082,0.643506199,0.684975076
Great Britain,55.8043,-6.38919,S6612,278,Sithean,1.060834202,0.050659649,0.050659649
Great Britain,55.97,-2.43583,S6613,0,Skateraw,1.694380941,0.022599923,0.022599923
Great Britain,52.5142,-1.01111,S6614,1,Smeeton,4.995901793,0.462671196,1.087094377
Great Britain,51.2662,-1.69036,S6616,90,Snail Down,3.868027283,0.413861046,0.413861046
Great Britain,55.0157,-3.02446,S6617,213,Solway Moss,1.830568161,0.040052032,0.040052032
Great Britain,51.1463,-2.90076,S6618,65,Somerset Levels,3.783765639,0.123641228,0.123641228
Great Britain,56.6862,-6.4555,S6619,95,Sorisdale,0.730864889,0.0037,0.0037
Great Britain,52.5288,0.412022,S6620,0,Southery Fen,4.558839176,0.107655347,0.241152206
Great Britain,53.4375,-2.5736,S6621,338,Southworth Hall Farm,3.273843501,0.152537197,0.152537197
Great Britain,50.9262,-0.507245,S6622,0,Sparrite Farm,3.873736624,0.138625388,0.138625388
Great Britain,54.9949,-3.86503,S6623,50,Spottes Burn,1.252950853,0.118868844,0.118868844
Great Britain,51.7452,0.512027,S6624,38,Springfield Lyons,4.499833843,0.188241992,0.188241992
Great Britain,53.7944,-0.170425,S6625,0,Sproatley,4.750846756,0.092530154,0.092530154
Great Britain,52.0564,1.11163,S6626,1,Sproughton,3.869312341,0.054017032,0.054017032
Great Britain,52.8404,-0.712691,S6627,0,Sproxton,4.993118752,0.637430976,0.723597774
Great Britain,53.9541,-1.07947,S6628,0,St George's Field,3.942420483,0.026787663,0.434575702
Great Britain,51.6171,-4.91818,S6629,4,Stackpole,2.173076171,0.01010996,0.01010996
Great Britain,55.4504,-2.07748,S6630,0,Standrop Rigg,2.245314868,0.258931484,0.306591144
Great Britain,50.5983,-4.637,S6631,66,Stannon Downs,3.130661271,0.114641611,0.114641611
Great Britain,51.9023,0.214004,S6632,75,Stanstead Brook,4.777176202,0.46475647,0.46475647
Great Britain,52.3282,-0.583773,S6633,0,Stanwick South,5.153883925,0.110561586,0.815186747
Great Britain,51.4698,-3.38804,S6634,92,St Donats,3.502133734,0.130575039,0.130575039
Great Britain,50.6979,-2.54943,S6635,0,Steepleton,3.287543555,0.123564058,0.123564058
Great Britain,50.9094,-2.20911,S6636,32,Stepleton,3.479164896,0.237506018,0.237506018
Great Britain,50.7164,-2.4179,S6637,13,Stinsford,3.294142014,0.07346887,0.07346887
Great Britain,57.8157,-8.56947,S6638,0,St Kilda,3.014908433,0.007989524,0.007989524
Great Britain,52.5215,0.135922,S6639,2,Stonea,4.834550484,0.067177764,0.295773005
Great Britain,51.1838,-1.83831,S6640,109,Stonehenge Cursus,3.769741033,0.456121508,0.456121508
Great Britain,54.1743,-2.79211,S6641,343,Storrs Moss,2.56520903,0.04016499,0.04016499
Great Britain,57.5807,-2.10536,S6642,0,Strichen,2.151781074,0.123596025,0.123596025
Great Britain,51.7308,0.753124,S6643,0,Stumble,4.26335047,0.016436273,0.016436273
Great Britain,51.4498,0.310074,S6644,25,Swanscombe,4.716864455,0.074529538,0.074529538
Great Britain,52.8614,-1.4578,S6645,76,Swarkestone,4.43559111,0.9408458,1.113171398
Great Britain,50.8712,-0.14813,S6646,0,Sweetpatch Bottom,3.98691857,0.049061163,0.049061163
Great Britain,52.6637,-0.379219,S6647,0,Tallington,5.348143027,0.387352747,0.448682414
Great Britain,53.1838,-3.37541,S6648,54,Tandderwen,3.082569538,0.167133577,0.167133577
Great Britain,50.6676,-1.5245,S6649,0,Tennyson Down,3.304566201,0.010797727,0.010797727
Great Britain,51.503,-0.0979463,S6650,0,Thames,4.569966852,0.485048855,0.485048855
Great Britain,50.8913,-0.75294,S6651,0,The Trundle,3.746524658,0.114331522,0.114331522
Great Britain,55.5834,-2.06981,S6652,0,Thirlings,2.187824765,0.162863871,0.215981882
Great Britain,54.4513,-3.11058,S6653,531,Thorn Crag,2.146450008,0.211719863,0.211719863
Great Britain,53.6273,-0.918735,S6654,0,Thorne Moor,4.282459436,0.104357639,0.205774437
Great Britain,50.8624,-0.25347,S6655,0,Thundersbarrow Hill,3.928662847,0.035088723,0.035088723
Great Britain,54.1217,-0.423854,S6656,0,Thwing,4.354975514,0.13536127,0.13536127
Great Britain,50.8541,-0.185569,S6657,0,Toadhole,3.953834677,0.027986484,0.027986484
Great Britain,51.7366,0.811425,S6658,0,Tollesbury,4.204840686,0.010452192,0.010452192
Great Britain,51.1857,-2.79993,S6659,104,Tollgate House,3.804951885,0.204367439,0.204367439
Great Britain,51.4883,-2.33562,S6660,137,Tormarton,4.060689229,0.262179133,0.262179133
Great Britain,53.3078,-1.56623,S6662,51,Totley,4.044477216,0.709357942,0.927098844
Great Britain,54.9992,-3.55877,S6663,169,Townfoot Farm,1.439128432,0.012368561,0.012368561
Great Britain,55.8338,-5.06142,S6664,65,Townhead,0.460470613,0.016351774,0.016351774
Great Britain,55.8426,-6.44947,S6665,3,Traigh Bhan,1.09542752,0.003734501,0.003734501
Great Britain,53.2925,-4.61243,S6666,0,Trefignath,1.854560217,0.017874812,0.017874812
Great Britain,50.0635,-5.59151,S6667,0,Tregiffian,3.190515534,0.015728554,0.015728554
Great Britain,50.0291,-5.16433,S6668,0,Trelan,3.368397697,0.025735977,0.025735977
Great Britain,50.6358,-4.76499,S6669,208,Treligga Barrow,3.026198145,0.00780016,0.00780016
Great Britain,52.6556,-3.06896,S6670,129,Trelystan,3.428133624,0.366573885,0.579395088
Great Britain,50.4105,-5.09959,S6671,90,Trethellan Farm,3.049493345,0.020948876,0.020948876
Great Britain,51.1224,-3.9121,S6672,4,Trevisker,3.256626034,0.110752483,0.110752483
Great Britain,52.4209,-4.03104,S6673,186,Troedrhiwgwinau Farm,2.537062724,0.057099307,0.057099307
Great Britain,52.6069,1.3101,S6674,6,Trowse,3.665627212,0.297207265,0.297207265
Great Britain,57.7654,-7.214,S6675,0,Udal,1.658583759,0.045689966,0.045689966
Great Britain,53.9728,-0.193127,S6676,0,unassociated artefact,4.629471472,0.022434577,0.022434577
Great Britain,52.3392,0.0713477,S6677,4,Upper Delphs Terrace,4.896885684,0.045696098,0.489060309
Great Britain,58.2012,-3.87691,S6678,0,Upper Suisgill,0.566623236,0.163931396,0.163931396
Great Britain,50.7789,-3.54056,S6679,204,Upton Pyne,3.6114982,0.125705968,0.125705968
Great Britain,53.8084,-0.535884,S6680,0,Walkington,4.451610747,0.091338178,0.091338178
Great Britain,51.1498,-2.78214,S6681,111,Walton Heath,3.766676117,0.23027943,0.23027943
Great Britain,52.0584,-0.828649,S6682,0,Warren Farm,4.823563429,0.019079341,1.178750047
Great Britain,52.2237,-1.61202,S6683,101,Wasperton,4.821818808,0.500885402,0.893239619
Great Britain,50.3521,-4.85111,S6684,90,Watch Hill,3.219754915,0.092796531,0.092796531
Great Britain,52.3318,0.967966,S6685,54,Wattisfield,4.000356264,0.35784906,0.35784906
Great Britain,52.363,1.15076,S6686,22,Waveney,3.817378425,0.334565983,0.334565983
Great Britain,52.7427,0.74687,S6687,66,Weasenham,4.237591534,0.23175843,0.23175843
Great Britain,52.4266,-0.693884,S6688,0,Weekley,5.214880438,0.23587552,0.841005346
Great Britain,54.9948,-1.93748,S6690,0,Well House Farm,2.61656409,0.449820918,0.449820918
Great Britain,52.3415,-0.567198,S6691,0,West Cotton,5.171695153,0.122113203,0.794001979
Great Britain,51.4158,-1.8375,S6692,75,West Overton,4.000870203,0.620762383,0.620762383
Great Britain,51.64,-4.86,S6693,68,Freshwater West,2.199590234,0.005404831,0.005404831
Great Britain,54.0254,-0.564904,S6694,0,Wetwang Slack,4.296164231,0.295341017,0.295341017
Great Britain,53.2432,-1.23417,S6695,22,Whaley Rockshelter,4.334966862,0.577992287,0.683375076
Great Britain,55.1772,-3.62224,S6696,353,Whitestanes Moor,1.266450155,0.188976689,0.188976689
Great Britain,55.6131,-2.11114,S6698,0,Whitton Hill,2.137488963,0.113306241,0.204664771
Great Britain,52.3524,0.187972,S6700,21,Wilburton,4.780194265,0.113157367,0.447200907
Great Britain,54.1702,-0.42355,S6701,0,Willerby Wold,4.327958004,0.093942996,0.093942996
Great Britain,51.1719,-1.84464,S6702,113,WilsfordShaft,3.757308948,0.444313075,0.444313075
Great Britain,54.5556,-1.10772,S6703,0,Wilton Moor,3.545730004,0.068957805,0.068957805
Great Britain,50.799,-1.91202,S6704,0,Wimborne,3.379974467,0.083670971,0.083670971
Great Britain,51.1892,-1.84974,S6706,103,Winterbourne Stoke,3.774076621,0.461743098,0.461743098
Great Britain,53.248,-2.29077,S6707,115,Withington,3.596280197,0.421973393,0.421973393
Great Britain,52.8336,1.46545,S6708,11,Witton,3.533093183,0.090360755,0.090360755
Great Britain,51.1891,-1.7839,S6709,106,Woodhenge,3.780444567,0.417375172,0.417375172
Great Britain,50.6831,-1.21856,S6710,0,Wootton Creek,3.394149427,0.067469178,0.067469178
Great Britain,50.6829,-2.14156,S6711,14,Worgret,3.252929518,0.061040607,0.061040607
Great Britain,54.2749,-0.530147,S6712,0,Wykeham Forest,4.181153085,0.115807172,0.115807172
Great Britain,51.7952,-1.30971,S6713,114,Yarnton,4.452358862,0.20685404,0.890930517
Great Britain,51.7979,-1.31256,S6714,96,Yarnton Worton,4.454444954,0.206438463,0.893093146
Great Britain,52.8655,-3.20485,S6715,106,Ysgwennant,3.268875452,0.387312954,0.387312954
Great Britain,52.4804,-3.60962,S6716,360,Ystrad,2.929098049,0.223119901,0.344668679
Ireland,52.2312,-7.22971,S6722,0,Adamstown,1.125966617,0.022329203,0.093887227
Ireland,52.5244,-8.85266,S6723,157,Adamswood,0.498266901,0.15690703,0.15690703
Ireland,52.8219,-7.49845,S6724,163,Addergoole,0.708164621,0.301407522,0.699064581
Ireland,53.8283,-8.82549,S6725,47,Aghamore,0.403419956,0.09598093,0.4350879
Ireland,52.9477,-7.35391,S6727,209,Aghmacart,0.74574358,0.197584741,0.748809449
Ireland,53.8223,-7.91133,S6728,115,Aghnahunshin,0.033516057,0.234984905,0.713049588
Ireland,54.1449,-8.31795,S6729,55,Aghoo,0.218245587,0.158475187,0.201376179
Ireland,52.2568,-7.1292,S6730,0,Ahanaglough,1.045421551,0.007592134,0.085332763
Ireland,51.5196,-9.6429,S6732,0,Altar,0.516078692,0.004525881,0.004525881
Ireland,54.1559,-6.22778,S6733,0,Annagh Beg,0.362006935,0.058037729,0.058037729
Ireland,54.1559,-6.22778,S6734,0,Annagh More,0.362006935,0.058037729,0.058037729
Ireland,53.2738,-9.05178,S6735,30,Annaghkeen,0.053396353,0.009561072,0.009561072
Ireland,54.2708,-7.07478,S6736,78,Annahagh,0.374797697,0.166797148,0.75897151
Ireland,53.4134,-8.00855,S6737,85,Ardagawna,0.057092754,0.548040689,0.906966256
