Country,Latitude,Longitude,SiteID,Elevation,SiteName,min_lakes_distance,min_rivers_distance,min_borders_distance
Great Britain,59.3233,-2.9878,S4917,0,Pierowall quarry,1.91321982,0.003260061,0.003260061
Great Britain,59.2236,-2.67017,S4930,0,Pool,2.105551645,0.002206762,0.002206762
Great Britain,51.4158,-1.85759,S4991,54,Silbury Hill,3.999160977,0.627303311,0.627303311
Great Britain,58.994,-3.20775,S5007,0,Stones of Stenness,1.534146183,0.011075852,0.011075852
Great Britain,59.309,-2.42508,S5034,0,Tofts Ness,2.35794042,0.001454957,0.001454957
Great Britain,51.4086,-1.85111,S5063,53,West Kennet Long Barrow,3.992526951,0.623311952,0.623311952
Great Britain,51.4125,-1.84314,S5064,58,West Kennett Palisade,3.997092533,0.62152232,0.62152232
Great Britain,50.9371,-1.99209,S5067,119,Wyke down henge 2,3.51226026,0.202656853,0.202656853
Ireland,55.036,-7.27964,S5085,265,Thornhill,0.685856203,0.027206729,0.027206729
Ireland,54.6701,-6.15631,S5087,0,Ballyharry,0.08601308,0.232061295,0.232061295
Ireland,54.6519,-8.0821,S5088,188,Drummeny Lower,0.182674938,0.039107673,0.039107673
Ireland,55.0253,-7.2698,S5089,275,Enagh Townland,0.684892276,0.028551982,0.028551982
Ireland,54.0035,-6.76032,S5090,0,Coolfore ,0.543651667,0.077272848,0.38814382
Ireland,52.2576,-9.70116,S5091,95,Cloghers,0.213360183,0.037681024,0.037681024
Great Britain,51.8433,-2.10593,S6139,74,Crickley Hill,4.413760474,0.286144291,0.286144291
Great Britain,51.4033,-1.07551,S6157,67,Abbots Farm,4.125778899,0.546763686,0.553625767
Great Britain,51.2277,-1.73216,S6158,86,Ablington,3.824644984,0.407961713,0.407961713
Great Britain,51.4203,-1.51961,S6159,15,Aldbourne,4.04557265,0.504949261,0.504949261
Great Britain,53.2931,-2.21605,S6160,141,Alderley Edge,3.608309567,0.487277364,0.487277364
Great Britain,51.4055,-1.13011,S6161,48,Aldermaston,4.113520403,0.550353698,0.55732406
Great Britain,50.8126,0.143608,S6162,103,Alfriston,4.087544922,0.053363112,0.053363112
Great Britain,50.7074,-2.42207,S6163,10,Alington Avenue,3.285458679,0.06621443,0.06621443
Great Britain,56.4168,-3.53357,S6164,0,Almond Bank,0.509575637,0.0797803,0.216165678
Great Britain,52.2961,-2.8139,S6165,101,Ambrey,3.745880247,0.217317551,0.645105657
Great Britain,51.1792,-2.83128,S6166,101,Amesbury,3.803714041,0.174969833,0.174969833
Great Britain,53.389,-4.34157,S6167,0,Amlwch,2.133407237,0.031129886,0.031129886
Great Britain,54.2123,-1.11054,S6168,0,Ampleforth Moor,3.750783585,0.209195833,0.403096622
Great Britain,53.2488,0.33,S6169,3,Anderby Creek,4.720460531,0.025561434,0.025561434
Great Britain,54.2383,-1.10538,S6170,0,Antofts Windypit,3.738390384,0.233692849,0.376827864
Great Britain,53.5979,-0.525031,S6171,0,Appleby,4.594182978,0.079930887,0.079930887
Great Britain,51.9095,0.983643,S6172,32,Ardleigh,4.011126695,0.066040169,0.066040169
Great Britain,56.5695,-6.00182,S6173,724,Ardnacross,0.333929058,0.030018021,0.030018021
Great Britain,55.8872,-6.33614,S6174,1,Ardnave,0.999520266,0.005510944,0.005510944
Great Britain,51.1648,-2.82245,S6175,82,Ashcott Heath,3.788033094,0.187321687,0.187321687
Great Britain,56.1874,-3.04418,S6176,0,Ashgrove Farm,1.048805274,0.021315182,0.021315182
Great Britain,53.2791,-1.22754,S6177,40,Ash Tree Cave,4.316714137,0.543008893,0.654796675
Great Britain,52.8574,-1.37318,S6178,34,Aston,4.497321375,0.916030589,1.062671472
Great Britain,52.0086,-0.624495,S6179,0,Aston Mill,4.837865336,0.160827184,1.083306092
Great Britain,56.01,-5.20533,S6180,357,Auchategan,0.236189921,0.047589689,0.047589689
Great Britain,51.4156,-1.85738,S6181,54,Avebury,3.99897901,0.627588805,0.627588805
Great Britain,51.4857,0.224009,S6182,0,Aveley Marshes,4.704918324,0.163795908,0.163795908
Great Britain,56.216,-3.15945,S6183,0,Balbirnie,0.931495324,0.098441896,0.098441896
Great Britain,51.199,-1.49758,S6184,94,Balksbury,3.831394807,0.282563358,0.282563358
Great Britain,54.3709,-4.47411,S6185,0,Ballachrink Farm,1.650407543,0.025996879,0.025996879
Great Britain,54.1625,-4.55051,S6186,0,Ballaquinney Beg,1.767216925,0.048318904,0.048318904
Great Britain,55.3972,-5.66905,S6187,104,Balloch Hill,0.850212421,0.068862544,0.068862544
Great Britain,57.566,-3.98958,S6188,185,Balnagowan,0.392256186,0.036931006,0.036931006
Great Britain,56.6376,-2.64404,S6189,0,Balneaves,1.370807163,0.096356177,0.096356177
Great Britain,50.8044,-2.0485,S6190,4,Barford Farm,3.376976757,0.065160667,0.065160667
Great Britain,52.1154,1.12596,S6191,50,Barham,3.850663825,0.092571038,0.092571038
Great Britain,52.678,-0.371302,S6192,0,Barholm,5.343056111,0.395630042,0.434793205
Great Britain,54.0099,-0.211346,S6193,0,Barmston,4.593530783,0.015219602,0.015219602
Great Britain,52.6493,-0.449238,S6194,0,Barnack,5.311472275,0.415333551,0.51709117
Great Britain,56.0437,-3.32,S6195,0,Barns Farm,0.881248578,0.018034636,0.018034636
Great Britain,54.7464,-4.57467,S6196,0,Barsalloch,1.270964666,0.014909125,0.014909125
Great Britain,51.2615,-1.08497,S6197,212,Basingstoke,3.986785647,0.41170665,0.41170665
Great Britain,51.7109,-1.96961,S6198,82,Bath Gate,4.286160219,0.41431216,0.41431216
Great Britain,52.7499,0.464227,S6199,25,Bawsey,4.51981109,0.081811504,0.081811504
Great Britain,51.4078,-1.90366,S6200,44,Beckhampton Road,3.987640391,0.593720415,0.593720415
Great Britain,50.8251,0.0462,S6201,68,Beddingham,4.045791258,0.045668861,0.045668861
Great Britain,51.3849,-0.135901,S6202,0,Beddington,4.447228053,0.52488192,0.52488192
Great Britain,53.1277,-2.69053,S6203,300,Beeston Castle,3.457622303,0.190837029,0.190837029
Great Britain,51.2362,1.14048,S6204,76,Bekesbourne,3.992332771,0.142635743,0.142635743
Great Britain,51.5408,-1.52123,S6205,54,Bellbarrow,4.164205303,0.537537703,0.625047763
Great Britain,56.473,-5.37587,S6206,376,Benderloch,0.211752364,0.014202993,0.014202993
Great Britain,57.6041,-1.95482,S6207,0,Berrybrae,2.296629439,0.070905804,0.070905804
Great Britain,51.2985,-2.7402,S6208,182,Gorsey Bigbury,3.907435312,0.186468846,0.186468846
Great Britain,52.8859,-0.326349,S6209,0,Billingborough,5.224524396,0.335150848,0.335150848
Great Britain,50.5804,-1.25915,S6210,0,Binnel Point,3.284148638,0.020160719,0.020160719
Great Britain,51.8268,-2.09868,S6211,103,Birdlip bypass,4.397404385,0.289457217,0.289457217
Great Britain,55.1084,-3.66023,S6212,353,Birkhall,1.290088301,0.144238425,0.144238425
Great Britain,54.5927,-3.08811,S6213,318,Birkswood,2.057637458,0.341744207,0.341744207
Great Britain,54.4524,-3.43456,S6214,296,Birrel Sike,1.944830651,0.071035865,0.071035865
Great Britain,50.7867,0.0814091,S6215,34,Bishopstone,4.032061098,0.008853193,0.008853193
Great Britain,56.4426,-5.36992,S6216,143,Black Crofts,0.187144725,0.01829105,0.01829105
Great Britain,50.8687,-0.445123,S6217,0,Blackpatch,3.847793226,0.081858687,0.081858687
Great Britain,55.6458,-3.6654,S6218,139,Blackshouse Burn,0.955230876,0.243484499,0.36451511
Great Britain,51.7463,0.80973,S6219,15,Blackwater Site,4.205064285,0.010602651,0.010602651
Great Britain,56.1396,-4.06013,S6220,0,Blair Drummond,0.380513271,0.224288644,0.224288644
Great Britain,51.1938,-2.79863,S6221,127,Blakeway Farm,3.812738156,0.204437888,0.204437888
Great Britain,53.9082,-2.64396,S6222,46,Bleasdale,2.862458587,0.211387025,0.211387025
Great Britain,55.8049,-6.29821,S6223,0,Borraichill Mor,0.993254279,0.018549852,0.018549852
Great Britain,52.5075,-4.05532,S6224,262,Borth,2.490114995,0.00888036,0.00888036
Great Britain,52.4284,-1.94704,S6225,125,Bournville,4.456658944,0.787141848,0.787141848
Great Britain,54.9539,-3.95685,S6226,19,Bow Hill,1.237263361,0.142627192,0.142627192
Great Britain,54.1198,-0.226511,S6227,0,Boynton,4.520074367,0.041332204,0.041332204
Great Britain,56.6324,-2.60646,S6228,0,Boysack Mill,1.408184623,0.090667724,0.090667724
Great Britain,54.6487,-2.18289,S6229,0,Bracken Rigg,2.666332877,0.208414475,0.732018502
Great Britain,56.6153,-2.77566,S6230,0,Bractullo,1.238575184,0.134994433,0.134994433
Great Britain,51.7435,0.897342,S6231,1,Bradwell Sea,4.118870754,0.015147961,0.015147961
Great Britain,56.1048,-5.25827,S6232,139,Brainport Bay,0.127974438,0.038783415,0.038783415
Great Britain,54.6085,-3.46173,S6233,221,Brainthwaite,1.804317749,0.104927221,0.104927221
Great Britain,52.7223,-3.04838,S6234,149,Breiddin,3.439593582,0.426733428,0.513901057
Great Britain,53.0974,-3.53098,S6235,41,Brenig,2.930891973,0.199498629,0.199498629
Great Britain,51.4911,-0.317426,S6236,0,Brentford,4.467058552,0.657826048,0.661545246
Great Britain,51.5926,-4.18014,S6237,68,Breos Cwm Gower,2.761560202,0.038971591,0.038971591
Great Britain,51.107,-1.26715,S6238,99,Bridget's Farm,3.790228198,0.245042054,0.245042054
Great Britain,53.5554,-0.502364,S6239,0,Brigg Raft,4.639080601,0.125350844,0.125350844
Great Britain,53.5554,-0.500852,S6240,0,Brigg Track,4.640225212,0.125692124,0.125692124
Great Britain,54.7923,-4.10462,S6241,110,Brighouse Bay,1.317394959,0.011126154,0.011126154
Great Britain,51.224,-1.70784,S6242,87,Brigmerston Down,3.823948076,0.38964307,0.38964307
Great Britain,52.1148,-4.04924,S6243,65,Bryn Maen,2.6244834,0.221190241,0.221190241
Great Britain,50.4804,-3.60272,S6244,0,Bulleigh Meadow,3.362281789,0.063148068,0.063148068
Great Britain,51.4245,-1.02474,S6245,41,Burghfield,4.160105981,0.523090688,0.57784315
Great Britain,51.4333,-1.00297,S6246,46,Burghfield Cottages,4.174682421,0.514340705,0.586191051
Great Britain,52.4619,0.386273,S6247,0,Burnt Fen,4.582758203,0.136183315,0.306484956
Great Britain,51.1034,-1.27007,S6248,108,Burntwood Farm,3.786027218,0.240750811,0.240750811
Great Britain,50.899,-0.576,S6249,0,Bury Hill,3.820960353,0.09718532,0.09718532
Great Britain,53.2282,0.238385,S6250,1,Butterbump,4.806791582,0.103762397,0.103762397
Great Britain,51.0244,-2.53156,S6251,18,Cadbury Castle,3.610496434,0.368766594,0.368766594
Great Britain,53.2746,-1.59057,S6252,13,Cairnfield,4.04955574,0.749905425,0.963415991
Great Britain,51.5934,-2.74064,S6253,111,Caldicot Castle,4.032826643,0.024073365,0.024073365
Great Britain,55.3632,-1.90691,S6254,0,Callaly Moor,2.4365836,0.284437844,0.284437844
Great Britain,52.4655,-3.84346,S6255,148,Camddwr,2.705680897,0.133442092,0.133442092
Great Britain,51.6274,0.777379,S6256,0,Canewdon,4.256214826,0.067374385,0.067374385
Great Britain,51.5041,-0.708907,S6257,0,Cannon Hill,4.333952978,0.533971993,0.699826827
Great Britain,51.9932,-5.01691,S6258,269,Carne Coch,1.84991413,0.032194355,0.032194355
Great Britain,52.5853,-3.49241,S6259,135,Carneddau,3.022024408,0.17544946,0.455827482
Great Britain,52.0186,-4.82763,S6260,168,Carreg Coetan,1.986650457,0.004646396,0.004646396
Great Britain,52.2906,-0.941316,S6261,0,Castle Brampton,5.0176078,0.24021044,1.122740408
Great Britain,52.6598,-2.38444,S6262,146,Castle Farm,4.016746938,0.675958938,0.74468461
Great Britain,57.6121,-1.85269,S6263,0,Castle Hill,2.392042207,0.023270363,0.023270363
Great Britain,53.5546,-0.508422,S6264,0,Castlethorpe,4.635020032,0.124946832,0.124946832
Great Britain,50.5453,-5.00444,S6265,464,Cataclews,2.97577407,0.009300651,0.009300651
Great Britain,50.6309,-4.62751,S6266,124,Cataclews Barrow,3.109978691,0.085582107,0.085582107
Great Britain,52.9566,-3.49771,S6267,82,Cefn Caer Euni,2.969940187,0.343944904,0.343944904
Great Britain,53.2518,-3.91727,S6268,37,Cefn Coch,2.546231295,0.058193891,0.058193891
Great Britain,51.717,-4.01527,S6269,139,Cefn Drum,2.834413788,0.068842859,0.068842859
Great Britain,51.7097,-3.54592,S6270,7,Cefn Glas,3.251361336,0.261280517,0.261280517
Great Britain,51.5625,-2.7993,S6271,106,Chapeltump,3.990951349,0.001569745,0.001569745
Great Britain,51.286,-2.72996,S6272,146,Charterhouse Warren,3.893622337,0.20234291,0.20234291
Great Britain,55.5276,-1.84157,S6273,0,Chatton Sandyford,2.416861589,0.1082284,0.1082284
Great Britain,58.4218,-4.18492,S6274,65,Chealamy,0.43343531,0.114267676,0.114267676
Great Britain,51.1806,-2.87709,S6275,99,Chilton,3.813107405,0.130459256,0.130459256
Great Britain,50.7358,-1.7775,S6276,1,Christchurch,3.330874597,0.016711397,0.016711397
Great Britain,50.8629,-0.419723,S6277,0,Church Hill,3.853594245,0.064738275,0.064738275
Great Britain,50.7082,-2.43909,S6278,28,Church Street,3.287513486,0.070751951,0.070751951
Great Britain,50.164,-5.54022,S6279,0,Chysauster,3.109976577,0.040578991,0.040578991
Great Britain,50.8589,-0.384335,S6280,0,Cissbury,3.865609173,0.058350785,0.058350785
Great Britain,51.7965,-1.3764,S6281,130,City Farm,4.44096496,0.251689963,0.88294097
Great Britain,57.1671,-7.40273,S6282,0,Cladh Hallan,1.720906894,0.020099876,0.020099876
Great Britain,56.5791,-5.75028,S6283,316,Claggan,0.183555552,0.007222146,0.007222146
Great Britain,54.1981,-4.39169,S6284,0,Clayhead Cairns,1.829885623,0.003490702,0.003490702
Great Britain,53.5674,-0.0307127,S6285,0,Cleethorpes,4.998335899,0.016184023,0.016184023
Great Britain,51.1529,1.38514,S6286,68,Cliffe,3.784393435,0.001401606,0.001401606
Great Britain,54.9829,-3.0752,S6287,72,Clochmabane Stane,1.808786017,0.020119414,0.020119414
Great Britain,51.8516,-0.247371,S6288,0,Codicote,4.826151943,0.322955629,0.747056326
Great Britain,51.4578,-3.24804,S6289,157,Coed Y Cwmdda,3.631188341,0.062278992,0.062278992
Great Britain,51.181,-0.358946,S6290,0,Coldharbour,4.167120601,0.360932815,0.360932815
Great Britain,51.4193,0.354578,S6291,47,Coldharbour Road,4.710693475,0.045168998,0.045168998
Great Britain,56.3051,-3.15083,S6292,0,Collessie,0.907925988,0.070471265,0.070471265
Great Britain,52.7474,-3.15418,S6293,105,Collfryn,3.331518359,0.378713896,0.491795852
Great Britain,50.5096,-4.58127,S6294,44,Colliford Reservoir,3.235186668,0.197640144,0.197640144
Great Britain,50.7965,0.233712,S6295,154,Combe Hill,4.124121871,0.049480357,0.049480357
Great Britain,51.9535,-1.77734,S6296,125,Condicote,4.541790936,0.591684542,0.632264833
Great Britain,56.6301,-3.08245,S6297,0,Cookston Farm,0.932460318,0.179700879,0.179700879
Great Britain,52.3607,-3.74626,S6298,264,Copa Hill,2.827243494,0.275659282,0.275659282
Great Britain,51.881,-3.44281,S6299,179,Corn Du,3.274064854,0.241229231,0.455881641
Great Britain,51.3256,1.35477,S6300,13,Cottington Lane,3.761552002,0.022848965,0.022848965
Great Britain,52.059,-0.709017,S6301,0,Cotton Valley,4.859201612,0.071642354,1.09638016
Great Britain,51.4446,-2.81162,S6302,250,Court Hill,4.028098344,0.029411032,0.029411032
Great Britain,54.0791,-0.540132,S6303,0,Cowlam,4.284424669,0.2376092,0.2376092
Great Britain,51.7538,-4.48643,S6304,286,Coygan Camp,2.418016916,0.022679376,0.022679376
Great Britain,50.8265,-2.05233,S6305,2,Crab Farm,3.398903179,0.087584948,0.087584948
Great Britain,58.3708,-3.40539,S6306,0,Craigna Feich,1.066481035,0.108149509,0.108149509
Great Britain,50.9294,-2.00142,S6307,103,Cranborne Chase,3.504063453,0.193145267,0.193145267
Great Britain,51.4536,-0.966538,S6308,0,Crane Wharf,4.204589197,0.496271877,0.606624762
Great Britain,54.7522,-2.00001,S6309,321,Crawley Edge,2.724333072,0.364793676,0.61752116
Great Britain,56.5095,-4.33698,S6310,110,Creag Caillich,0.044259988,0.186745744,0.515208162
Great Britain,56.5013,-4.33812,S6311,119,Creagna Caillich,0.041027958,0.194881177,0.509443596
Great Britain,52.56,0.76,S6312,42,Cressingham,4.212371249,0.402626986,0.41453887
Great Britain,53.2627,-1.19635,S6313,43,Creswell Crags,4.351122175,0.544223789,0.642316043
Great Britain,50.3317,-5.15208,S6314,0,Crig Mennis,3.097187312,0.018599382,0.018599382
Great Britain,51.6369,0.650577,S6315,0,Crouch Estuary,4.379520074,0.096002852,0.096002852
Great Britain,51.5655,-1.11841,S6316,34,Crowmarsh,4.271253018,0.390698854,0.71637539
Great Britain,55.8841,-5.91971,S6317,0,Cula'Bhaile,0.619278542,0.012949954,0.012949954
Great Britain,57.6387,-3.69029,S6318,79,Culbin Sands,0.695580458,0.016679406,0.016679406
Great Britain,55.7251,-6.46636,S6319,171,Cultoon,0.977540982,0.025229231,0.025229231
Great Britain,51.5258,0.148108,S6320,3,Dagenham Marshes,4.703200073,0.247344291,0.247344291
Great Britain,51.2817,-1.05931,S6321,206,Daneshill,4.013341135,0.432806666,0.432806666
Great Britain,50.6399,-4.6266,S6322,111,Davidstow Moor Site,3.103290072,0.077564186,0.077564186
Great Britain,55.014,-3.79084,S6323,103,Deanston Burn,1.282253098,0.130463517,0.130463517
Great Britain,56.0259,-3.97704,S6324,0,Denny,0.515670692,0.161136172,0.161136172
Great Britain,50.9555,-2.06551,S6325,106,Deverel-Rimbury,3.527322577,0.217187673,0.217187673
Great Britain,51.74,-1.406,S6326,131,Devil's Quoit,4.380047848,0.311876687,0.824057985
Great Britain,51.739,-1.40471,S6327,127,Devil's Quoits,4.379294419,0.311677522,0.823156382
Great Britain,50.8778,-0.200293,S6328,0,Devil Dyke,3.967493611,0.047122905,0.047122905
Great Britain,52.0521,1.27036,S6329,26,Devil Ring Barrow,3.711497399,0.058035811,0.058035811
Great Britain,53.268,-3.54756,S6330,31,Dinorben,2.916294234,0.030268289,0.030268289
Great Britain,56.4146,-5.47126,S6331,249,Distillery Cave,0.22749021,0.006968049,0.006968049
Great Britain,51.6485,-1.15872,S6332,73,Dorchester Cursus,4.341928187,0.313423401,0.791700403
Great Britain,51.92,1.26497,S6333,0,Dovercourt Bay,3.730524497,0.015668976,0.015668976
Great Britain,50.9335,-2.00158,S6334,88,Down Farm,3.508149153,0.19713824,0.19713824
Great Britain,51.382,1.4279,S6335,40,Down Park Estate,3.675784136,0.010866922,0.010866922
Great Britain,55.9717,-2.44226,S6336,0,Dryburn Bridge,1.687773495,0.016992092,0.016992092
Great Britain,56.0614,-3.41824,S6337,0,Dunfermline,0.79435132,0.036611924,0.036611924
Great Britain,54.7775,-1.57864,S6338,0,Durham Milburnegate,3.033898599,0.256362869,0.256362869
Great Britain,51.1973,-1.83683,S6339,72,Durrington down,3.783320111,0.463813225,0.463813225
Great Britain,51.7027,-5.15243,S6340,93,Dyfed,1.948068716,0.006842953,0.006842953
Great Britain,53.2621,-1.60118,S6341,6,Eaglestone,4.050531832,0.766224792,0.978481551
Great Britain,51.1755,-1.73676,S6342,57,Earles Farm,3.772269112,0.373239322,0.373239322
Great Britain,53.6402,0.131541,S6343,1,Easington,4.963103228,0.003118259,0.003118259
Great Britain,54.1647,-0.56316,S6344,0,East Heslerton Wold,4.216020077,0.195801451,0.195801451
Great Britain,51.1903,-2.90304,S6345,83,East Huntspill,3.827411976,0.102795594,0.102795594
Great Britain,51.0758,-1.28895,S6346,87,Easton Lane,3.754691657,0.209151974,0.209151974
Great Britain,51.9867,-0.204238,S6347,0,Ebbsfleet,4.967463023,0.216349969,0.794585455
Great Britain,51.1615,-2.78806,S6348,90,Eclipse,3.779165712,0.221253933,0.221253933
Great Britain,53.1206,-1.85206,S6349,31,Ecton Hill,3.977229535,0.8786797,0.8786797
Great Britain,51.409,-0.303183,S6350,0,Eden Walk,4.397746381,0.578690634,0.578690634
Great Britain,51.1826,-2.85853,S6351,101,Edington Burtle,3.811765147,0.147718245,0.147718245
Great Britain,50.9033,-1.93457,S6352,83,Edmondsham,3.48222412,0.189304862,0.189304862
Great Britain,51.4329,-0.538265,S6353,0,Egham Sports Field,4.329100791,0.631576339,0.631576339
Great Britain,54.4484,-3.54239,S6354,268,Ehenside Tarn,1.886130631,0.060434762,0.060434762
Great Britain,55.5868,-2.70607,S6355,36,Eildon Hill North,1.64641595,0.027618061,0.433590889
Great Britain,53.2414,-4.43843,S6356,28,Eithin,2.02510502,0.065296573,0.065296573
Great Britain,57.9074,-3.9966,S6357,0,Embo,0.450507282,0.008375309,0.008375309
Great Britain,53.0216,-4.07854,S6358,237,Emrys,2.386276335,0.094944361,0.094944361
Great Britain,52.3628,0.564565,S6359,21,Eriswell,4.403572672,0.330531458,0.443742873
Great Britain,54.7007,-3.49763,S6360,772,Ewanrigg,1.708806318,0.022057754,0.022057754
Great Britain,53.162,-1.86537,S6361,61,Fawfieldhead,3.937650899,0.855722088,0.855722088
Great Britain,52.5037,0.493179,S6362,1,Feltwell,4.476917515,0.177861299,0.286112054
Great Britain,52.6387,-0.207213,S6363,0,Fen Dyke,5.182260872,0.304264969,0.329665775
Great Britain,52.574,-0.209843,S6364,0,Fengate,5.181949949,0.24188917,0.382199663
Great Britain,51.637,0.604332,S6365,4,Fenn Creek,4.425100942,0.109404219,0.109404219
Great Britain,50.8103,-0.454149,S6366,0,Ferring,3.791246228,0.057174436,0.057174436
Great Britain,51.4281,-1.02898,S6367,34,Field Farm,4.162380052,0.519588106,0.581234272
Great Britain,52.3566,0.434935,S6368,4,Fifty Farm,4.533217935,0.250732891,0.414853507
Great Britain,52.6708,-1.72343,S6369,104,Fisherwick,4.401809143,0.890679715,1.114046164
Great Britain,50.7074,-2.41925,S6370,5,Flagstones House,3.285258855,0.065257355,0.065257355
Great Britain,53.4176,-1.38756,S6371,24,Flat Dyke,4.105094058,0.506057202,0.719128618
Great Britain,57.5984,-4.49349,S6372,208,Fodderty,0.252991296,0.068293781,0.068293781
Great Britain,51.853,-3.83836,S6373,120,Foel Fawr,2.925700398,0.229745432,0.229745432
Great Britain,50.706,-2.4277,S6374,5,Fordington Farm,3.284468559,0.067171414,0.067171414
Great Britain,57.3292,-1.9784,S6375,0,Forvie,2.166628847,0.010100317,0.010100317
Great Britain,51.7239,-2.3113,S6376,127,Frocester Court,4.295374069,0.079188642,0.079188642
Great Britain,52.2296,-3.23003,S6377,35,Fronddyrys,3.359603945,0.09178055,0.713862157
Great Britain,52.2442,-3.94824,S6378,158,Fulbrook,2.671048768,0.201756008,0.201756008
Great Britain,56.1739,-3.40627,S6379,0,Gairneybank,0.734718919,0.14973333,0.14973333
Great Britain,50.6669,-1.3745,S6380,0,Gallibury Down,3.337234491,0.061076059,0.061076059
Great Britain,54.0015,-0.753415,S6381,0,Garrowby,4.161156597,0.289575748,0.289575748
Great Britain,51.1634,-2.76663,S6382,107,Glastonbury,3.777699078,0.241522442,0.241522442
Great Britain,54.4631,-0.558894,S6383,0,GnipeHowe,4.055582197,0.014833846,0.014833846
Great Britain,52.8708,-4.06537,S6384,181,Goedog,2.412131532,0.048398278,0.048398278
Great Britain,51.7396,0.723238,S6385,6,Goldhanger,4.291596359,0.011660899,0.011660899
Great Britain,53.0194,-4.29465,S6386,367,Graenog,2.170634634,0.059558074,0.059558074
Great Britain,53.0488,-3.53223,S6387,44,Graig Fechan,2.930898849,0.24745746,0.24745746
Great Britain,55.9738,-2.89579,S6388,0,Grainfoot,1.275189582,0.021956077,0.021956077
Great Britain,56.6539,-3.75364,S6389,91,Grandtully,0.268750429,0.068046458,0.517663854
Great Britain,54.4952,-1.08279,S6390,0,Great Ayton Moor,3.600938352,0.125238164,0.125238164
Great Britain,51.5926,-4.18014,S6391,68,Great Carn,2.761560202,0.038971591,0.038971591
Great Britain,54.4556,-3.13383,S6392,564,Great Langdale,2.127972071,0.206160088,0.206160088
Great Britain,53.3291,-3.86216,S6393,0,Great Orme,2.605500988,0.007554403,0.007554403
Great Britain,51.4977,-3.09491,S6394,65,Great Wharf,3.749633575,0.009484609,0.009484609
Great Britain,55.6777,-3.25321,S6395,59,Green Knowe,1.185357216,0.021744195,0.304090563
Great Britain,54.9585,-3.95239,S6396,13,Greenlaw,1.235605273,0.142076792,0.142076792
Great Britain,52.2462,-0.72117,S6397,0,Grendon   ,5.034289659,0.087480129,0.972071352
Great Britain,50.7136,-2.43488,S6398,38,Greyhound Yard,3.292579197,0.076086837,0.076086837
Great Britain,53.9709,-0.755857,S6399,0,Grimthorpe,4.178333399,0.261764493,0.261764493
Great Britain,54.1191,-0.23879,S6400,0,Grindale Barrow,4.510173674,0.041660353,0.041660353
Great Britain,54.2335,-0.319847,S6401,0,Gristhorpe,4.380032779,0.003359088,0.003359088
Great Britain,51.9185,-1.86185,S6403,98,Guiting,4.50002464,0.541366575,0.541366575
Great Britain,51.8654,-3.14599,S6404,56,Gwernvale,3.555189352,0.1978687,0.346973864
Great Britain,50.23,-5.37959,S6405,0,Gwithian,3.10181699,0.013023475,0.013023475
Great Britain,52.3528,0.0690328,S6406,1,Haddenham,4.89913108,0.038053279,0.477247403
Great Britain,51.3526,0.448824,S6407,1,Halling,4.632634889,0.10735076,0.10735076
Great Britain,50.8789,-0.692144,S6408,0,Halnaker Hill,3.757380961,0.118773143,0.118773143
Great Britain,50.9573,-0.977591,S6409,0,Hampshire,3.72887115,0.110520686,0.110520686
Great Britain,54.5194,-2.64736,S6410,63,Hardendale Nab,2.43184768,0.308792154,0.308792154
Great Britain,53.8434,-1.88599,S6411,8,Harden Moor,3.44955968,0.542090167,0.95075473
Great Britain,55.6786,-3.25007,S6412,54,Harehope Cairn,1.186714925,0.021712863,0.303739152
Great Britain,53.2152,-1.56867,S6413,10,Harland,4.106483858,0.77765534,0.972081851
Great Britain,50.5374,-4.99638,S6414,423,Harlyn Bay,2.986628996,0.010788962,0.010788962
Great Britain,52.8195,0.61513,S6415,63,Harpley,4.376041969,0.156367788,0.156367788
Great Britain,54.4541,-3.10603,S6416,489,Harrison Stickle,2.147339106,0.216308201,0.216308201
Great Britain,52.1279,0.0717558,S6417,15,Harston-Manor Farm,4.902406311,0.22340726,0.690369483
Great Britain,51.1373,-0.564772,S6418,0,Hascombe,4.044759998,0.335256159,0.335256159
Great Britain,51.3497,-2.37481,S6419,113,Hay Bath,3.923856096,0.338538488,0.338538488
Great Britain,50.739,-3.43011,S6420,74,Hayes Farm,3.53421572,0.067728307,0.067728307
Great Britain,50.4215,-3.75279,S6421,0,Hazard Hill,3.375838169,0.162827861,0.162827861
Great Britain,51.4095,-0.685694,S6422,0,Heatherwood,4.253296995,0.618545093,0.618545093
Great Britain,50.4227,-4.73019,S6423,134,Helman Tor,3.222918003,0.086985643,0.086985643
Great Britain,52.867,-1.32105,S6424,4,Hemington Field,4.527180462,0.916291744,1.023945484
Great Britain,51.4042,-1.90223,S6425,46,Hemp Knoll,3.984151818,0.596969538,0.596969538
Great Britain,52.52,0.404159,S6426,0,Hemplands Farm,4.566401902,0.112107196,0.249154414
Great Britain,51.4255,-1.04342,S6427,32,Heron House,4.155883294,0.522773083,0.577370611
Great Britain,54.1759,-0.594945,S6428,0,Heslerton,4.183579701,0.217454253,0.217454253
Great Britain,51.7415,0.679891,S6429,3,Heybridge,4.334199944,0.028457166,0.028457166
Great Britain,54.2741,-3.3915,S6430,198,High Hyton,2.115064344,0.010078398,0.010078398
Great Britain,50.6653,-3.26937,S6431,47,High Peak,3.410995292,0.002172648,0.002172648
