Country,Latitude,Longitude,SiteID,SiteName,slope,Profile cu,ele30m,tangential,aspect,lake,river
Great Britain,53.1297,-0.15095,S6446,Jeffs Farm,0,0,10,0,0,1.058637643,0.705226824
Great Britain,51.229,-1.58749,S6447,Kalis Corner,1.7428,-0.00161,92,0,212.12332,4.462845839,0.67279715
Great Britain,56.9281,-2.33191,S6448,Keabog,3.85503,0.00048,109,0.00161,331.33072,3.097031451,2.140721411
Great Britain,54.3569,-0.97969,S6449,Kemp Howe,16.02674,0.00039,242,0.00325,8.90588,4.079719558,1.525289043
Great Britain,55.782,-6.35953,S6450,Kentraw,4.29651,0.00043,32,0.00061,40.20833,3.353423974,0.94180171
Great Britain,51.4791,-0.30058,S6451,Kew,2.78947,-0.0033,13,-0.00085,311.65961,4.587030927,0.383600414
Great Britain,50.5293,-4.79717,S6452,Killibury,1.66225,0.0015,84,0.00393,102.63232,4.362792377,0.378739115
Great Britain,50.7453,0.22986,S6453,Kilncombe,10.21844,0.00143,93,-0.00137,132.22223,2.356676684,0.404904001
Great Britain,50.7835,-2.22698,S6454,Kingston,2.36012,0.001,81,0.00161,308.26282,3.341502044,1.125575697
Great Britain,51.9754,-1.56902,S6455,King Stone,2.57469,0.00096,222,-0.00055,278.37396,1.026983994,0.401458343
Great Britain,54.0031,-0.49854,S6456,Kirkburn,1.65272,0.00112,26,0.00017,315.52466,4.12194564,0.10377875
Great Britain,55.3004,-2.03937,S6457,Kirkhill,5.26941,0.00152,164,-0.00049,307.91922,3.474273642,0.338681025
Great Britain,50.7621,-1.93335,S6458,Knighton Heath,2.11675,0.00132,48,0.0031,80.06342,4.82109179,0.018453517
Great Britain,56.5931,-2.98694,S6459,Knockenny Farm,3.68924,-0.00355,135,-0.00329,250.07387,3.717565897,1.118030933
Great Britain,51.9768,-2.50962,S6460,Lambscott,0.78992,-0.00093,119,0.00051,61.6416,3.79937952,0.843799615
Great Britain,52.5614,-3.03717,S6461,Lan Fawr,11.81763,0.00106,381,0.00165,309.36697,1.645545132,2.213747169
Great Britain,52.0567,-0.83161,S6462,Lanting,4.86051,0.00068,84,-0.00238,72.0249,4.033814165,0.992997226
Great Britain,53.0979,-2.28677,S6463,Lawton,2.79565,0.00129,104,0.00486,114.37543,3.552368948,1.077716933
Great Britain,51.1538,-1.4323,S6464,Leckford Estate,6.32766,0.00001,63,0.00084,35.70619,4.515511523,1.132246551
Great Britain,58.7884,-2.94971,S6465,Liddle Far,1.67999,0.00005,38,-0.00087,105.38589,5.135330144,0.062931247
Great Britain,53.1151,-1.77438,S6466,Liffs Low,8.27988,0.00161,362,0.00264,300.5303,5.251855938,0.137940777
Great Britain,53.3209,-2.27025,S6467,Lindow Moss,1.18346,-0.0025,73,0.00024,168.71266,5.088550668,0.72591179
Great Britain,51.7737,1.10973,S6468,Lion Point,1.88134,0.00216,4,0.00203,7.07273,2.354920028,1.056318346
Great Britain,52.538,0.35796,S6469,Littleport,2.87998,-0.00078,1,-0.00179,105.28754,0.510573299,0.080603094
Great Britain,52.3565,0.25722,S6470,Little Thetford,1.15854,0.00239,1,-0.00024,348.46469,1.35710977,0.346640111
Great Britain,51.7856,0.47221,S6471,Little Waltham,0.92684,-0.00105,39,0,90,0.180176806,0.683333942
Great Britain,53.218,-4.10751,S6472,Llandegai,0.77192,-0.00097,41,-0.00035,180,4.91216658,0.892097173
Great Britain,56.4141,-3.53347,S6473,Loanleven,4.05738,-0.00229,39,-0.00317,65.72475,3.529798242,0.77463683
Great Britain,55.1052,-3.56602,S6474,Locharbriggs,1.22902,-0.00131,13,-0.00151,311.09149,3.758892356,1.125370565
Great Britain,56.3882,-5.4186,S6475,Loch Nell,30.55639,0.0042,41,0.0009,125.45148,3.656404166,0.458968975
Great Britain,51.7507,0.70651,S6476,Loftsfarm,1.31803,0.0015,7,0.00164,328.17291,1.950964798,1.743944839
Great Britain,53.6097,-1.98941,S6477,Lominot,14.0741,0.00177,404,0.00172,22.77175,5.457607681,0.224663624
Great Britain,50.8742,-0.67663,S6478,Long Down,6.38763,0.00002,91,0.00015,290.03824,4.487695554,0.589817633
Great Britain,52.5521,-2.85404,S6479,Long Mynd,4.25822,-0.00042,485,0.00002,36.68644,3.841676857,0.861328502
Great Britain,51.7325,-5.11684,S6480,Longstone Field,1.97021,0.00022,50,0.00187,304.61359,2.595818868,0.609676667
Great Britain,52.539,-0.26777,S6481,Longville,0.44506,0.00077,10,-0.00013,211.37233,4.441602826,0.595938352
Great Britain,54.091,-0.28432,S6482,Low Claythorpe,2.39519,-0.00041,24,0.0014,60.44546,4.233080949,1.183375965
Great Britain,53.3498,-1.8077,S6483,Mam Tor,31.55664,0.00123,457,0.00103,337.55179,4.740072297,0.883591043
Great Britain,54.154,-2.76895,S6484,Manor Farm,11.0726,-0.00799,82,-0.00142,28.36932,3.286503199,0.937753422
Great Britain,51.5394,-0.50169,S6485,Mansfield Farm,2.11755,-0.00076,33,-0.00091,280.10281,4.866399921,0.971091831
Great Britain,51.3367,1.37569,S6486,Manston,1.60415,-0.00084,39,-0.00016,313.76743,3.794228983,0.459442439
Great Britain,51.4963,0.2764,S6487,Mar Dyke,3.70751,-0.00178,4,-0.00174,180,3.769132038,0.493193294
Great Britain,50.7073,-2.43766,S6488,Maumbury Rings,2.18893,-0.00259,75,0.00209,360,3.793598261,0.463207074
Great Britain,51.6975,0.767,S6489,Maylandsea,1.31692,-0.00149,2,-0.00164,148.14246,3.028390104,0.388448795
Great Britain,51.1758,-2.79402,S6490,Meare,0.78692,-0.00046,1,-0.00318,62.06368,3.73833985,0.613760334
Great Britain,51.1469,-2.81497,S6491,Meare Heath,2.36713,0.00102,16,0.00162,231.51787,4.444693669,0.758648053
Great Britain,51.174,-2.80115,S6492,Meare Lake,0.78691,-0.00093,8,0.0005,242.06468,5.05812179,0.108507404
Great Britain,52.8268,-3.4502,S6493,Melangell Church,5.74784,-0.00172,195,0.00249,285.38464,1.860824227,1.302966601
Great Britain,52.6877,-2.75163,S6494,Meole Brace,1.21943,0.00012,69,0.00465,288.21802,3.811141139,0.838531466
Great Britain,52.4185,-1.98088,S6495,Merritts Brook,1.62275,0.00095,165,0.00016,45.53995,1.411813024,0.773831948
Great Britain,52.5436,0.43496,S6496,Methwold Severals,1.33506,0.00156,2,0.00165,211.36954,3.28844008,0.931981128
Great Britain,52.8652,-4.62234,S6497,Meyllteyrn,8.97484,-0.0009,85,0.00234,346.67737,0.179124495,1.186226438
Great Britain,51.1249,-1.25257,S6498,Micheldever Wood,10.09995,-0.0018,101,0.00089,205.55997,3.936255587,1.298559112
Great Britain,56.6495,-2.60348,S6499,Middle Brighty Farm,2.03331,-0.00125,73,0.00065,294.40948,2.158463028,0.13631303
Great Britain,50.7072,-2.46316,S6500,Middle Farm,5.07789,0.00018,81,0.00025,239.87793,2.399379322,0.321436978
Great Britain,57.8873,-4.32786,S6501,Migdale,5.73168,-0.00135,72,0.00373,112.20383,3.917087298,0.830977844
Great Britain,50.8566,-0.22668,S6502,Mile Oak,4.77913,-0.00011,53,0.00072,226.5312,4.823459426,0.029032779
Great Britain,55.5951,-2.09681,S6503,Milfield South,1.63545,-0.00326,45,0,180,4.385061374,0.325338699
Great Britain,55.5285,-1.86059,S6504,Millstone Hill,3.74975,0,262,0,29.56264,2.370521227,0.830386081
Great Britain,51.3185,-1.71298,S6505,Milton Hill Farm,4.12984,0.00036,204,-0.00121,26.62493,4.463409923,1.199421098
Great Britain,52.051,-0.80405,S6506,Milton Keynes,2.43667,0.00068,74,-0.00046,337.65649,3.261662957,0.260604777
Great Britain,51.75,-1.43354,S6507,Mingie Ditch,0,0,69,0,0,2.423453614,0.78741765
Great Britain,52.8583,-4.10877,S6508,Mochras,9.86452,0.00561,62,0.00191,177.33427,4.457589776,0.696747641
Great Britain,50.9559,0.7341,S6509,Mockbeggar Rye,6.32785,-0.00076,12,-0.00228,260.02267,1.161752544,0.462599645
Great Britain,51.8691,-3.46131,S6510,Modrydd,16.93155,-0.00076,564,0.00063,189.17351,2.91084935,0.106174587
Great Britain,52.8647,-4.05468,S6511,Moel Gerddi Ardudwy,13.64253,-0.00234,310,0.00097,172.34055,4.360178169,0.295808406
Great Britain,51.4608,-0.27247,S6512,Mortla,1.60621,-0.00194,19,-0.00116,133.84554,4.816185022,0.935252823
Great Britain,56.4206,-2.86412,S6513,Morton,3.73693,0.00012,9,0.00031,312.05515,2.133538302,0.039359797
Great Britain,54.4852,-2,S6514,Moss Mire,3.67765,0,399,0,149.79057,0.700880045,0.473042677
Great Britain,51.6665,-1.15548,S6515,Mount Farm,0.46346,0.00105,56,0,270,1.865478419,1.294007042
Great Britain,51.5035,0.41368,S6516,Mucking,1.48498,0.00269,29,0,360,3.109261491,2.642293086
Great Britain,55.7398,-2.05575,S6517,Murton High Crags,3.22434,0.00162,89,0.0027,300.57684,3.230743238,0.459025305
Great Britain,55.9793,-3.66048,S6518,Myerhaed,3.2519,-0.00147,50,-0.00216,67.62835,2.933310335,0.894227861
Great Britain,52.8373,-4.62214,S6519,Mynydd Rhiw lleyn,10.92135,-0.00222,249,0.00014,20.87099,3.803149886,0.912113838
Great Britain,50.2693,-5.26166,S6520,Nancecuke,1.85368,0,85,0,270,2.931113623,0.831357523
Great Britain,51.704,-3.57177,S6521,Nant,5.94439,0.00242,487,0.00296,324.36258,4.540461366,0.22858682
Great Britain,53.3373,-3.39686,S6522,Nant Hall,0.77407,0.00195,11,0.00174,360,0.380428807,0.302241842
Great Britain,51.218,-1.84535,S6523,Netheravon,0.73801,0.00177,129,0.00175,360,4.519756901,0.618523225
Great Britain,51.5661,-3.99438,S6524,Newton Cliffs,3.50074,-0.00058,49,-0.00151,211.93242,5.09739625,0.479067966
Great Britain,53.7136,-0.49825,S6525,North Ferriby,0,0,0,0,0,4.379233976,0.518451031
Great Britain,56.3261,-3.73696,S6526,North Mains,1.42999,0.00196,35,0.00173,29.05712,3.864158585,0.87013727
Great Britain,51.9337,-1.80363,S6527,Oak Cow Common,3.5434,0.00088,196,0.00226,301.88986,4.663822453,0.445765435
Great Britain,52.6759,-0.71753,S6528,Oakham,2.02788,0.00246,101,0.00077,339.96332,2.15750553,0.151281534
Great Britain,54.107,-0.40452,S6529,Octon Wold,0.91435,-0.00054,121,-0.00155,210.43982,0.022471535,1.320868275
Great Britain,51.2645,-1.70758,S6530,Old Coach Road,1.96387,-0.0002,173,-0.00184,124.33755,5.467924793,0.247259208
Great Britain,51.707,-0.32245,S6531,Old Parkbury,4.56119,0.00141,71,0.00107,11.70031,4.537382433,1.002771214
Great Britain,55.5672,-2.11259,S6532,Old Yeavering,1.68592,0.0023,59,0.00128,316.63705,3.39134816,1.016276951
Great Britain,58.0169,-4.41586,S6533,Ord North,8.13354,-0.00043,148,-0.00006,64.77473,2.111019395,1.33827971
Great Britain,52.5562,-0.28433,S6534,Orton Gravel Complex,4.7427,-0.00223,9,0.0012,61.32589,4.823994831,0.483600667
Great Britain,51.309,0.19538,S6535,Otford,2.77795,-0.00078,68,-0.00231,246.48459,1.247389555,0.81458501
Great Britain,50.8183,-2.0371,S6536,Pamphill Lodge farm,1.95625,-0.00215,42,0.00015,20.81122,4.403478579,0.499716318
Great Britain,51.9208,-4.74437,S6537,Parc Maen,2.57464,0.00096,225,-0.00055,261.63611,3.535015321,1.777821731
Great Britain,52.2514,-1.57222,S6538,Park Farm,1.19531,0.00116,65,0.00139,230.83124,3.279591501,0.23545911
Great Britain,54.8809,-4.07493,S6539,Park of Tongland,6.00795,-0.0046,80,-0.0016,2.20122,3.388469556,0.392398166
Great Britain,51.8331,-2.11031,S6540,Peak Camp,2.78287,0.00027,285,-0.00216,246.24066,3.290631958,2.302917537
Great Britain,50.4458,-4.03261,S6541,peatmonolith,1.58985,-0.00187,283,-0.00114,133.21735,3.431909561,0.068820422
Great Britain,51.8838,-3.43564,S6542,Pen Fan,41.13508,0.00059,804,-0.00608,19.4748,3.338170956,0.888554601
Great Britain,51.6836,-3.40614,S6543,Penrhiwcradoc,11.24303,-0.00564,197,-0.00232,27.90206,2.135960395,0.887425575
Great Britain,50.3087,-4.7853,S6544,Pentewan Valley,1.66194,-0.00001,99,-0.00059,257.4248,2.974516283,1.104208807
Great Britain,51.9759,-3.23618,S6545,Pen Wyrlod,2.87774,0.00272,261,0.00189,105.1029,4.348830573,0.547711744
Great Britain,50.7595,-2.43248,S6546,Piddle Down,2.11674,-0.00032,146,-0.00029,260.064,2.543343685,0.628842216
Great Britain,54.4557,-3.1215,S6547,Pike of Stickle,29.15072,0.0029,635,-0.00101,248.08734,2.818636229,0.337073928
Great Britain,53.5649,-2.90602,S6548,Pilling,0.92656,0.00105,71,0,90,3.394756652,2.760656352
Great Britain,53.2609,-1.20087,S6549,Pinhole Cave,2.0072,0.0024,98,-0.00031,112.63289,3.324520475,0.60872226
Great Britain,52.4318,-4.02125,S6551,Plas Gogerddan,3.81336,0.00274,30,0.00004,186.96964,2.820335895,0.77095165
Great Britain,52.4707,-3.72558,S6552,Plynlimon,26.77358,-0.00023,495,-0.00059,235.64288,3.329154214,1.145041949
Great Britain,50.0099,-5.14213,S6553,Poldowrian,1.98826,-0.00025,59,-0.00361,248.7971,3.599358506,1.094685667
Great Britain,51.5188,-3.56395,S6554,Pond Cairn,3.14976,0.00141,40,0.00232,241.88481,3.904444802,0.719333961
Great Britain,51.704,-4.0393,S6555,Pontardulais,1.49152,-0.00181,22,0.00035,180,3.291306601,0.929539976
Great Britain,50.7486,-1.91919,S6556,Poole Barrow,1.95713,0.00018,57,0.00182,55.96012,4.488205617,0.702895979
Great Britain,50.8547,-1.0793,S6557,Portsdown,9.44107,0.00345,99,0.00059,256.6684,3.99086536,1.274116028
Great Britain,51.3305,-2.00575,S6558,Potterne,4.79948,-0.00204,103,0.00063,157.33229,5.069140181,0.014145218
Great Britain,50.6874,-2.66117,S6559,Puncknowle,7.59509,0.00289,163,0.00368,224.2475,4.174502264,0.350789292
Great Britain,51.468,-0.21461,S6560,Putney,7.87476,0.0005,8,0.00118,200.5434,4.194291462,0.527369939
Great Britain,50.8909,-0.17561,S6561,Pyecombe,13.95045,0.00106,174,-0.00154,37.04952,4.051450272,0.743065381
Great Britain,52.2177,-0.52141,S6562,Radwell,1.15508,0.00028,40,0.00035,348.42932,5.17382141,0.124857879
Great Britain,54.0503,-0.69848,S6563,Raisthorpe Manor,2.39464,0.00244,190,0.00199,299.53027,4.914993463,0.008639345
Great Britain,51.5751,-1.5454,S6564,Rams Hill,2.46613,0.00161,224,0.00046,318.90015,3.964862939,1.304420162
Great Britain,53.2782,-1.58453,S6565,Ramsley Moor,1.63858,0.00208,308,0.00121,224.96989,4.822653887,0.503954207
Great Britain,52.3442,-0.56858,S6566,Raunds,1.15824,-0.00248,34,-0.00177,191.53847,1.199698963,0.595355935
Great Britain,52.1314,-0.75368,S6567,Ravenstone,3.14839,-0.00009,54,-0.00095,342.89655,0.603648718,1.558337969
Great Britain,50.8603,-0.17396,S6569,Red Hill,2.87254,-0.00326,117,-0.00283,40.16029,3.133348789,0.783900328
Great Britain,53.227,-0.55429,S6570,Redlands Farm,0.795,-0.00013,5,-0.00317,240.94913,3.00775284,0.693705198
Great Britain,56.7399,-2.824,S6571,Reswallie Mains,0.84259,-0.00231,108,-0.00174,360,4.79673661,0.536465367
Great Britain,57.0162,-6.27894,S6572,Rhum,4.37881,-0.00042,10,-0.00062,320.70877,4.889518315,0.432473112
Great Britain,53.2054,-3.20688,S6573,Rhydymwyn,28.32036,0.00095,210,-0.00263,216.88811,3.550103813,1.252046305
Great Britain,53.8108,-2.53463,S6574,Ribchester,1.64889,-0.00213,30,-0.00123,135.39224,1.933643125,1.766892003
Great Britain,51.7204,-0.02658,S6575,Rimbury,1.14288,-0.00233,26,0.00024,348.30307,4.89950052,0.904502988
Great Britain,52.2849,0.63044,S6576,Risby,0.88636,0.00078,39,0.00177,148.48015,1.643882057,2.333939685
Great Britain,50.7152,-3.53422,S6577,River Exe,0,0,8,0,0,1.383460119,0.263778174
Great Britain,54.0838,-4.61451,S6578,Roaldsway,0.45701,-0.00027,9,0.00168,329.54614,3.546014443,0.875288185
Great Britain,51.7459,0.72072,S6579,Rook Hall,1.8802,-0.00212,6,0.00003,172.92294,4.304065873,0.561795879
Great Britain,57.4654,-7.21729,S6580,Rosinish,5.68521,-0.00429,2,-0.00314,11.70897,3.14320014,1.982949372
Great Britain,55.1793,-3.46212,S6581,Ross Mains,0.80935,0.00213,67,0.00174,180,4.812121518,0.494099575
Great Britain,50.9744,-2.07122,S6582,Rotherley,6.25421,0.00035,183,0.0013,353.64264,1.533136676,0.359116008
Great Britain,51.705,-1.6859,S6583,Roughground Farm,0.78888,-0.00127,78,0.00105,61.78655,1.067824712,0.189328365
Great Britain,50.5913,-4.62531,S6584,Rough Tor South,4.29602,-0.00048,274,-0.00073,239.49791,4.822128425,0.471113627
Great Britain,52.2631,-1.5765,S6585,Roxton,2.44657,0.00069,63,-0.00046,22.24726,3.537376167,1.775431336
Great Britain,55.9593,-2.61512,S6586,Ruchlaw Mains,3.68261,0.00014,96,-0.00273,70.37743,3.903220653,0.454509691
Great Britain,55.8467,-3.24428,S6587,Rullion Green,6.88269,0.00096,311,-0.00121,53.47612,4.370256621,0.830200919
Great Britain,52.3471,-1.45531,S6588,Ryton,4.36132,-0.00004,90,0.00218,64.3468,3.344029443,0.288375896
Great Britain,50.4485,-4.03272,S6589,Saddlesborough,7.47057,0.00046,291,-0.00104,150.4223,4.16086466,0.58245732
Great Britain,51.3225,-3.01185,S6590,Sandcliff,9.40241,0,4,0,231.41074,0.628376574,0.028025154
Great Britain,52.5219,-1.96609,S6591,Sandwell Park,2.11866,0.00033,131,0.00031,100.32362,4.242328236,0.620658322
Great Britain,52.6349,-3.15712,S6592,Sarn-y-Bryn-Calod,0.76162,0.00094,72,0.00035,180,3.73482947,0.619712436
Great Britain,54.2601,-0.56446,S6593,Sawdon Moor,1.5822,-0.00203,165,0.00035,360,3.782520772,0.485886396
Great Britain,56.4228,-3.40734,S6594,Scone Wood,2.57936,0.00098,59,-0.00068,99.31564,4.876143957,0.410010155
Great Britain,54.2633,-0.46452,S6595,Seamer Moor Barrow,6.79158,0.00207,100,0.0003,305.44177,4.345685533,0.587239413
Great Britain,51.0809,-2.97659,S6596,Sedgemoor,1.3043,-0.00145,7,-0.00162,32.20659,3.76144825,0.620394107
Great Britain,51.1585,-2.82662,S6597,Shapwicjheath,4.97831,-0.00307,3,-0.00206,77.20082,3.54417194,1.773982438
Great Britain,52.2537,-1.47257,S6598,Sharmer Farm,2.38964,-0.00136,73,-0.00014,129.17018,3.370497101,0.845924667
Great Britain,54.184,-0.393,S6599,Sharpe Howes,2.43357,0.00248,160,0.00264,310.44638,4.675804063,0.752750586
Great Britain,52.6905,-2.728,S6600,Sharpstones Hill,0,0,72,0,0,3.431765956,1.847101011
Great Britain,50.4529,-4.03855,S6601,Shaugh Moor,4.13721,-0.00191,256,0.00027,142.03392,0.805467613,2.145088229
Great Britain,50.7853,-2.51074,S6602,Shearplace Hill,1.731,0.00156,182,0,327.62805,0.220493939,1.249997301
Great Britain,52.9701,-1.0201,S6603,Shelford,1.79254,-0.00182,22,0,31.11956,4.366971107,1.288508508
Great Britain,50.3428,-4.0029,S6604,Shelter Cave,5.47159,-0.00074,25,0.003,117.51403,4.797953043,1.110055558
Great Britain,58.2244,-6.19009,S6605,Sheshader,2.78849,0.00562,84,0.00131,160.62228,4.958525594,0.594356864
Great Britain,57.5083,-5.64643,S6606,Shieldaig,4.39133,-0.00231,22,-0.00077,167.85031,3.784530731,0.893827919
Great Britain,51.0416,0.30398,S6607,Shinewater Park,4.9778,0.00087,105,-0.00184,282.76776,4.418498097,0.643504794
Great Britain,51.5393,0.78483,S6608,Shoebury,0.92688,-0.00105,8,0,90,1.07759293,0.712141906
Great Britain,53.2273,-0.367,S6609,Short Ferry,2.00697,-0.00001,4,0.0016,292.61688,1.694376833,0.338696443
Great Britain,51.2018,-1.87402,S6610,Shrewton,2.31627,0.00104,113,0,270,4.995901689,0.462673903
Great Britain,51.4929,-0.44702,S6611,Sipson Lane,1.13742,0.0023,29,-0.00024,348.24561,3.868022486,0.858543779
Great Britain,55.8043,-6.38919,S6612,Sithean,2.61621,-0.00287,24,-0.00178,141.74402,1.830569106,0.602997335
Great Britain,55.97,-2.43583,S6613,Skateraw,2.57876,-0.00098,31,0.00066,80.79225,3.783762278,0.52611137
Great Britain,52.5142,-1.01111,S6614,Smeeton,1.19813,-0.00117,156,-0.0014,50.66332,0.730869743,1.537748235
Great Britain,51.2662,-1.69036,S6616,Snail Down,3.98516,0.00117,134,0.00234,291.72717,5.08209532,0.107652414
Great Britain,55.0157,-3.02446,S6617,Solway Moss,0.46485,-0.00083,23,0.00013,330.1174,3.273842566,1.05127828
Great Britain,51.1463,-2.90076,S6618,Somerset Levels,15.80911,-0.00187,46,0,270,3.873740714,1.139342182
Great Britain,56.6862,-6.4555,S6619,Sorisdale,2.86001,-0.00236,17,0.00042,53.98952,1.252953141,0.587190251
Great Britain,52.5288,0.41202,S6620,Southery Fen,0.92672,0.00105,0,0,270,5.073969148,0.782207239
Great Britain,53.4375,-2.5736,S6621,Southworth Hall Farm,12.83502,0.00032,22,0.00133,348.74289,4.750843317,0.563896809
Great Britain,50.9262,-0.50724,S6622,Sparrite Farm,4.76093,0.00204,13,0.00186,212.29329,4.450875708,0.940079434
Great Britain,54.9949,-3.86503,S6623,Spottes Burn,7.43323,-0.00024,80,-0.00217,143.93665,4.993119169,0.637428395
Great Britain,51.7452,0.51203,S6624,Springfield Lyons,0.43937,-0.00226,38,0.00164,211.83025,3.94241738,0.026786587
Great Britain,53.7944,-0.17042,S6625,Sproatley,0.92653,0.00105,13,0,270,2.173076201,1.589557826
Great Britain,52.0564,1.11163,S6626,Sproughton,0.9268,-0.00279,1,-0.00459,90,2.245311145,0.258930734
Great Britain,52.8404,-0.71269,S6627,Sproxton,1.63039,-0.00205,142,-0.0012,45.26253,3.130661772,1.985176723
Great Britain,53.9541,-1.07947,S6628,St George's Field,1.36766,0.00009,11,0.00194,210.53233,5.066767024,0.490029142
Great Britain,51.6171,-4.91818,S6629,Stackpole,2.7524,0.00051,27,-0.003,237.27744,5.153878501,0.11056299
Great Britain,55.4504,-2.07748,S6630,Standrop Rigg,8.04282,-0.00132,346,0.00134,293.74323,3.50213005,0.591303817
Great Britain,50.5983,-4.637,S6631,Stannon Downs,10.37654,-0.00179,274,0.00022,108.20319,3.287539798,0.926342335
Great Britain,51.9023,0.214,S6632,Stanstead Brook,6.75245,0.00117,75,0.00467,112.73923,3.479160656,0.842009079
Great Britain,52.3282,-0.58377,S6633,Stanwick South,1.15784,0.00233,37,0.00214,168.45752,3.294138066,0.933974093
Great Britain,51.4698,-3.38804,S6634,St Donats,3.40704,0.00031,134,0.00135,348.23981,3.014911828,3.201968323
Great Britain,50.6979,-2.54943,S6635,Steepleton,3.13793,0.00209,153,0.0012,62.30806,5.35798012,0.067178715
Great Britain,50.9094,-2.20911,S6636,Stepleton,3.30323,0.00086,147,0.00324,320.89313,3.769736376,0.933813001
Great Britain,50.7164,-2.4179,S6637,Stinsford,1.66251,0.00001,51,0.0006,102.68137,2.565208695,0.620922328
Great Britain,57.8157,-8.56947,S6638,St Kilda,22.05662,-0.00257,106,-0.00186,274.28653,2.151776776,1.649119419
Great Britain,52.5215,0.13592,S6639,Stonea,3.17373,-0.00009,2,-0.00096,196.96127,4.871668781,0.936329812
Great Britain,51.1838,-1.83831,S6640,Stonehenge Cursus,2.7768,0.00098,107,-0.00197,293.45819,4.716862849,0.939185714
Great Britain,54.1743,-2.79211,S6641,Storrs Moss,2.10283,-0.00305,6,-0.00103,318.65179,4.435590908,0.940845308
Great Britain,57.5807,-2.10536,S6642,Strichen,3.02303,0.00052,78,0.00025,4.38801,3.986916931,1.299195748
Great Britain,51.7308,0.75312,S6643,Stumble,0,0,0,0,0,5.348140252,0.387350449
Great Britain,51.4498,0.31007,S6644,Swanscombe,10.99514,0.00019,25,-0.0016,29.97498,3.082570865,0.740835332
Great Britain,52.8614,-1.4578,S6645,Swarkestone,2.47524,-0.00072,54,0.00047,338.02661,3.304561138,1.336806262
Great Britain,50.8712,-0.14813,S6646,Sweetpatch Bottom,6.53831,0.00166,77,0.00031,341.47964,4.569970992,0.70086493
Great Britain,52.6637,-0.37922,S6647,Tallington,0.76212,0.00189,17,-0.00035,360,3.746528643,1.088222037
Great Britain,53.1838,-3.37541,S6648,Tandderwen,1.34948,0.00051,33,-0.0009,30.99318,2.187820898,0.162863142
Great Britain,50.6676,-1.5245,S6649,Tennyson Down,12.14737,0.00033,17,-0.00482,275.0896,2.146449541,0.876471919
Great Britain,51.503,-0.09795,S6650,Thames,5.18433,0.00089,10,0.00035,360,4.282456444,0.104355235
Great Britain,50.8913,-0.75294,S6651,The Trundle,7.81572,0.00041,194,0.00053,307.28033,3.928667044,1.288793758
Great Britain,55.5834,-2.06981,S6652,Thirlings,0,0,47,0,0,4.354971995,0.518534049
Great Britain,54.4513,-3.11058,S6653,Thorn Crag,21.98174,-0.00308,478,-0.00029,254.03862,3.95383303,1.308233709
Great Britain,53.6273,-0.91873,S6654,Thorne Moor,0.45335,0.0008,2,-0.00013,329.27097,4.813706336,0.969276284
Great Britain,50.8624,-0.25347,S6655,Thundersbarrow Hill,5.8554,0.00121,141,-0.00061,20.79313,3.804948382,0.451667883
Great Britain,54.1217,-0.42385,S6656,Thwing,3.2843,0.00008,112,0.00096,343.63187,4.060685126,0.35416251
Great Britain,50.8541,-0.18557,S6657,Toadhole,3.32263,-0.00013,59,-0.00248,257.28223,4.044477348,0.709359441
Great Britain,51.7366,0.81142,S6658,Tollesbury,0,0,0,0,0,1.439128058,0.449103917
Great Britain,51.1857,-2.79993,S6659,Tollgate House,1.30641,-0.00145,3,-0.00163,327.85242,0.460474996,0.831246077
Great Britain,51.4883,-2.33562,S6660,Tormarton,2.89539,0.00018,174,0.00066,320.22592,1.121136237,0.725176486
Great Britain,53.3078,-1.56623,S6662,Totley,9.17478,0.00074,362,0.00092,344.01529,1.85455531,1.488858237
Great Britain,54.9992,-3.55877,S6663,Townfoot Farm,3.68687,0.00031,28,-0.00065,169.15247,3.190517903,2.61030421
Great Britain,55.8338,-5.06142,S6664,Townhead,7.97487,0.0016,22,0.00092,330.6297,3.368398798,2.760366228
Great Britain,55.8426,-6.44947,S6665,Traigh Bhan,7.95403,0.00242,21,0.00407,136.03329,3.026198718,2.038663516
Great Britain,53.2925,-4.61243,S6666,Trefignath,4.23346,0.00205,16,0.00162,79.4943,3.42812901,0.366573285
Great Britain,50.0635,-5.59151,S6667,Tregiffian,2.87091,-0.00076,99,-0.00162,104.5158,3.049494271,2.430302953
Great Britain,50.0291,-5.16433,S6668,Trelan,0.42803,-0.00072,94,0.00012,327.211,3.256622974,1.129810429
Great Britain,50.6358,-4.76499,S6669,Treligga Barrow,5.41258,0.00955,92,0.00068,19.9716,2.537058429,0.634117863
Great Britain,52.6556,-3.06896,S6670,Trelystan,3.18259,0.00009,368,0.00096,343.08786,4.180700579,0.939548342
Great Britain,50.4105,-5.09959,S6671,Trethellan Farm,0.92706,-0.00105,39,0,270,1.658587165,2.628078968
Great Britain,51.1224,-3.9121,S6672,Trevisker,2.43033,-0.00095,318,-0.0001,287.63031,4.629467947,0.598775721
Great Britain,52.4209,-4.03104,S6673,Troedrhiwgwinau Farm,4.68991,-0.00225,45,0.00052,36.26611,5.399894699,0.045698537
Great Britain,52.6069,1.3101,S6674,Trowse,2.43734,0.0003,6,0.00227,251.81354,0.566618704,1.47306879
Great Britain,57.7654,-7.214,S6675,Udal,5.07967,0,15,0,270,3.611495893,1.211549269
