Country,Latitude,Longitude,SiteID,SiteName,slope,Profile cu,ele30m,tangential,aspect,lake,river
Great Britain,56.1396,-4.06013,S6220,Blair Drummond,1.89931,-0.0028,8,-0.00159,29.17619,2.490110625,0.668789915
Great Britain,51.1938,-2.79863,S6221,Blakeway Farm,1.99458,-0.00057,3,0.00057,68.30389,4.456661311,0.792603312
Great Britain,53.9082,-2.64396,S6222,Bleasdale,3.21234,-0.00059,208,-0.00069,307.58981,1.237265297,0.679302786
Great Britain,55.8049,-6.29821,S6223,Borraichill Mor,3.76974,-0.0005,28,-0.00158,150.61145,4.520070775,0.652429198
Great Britain,52.5075,-4.05532,S6224,Borth,5.38052,-0.00026,2,0.0013,189.88934,1.408180013,0.764936138
Great Britain,52.4284,-1.94704,S6225,Bournville,2.78872,-0.00095,138,0.00206,65.9556,2.666330067,0.208412564
Great Britain,54.9539,-3.95685,S6226,Bow Hill,1.22914,-0.0027,47,0.00024,169.14046,1.238570577,0.601910578
Great Britain,54.1198,-0.22651,S6227,Boynton,1.57685,-0.00303,94,0,180,4.728722751,1.017774
Great Britain,56.6324,-2.60646,S6228,Boysack Mill,0.92609,0.00104,32,0,270,0.127979081,0.702754646
Great Britain,54.6487,-2.18289,S6229,Bracken Rigg,6.95989,0.00292,353,0.00186,96.55813,1.80431676,0.8339364
Great Britain,56.6153,-2.77566,S6230,Bractullo,1.43832,0.00184,117,0.0004,151.12852,3.439588931,0.42673255
Great Britain,51.7435,0.89734,S6231,Bradwell Sea,1.66406,-0.00137,1,-0.00155,77.04044,2.930887162,0.669391062
Great Britain,56.1048,-5.25827,S6232,Brainport Bay,3.49374,0.00159,40,0.0031,96.80286,4.467062618,0.657829797
Great Britain,54.6085,-3.46173,S6233,Brainthwaite,3.23259,0.00108,108,-0.00245,51.9367,2.761556865,0.950517465
Great Britain,52.7223,-3.04838,S6234,Breiddin,41.46093,0.00112,296,-0.00065,150.97701,3.79022299,0.857637325
Great Britain,53.0974,-3.53098,S6235,Brenig,2.40807,-0.00143,388,-0.00014,309.71588,4.639077433,0.267049024
Great Britain,51.4911,-0.31743,S6236,Brentford,4.40999,-0.00046,18,-0.0014,265.18079,4.640222044,0.268319148
Great Britain,51.5926,-4.18014,S6237,Breos Cwm Gower,3.35264,-0.0005,146,-0.00012,176.04102,1.317396155,0.898213416
Great Britain,51.107,-1.26715,S6238,Bridget's Farm,3.49147,0.00009,101,0.00052,263.95502,3.823943291,0.903021423
Great Britain,53.5554,-0.50236,S6239,Brigg Raft,0.92656,-0.00105,4,0,90,2.624479417,0.619449548
Great Britain,53.5554,-0.50085,S6240,Brigg Track,0.79641,0.00067,4,0.00104,60.76029,3.362279771,1.473056882
Great Britain,54.7923,-4.10462,S6241,Brighouse Bay,6.64561,0,41,0,163.88507,4.160100654,0.523086449
Great Britain,51.224,-1.70784,S6242,Brigmerston Down,1.8592,0.00207,99,-0.00003,187.15813,4.17467708,0.514336636
Great Britain,52.1148,-4.04924,S6243,Bryn Maen,1.76741,-0.00171,123,0,148.38177,5.113209264,0.136186144
Great Britain,50.4804,-3.60272,S6244,Bulleigh Meadow,4.68178,0.00065,55,-0.00082,81.09305,3.786022012,0.861502188
Great Britain,51.4245,-1.02474,S6245,Burghfield,2.77876,0.00104,39,0,270,3.820964419,1.136691717
Great Britain,51.4333,-1.00297,S6246,Burghfield Cottages,2.68484,0.00057,40,-0.00099,14.9964,5.250968829,0.482488599
Great Britain,52.4619,0.38627,S6247,Burnt Fen,2.8166,0.00041,-1,0.00104,132.28761,3.610492606,0.607500897
Great Britain,51.1034,-1.27007,S6248,Burntwood Farm,4.72451,0,88,0,308.45566,4.049555814,0.749906929
Great Britain,50.899,-0.576,S6249,Bury Hill,3.49178,0.00055,147,-0.00099,340.64246,4.032822633,0.078644257
Great Britain,53.2282,0.23839,S6250,Butterbump,0.795,-0.00092,1,0.00053,119.05159,2.436579864,0.433337987
Great Britain,51.0244,-2.53156,S6251,Cadbury Castle,3.13937,0.00308,149,0.00206,54.21822,2.705676516,0.45437459
Great Britain,53.2746,-1.59057,S6252,Cairnfield,4.62784,0.00288,311,0,360,4.863386584,1.033398646
Great Britain,51.5934,-2.74064,S6253,Caldicot Castle,1.31475,-0.00329,7,-0.00088,31.91694,4.333947466,0.533973539
Great Britain,55.3632,-1.90691,S6254,Callaly Moor,6.50722,-0.00071,209,-0.00211,262.85245,1.849911083,1.594681099
Great Britain,52.4655,-3.84346,S6255,Camddwr,12.0038,0.00429,373,0.00266,321.12402,3.022019878,0.175449677
Great Britain,51.6274,0.77738,S6256,Canewdon,0.78859,-0.00093,0,0.00051,61.82758,1.986647144,1.403704958
Great Britain,51.5041,-0.70891,S6257,Cannon Hill,1.1377,-0.00231,31,0.00024,348.2485,5.017602574,0.240205457
Great Britain,51.9932,-5.01691,S6258,Carne Coch,5.4885,0.00027,77,0.0014,332.41953,4.016749072,0.675957266
Great Britain,52.5853,-3.49241,S6259,Carneddau,3.55869,0,410,0,328.65479,2.392037849,1.814263566
Great Britain,52.0186,-4.82763,S6260,Carreg Coetan,3.99181,0.00047,13,0.00121,48.88738,4.635016868,0.262430205
Great Britain,52.2906,-0.94132,S6261,Castle Brampton,1.51113,0.00278,116,0,360,2.975774867,2.267095551
Great Britain,52.6598,-2.38444,S6262,Castle Farm,2.94068,-0.0007,83,-0.00058,39.03285,3.109979168,1.954277916
Great Britain,57.6121,-1.85269,S6263,Castle Hill,3.91042,-0.00046,11,-0.00162,208.22169,2.969935441,0.52474804
Great Britain,53.5546,-0.50842,S6264,Castlethorpe,1.18972,-0.0026,4,-0.00177,348.77332,2.54622642,0.965603072
Great Britain,50.5453,-5.00444,S6265,Cataclews,9.02137,0.00375,16,0.00153,1.46003,2.834410204,0.744013322
Great Britain,50.6309,-4.62751,S6266,Cataclews Barrow,3.91904,0.00068,285,-0.00266,242.34187,3.251357518,0.439780252
Great Britain,52.9566,-3.49771,S6267,Cefn Caer Euni,2.92222,0.00038,340,0.00211,336.66699,3.990947377,0.144356357
Great Britain,53.2518,-3.91727,S6268,Cefn Coch,4.79565,0.00031,414,-0.00151,66.30896,3.893618725,0.337130153
Great Britain,51.717,-4.01527,S6269,Cefn Drum,6.461,-0.00103,112,0,270,2.416857666,0.332210659
Great Britain,51.7097,-3.54592,S6270,Cefn Glas,3.64412,0.00023,475,-0.00065,315.68857,0.433431383,1.708008238
Great Britain,51.5625,-2.7993,S6271,Chapeltump,2.37537,-0.00291,0,0.00082,308.73685,3.813104005,0.484883687
Great Britain,51.286,-2.72996,S6272,Charterhouse Warren,1.60331,-0.00193,240,-0.00116,46.26425,3.330869821,1.251042496
Great Britain,55.5276,-1.84157,S6273,Chatton Sandyford,2.81401,0.00025,216,0.00079,29.56336,3.853598382,1.234842668
Great Britain,58.4218,-4.18492,S6274,Chealamy,0.82269,-0.00089,29,0.00065,237.56946,3.287509569,0.936533555
Great Britain,51.1806,-2.87709,S6275,Chilton,1.3063,-0.00145,1,-0.00163,327.84946,3.10997904,2.554844129
Great Britain,50.7358,-1.7775,S6276,Christchurch,2.16176,0.00291,6,0.00012,32.39941,3.865613324,1.255061225
Great Britain,50.8629,-0.41972,S6277,Church Hill,9.19103,0.00201,136,0,270,4.440959961,0.251691232
Great Britain,50.7082,-2.43909,S6278,Church Street,3.02384,0.00133,76,0.00137,32.41469,1.720907498,2.092247977
Great Britain,50.164,-5.54022,S6279,Chysauster,3.62554,0.00037,195,0.00112,153.45247,0.183555104,0.977380568
Great Britain,50.8589,-0.38433,S6280,Cissbury,3.98066,-0.00145,166,0.00197,248.44647,1.829885516,1.539656455
Great Britain,51.7965,-1.3764,S6281,City Farm,2.19762,0.0015,69,0.00164,31.80109,4.998332524,0.708398818
Great Britain,57.1671,-7.40273,S6282,Cladh Hallan,1.23338,-0.00038,5,0.0001,249.78903,4.096213609,1.003097422
Great Britain,56.5791,-5.75028,S6283,Claggan,0.81144,-0.0009,9,0.00061,301.13046,1.808786781,0.615171583
Great Britain,54.1981,-4.39169,S6284,Clayhead Cairns,8.92161,-0.00129,61,-0.00205,22.72445,4.826155979,0.322953692
Great Britain,53.5674,-0.03071,S6285,Cleethorpes,0,0,0,0,0,3.631184606,0.586133222
Great Britain,51.1529,1.38514,S6286,Cliffe,9.80886,0.00159,68,0.00243,294.15512,4.167124704,0.960373725
Great Britain,54.9829,-3.0752,S6287,Clochmabane Stane,2.12203,0.00036,9,0.00034,280.93506,4.713538655,0.984540161
Great Britain,51.8516,-0.24737,S6288,Codicote,1.14607,0.00179,96,-0.00095,348.3363,0.907921765,0.183042792
Great Britain,51.4578,-3.24804,S6289,Coed Y Cwmdda,4.86058,0.0003,58,-0.00072,8.20361,3.331513703,0.378707314
Great Britain,51.181,-0.35895,S6290,Coldharbour,18.98189,-0.001,258,0.00036,352.56787,3.235187175,2.018881525
Great Britain,51.4193,0.35458,S6291,Coldharbour Road,1.60551,0.00085,47,0.00016,313.81924,4.124120358,1.479172227
Great Britain,56.3051,-3.15083,S6292,Collessie,0.80992,-0.00091,62,0.0006,59.05294,4.54178629,0.591685529
Great Britain,52.7474,-3.15418,S6293,Collfryn,6.35777,-0.00017,100,-0.0019,196.87842,0.932455703,0.315502296
Great Britain,50.5096,-4.58127,S6294,Colliford Reservoir,1.83148,-0.002,246,0.00003,187.26804,2.827239178,0.348592942
Great Britain,50.7965,0.23371,S6295,Combe Hill,16.37056,0.00154,154,0.00167,277.49063,3.274060849,0.241225905
Great Britain,51.9535,-1.77734,S6296,Condicote,1.97329,-0.00066,189,0.00003,55.25405,4.239712846,1.17773701
Great Britain,56.6301,-3.08245,S6297,Cookston Farm,2.57964,-0.00368,55,-0.00019,279.36603,4.859196209,0.071641257
Great Britain,52.3607,-3.74626,S6298,Copa Hill,25.49534,0.00175,382,0.00011,262.83853,4.028094458,0.225875683
Great Britain,51.881,-3.44281,S6299,Corn Du,19.25467,0.00855,855,0.00349,333.89761,4.284421221,0.421855849
Great Britain,51.3256,1.35477,S6300,Cottington Lane,1.60396,0.00193,13,0.00116,313.7605,2.418013639,1.137583373
Great Britain,52.059,-0.70902,S6301,Cotton Valley,1.15115,-0.00236,59,0.00024,348.38889,3.398898741,1.000438133
Great Britain,51.4446,-2.81162,S6302,Court Hill,10.98879,-0.00124,49,-0.00238,293.57806,1.066476471,1.683819437
Great Britain,54.0791,-0.54013,S6303,Cowlam,1.21606,0.00125,175,0.00146,229.6255,3.504058959,0.955944182
Great Britain,51.7538,-4.48643,S6304,Coygan Camp,20.62673,0.00227,29,0.00289,336.57407,4.204583836,0.496268126
Great Britain,50.8265,-2.05233,S6305,Crab Farm,3.461,0.00062,101,0.00025,327.65097,2.724329995,0.364792402
Great Britain,58.3708,-3.40539,S6306,Craigna Feich,11.53789,-0.00084,161,0.00009,199.66013,0.044264346,0.186746069
Great Britain,50.9294,-2.00142,S6307,Cranborne Chase,2.77451,0.00077,70,0.00228,293.34283,0.041032131,0.194881498
Great Britain,51.4536,-0.96654,S6308,Crane Wharf,0,0,42,0,0,4.732759246,0.402626963
Great Britain,54.7522,-2.00001,S6309,Crawley Edge,4.03051,-0.00049,321,-0.00263,293.375,4.351122604,0.544223984
Great Britain,56.5095,-4.33698,S6310,Creag Caillich,14.55499,-0.00053,888,0.00028,9.85834,3.097188307,2.523679386
Great Britain,56.5013,-4.33812,S6311,Creagna Caillich,20.32993,0.0027,689,0.00113,247.99266,4.962889965,0.953685454
Great Britain,52.56,0.76,S6312,Cressingham,0,0,42,0,0,4.271247785,0.39070374
Great Britain,53.2627,-1.19635,S6313,Creswell Crags,7.92265,-0.00202,75,-0.00182,54.4437,0.619284394,1.053722918
Great Britain,50.3317,-5.15208,S6314,Crig Mennis,7.87864,0.00236,77,0.0016,330.19949,0.838095547,0.916245136
Great Britain,51.6369,0.65058,S6315,Crouch Estuary,0,0,0,0,0,1.179288978,0.60904618
Great Britain,51.5655,-1.11841,S6316,Crowmarsh,1.87288,-0.00145,47,-0.00146,172.89487,4.703204283,0.794999201
Great Britain,55.8841,-5.91971,S6317,Cula'Bhaile,0.80765,-0.00091,69,0.00059,300.67044,4.013335803,0.667268396
Great Britain,57.6387,-3.69029,S6318,Culbin Sands,8.68311,-0.00098,16,-0.00133,50.10841,3.103290544,1.946888658
Great Britain,55.7251,-6.46636,S6319,Cultoon,0.47116,0.00085,98,-0.00013,330.56094,1.282255625,0.526420324
Great Britain,51.5258,0.14811,S6320,Dagenham Marshes,2.22792,0.00089,3,0.00035,360,0.515671494,0.664407749
Great Britain,51.2817,-1.05931,S6321,Daneshill,3.24105,0,102,0,90,3.527318161,0.893081536
Great Britain,50.6399,-4.6266,S6322,Davidstow Moor Site,1.6624,0.00074,294,0.00108,257.33871,4.380042864,0.31187795
Great Britain,55.014,-3.79084,S6323,Deanston Burn,0.92634,-0.00105,93,0,270,4.379289435,0.311678785
Great Britain,56.0259,-3.97704,S6324,Denny,2.12375,-0.00164,201,0.00028,281.22256,3.967497822,1.282201197
Great Britain,50.9555,-2.06551,S6325,Deverel-Rimbury,7.66324,0.00721,140,0.00193,181.72275,4.296062494,1.073148604
Great Britain,51.74,-1.406,S6326,Devil's Quoit,1.97032,0.00022,69,0.00187,124.61807,2.916289358,0.83987932
Great Britain,51.739,-1.40471,S6327,Devil's Quoits,0.74646,-0.00181,65,-0.00174,180,0.22749274,0.725572623
Great Britain,50.8778,-0.20029,S6328,Devil Dyke,7.61197,0.00021,187,0.00039,272.74222,4.341922999,0.313424123
Great Britain,52.0521,1.27036,S6329,Devil Ring Barrow,3.99427,0.00055,26,0.00093,67.92705,4.329648357,1.144791375
Great Britain,53.268,-3.54756,S6330,Dinorben,16.20196,-0.00229,119,0.00095,192.86493,3.508144659,0.952888155
Great Britain,56.4146,-5.47126,S6331,Distillery Cave,10.43936,-0.0037,14,-0.00011,224.58026,4.229891525,1.216660716
Great Britain,51.6485,-1.15872,S6332,Dorchester Cursus,1.60937,0.00196,50,0.00117,313.96436,1.687769388,0.342126486
Great Britain,51.92,1.26497,S6333,Dovercourt Bay,1.49867,-0.00274,0,0,360,0.794348188,0.318916816
Great Britain,50.9335,-2.00158,S6334,Down Farm,0.78605,-0.00093,67,0.00049,117.81178,3.033895194,0.38458963
Great Britain,51.382,1.4279,S6335,Down Park Estate,1.99565,-0.00006,40,0.00149,111.77728,3.783315454,0.928948567
Great Britain,55.9717,-2.44226,S6336,Dryburn Bridge,2.36583,-0.00191,28,-0.00172,330.71701,1.94806889,1.786063862
Great Britain,56.0614,-3.41824,S6337,Dunfermline,0.92618,0.00104,73,0,270,4.050531882,0.766226297
Great Britain,54.7775,-1.57864,S6338,Durham Milburnegate,4.86471,0.00117,41,-0.00014,34.74735,3.772264349,0.959324106
Great Britain,51.1973,-1.83683,S6339,Durrington down,1.13044,0.00228,103,-0.00024,348.17136,5.086048314,0.860136854
Great Britain,51.7027,-5.15243,S6340,Dyfed,14.72086,0.00218,23,-0.00193,231.7291,4.216016589,0.491967722
Great Britain,53.2621,-1.60118,S6341,Eaglestone,1.80146,-0.00186,280,0,30.94675,3.827408607,0.488253336
Great Britain,51.1755,-1.73676,S6342,Earles Farm,3.54901,-0.00111,121,-0.00135,231.50049,3.754686461,0.890963747
Great Britain,53.6402,0.13154,S6343,Easington,0.45346,-0.0003,1,0.00039,30.72125,4.967467054,0.21634958
Great Britain,54.1647,-0.56316,S6344,East Heslerton Wold,0.79915,0.00066,162,0.00106,60.40153,3.779162199,0.4716067
Great Britain,51.1903,-2.90304,S6345,East Huntspill,0.78697,0.00093,4,-0.0005,117.94377,3.977229176,1.044189012
Great Britain,51.0758,-1.28895,S6346,Easton Lane,8.28496,-0.00011,65,0.00054,228.59134,4.397750466,0.741153955
Great Britain,51.9867,-0.20424,S6347,Ebbsfleet,2.20431,0.00152,81,0.00164,31.69199,3.811761722,0.475252319
Great Britain,51.1615,-2.78806,S6348,Eclipse,2.35942,-0.00232,2,-0.0018,242.07118,3.482219545,1.021601224
Great Britain,53.1206,-1.85206,S6349,Ecton Hill,14.10678,-0.00012,335,0.00076,52.037,4.329104778,0.692608912
Great Britain,51.409,-0.30318,S6350,Eden Walk,2.46109,-0.00099,12,-0.00048,41.20384,1.886132797,0.995407942
Great Britain,51.1826,-2.85853,S6351,Edington Burtle,1.96278,-0.00019,3,-0.00184,235.71017,1.646412588,0.027618341
Great Britain,50.9033,-1.93457,S6352,Edmondsham,2.36241,0.00028,73,-0.00081,51.66525,2.02510014,1.318046219
Great Britain,51.4329,-0.53826,S6353,Egham Sports Field,2.83987,-0.00454,16,-0.00123,335.94043,0.450504002,1.1868276
Great Britain,54.4484,-3.54239,S6354,Ehenside Tarn,3.01728,-0.00278,27,-0.00029,217.84779,2.386271572,0.899581541
Great Britain,55.5868,-2.70607,S6355,Eildon Hill North,19.1319,-0.00144,362,-0.00276,293.00806,4.945626457,0.330528956
Great Britain,53.2414,-4.43843,S6356,Eithin,2.41133,0.00119,39,0.00171,129.81073,1.708805414,0.741540513
Great Britain,57.9074,-3.9966,S6357,Embo,1.73906,-0.00368,9,0,360,3.937650567,1.025204126
Great Britain,53.0216,-4.07854,S6358,Emrys,28.70446,0.00318,105,0.00148,303.4422,5.003150866,0.177859271
Great Britain,52.3628,0.56456,S6359,Eriswell,2.11847,-0.00253,21,-0.00578,259.71301,5.484464603,0.304262022
Great Britain,54.7007,-3.49763,S6360,Ewanrigg,0.92639,-0.00105,10,0,90,5.510910963,0.241886021
Great Britain,53.162,-1.86537,S6361,Fawfieldhead,3.82396,0.00009,271,0.00056,334.94626,4.997240074,0.924301962
Great Britain,52.5037,0.49318,S6362,Feltwell,1.16225,0.00241,1,-0.00024,11.4977,3.791250361,1.266822501
Great Britain,52.6387,-0.20721,S6363,Fen Dyke,0.89153,-0.00206,2,-0.00076,328.68594,4.162374728,0.519583835
Great Britain,52.574,-0.20984,S6364,Fengate,1.62553,0.00203,7,0.00119,314.56168,5.075151979,0.250735555
Great Britain,51.637,0.60433,S6365,Fenn Creek,3.24085,0.00139,4,0.0036,270,4.401808508,0.89067966
Great Britain,50.8103,-0.45415,S6366,Ferring,3.06683,0.0001,3,0.00095,197.57794,3.285254909,0.942301
Great Britain,51.4281,-1.02898,S6367,Field Farm,1.13588,0.0023,43,-0.00024,191.77066,4.10509448,0.506058741
Great Britain,52.3566,0.43494,S6368,Fifty Farm,0.75683,-0.00186,4,0.00035,360,0.44187075,0.907547578
Great Britain,52.6708,-1.72343,S6369,Fisherwick,0.44603,-0.00021,57,0.00166,31.29524,2.925696581,0.520889253
Great Britain,50.7074,-2.41925,S6370,Flagstones House,5.11315,0.00022,72,0.00082,295.28824,3.284464626,0.941481777
Great Britain,53.4176,-1.38756,S6371,Flat Dyke,0,0,39,0,0,2.166624364,1.524000946
Great Britain,57.5984,-4.49349,S6372,Fodderty,3.23765,0.00104,20,0,90,4.295369931,0.329036255
Great Britain,51.853,-3.83836,S6373,Foel Fawr,25.06693,0.00411,521,0.00107,151.60295,3.359599615,0.091785054
Great Britain,50.706,-2.4277,S6374,Fordington Farm,3.77407,-0.00037,65,-0.00084,281.13614,2.671044615,0.514041004
Great Britain,57.3292,-1.9784,S6375,Forvie,2.24894,-0.00138,26,-0.00093,342.02054,0.734715385,0.209101816
Great Britain,51.7239,-2.3113,S6376,Frocester Court,3.07168,-0.00075,41,0.00013,148.15753,3.337229281,1.307563231
Great Britain,52.2296,-3.23003,S6377,Fronddyrys,6.94532,0.00156,420,0.00285,254.31616,4.161153291,0.295097943
Great Britain,52.2442,-3.94824,S6378,Fulbrook,0.44291,-0.00076,163,0.00013,328.45654,3.777695536,0.464646517
Great Britain,56.1739,-3.40627,S6379,Gairneybank,0.47531,-0.00087,115,0.00013,150.84566,4.05557853,0.740715259
Great Britain,50.6669,-1.3745,S6380,Gallibury Down,0.72934,0,199,0.00209,360,2.412126866,0.79971254
Great Britain,54.0015,-0.75341,S6381,Garrowby,0.92649,0.00105,244,0,90,4.898559031,0.911037297
Great Britain,51.1634,-2.76663,S6382,Glastonbury,2.77662,-0.00006,1,-0.00216,293.44885,2.17062988,1.072924613
Great Britain,54.4631,-0.55889,S6383,GnipeHowe,1.60077,0.00079,105,0.00026,299.77805,2.930894059,0.62225673
Great Britain,52.8708,-4.06537,S6384,Goedog,8.0927,-0.00225,304,-0.00028,199.95384,1.27518578,0.351804385
Great Britain,51.7396,0.72324,S6385,Goldhanger,1.14335,0.00242,6,0.00177,191.69202,0.268745858,0.068043574
Great Britain,53.0194,-4.29465,S6386,Graenog,2.04205,-0.00249,143,-0.00077,160.10956,3.600934887,0.426620999
Great Britain,53.0488,-3.53223,S6387,Graig Fechan,4.09699,-0.00217,411,-0.00212,73.67734,2.761556865,0.950517465
Great Britain,55.9738,-2.89579,S6388,Grainfoot,1.26013,-0.00284,27,0.00024,169.4126,2.127971564,0.89975395
Great Britain,56.6539,-3.75364,S6389,Grandtully,6.13726,0.00013,104,-0.00043,52.11469,2.605496088,1.004126932
Great Britain,54.4952,-1.08279,S6390,Great Ayton Moor,1.22439,-0.00045,283,0.00009,251.03784,3.749629749,0.441564257
Great Britain,51.5926,-4.18014,S6391,Great Carn,3.35264,-0.0005,146,-0.00012,176.04102,1.185355119,0.021747509
Great Britain,54.4556,-3.13383,S6392,Great Langdale,19.73156,-0.00187,212,0.00431,233.15364,1.235607231,0.672895638
Great Britain,53.3291,-3.86216,S6393,Great Orme,9.06731,-0.00022,31,-0.00032,239.47813,5.034284295,0.087481868
Great Britain,51.4977,-3.09491,S6394,Great Wharf,1.75013,-0.00224,7,-0.00025,31.97117,3.292575273,0.932327681
Great Britain,55.6777,-3.25321,S6395,Green Knowe,8.98933,-0.01146,271,-0.00081,5.86583,4.178330113,0.264404267
Great Britain,54.9585,-3.95239,S6396,Greenlaw,5.33466,-0.00101,59,0.00172,312.61426,4.510170087,0.642612073
Great Britain,52.2462,-0.72117,S6397,Grendon,1.66487,0.00227,51,0.00474,103.10154,4.380029158,0.67029412
Great Britain,50.7136,-2.43488,S6398,Greyhound Yard,1.29702,-0.00082,63,-0.00012,32.41179,4.500020066,0.677470383
Great Britain,53.9709,-0.75586,S6399,Grimthorpe,3.2734,0.00118,155,-0.00296,16.4247,3.555185265,0.197862878
Great Britain,54.1191,-0.23879,S6400,Grindale Barrow,1.82863,-0.00252,90,-0.00155,329.5676,3.101818189,2.597329972
Great Britain,54.2335,-0.31985,S6401,Gristhorpe,33.54781,-0.01246,16,0.00338,61.3969,5.411415103,0.038054575
Great Britain,51.9185,-1.86185,S6403,Guiting,5.25676,0.00176,176,0.00178,315.30588,4.706755029,1.085075726
Great Britain,51.8654,-3.14599,S6404,Gwernvale,1.56689,-0.00201,73,-0.00072,197.19991,3.757384978,1.116304467
Great Britain,50.23,-5.37959,S6405,Gwithian,0.92709,0.00105,6,0,270,3.728865686,0.990902381
Great Britain,52.3528,0.06903,S6406,Haddenham,0.4437,0.0002,1,-0.00165,328.51947,2.43184817,0.419589081
Great Britain,51.3526,0.44882,S6407,Halling,1.18609,-0.0024,1,-0.00217,308.60757,3.449560108,0.542094297
Great Britain,50.8789,-0.69214,S6408,Halnaker Hill,4.33577,0.00155,123,0.00044,338.07037,1.186712817,0.021716775
Great Britain,50.9573,-0.97759,S6409,Hampshire,15.00817,-0.00181,130,0,152.11372,4.106483891,0.777656878
Great Britain,54.5194,-2.64736,S6410,Hardendale Nab,2.88885,0.00144,366,-0.0004,254.01329,2.986629791,2.267213757
Great Britain,53.8434,-1.88599,S6411,Harden Moor,11.97002,0.00101,254,0.00289,277.41107,4.865471982,0.236196638
Great Britain,55.6786,-3.25007,S6412,Harehope Cairn,12.93745,0.00031,259,0.00062,310.83719,2.147338654,0.871941308
Great Britain,53.2152,-1.56867,S6413,Harland,8.93003,-0.00027,340,-0.00025,210.97456,5.207365167,0.223411805
Great Britain,50.5374,-4.99638,S6414,Harlyn Bay,5.87178,0.00056,17,-0.0004,350.94739,4.044764025,0.924474447
Great Britain,52.8195,0.61513,S6415,Harpley,2.94714,-0.00355,63,-0.00293,321.07028,3.923852044,0.394929479
Great Britain,54.4541,-3.10603,S6416,Harrison Stickle,23.11202,-0.00125,507,-0.00009,297.07666,3.534213273,1.164147117
Great Britain,52.1279,0.07176,S6417,Harston-Manor Farm,1.32602,-0.00153,15,-0.00164,31.61072,3.37583643,1.615870578
Great Britain,51.1373,-0.56477,S6418,Hascombe,12.38387,0.00282,189,0.00354,305.84842,4.253291449,0.627387695
Great Britain,51.3497,-2.37481,S6419,Hay Bath,18.22226,-0.00198,135,0.00215,275.62973,3.222918654,2.179643132
Great Britain,50.739,-3.43011,S6420,Hayes Farm,1.85353,0,20,0,90,4.527180394,0.916291088
Great Britain,50.4215,-3.75279,S6421,Hazard Hill,3.55015,0.00518,145,0.0065,65.90527,3.984147247,0.792454846
Great Britain,51.4095,-0.68569,S6422,Heatherwood,2.89247,-0.00082,99,0.00082,39.82301,5.090603972,0.11211041
Great Britain,50.4227,-4.73019,S6423,Helman Tor,11.12656,-0.00197,188,-0.00091,183.53783,4.15587798,0.522768705
Great Britain,52.867,-1.32105,S6424,Hemington Field,2.31562,-0.00104,31,0,270,4.183576219,0.493134371
Great Britain,51.4042,-1.90223,S6425,Hemp Knoll,1.60526,-0.00194,192,-0.00116,313.80984,4.940209885,0.883886432
Great Britain,52.52,0.40416,S6426,Hemplands Farm,1.77914,-0.00176,-2,0,211.38335,2.11506657,1.170176248
Great Britain,51.4255,-1.04342,S6427,Heron House,1.31129,-0.00088,46,-0.00013,32.01213,3.410992641,1.127004465
Great Britain,54.1759,-0.59494,S6428,Heslerton,1.2068,-0.0026,44,0.00024,348.93542,4.999430126,0.192157254
Great Britain,51.7415,0.67989,S6429,Heybridge,1.14339,0.00233,3,-0.00024,191.6916,4.967052311,0.61370702
Great Britain,54.2741,-3.3915,S6430,High Hyton,1.66856,-0.00198,7,0.00058,283.71747,4.168797695,0.937519753
Great Britain,50.6653,-3.26937,S6431,High Peak,33.64199,-0.02586,15,-0.01852,330.50214,4.297046317,0.438526306
Great Britain,52.4883,0.49819,S6432,Hill Close,1.19785,0.00021,2,-0.00126,129.32005,3.789461097,0.484364512
Great Britain,53.4402,-0.17076,S6433,Hoe Hill,0.79591,0.00092,91,-0.00054,240.82677,3.941842883,1.339832439
Great Britain,53.0617,-1.63438,S6434,Hognaston,0,0,200,0,0,2.646591451,0.535587438
Great Britain,52.2573,-2.25788,S6435,Holt,2.81079,-0.00042,32,-0.00103,312.15482,4.984537858,0.195162666
Great Britain,51.1638,-2.83672,S6436,Honeygore,0.78688,-0.00093,6,0.0005,117.93017,5.160340479,0.120896209
Great Britain,50.8268,-0.16108,S6437,Hove,3.92246,-0.0023,25,-0.00178,242.24277,5.15433055,0.11328175
Great Britain,55.4472,-1.62529,S6438,Howick Heugh,4.06757,0,56,0,360,1.657747416,2.186081896
Great Britain,52.9291,0.49524,S6439,Hunstanton,1.34367,-0.00104,28,-0.00013,148.85637,4.047155115,1.387956696
Great Britain,52.3373,-0.59083,S6440,Huntingdon Race course,4.21102,0.00056,49,-0.00097,350.51578,2.741346438,0.247653378
Great Britain,52.3301,-0.58813,S6441,Irthlingborough,1.85303,0,37,0,270,4.504741529,1.136587335
Great Britain,58.7453,-2.91586,S6442,Isbister,17.26969,0,19,0,360,5.184088608,0.645985975
Great Britain,50.8273,0.04525,S6443,Itford Hill,11.26492,-0.00016,67,-0.00086,243.32631,3.845845567,0.834811279
Great Britain,54.6434,-2.08059,S6444,Jackscar Cave,11.53601,0.00181,336,0.00117,172.03078,1.7162494,1.122129638
Great Britain,51.777,1.12,S6445,Jaywick,1.61155,0.00197,4,0.00117,225.95395,3.765560025,0.399285245
