,country,latitude,longitude,siteid,sitename,slope,profile,tangential,aspect,elevation,lakes_distance,rivers_distance,borders_distance
354,Great Britain,50.4932,-3.6677,S4008,Tornewton Cave,12.31476,0.00035,0.0014,56.499790000000004,0,3.401658836,0.12708604099999998,0.12708604099999998
355,Ireland,53.7218,-6.4501,S4018,Townley Hall,2.3902099999999997,0.00242,0.00197,119.33665,0,0.525134388,0.187976229,0.187976229
356,Great Britain,53.1824,-4.4665,S4046,Trwyn Du,5.77001,0.00044,0.00021,2.29335,137,1.995201761,0.015387748,0.015387748
357,Great Britain,51.5803,-0.5335,S4050,"Tufa with soils, animal bones, and flint-knapping",1.6082100000000001,0.0008699999999999999,0.00016,313.92099,0,4.467595216,0.556800882,0.779037447
358,Great Britain,58.5347,-3.6009,S4052,Tulloch of Assery A,0.0,0.0,0.0,0.0,0,0.951156315,0.09100120699999999,0.09100120699999999
359,Great Britain,58.5346,-3.6026,S4053,Tulloch of Assery B,1.2808,0.00158,0.0016600000000000002,313.71536000000003,0,0.949632041,0.09193343,0.09193343
360,Great Britain,57.5851,-3.5239,S4054,Tulloch Wood,3.3324199999999995,0.00224,0.00164,130.24188,67,0.838317335,0.077740006,0.077740006
361,Ireland,54.4531,-7.81,S4055,Tully,3.03443,0.0008300000000000001,0.0056700000000000006,262.47974,89,0.011184297,0.034244937,0.36132797299999997
362,Great Britain,56.4903,-5.86527,S4074,Ulva Cave,27.4469,-0.00202,0.00018999999999999998,193.95772,306,0.303606359,0.036294965,0.036294965
363,Great Britain,50.9124,-3.4439,S4077,Underlies presumptive Neo earthen long barrow,0.43371000000000004,-0.00044,0.0008699999999999999,327.69907,84,3.7017099960000004,0.234769372,0.234769372
364,Great Britain,56.1394,-5.48399,S4081,Upper Largie,4.55829,-0.01025,0.00164,182.90573,216,0.114291476,0.046692410999999996,0.046692410999999996
365,Great Britain,51.5325,-2.97031,S4088,Uskmouth,0.0,0.0,0.0,0.0,96,3.847141927,0.019269894,0.019269894
366,Great Britain,51.5325,-2.9588,S4089,Uskmouth 8,0.0,0.0,0.0,0.0,109,3.8575897710000002,0.01345617,0.01345617
367,Great Britain,53.2302,-2.1993,S4182,Walker's Heath,0.46334,0.0,0.0,270.0,75,3.667494496,0.515038211,0.515038211
368,Great Britain,51.4632,-0.1932,S4186,Wandsworth,0.92689,-0.00105,0.0,90.0,0,4.492909906,0.577818104,0.577818104
369,Great Britain,53.5809,-1.9547,S4196,Warcock Hill South,6.50494,0.00081,0.00022,96.84437,0,3.574765316,0.779509845,0.779509845
370,Great Britain,53.5845,-1.9517,S4197,Warcock Hill,2.2639400000000003,-0.00274,-0.00116,30.754690000000004,3,3.574417928,0.783439615,0.783439615
371,Great Britain,55.0096,-3.09125,S4198,Warden's Dykes,3.3506099999999996,0.0059,0.00145,196.03221000000002,192,1.779963034,0.048352795999999997,0.048352795999999997
372,Great Britain,57.0258,-2.4102,S4199,Wardend,0.48357,0.0008900000000000001,-0.00013000000000000002,331.39423,0,1.6626789880000001,0.223793066,0.223793066
373,Great Britain,51.4091,-1.4248,S4208,Wawcott III,2.3723,0.00033,-0.0017699999999999999,231.35765,12,4.051309665,0.49270103299999995,0.49270103299999995
374,Great Britain,51.4055,-1.4177,S4209,Wawcott,4.19004,0.00132,-5e-05,37.39526,12,4.049118603999999,0.489769246,0.489769246
375,Great Britain,51.5664,-1.5958,S4210,Wayland's Smithy,1.9679400000000002,0.0016300000000000002,0.00253,304.51495,85,4.178260195,0.568947994,0.661025175
376,Great Britain,53.6205,-2.0121,S4211,Waystone Edge,9.3698,0.00085,-0.0036799999999999997,188.45421000000002,7,3.5060044410000004,0.7383148690000001,0.7383148690000001
377,Great Britain,54.6805,-1.2244,S4215,West Hartlepool,1.22116,-0.00266,0.00023999999999999998,349.06818,0,3.378728053,0.033134437,0.033134437
378,Great Britain,51.5647,-0.1877,S4216,West Heath,4.71972,0.00141,0.00271,118.13926000000001,0,4.587271262,0.583009006,0.583009006
379,Great Britain,50.8409,-0.7543,S4220,Westhampnett,0.78572,0.00093,-0.00049,242.23552,0,3.6990640189999997,0.063929682,0.063929682
380,Great Britain,51.0395,-4.240130000000001,S4221,Westward Ho,6.493930000000001,0.00112,0.00313,106.36907,69,3.062444105,0.016716232,0.016716232
381,Great Britain,51.0383,-4.2396,S4222,Westwood Ho,20.21114,0.00251,-0.00047999999999999996,90.99854,87,3.063650889,0.017703031,0.017703031
382,Great Britain,53.1035,-1.8566,S4223,Wetton Mill,20.239060000000002,0.00042,0.00642,244.06531,38,3.986883212,0.878976926,0.878976926
383,Great Britain,53.2672,-1.2023,S4226,Whitwell Long Cairn,6.982360000000001,0.004229999999999999,0.00122,172.4113,38,4.343672711,0.542569472,0.643642567
384,Great Britain,51.7729,-0.4055,S4232,Willington,0.78914,0.00093,-0.0005099999999999999,61.75055,0,4.694102083,0.36664262,0.852298683
385,Great Britain,51.4401,-1.8748,S4235,Windmill Hill,3.14859,-0.00022,0.00185,298.07379,40,4.022002313,0.599639322,0.599639322
386,Great Britain,51.567,-4.285,S4241,Worms Head Cave,4.0653,0.00207,0.00186,223.07082000000003,38,2.690560669,0.011341393,0.011341393
387,Great Britain,50.9366,-1.9915,S4245,Wyke Down,2.7789900000000003,0.0010400000000000001,0.0,270.0,141,3.511793977,0.202308073,0.202308073
388,Great Britain,55.5908,-5.5071900000000005,S4307,Achnasavil,0.0,0.0,0.0,0.0,32,0.620151373,0.028485492999999997,0.028485492999999997
389,Great Britain,52.23,-0.92,S4333,Briar Hill,5.30128,0.00217,-0.00183,73.50596999999999,0,4.964331683999999,0.176300455,1.138561987
390,Great Britain,52.394,-2.762,S4334,Bromfield,0.92675,-0.00105,0.0,270.0,127,3.7756505469999997,0.323312551,0.7087452890000001
391,Great Britain,51.17,-1.81,S4344,Coneybury 'Anomaly',1.30609,-0.00145,-0.0016300000000000002,327.84357,79,3.758741048,0.425993664,0.425993664
392,Great Britain,50.913000000000004,-2.222,S4380,Hambledon Hill,9.825339999999999,-0.0006900000000000001,0.00114,175.98196000000002,33,3.482867329,0.24899069100000001,0.24899069100000001
393,Great Britain,51.1831,-1.81,S4392,W59 King Barrow Ridge,1.85758,0.00054,8e-05,172.83556000000002,109,3.771774916,0.43386682299999996,0.43386682299999996
394,Great Britain,53.26,-1.94,S4412,Lismore Fields,8.753919999999999,0.00143,0.00099,293.21146,23,3.8149808889999997,0.7653045490000001,0.7653045490000001
395,Great Britain,52.865,-4.047,S4428,Moel y Gerddi,12.17967,0.00151,-0.00095,343.6785,123,2.431050414,0.056796426,0.056796426
396,Great Britain,51.21,-1.86,S4451,Robin Hood's Ball,2.67273,0.00056,-0.00099,344.93335,143,3.7938930230000003,0.48295387,0.48295387
397,Great Britain,50.7,-2.544,S4455,Rowden,5.8914,0.00496,-0.0008900000000000001,189.02174,0,3.2890384289999997,0.12037607199999999,0.12037607199999999
398,Ireland,52.403999999999996,-8.611,S4472,Tankardstown,1.77575,-0.00175,0.0,328.54916000000003,37,0.443300049,0.303293769,0.303293769
399,Great Britain,51.733000000000004,0.73964,S4483,The Stumble,1.39012,-0.00105,0.0,90.0,0,4.2763542480000005,0.019368337,0.019368337
400,Great Britain,51.441,-1.876,S4501,Windmill Hill - external features,1.9959799999999999,0.00123,0.0008699999999999999,291.80298,41,4.022806377,0.59814378,0.59814378
401,Great Britain,52.468,1.4514,S4522,Ditchingham Broome Heath,2.0021,-0.00176,-0.00185,112.26163000000001,5,3.518066943,0.26582023,0.26582023
402,Great Britain,52.928999999999995,0.49672,S4536,"Redgate Hill, Hunstanton",2.83017,-0.00057,-0.00164,312.59436,28,4.506091212,0.01191171,0.01191171
403,Great Britain,57.8083,-7.0939,S4537,Northon,5.46453,-0.00216,0.00297,256.26807,0,1.540159445,0.008586577,0.008586577
404,Ireland,52.2513,-9.6539,S4634,Ballycarty,1.21834,0.00049,-8e-05,71.95081,104,0.18582549899999998,0.083815877,0.083815877
405,Great Britain,54.0948,-0.28588,S4667,Caythorpe,0.7881,0.00101,0.00035,360.0,0,4.484288952,0.083766705,0.083766705
406,Great Britain,51.1735,-1.8097,S4678,Coneybury henge,1.12989,0.00227,-0.00023999999999999998,348.16541,78,3.762253477,0.42783136200000005,0.42783136200000005
407,Great Britain,51.1932,-1.78673,S4707,Durrington Walls,7.51801,-0.0001,-0.00253,281.2511,75,3.78422009,0.422191305,0.422191305
408,Great Britain,52.6534,-0.32359,S4730,Etton,2.02696,0.0027,0.00262,20.04624,0,5.299243918,0.351908314,0.40714794299999996
409,Great Britain,52.6481,-0.31322,S4731,Etton - A151 bypass site,1.58486,-0.00056,0.00209,241.27496000000002,0,5.288615346,0.34282637299999996,0.401815995
410,Great Britain,52.6493,-0.31961999999999996,S4732,Etton Landscape Site 1,1.6269,-0.00203,-0.00119,225.38882,0,5.295069496,0.34652942700000006,0.40628438299999997
411,Great Britain,52.6493,-0.31961999999999996,S4733,Etton Landscape Site 2,1.6269,-0.00203,-0.00119,225.38882,0,5.295069496,0.34652942700000006,0.40628438299999997
412,Great Britain,52.6493,-0.31961999999999996,S4734,Etton Landscape Site 4,1.6269,-0.00203,-0.00119,225.38882,0,5.295069496,0.34652942700000006,0.40628438299999997
413,Great Britain,52.6493,-0.31961999999999996,S4735,Etton Landscape Site 6,1.6269,-0.00203,-0.00119,225.38882,0,5.295069496,0.34652942700000006,0.40628438299999997
414,Great Britain,52.6493,-0.31961999999999996,S4736,Etton Landscape Site 7,1.6269,-0.00203,-0.00119,225.38882,0,5.295069496,0.34652942700000006,0.40628438299999997
415,Great Britain,50.931999999999995,-1.9992,S4740,Fir tree field,1.57179,0.00161,0.00084,62.18906,106,3.506778505,0.196134384,0.196134384
416,Great Britain,52.3441,0.06863999999999999,S4777,Haddenham Causewayed enclosure,0.92675,0.00105,0.0,90.0,3,4.899564955,0.040917785,0.485476791
417,Great Britain,52.3714,0.08311,S4778,Haddenham Long Barrow,1.2186299999999999,0.00086,0.00106,71.90481,2,4.885022015,0.051382792000000004,0.45478504799999997
418,Great Britain,55.8747,-6.33256,S4819,Killelan farm,5.74734,0.0032600000000000003,0.0,360.0,0,1.000104055,0.008724976,0.008724976
419,Great Britain,59.326,-3.0057099999999997,S4856,Links of Noltland,3.49674,-5e-05,-0.00079,97.43233000000001,0,1.901586669,0.008417488,0.008417488
420,Great Britain,50.7089,-2.41207,S4882,Mount Pleasant,4.68562,0.00235,0.0017100000000000001,57.0375,10,3.2862574589999998,0.064789357,0.064789357
421,Great Britain,59.3233,-2.9878,S4917,Pierowall quarry,3.3121300000000002,-0.00045999999999999996,-0.00249,303.11252,0,1.91321982,0.003260061,0.003260061
422,Great Britain,59.2236,-2.67017,S4930,Pool,2.58482,-0.00193,-0.00203,134.28757,0,2.105551645,0.002206762,0.002206762
423,Great Britain,51.4158,-1.85759,S4991,Silbury Hill,8.7026,0.0044,5.9999999999999995e-05,112.35403000000001,54,3.999160977,0.627303311,0.627303311
424,Great Britain,58.994,-3.20775,S5007,Stones of Stenness,1.7934700000000001,0.00392,0.0,180.0,0,1.534146183,0.011075851999999999,0.011075851999999999
425,Great Britain,59.309,-2.42508,S5034,Tofts Ness,0.8288,-0.00088,0.00067,123.10134,0,2.35794042,0.0014549570000000002,0.0014549570000000002
426,Great Britain,51.4086,-1.8511099999999998,S5063,West Kennet Long Barrow,1.4819,-0.00267,0.00209,360.0,53,3.9925269510000003,0.623311952,0.623311952
427,Great Britain,51.4125,-1.8431400000000002,S5064,West Kennett Palisade,4.3291699999999995,0.002,0.0006900000000000001,306.7323,58,3.997092533,0.62152232,0.62152232
428,Great Britain,50.9371,-1.9920900000000001,S5067,Wyke down henge 2,2.77458,0.0007700000000000001,0.00228,246.65368999999998,119,3.51226026,0.202656853,0.202656853
429,Ireland,55.036,-7.27964,S5085,Thornhill,4.1779,0.0008300000000000001,-0.00013000000000000002,330.12997,265,0.6858562029999999,0.027206729,0.027206729
430,Ireland,54.6701,-6.1563099999999995,S5087,Ballyharry,0.80152,0.0009199999999999999,-0.00056,240.09583999999998,0,0.08601308,0.232061295,0.232061295
431,Ireland,54.6519,-8.0821,S5088,Drummeny Lower,13.225539999999999,0.00182,0.00148,137.86868,188,0.182674938,0.039107672999999996,0.039107672999999996
432,Ireland,55.0253,-7.2698,S5089,Enagh Townland,5.605169999999999,-0.0009,0.00057,300.1236,275,0.6848922759999999,0.028551982000000004,0.028551982000000004
433,Ireland,54.0035,-6.76032,S5090,Coolfore,5.75819,-0.00213,-0.00293,254.20293999999998,0,0.543651667,0.07727284799999999,0.38814382
434,Ireland,52.2576,-9.70116,S5091,Cloghers,3.0981,-0.0002,0.00037999999999999997,31.535790000000002,95,0.213360183,0.037681024,0.037681024
435,Great Britain,51.8433,-2.10593,S6139,Crickley Hill,3.9851900000000002,0.0007099999999999999,-0.0003,228.99882999999997,74,4.413760474,0.286144291,0.286144291
436,Great Britain,51.4033,-1.07551,S6157,Abbots Farm,2.87557,-0.00041,0.00328,255.07932000000002,67,4.125778899,0.546763686,0.553625767
437,Great Britain,51.2277,-1.73216,S6158,Ablington,3.48233,0.0,0.0,327.87604,86,3.824644984,0.40796171299999995,0.40796171299999995
438,Great Britain,51.4203,-1.5196100000000001,S6159,Aldbourne,1.7480000000000002,0.0016300000000000002,0.0,327.9848,15,4.04557265,0.504949261,0.504949261
439,Great Britain,53.2931,-2.21605,S6160,Alderley Edge,6.98645,0.0018800000000000002,0.0007099999999999999,172.41585,141,3.608309567,0.487277364,0.487277364
440,Great Britain,51.4055,-1.13011,S6161,Aldermaston,1.3108799999999998,-0.00147,-0.0016300000000000002,32.023509999999995,48,4.113520403,0.550353698,0.55732406
441,Great Britain,50.8126,0.14361,S6162,Alfriston,16.940360000000002,0.0016899999999999999,0.00074,19.39094,103,4.087544922,0.053363112000000004,0.053363112000000004
442,Great Britain,50.7074,-2.42207,S6163,Alington Avenue,2.7791,0.0010400000000000001,0.0,270.0,10,3.2854586789999995,0.06621443,0.06621443
443,Great Britain,56.4168,-3.5335699999999997,S6164,Almond Bank,5.00868,0.0050799999999999994,0.0027300000000000002,284.4523,0,0.5095756370000001,0.0797803,0.216165678
444,Great Britain,52.2961,-2.8139,S6165,Ambrey,4.45333,-0.00324,-0.00201,338.68582000000004,101,3.7458802469999997,0.21731755100000003,0.645105657
445,Great Britain,51.1792,-2.83128,S6166,Amesbury,1.74147,0.0016,0.0,327.84869,101,3.803714041,0.17496983300000002,0.17496983300000002
446,Great Britain,53.388999999999996,-4.34157,S6167,Amlwch,5.9061900000000005,0.00528,0.0008699999999999999,11.269689999999999,0,2.1334072369999997,0.031129886000000002,0.031129886000000002
447,Great Britain,54.2123,-1.1105399999999999,S6168,Ampleforth Moor,1.22356,0.00045,-9e-05,288.84067000000005,0,3.750783585,0.209195833,0.403096622
448,Great Britain,53.2488,0.33,S6169,Anderby Creek,0.4504,-0.00349,-0.0016699999999999998,149.04532,3,4.7204605310000005,0.025561433999999997,0.025561433999999997
449,Great Britain,54.2383,-1.10538,S6170,Antofts Windypit,12.7794,-0.0001,0.00011,93.48905,0,3.7383903839999997,0.23369284899999998,0.376827864
450,Great Britain,53.5979,-0.52503,S6171,Appleby,0.92656,0.00105,0.0,270.0,0,4.594182978,0.079930887,0.079930887
451,Great Britain,51.9095,0.98364,S6172,Ardleigh,7.50713,-0.00156,-0.00091,187.05154,32,4.011126695,0.06604016900000001,0.06604016900000001
452,Great Britain,56.5695,-6.0018199999999995,S6173,Ardnacross,11.2202,0.0013,0.00231,314.51877,724,0.333929058,0.030018021000000002,0.030018021000000002
453,Great Britain,55.8872,-6.33614,S6174,Ardnave,3.68189,0.00088,0.00315,109.58878999999999,1,0.999520266,0.005510944,0.005510944
454,Great Britain,51.1648,-2.82245,S6175,Ashcott Heath,1.39026,-0.00209,0.0,90.0,82,3.7880330939999998,0.187321687,0.187321687
455,Great Britain,56.1874,-3.04418,S6176,Ashgrove Farm,0.46311,-0.00105,0.0,90.0,0,1.048805274,0.021315182000000002,0.021315182000000002
456,Great Britain,53.2791,-1.2275399999999999,S6177,Ash Tree Cave,4.3981699999999995,0.0015,-0.0003,344.76044,40,4.316714137,0.543008893,0.654796675
457,Great Britain,52.8574,-1.3731799999999998,S6178,Aston,1.53074,0.00285,0.0,360.0,34,4.497321375,0.916030589,1.0626714720000001
458,Great Britain,52.0086,-0.6245,S6179,Aston Mill,5.880809999999999,-0.00045,0.0053,281.00403,0,4.837865336,0.160827184,1.083306092
459,Great Britain,56.01,-5.20533,S6180,Auchategan,8.65499,-0.00299,-0.00126,198.57933,357,0.23618992100000002,0.047589689000000004,0.047589689000000004
460,Great Britain,51.4156,-1.85738,S6181,Avebury,2.89269,0.00175,0.004520000000000001,219.81921,54,3.99897901,0.627588805,0.627588805
461,Great Britain,51.4857,0.22401,S6182,Aveley Marshes,4.85519,-0.00518,0.0,252.23764,0,4.704918323999999,0.16379590800000002,0.16379590800000002
462,Great Britain,56.216,-3.15945,S6183,Balbirnie,2.48735,-0.0015,-0.00186,48.098,0,0.931495324,0.098441896,0.098441896
463,Great Britain,51.199,-1.49758,S6184,Balksbury,2.78208,0.0007,-9e-05,311.48483,94,3.8313948069999997,0.282563358,0.282563358
464,Great Britain,54.3709,-4.47411,S6185,Ballachrink Farm,0.9264399999999999,-0.00105,0.0,270.0,0,1.650407543,0.025996879,0.025996879
465,Great Britain,54.1625,-4.55051,S6186,Ballaquinney Beg,5.84131,-0.00173,-0.0006,42.20605,0,1.767216925,0.048318904,0.048318904
466,Great Britain,55.3972,-5.66905,S6187,Balloch Hill,8.43321,0.00106,0.00173,281.04712,104,0.8502124209999999,0.068862544,0.068862544
467,Great Britain,57.566,-3.98958,S6188,Balnagowan,2.85344,-0.00091,-0.00296,296.909,185,0.392256186,0.036931006,0.036931006
468,Great Britain,56.6376,-2.64404,S6189,Balneaves,1.43896,0.002,0.0017399999999999998,28.85718,0,1.370807163,0.09635617699999999,0.09635617699999999
469,Great Britain,50.8044,-2.0485,S6190,Barford Farm,2.38096,-0.00063,0.00045999999999999996,202.9015,4,3.376976757,0.065160667,0.065160667
470,Great Britain,52.1154,1.12596,S6191,Barham,3.3563400000000003,5.9999999999999995e-05,-0.0007,218.36269,50,3.850663825,0.09257103800000001,0.09257103800000001
471,Great Britain,52.678000000000004,-0.3713,S6192,Barholm,0.0,0.0,0.0,0.0,0,5.343056111,0.395630042,0.434793205
472,Great Britain,54.0099,-0.21135,S6193,Barmston,0.0,0.0,0.0,0.0,0,4.593530783,0.015219601999999999,0.015219601999999999
473,Great Britain,52.6493,-0.44924,S6194,Barnack,2.6747900000000002,0.00039,0.00025,355.0343,0,5.311472275,0.415333551,0.51709117
474,Great Britain,56.0437,-3.32,S6195,Barns Farm,3.63496,-0.0007599999999999999,-0.00361,297.04181,0,0.881248578,0.018034636,0.018034636
475,Great Britain,54.7464,-4.574669999999999,S6196,Barsalloch,7.73075,-0.00224,-0.00013000000000000002,192.03136999999998,0,1.270964666,0.014909125,0.014909125
476,Great Britain,51.2615,-1.08497,S6197,Basingstoke,0.9269200000000001,-0.00105,0.0,90.0,212,3.986785647,0.41170665,0.41170665
477,Great Britain,51.7109,-1.9696099999999999,S6198,Bath Gate,5.16191,0.0007,-8e-05,49.56255,82,4.286160219,0.41431216,0.41431216
478,Great Britain,52.7499,0.46423000000000003,S6199,Bawsey,3.1689700000000003,0.00185,0.00283,298.78177,25,4.51981109,0.08181150400000001,0.08181150400000001
479,Great Britain,51.4078,-1.90366,S6200,Beckhampton Road,1.18664,8e-05,-0.00027,128.64149,44,3.9876403910000002,0.593720415,0.593720415
480,Great Britain,50.8251,0.0462,S6201,Beddingham,12.94802,0.00322,-0.0017,180.0,68,4.045791258,0.045668861,0.045668861
481,Great Britain,51.3849,-0.1359,S6202,Beddington,2.37182,-0.00257,-0.00095,128.62755,0,4.447228053,0.52488192,0.52488192
482,Great Britain,53.1277,-2.69053,S6203,Beeston Castle,10.399339999999999,-0.00115,-0.00047999999999999996,320.28607,300,3.457622303,0.190837029,0.190837029
483,Great Britain,51.2362,1.14048,S6204,Bekesbourne,2.82979,0.0030800000000000003,0.00141,204.15167,76,3.992332771,0.142635743,0.142635743
484,Great Britain,51.5408,-1.5212299999999999,S6205,Bellbarrow,3.5641,-0.00062,0.00122,114.61655,54,4.164205303,0.5375377029999999,0.625047763
485,Great Britain,56.473,-5.37587,S6206,Benderloch,2.38944,-0.00149,-0.00013000000000000002,151.03699,376,0.211752364,0.014202993,0.014202993
486,Great Britain,57.6041,-1.95482,S6207,Berrybrae,3.6631,0.0006799999999999999,0.00218,325.38754,0,2.296629439,0.070905804,0.070905804
487,Great Britain,51.2985,-2.7402,S6208,Gorsey Bigbury,2.8751900000000004,5.9999999999999995e-05,-0.00253,104.88796,182,3.907435312,0.18646884600000002,0.18646884600000002
488,Great Britain,52.8859,-0.32635,S6209,Billingborough,1.2022,2.9999999999999997e-05,-0.00028,230.42283999999998,0,5.2245243960000005,0.335150848,0.335150848
489,Great Britain,50.5804,-1.25915,S6210,Binnel Point,6.50245,-0.00067,0.00084,276.40076,0,3.284148638,0.020160719,0.020160719
490,Great Britain,51.8268,-2.09868,S6211,Birdlip bypass,1.61239,-0.00197,-0.00117,134.07773,103,4.397404385,0.289457217,0.289457217
491,Great Britain,55.1084,-3.6602300000000003,S6212,Birkhall,2.89182,-0.00056,0.0009199999999999999,73.78974000000001,353,1.290088301,0.144238425,0.144238425
492,Great Britain,54.5927,-3.08811,S6213,Birkswood,1.84433,0.00205,0.0,329.85654,318,2.0576374580000003,0.341744207,0.341744207
493,Great Britain,54.4524,-3.43456,S6214,Birrel Sike,1.8396299999999999,0.00256,0.00156,149.77058,296,1.944830651,0.071035865,0.071035865
494,Great Britain,50.7867,0.08141,S6215,Bishopstone,5.46446,-1e-05,0.00156,302.25203999999997,34,4.032061098,0.008853193,0.008853193
495,Great Britain,56.4426,-5.36992,S6216,Black Crofts,3.4658800000000003,-7e-05,-0.0009699999999999999,15.480360000000001,143,0.187144725,0.01829105,0.01829105
496,Great Britain,50.8687,-0.44511999999999996,S6217,Blackpatch,6.932230000000001,-0.00264,-0.00243,285.24106,0,3.8477932260000003,0.081858687,0.081858687
497,Great Britain,55.6458,-3.6654,S6218,Blackshouse Burn,2.89467,-0.00055,0.00095,286.42105,139,0.9552308759999999,0.243484499,0.36451511
498,Great Britain,51.7463,0.8097300000000001,S6219,Blackwater Site,0.0,0.0,0.0,0.0,15,4.205064285,0.010602651000000001,0.010602651000000001
499,Great Britain,56.1396,-4.06013,S6220,Blair Drummond,1.8993099999999998,-0.0028,-0.00159,29.176190000000002,0,0.38051327100000004,0.22428864399999998,0.22428864399999998
500,Great Britain,51.1938,-2.7986299999999997,S6221,Blakeway Farm,1.99458,-0.00057,0.00057,68.30389,127,3.8127381560000004,0.204437888,0.204437888
501,Great Britain,53.9082,-2.64396,S6222,Bleasdale,3.21234,-0.00059,-0.0006900000000000001,307.58981,46,2.862458587,0.211387025,0.211387025
502,Great Britain,55.8049,-6.29821,S6223,Borraichill Mor,3.76974,-0.0005,-0.00158,150.61145,0,0.9932542790000001,0.018549852,0.018549852
503,Great Britain,52.5075,-4.05532,S6224,Borth,5.38052,-0.00026000000000000003,0.0013,189.88934,262,2.490114995,0.00888036,0.00888036
504,Great Britain,52.4284,-1.94704,S6225,Bournville,2.78872,-0.00095,0.00206,65.9556,125,4.456658944,0.787141848,0.787141848
505,Great Britain,54.9539,-3.95685,S6226,Bow Hill,1.22914,-0.0027,0.00023999999999999998,169.14046000000002,19,1.237263361,0.14262719199999999,0.14262719199999999
506,Great Britain,54.1198,-0.22651,S6227,Boynton,1.57685,-0.00303,0.0,180.0,0,4.520074367,0.041332204,0.041332204
507,Great Britain,56.6324,-2.6064599999999998,S6228,Boysack Mill,0.92609,0.0010400000000000001,0.0,270.0,0,1.4081846230000001,0.090667724,0.090667724
508,Great Britain,54.6487,-2.18289,S6229,Bracken Rigg,6.95989,0.00292,0.00186,96.55813,0,2.666332877,0.208414475,0.7320185020000001
509,Great Britain,56.6153,-2.77566,S6230,Bractullo,1.43832,0.0018399999999999998,0.0004,151.12852,0,1.238575184,0.134994433,0.134994433
510,Great Britain,51.7435,0.8973399999999999,S6231,Bradwell Sea,1.6640599999999999,-0.00137,-0.00155,77.04044,1,4.118870754,0.015147961000000001,0.015147961000000001
511,Great Britain,56.1048,-5.2582699999999996,S6232,Brainport Bay,3.4937400000000003,0.00159,0.0031,96.80286,139,0.127974438,0.038783415,0.038783415
512,Great Britain,54.6085,-3.46173,S6233,Brainthwaite,3.23259,0.00108,-0.00245,51.9367,221,1.804317749,0.104927221,0.104927221
513,Great Britain,52.7223,-3.04838,S6234,Breiddin,41.46093,0.00112,-0.00065,150.97701,149,3.439593582,0.42673342799999997,0.513901057
514,Great Britain,53.0974,-3.5309800000000005,S6235,Brenig,2.40807,-0.00143,-0.00014,309.71587999999997,41,2.930891973,0.19949862899999998,0.19949862899999998
515,Great Britain,51.4911,-0.31743000000000005,S6236,Brentford,4.4099900000000005,-0.00045999999999999996,-0.0014,265.18079,0,4.467058552,0.657826048,0.661545246
516,Great Britain,51.5926,-4.18014,S6237,Breos Cwm Gower,3.35264,-0.0005,-0.00011999999999999999,176.04102,68,2.761560202,0.038971591,0.038971591
517,Great Britain,51.107,-1.26715,S6238,Bridget's Farm,3.4914699999999996,9e-05,0.0005200000000000001,263.95502,99,3.7902281980000003,0.24504205399999998,0.24504205399999998
518,Great Britain,53.5554,-0.50236,S6239,Brigg Raft,0.92656,-0.00105,0.0,90.0,0,4.639080601,0.12535084400000002,0.12535084400000002
519,Great Britain,53.5554,-0.50085,S6240,Brigg Track,0.7964100000000001,0.00067,0.0010400000000000001,60.760290000000005,0,4.640225212,0.12569212400000002,0.12569212400000002
520,Great Britain,54.7923,-4.10462,S6241,Brighouse Bay,6.6456100000000005,0.0,0.0,163.88506999999998,110,1.317394959,0.011126154,0.011126154
521,Great Britain,51.224,-1.7078400000000002,S6242,Brigmerston Down,1.8592,0.00207,-2.9999999999999997e-05,187.15813,87,3.823948076,0.38964307,0.38964307
522,Great Britain,52.1148,-4.04924,S6243,Bryn Maen,1.76741,-0.0017100000000000001,0.0,148.38177,65,2.6244834,0.221190241,0.221190241
523,Great Britain,50.4804,-3.6027199999999997,S6244,Bulleigh Meadow,4.681780000000001,0.00065,-0.00082,81.09305,0,3.362281789,0.063148068,0.063148068
524,Great Britain,51.4245,-1.02474,S6245,Burghfield,2.7787599999999997,0.0010400000000000001,0.0,270.0,41,4.160105981,0.5230906879999999,0.57784315
525,Great Britain,51.4333,-1.0029700000000001,S6246,Burghfield Cottages,2.6848400000000003,0.00057,-0.00099,14.9964,46,4.174682421,0.514340705,0.586191051
526,Great Britain,52.4619,0.38627,S6247,Burnt Fen,2.8166,0.00041,0.0010400000000000001,132.28761,0,4.582758203,0.136183315,0.30648495600000003
527,Great Britain,51.1034,-1.27007,S6248,Burntwood Farm,4.7245099999999995,0.0,0.0,308.45566,108,3.786027218,0.240750811,0.240750811
528,Great Britain,50.898999999999994,-0.5760000000000001,S6249,Bury Hill,3.4917800000000003,0.00055,-0.00099,340.64246,0,3.8209603530000003,0.09718532,0.09718532
529,Great Britain,53.2282,0.23839000000000002,S6250,Butterbump,0.795,-0.0009199999999999999,0.00053,119.05158999999999,1,4.806791582,0.10376239699999999,0.10376239699999999
530,Great Britain,51.0244,-2.53156,S6251,Cadbury Castle,3.13937,0.0030800000000000003,0.00206,54.218219999999995,18,3.610496434,0.368766594,0.368766594
531,Great Britain,53.2746,-1.59057,S6252,Cairnfield,4.62784,0.00288,0.0,360.0,13,4.04955574,0.749905425,0.963415991
