Country,Latitude,Longitude,SiteID,SiteName,Slope,SRTM_World,Aspect
Great Britain,55.17720,-3.62224,S6696,Whitestanes Moor,551543.31250,249.00000,346.74020
Great Britain,55.61310,-2.11114,S6698,Whitton Hill,87464.28125,38.00000,43.32920
Great Britain,52.35240,0.18797,S6700,Wilburton,241867.73438,20.00000,313.02075
Great Britain,54.17020,-0.42355,S6701,Willerby Wold,127279.21875,159.00000,30.40161
Great Britain,51.17190,-1.84464,S6702,WilsfordShaft,218403.29688,93.00000,10.18257
Great Britain,54.55560,-1.10772,S6703,Wilton Moor,465725.25000,224.00000,294.64575
Great Britain,50.79900,-1.91202,S6704,Wimborne,692603.81250,33.00000,243.34023
Great Britain,51.18920,-1.84974,S6706,Winterbourne Stoke,437321.40625,112.00000,279.34814
Great Britain,53.24800,-2.29077,S6707,Withington,134164.07813,72.00000,196.69377
Great Britain,52.83360,1.46545,S6708,Witton,150000.00000,11.00000,270.00000
Great Britain,51.18910,-1.78390,S6709,Woodhenge,684105.25000,97.00000,9.72513
Great Britain,50.68310,-1.21856,S6710,Wootton Creek,915122.93750,105.00000,88.52190
Great Britain,50.68290,-2.14156,S6711,Worgret,550726.81250,35.00000,199.66557
Great Britain,54.27490,-0.53015,S6712,Wykeham Forest,429534.62500,169.00000,249.88969
Great Britain,51.79520,-1.30971,S6713,Yarnton,409695.00000,62.00000,234.64066
Great Britain,51.79790,-1.31256,S6714,Yarnton Worton,171026.31250,61.00000,246.25739
Great Britain,52.86550,-3.20485,S6715,Ysgwennant,255440.79688,241.00000,84.44816
Great Britain,52.48040,-3.60962,S6716,Ystrad,0.00000,283.00000,0.00000
Ireland,52.23120,-7.22971,S6722,Adamstown,543323.12500,48.00000,280.25690
Ireland,52.52440,-8.85266,S6723,Adamswood,67082.03906,25.00000,309.34308
Ireland,52.82190,-7.49845,S6724,Addergoole,543323.12500,94.00000,280.39349
Ireland,53.82830,-8.82549,S6725,Aghamore,229455.87500,134.00000,186.74777
Ireland,52.94770,-7.35391,S6727,Aghmacart,248294.18750,101.00000,195.74190
Ireland,53.82230,-7.91133,S6728,Aghnahunshin,106066.01563,49.00000,355.16855
Ireland,54.14490,-8.31795,S6729,Aghoo,772172.25000,117.00000,18.06432
Ireland,52.25680,-7.12920,S6730,Ahanaglough,76485.28906,50.00000,353.00284
Ireland,51.51960,-9.64290,S6732,Altar,295465.71875,1.00000,195.49728
Ireland,54.15590,-6.22778,S6733,Annagh Beg,1103290.50000,258.00000,29.45721
Ireland,54.15590,-6.22778,S6734,Annagh More,1103290.50000,258.00000,29.45721
Ireland,53.27380,-9.05178,S6735,Annaghkeen,295465.71875,14.00000,194.91782
Ireland,54.27080,-7.07478,S6736,Annahagh,342052.62500,70.00000,335.52350
Ireland,53.41340,-8.00855,S6737,Ardagawna,114236.59375,51.00000,54.34752
Ireland,53.36040,-7.46547,S6739,Ardnaglew,241867.73438,86.00000,46.31205
Ireland,53.60450,-6.65563,S6740,Ardsallagh,233345.23438,41.00000,329.25717
Ireland,53.49240,-6.68090,S6741,Arodstown,270000.00000,107.00000,360.00000
Ireland,54.25190,-6.30987,S6742,Aughintober,926120.93750,67.00000,308.41013
Ireland,52.78450,-9.08075,S6744,Ballaghfadda,152970.57813,87.00000,6.91405
Ireland,52.85480,-8.28545,S6745,Ballinagore,258069.76563,139.00000,319.72055
Ireland,51.87240,-8.54700,S6746,Ballinaspig More,396295.34375,18.00000,132.39964
Ireland,52.44520,-8.57851,S6748,Ballingayrour,502891.62500,91.00000,117.08591
Ireland,53.24530,-8.84006,S6749,Ballinillaun,60000.00000,11.00000,180.00000
Ireland,54.29950,-6.29648,S6751,Ballintaggart,258940.14063,93.00000,174.10701
Ireland,53.63130,-6.79084,S6752,Ballinter,21213.20313,60.00000,329.27362
Ireland,51.96690,-8.38345,S6754,Ballinvinny South,705159.56250,85.00000,359.24704
Ireland,52.64450,-8.64632,S6756,Ballncurra,636749.56250,11.00000,246.19888
Ireland,54.47400,-5.69105,S6757,Balloo,577061.50000,32.00000,74.83095
Ireland,53.53590,-6.19397,S6758,Ballough,218403.29688,26.00000,189.65973
Ireland,55.03920,-7.30437,S6759,Ballyarnet,129034.88281,30.00000,337.69641
Ireland,52.77990,-6.94040,S6760,Ballybannon,76485.28906,50.00000,251.74577
Ireland,52.79560,-6.91430,S6761,Ballybar,120000.00000,57.00000,90.00000
Ireland,53.42710,-7.46582,S6762,Ballybrennan,21213.20313,85.00000,329.15161
Ireland,54.73170,-6.82546,S6763,Ballybriest,405277.68750,231.00000,273.66193
Ireland,52.06650,-8.31647,S6764,Ballybrowney,60000.00000,85.00000,90.00000
Ireland,52.87420,-6.83096,S6765,Ballyburn,76485.28906,91.00000,173.10019
Ireland,52.81960,-6.62906,S6767,Ballyconnell,295465.71875,112.00000,15.06942
Ireland,52.78450,-9.08075,S6768,Ballycorick,152970.57813,87.00000,6.91405
Ireland,52.92400,-7.47479,S6769,Ballycuddahy,543323.12500,97.00000,100.41765
Ireland,52.66390,-8.62677,S6770,Ballycullen,355598.09375,14.00000,130.74635
Ireland,52.40640,-7.96639,S6771,Ballydrehid,225499.45313,50.00000,96.22106
Ireland,52.16760,-10.40220,S6773,Ballyferriter,1077705.87500,30.00000,138.49533
Ireland,54.89770,-5.86435,S6774,Ballygalley,247386.34375,17.00000,8.19879
Ireland,52.47590,-6.62589,S6775,Ballygillistown,241867.73438,46.00000,258.43082
Ireland,54.62290,-6.23362,S6776,Ballygortgarve,135830.78125,44.00000,176.31100
Ireland,54.50050,-5.79055,S6777,Ballygowan,255440.79688,66.00000,26.21890
Ireland,54.97120,-7.18328,S6778,Ballygroll,1247798.00000,213.00000,343.54245
Ireland,54.79100,-5.70640,S6779,Ballykeel,1104920.75000,82.00000,207.24014
Ireland,53.49080,-7.68038,S6780,Ballykilmore,134164.07813,93.00000,196.60381
Ireland,54.28050,-9.42961,S6781,Ballyknock,618465.87500,151.00000,305.73724
Ireland,52.19980,-8.36630,S6782,Ballylegan,589406.50000,71.00000,293.18430
Ireland,52.56360,-9.03415,S6783,Ballylin,90000.00000,32.00000,360.00000
Ireland,54.84750,-5.85064,S6784,Ballyloran,200124.96875,88.00000,352.41492
Ireland,52.66390,-8.62677,S6785,Ballymackeamore,355598.09375,14.00000,130.74635
Ireland,53.20680,-6.14879,S6786,Ballyman,408044.12500,100.00000,320.45963
Ireland,53.05930,-6.77324,S6787,Ballymount,818840.62500,125.00000,131.95877
Ireland,52.48130,-8.70124,S6788,Ballynabanoge,106066.01563,35.00000,283.16946
Ireland,54.49710,-8.18696,S6789,Ballynacarrick,324499.62500,9.00000,21.20820
Ireland,52.60140,-9.11003,S6790,Ballynacragga,968400.75000,109.00000,295.49310
Ireland,54.36930,-5.72444,S6791,Ballynacraig,1110000.00000,38.00000,300.42111
Ireland,53.40450,-7.73173,S6792,Ballynagarbry,171026.31250,78.00000,335.07120
Ireland,55.18760,-6.18423,S6793,Ballynagard,1171537.50000,119.00000,112.48728
Ireland,54.54210,-5.96306,S6794,Ballynahatty,258069.76563,15.00000,202.55292
Ireland,53.44690,-6.97102,S6795,Ballynakill,301496.28125,67.00000,80.49091
Ireland,53.89650,-6.95312,S6796,Ballynamona,294703.25000,141.00000,188.83461
Ireland,52.16090,-8.08678,S6797,Ballynoe West,135830.78125,179.00000,3.90915
Ireland,52.11700,-8.26800,S6798,Ballyoran Bog,848793.25000,71.00000,210.35265
Ireland,54.85080,-5.75544,S6800,Ballyprior Beg,1044629.12500,19.00000,222.61624
Ireland,52.97920,-6.04225,S6801,Ballyremon,1271554.12500,34.00000,62.91683
Ireland,51.50700,-9.68800,S6802,Ballyrisode,429010.50000,40.00000,40.17444
Ireland,55.13760,-6.94662,S6803,Ballyscullion,21213.20313,3.00000,209.80701
Ireland,52.57840,-8.67075,S6805,Ballyveelish,258940.14063,47.00000,286.15533
Ireland,51.94000,-7.88295,S6806,Ballyvergan,660681.43750,6.00000,274.20615
Ireland,51.94000,-7.88295,S6807,Ballyvergin,660681.43750,6.00000,274.20615
Ireland,52.50780,-9.07616,S6808,Ballyvoghan,305941.15625,105.00000,353.04230
Ireland,54.64720,-5.56039,S6810,Ballywilliam,123693.17188,26.00000,113.32092
Ireland,53.49540,-6.39290,S6811,Baltrasna,150000.00000,62.00000,270.00000
Ireland,51.87850,-8.64540,S6812,Barnagore,190918.82813,30.00000,31.75415
Ireland,51.90150,-8.46768,S6813,Barrees Valley,1185854.12500,15.00000,273.51288
Ireland,52.81640,-6.82240,S6814,Baunogenasraid,240000.00000,83.00000,180.00000
Ireland,53.04990,-9.16238,S6815,Baur South,30000.00000,161.00000,270.00000
Ireland,54.71340,-6.21676,S6816,Bay Farm,276586.34375,20.00000,206.39323
Ireland,54.13140,-8.41686,S6818,Behy,1107361.75000,53.00000,284.39056
Ireland,53.97230,-9.48625,S6819,Belderg Beg,3507819.75000,483.00000,7.65792
Ireland,54.29740,-9.53334,S6820,Belderg More,827586.87500,61.00000,148.37935
Ireland,53.42920,-6.46981,S6821,Bennetstown,42426.40625,69.00000,210.84741
Ireland,52.91870,-7.36998,S6822,Blackhill,866631.43750,104.00000,305.67719
Ireland,52.91140,-7.51086,S6823,Boherard,237170.82813,125.00000,22.71010
Ireland,52.59780,-6.33683,S6825,Bolinready,513517.28125,100.00000,355.90247
Ireland,52.67260,-7.71088,S6826,Borris,67082.03906,121.00000,196.90593
Ireland,51.49150,-9.71993,S6827,Boulysallagh,426907.46875,79.00000,348.24533
Ireland,53.63130,-6.79084,S6828,Boyerstown,21213.20313,60.00000,329.27362
Ireland,54.29500,-6.44578,S6829,Brackagh,1120892.50000,117.00000,64.59822
Ireland,52.29720,-8.16830,S6830,Brackbaun,67082.03906,112.00000,230.80194
Ireland,54.34130,-5.74849,S6832,Briggs Rock,279016.12500,7.00000,321.45380
Ireland,53.34410,-6.26749,S6833,Broomfield,63639.60938,19.00000,30.89803
Ireland,54.24270,-9.65135,S6834,Bunalty,375898.93750,22.00000,162.28271
Ireland,55.01890,-7.32807,S6835,Buncranna Road,142302.50000,13.00000,239.88019
Ireland,52.99270,-6.89021,S6836,Burtown Little,340073.53125,88.00000,214.36592
Ireland,52.81540,-6.83824,S6837,Busherstown,225499.45313,83.00000,96.27917
Ireland,52.81540,-6.83824,S6838,Busherstown,225499.45313,83.00000,96.27917
Ireland,52.92050,-7.56657,S6839,Bushfield,127279.21875,146.00000,31.14856
Ireland,52.38650,-7.93959,S6840,Caherabbey,1423815.25000,77.00000,349.71051
Ireland,53.19520,-8.81577,S6841,Caherweelder,169705.62500,32.00000,210.98662
Ireland,52.63690,-9.14754,S6842,Cahiracon,150000.00000,62.00000,39.04775
Ireland,52.82330,-9.00183,S6843,Cahircalla Beg,973267.68750,21.00000,127.06949
Ireland,52.82760,-9.00627,S6844,Cahircalla More,271661.56250,33.00000,356.14978
Ireland,54.61460,-7.15352,S6846,Caledon,189736.65625,118.00000,240.12952
Ireland,52.54560,-7.39634,S6847,Callan,318198.06250,66.00000,76.81186
Ireland,51.48480,-9.73220,S6848,Callaros Oughter,42426.40625,48.00000,328.02151
Ireland,53.90940,-8.46594,S6849,Callow,476707.46875,64.00000,127.20640
Ireland,54.27060,-8.47153,S6850,Caltragh,467172.34375,10.00000,99.38847
Ireland,52.84100,-7.49872,S6851,Cannonswood,76485.28906,86.00000,6.90508
Ireland,51.72250,-9.69802,S6852,Canshanavoe,3834370.75000,469.00000,239.44341
Ireland,52.94770,-7.35391,S6853,Cappaloughlin,248294.18750,101.00000,195.74190
Ireland,53.06250,-7.41407,S6854,Cappanrush,422670.09375,129.00000,342.60678
Ireland,53.28090,-8.53374,S6855,Caraun More,603738.37500,68.00000,129.83688
Ireland,53.27170,-6.20564,S6856,Carmanhall,181245.68750,94.00000,52.82861
Ireland,53.97230,-9.48625,S6857,Carn bog,3507819.75000,483.00000,7.65792
Ireland,54.03120,-6.41118,S6858,Carn more,208925.82813,15.00000,236.84290
Ireland,54.25580,-9.80494,S6859,Carnhill,318198.06250,59.00000,355.21866
Ireland,53.25820,-6.17311,S6860,Carrickmines,303726.84375,92.00000,238.43373
Ireland,54.59690,-7.05062,S6861,Carrickmore,1095102.75000,167.00000,292.40967
Ireland,53.15150,-6.50859,S6862,Carrig,362491.37500,276.00000,232.90622
Ireland,51.89790,-8.47109,S6863,Carrigacat,127279.21875,9.00000,328.25684
Ireland,51.87920,-8.64926,S6864,Carrigane,87464.28125,34.00000,20.37220
Ireland,51.90160,-8.11998,S6865,Carrigatogher,213190.06250,24.00000,153.15492
Ireland,52.66390,-8.62677,S6866,Carrigdirty,355598.09375,14.00000,130.74635
Ireland,53.63430,-7.97228,S6867,Carrigeens,234307.48438,54.00000,215.49695
Ireland,51.54240,-9.12810,S6868,Carrigillihy,502891.62500,14.00000,11.02654
Ireland,51.89320,-8.56515,S6869,Carrigrohane,324499.62500,30.00000,157.58511
Ireland,54.66160,-7.58824,S6870,Carrowkilla,535397.06250,121.00000,250.96548
Ireland,53.73380,-9.17181,S6871,Carrowlisdooaun,262392.84375,41.00000,340.41666
Ireland,53.99210,-8.98899,S6872,Carrowneden,1185854.12500,154.00000,299.49600
Ireland,53.32460,-8.70597,S6873,Carrowntober,106066.01563,49.00000,149.09056
Ireland,52.51680,-7.89117,S6874,Cashel,345325.93750,97.00000,178.48065
Ireland,52.06140,-9.52644,S6875,Cashelkeelty,106066.01563,62.00000,148.35118
Ireland,54.71340,-6.21676,S6876,Castle Cara,276586.34375,20.00000,206.39323
Ireland,54.56210,-6.04742,S6877,Castle Mahon,1942833.00000,209.00000,292.27951
Ireland,52.47530,-8.36379,S6879,Chancellorsland,60000.00000,111.00000,90.00000
Ireland,53.43330,-6.35081,S6880,Cherryhound,218403.29688,80.00000,295.56818
Ireland,53.15470,-6.97250,S6881,Cherryville,258069.76563,88.00000,203.23680
Ireland,51.89790,-8.47109,S6882,Claidh Dubh,127279.21875,9.00000,328.25684
Ireland,53.29140,-6.68887,S6883,Clane,134164.07813,67.00000,230.15594
Ireland,52.82590,-8.96790,S6884,Clare abbey,284605.00000,5.00000,11.41506
Ireland,51.89790,-8.47109,S6885,Clashadunna,127279.21875,9.00000,328.25684
Ireland,51.69790,-8.43510,S6886,Clashroe,195576.07813,41.00000,158.42378
Ireland,52.47490,-8.15720,S6887,Cloghabreedy,213190.06250,100.00000,323.26505
Ireland,53.40110,-7.01611,S6888,Cloghaclocka,607453.68750,89.00000,42.72643
Ireland,54.40990,-7.17256,S6889,Clogher,190918.82813,96.00000,149.74458
Ireland,54.29780,-6.09660,S6891,Cloghskelt,977880.37500,100.00000,237.19333
Ireland,53.99060,-6.71736,S6892,Cloghvally,42426.40625,41.00000,210.51018
Ireland,53.00750,-7.37501,S6893,Clonadacasey,180000.00000,103.00000,90.00000
Ireland,53.27750,-6.23111,S6894,Clonard,436806.59375,103.00000,64.51369
Ireland,53.22010,-7.82895,S6895,Clonast bog,108166.53906,53.00000,138.00374
Ireland,53.01910,-7.34226,S6896,Clonboyne,169705.62500,112.00000,211.09061
Ireland,53.48910,-6.87076,S6897,Cloncowan,424264.06250,73.00000,76.52947
Ireland,53.55140,-7.40268,S6898,Clonikilvant,142302.50000,99.00000,299.23764
Ireland,52.51060,-8.15166,S6899,Clonmore,284605.00000,112.00000,118.64915
Ireland,52.95510,-7.44445,S6900,Clonrud,47434.16406,95.00000,191.38182
Ireland,53.37890,-6.68053,S6901,Clonsast,114236.59375,75.00000,234.36940
Ireland,53.55140,-7.40268,S6903,Clonva,142302.50000,99.00000,299.23764
Ireland,53.49340,-6.69157,S6904,Clonymeath,208925.82813,113.00000,192.91792
Ireland,53.67430,-7.97405,S6905,Cloonbony,60000.00000,39.00000,180.00000
Ireland,53.58620,-8.44166,S6906,Clooncullaun,411885.90625,89.00000,222.37656
Ireland,53.94740,-7.78344,S6907,Cloone,722495.68750,57.00000,332.32947
Ireland,53.66600,-9.07655,S6908,Clooneen,234307.48438,42.00000,215.47650
Ireland,53.76310,-8.13153,S6909,Cloonfinlough,120000.00000,53.00000,180.00000
Ireland,53.97230,-9.48625,S6910,Cloongalloon,3507819.75000,483.00000,7.65792
Ireland,53.95250,-8.15330,S6911,Cloongownagh,911180.56250,46.00000,12.26008
Ireland,52.72380,-8.55060,S6912,Cloonlara,600000.00000,24.00000,335.51724
Ireland,54.08710,-9.17671,S6913,Cloonturk,437321.40625,17.00000,315.58316
Ireland,53.56140,-6.55926,S6914,Clowanstown,21213.20313,116.00000,210.76828
Ireland,51.90070,-10.37150,S6915,Coarha More,751797.87500,87.00000,131.40410
Ireland,54.25580,-5.62723,S6917,Coney Island,447493.03125,4.00000,292.40411
Ireland,53.63130,-6.79084,S6918,Cooksland,21213.20313,60.00000,329.27362
Ireland,53.63130,-6.79084,S6919,Cookstown,21213.20313,60.00000,329.27362
Ireland,53.63130,-6.79084,S6920,Cookstown,21213.20313,60.00000,329.27362
Ireland,52.47490,-8.15720,S6921,Coolahollaga,213190.06250,100.00000,323.26505
Ireland,53.21280,-8.46166,S6922,Cooleeny,154434.45313,82.00000,132.78329
Ireland,52.88160,-7.54796,S6923,Coolfin,152970.57813,112.00000,173.10138
Ireland,53.27380,-9.05178,S6925,Cooltymurraghy,295465.71875,14.00000,194.91782
Ireland,51.53290,-9.53505,S6926,Cooradarrigan,405277.68750,22.00000,273.39844
Ireland,55.04140,-6.30091,S6937,Corkey,342052.62500,148.00000,188.90097
Ireland,54.45140,-7.52563,S6938,Corlea,90000.00000,95.00000,180.00000
Ireland,53.97350,-8.00328,S6939,Corlona,300000.00000,71.00000,38.16890
Ireland,52.25680,-7.12920,S6940,Corradoon,76485.28906,50.00000,353.00284
Ireland,53.71010,-7.42548,S6941,Corralanna,120000.00000,62.00000,270.00000
Ireland,52.92210,-7.52742,S6943,Corraun,67082.03906,121.00000,50.39886
Ireland,52.10810,-8.27263,S6944,Corrin,106066.01563,69.00000,31.62192
Ireland,54.91540,-6.39560,S6946,Craigs,213190.06250,130.00000,154.76405
Ireland,53.62800,-8.18863,S6947,Creggan,335410.18750,50.00000,310.06879
Ireland,52.53490,-8.86969,S6948,Croagh,195576.07813,28.00000,277.18967
Ireland,54.22220,-9.22159,S6949,Croghaun,212132.03125,3.00000,283.70084
Ireland,54.14940,-7.18043,S6950,Crossreagh,720312.43750,150.00000,160.30539
Ireland,51.68560,-9.93370,S6951,Crumpane,405277.68750,46.00000,273.40997
Ireland,52.89950,-7.50970,S6952,Cuffsborough,161554.93750,126.00000,236.51591
Ireland,53.88480,-9.50033,S6953,Cuilmore,67082.03906,28.00000,229.75786
Ireland,54.25500,-8.59725,S6954,Culleenamore,76485.28906,3.00000,186.67917
Ireland,54.21180,-8.99169,S6955,Culleens,589788.12500,76.00000,175.70251
Ireland,54.20250,-6.56769,S6956,Cullyhanna Lough,123693.17188,215.00000,66.90543
Ireland,54.20250,-6.56769,S6957,Curragh,123693.17188,215.00000,66.90543
Ireland,52.31830,-7.98752,S6958,Curraghatoor,21213.20313,53.00000,211.50052
Ireland,53.22010,-7.82895,S6959,Curraghnore,108166.53906,53.00000,138.00374
Ireland,52.05180,-8.30679,S6960,Curraghprevin,229455.87500,91.00000,352.97070
Ireland,52.57840,-8.67075,S6961,Curraghtarsna,258940.14063,47.00000,286.15533
Ireland,51.94000,-7.88295,S6962,Curraheen,660681.43750,6.00000,274.20615
Ireland,52.59940,-8.27878,S6963,Cush,21213.20313,60.00000,328.66287
Ireland,53.46200,-6.52230,S6964,Darcystown,47434.16406,91.00000,168.74916
Ireland,54.71340,-6.21676,S6965,Demesne,276586.34375,20.00000,206.39323
Ireland,52.94770,-7.35391,S6966,Derrinsallagh,248294.18750,101.00000,195.74190
Ireland,54.23710,-6.32677,S6967,Derrycraw,347922.40625,43.00000,282.55334
Ireland,53.54700,-9.34664,S6968,Derryfadda,276586.34375,31.00000,352.46063
Ireland,54.42650,-6.70344,S6969,Derryoghil,201246.12500,16.00000,343.74670
Ireland,52.92580,-7.60775,S6970,Derryvorrigan,960000.00000,138.00000,90.00000
Ireland,53.16670,-6.46667,S6971,Dillonstown,476707.46875,256.00000,306.72131
Ireland,53.36910,-7.05288,S6972,Dogstown,84852.81250,76.00000,149.11685
Ireland,52.50650,-8.76171,S6973,Dollas,150000.00000,37.00000,24.59080
Ireland,52.06140,-9.52644,S6974,Domalught,106066.01563,62.00000,148.35118
Ireland,53.86830,-6.44711,S6976,Donaghmore,174928.56250,42.00000,135.43178
Ireland,54.73500,-6.13600,S6977,Donegore,221472.34375,150.00000,132.93936
Ireland,53.29020,-8.98810,S6978,Doughiska,437321.40625,46.00000,19.77466
Ireland,52.06140,-9.52644,S6980,Dromatouk,106066.01563,62.00000,148.35118
Ireland,51.58850,-9.67785,S6981,Dromnea,726223.12500,66.00000,218.27473
Ireland,52.28810,-9.67321,S6982,Dromthacker,687058.93750,58.00000,139.95789
Ireland,53.50770,-6.57727,S6984,Drumree,234307.48438,88.00000,26.41723
Ireland,54.52070,-7.72110,S6985,Drumwhinny,154434.45313,54.00000,133.68185
Ireland,55.16550,-7.19602,S6986,Drung,757165.75000,243.00000,339.11118
Ireland,53.11520,-6.77536,S6987,Dún Ailinne,530330.06250,175.00000,227.65256
Ireland,53.92890,-8.00418,S6988,Dun of Drumsna,537075.43750,58.00000,336.86020
Ireland,53.42000,-6.47500,S6989,Dunboyne,47434.16406,69.00000,119.16154
Ireland,54.25830,-5.84230,S6990,Dundrum,650730.37500,8.00000,309.76416
Ireland,54.22220,-5.88117,S6991,Dundrum Sandhills,114236.59375,10.00000,345.90247
Ireland,54.59690,-7.05062,S6992,Dungate,1095102.75000,167.00000,292.40967
Ireland,55.01140,-6.41174,S6994,Dunloy,315356.93750,115.00000,50.50271
Ireland,52.40500,-8.35333,S6995,Duntryleague,182482.87500,131.00000,74.75666
Ireland,54.16240,-6.11269,S6996,Edenagarry,1905885.62500,314.00000,132.39226
Ireland,53.81300,-7.89499,S6997,Edercloon,134164.07813,47.00000,229.80644
Ireland,55.02680,-7.17831,S6999,Eglinton,225499.45313,13.00000,96.61958
Ireland,53.74520,-6.79874,S7000,Emlagh Bog,114236.59375,48.00000,125.86666
Ireland,54.99450,-7.32000,S7001,Enagh,484664.84375,22.00000,347.04871
Ireland,53.46670,-7.25924,S7002,Enniscoffey,47434.16406,101.00000,119.18845
Ireland,52.78450,-9.08075,S7004,Fahee,152970.57813,87.00000,6.91405
Ireland,54.90780,-6.54069,S7005,Fallahogy,288530.75000,48.00000,354.80179
Ireland,53.44740,-10.13400,S7006,False Bay,361247.84375,2.00000,97.94662
Ireland,54.06090,-6.37637,S7007,Faughart,480000.00000,90.00000,360.00000
Ireland,52.13980,-8.26653,S7008,Fermoy,154434.45313,23.00000,312.07932
Ireland,53.59550,-6.32543,S7009,Fourknocks,418389.78125,143.00000,246.45180
Ireland,53.15320,-6.89372,S7010,French Furze,90000.00000,95.00000,270.00000
Ireland,53.43580,-8.47832,S7011,Gallagh,276586.34375,76.00000,249.58778
Ireland,51.87170,-8.51966,S7012,Garrayndarragh,484200.37500,23.00000,115.12705
Ireland,52.66040,-7.22578,S7013,Garrincreen,152970.57813,55.00000,6.93366
Ireland,54.31320,-9.59000,S7014,Geevraun,360624.46875,148.00000,149.68559
Ireland,53.24810,-6.36098,S7015,Glassamucky,500649.56250,201.00000,104.17706
Ireland,53.46200,-6.52230,S7016,Glebe,47434.16406,91.00000,168.74916
Ireland,53.97230,-9.48625,S7017,Glencullin,3507819.75000,483.00000,7.65792
Ireland,53.86360,-7.25154,S7018,Glencurran Cave,382426.46875,110.00000,353.25784
Ireland,54.30520,-9.45800,S7020,Glenurla,1023962.87500,150.00000,81.42000
Ireland,53.41470,-7.52854,S7021,Gneevebeg,161554.93750,88.00000,166.55972
Ireland,53.63360,-6.25640,S7022,Gormanstown,342052.62500,23.00000,294.64859
Ireland,53.81150,-9.50653,S7023,Gortaroe,484664.84375,71.00000,166.68147
Ireland,54.26890,-10.00930,S7024,Gortbrack,391152.15625,40.00000,177.42201
Ireland,54.17330,-7.69633,S7026,Gortlaunaght,1070794.12500,89.00000,173.30766
Ireland,54.23860,-9.85340,S7028,Gortmelia,225499.45313,36.00000,177.76370
Ireland,53.27380,-9.05178,S7029,Gortnahoon,295465.71875,14.00000,194.91782
Ireland,52.16700,-8.26649,S7030,Gortore 1,512640.21875,43.00000,58.62376
Ireland,52.25680,-7.12920,S7032,Grace Dieu,76485.28906,50.00000,353.00284
Ireland,54.26820,-9.86083,S7033,Graghil,453486.50000,22.00000,201.70384
Ireland,52.19650,-7.42374,S7034,Graigueshoneen,94868.32813,63.00000,118.47726
Ireland,53.72810,-8.23414,S7035,Grange,94868.32813,86.00000,168.81848
Ireland,54.37170,-6.68911,S7036,Grangemore,591692.50000,30.00000,135.21402
Ireland,52.28810,-7.15311,S7037,Granny,195576.07813,20.00000,21.31760
Ireland,55.02470,-7.28042,S7038,Gransha,389422.65625,16.00000,170.86186
Ireland,52.18540,-8.92940,S7039,Greenfield,363111.56250,99.00000,25.88561
Ireland,54.53530,-5.56003,S7040,Greyabbey Bay,21213.20313,8.00000,210.17894
Ireland,53.35720,-7.49489,S7041,Hallsfarm,106066.01563,67.00000,256.56979
Ireland,53.22460,-6.71738,S7042,Halverstown,63639.60938,75.00000,210.96883
Ireland,53.21500,-6.66518,S7043,Hanlonstown,382426.46875,101.00000,151.76083
Ireland,53.49500,-6.41621,S7044,Harlockstown,129034.88281,65.00000,140.14363
Ireland,52.35360,-6.64687,S7045,Harristown Big,504232.09375,67.00000,46.24842
Ireland,54.34500,-6.75900,S7046,Haughey's Fort,150000.00000,64.00000,322.08197
Ireland,53.17230,-6.52094,S7047,Haylands,1209338.62500,204.00000,313.56186
Ireland,53.96240,-6.41771,S7048,Haynestown,339411.25000,13.00000,210.52730
Ireland,53.62910,-6.98775,S7049,Heathstown,42426.40625,87.00000,30.72787
Ireland,52.69930,-8.51537,S7050,Hermitage,150000.00000,21.00000,155.50481
Ireland,52.32620,-10.02000,S7051,Illauntannig,381837.65625,4.00000,328.50381
Ireland,54.40080,-7.41843,S7052,Imeroo,318904.37500,108.00000,27.04479
Ireland,52.59060,-9.08452,S7053,Inchagreenoge,335410.18750,15.00000,309.38599
Ireland,52.72430,-7.63024,S7054,Inchirourke,171026.31250,127.00000,65.81074
Ireland,54.24350,-9.86929,S7055,Inver,87464.28125,15.00000,224.30849
Ireland,52.01310,-8.50413,S7056,Island,523927.46875,164.00000,69.12708
Ireland,54.81670,-5.70000,S7057,Island Magee,752396.18750,56.00000,14.09446
Ireland,54.61460,-7.15352,S7058,Island McHugh,189736.65625,118.00000,240.12952
Ireland,52.74910,-7.55649,S7059,Johnstown,129034.88281,135.00000,220.34859
Ireland,53.52080,-7.63226,S7060,Keenoge,276586.34375,70.00000,172.45607
Ireland,52.31370,-6.45807,S7061,Kerloge,256320.10938,13.00000,121.46091
Ireland,51.90350,-8.44314,S7062,Kilbrien,3334726.50000,18.00000,283.23245
Ireland,52.05750,-8.20864,S7063,Kilcor South,30000.00000,84.00000,360.00000
Ireland,52.92250,-7.55654,S7064,Kilcotton,283019.43750,125.00000,20.69317
Ireland,55.13140,-6.32594,S7065,Kilcroagh,303726.84375,100.00000,318.47604
Ireland,52.51370,-8.80605,S7066,Kilfinny,152970.57813,46.00000,108.15005
Ireland,53.26040,-6.21981,S7067,Kilgobbin,799656.18750,120.00000,54.44548
Ireland,52.10020,-7.74065,S7068,Kilgreany,513078.93750,13.00000,246.11391
Ireland,51.97660,-8.37712,S7069,Killalough,658976.50000,125.00000,215.09717
Ireland,52.28600,-7.10041,S7070,Killaspy,453982.37500,59.00000,175.32539
Ireland,53.55140,-7.40268,S7071,Killavally,142302.50000,99.00000,299.23764
