Country,Latitude,Longitude,SiteID,SiteName,Slope,SRTM_World,Aspect
Great Britain,51.85300,-3.83836,S6373,Foel Fawr,1998099.12500,512.00000,144.86557
Great Britain,50.70600,-2.42770,S6374,Fordington Farm,564845.12500,64.00000,286.59033
Great Britain,57.32920,-1.97840,S6375,Forvie,195576.07813,26.00000,261.90564
Great Britain,51.72390,-2.31130,S6376,Frocester Court,114236.59375,40.00000,124.60861
Great Britain,52.22960,-3.23003,S6377,Fronddyrys,890449.31250,423.00000,223.81416
Great Britain,52.24420,-3.94824,S6378,Fulbrook,181245.68750,163.00000,344.40982
Great Britain,56.17390,-3.40627,S6379,Gairneybank,47434.16406,115.00000,300.86044
Great Britain,50.66690,-1.37450,S6380,Gallibury Down,408044.12500,200.00000,318.85052
Great Britain,54.00150,-0.75341,S6381,Garrowby,67082.03906,243.00000,163.58687
Great Britain,51.16340,-2.76663,S6382,Glastonbury,,1.00000,
Great Britain,54.46310,-0.55889,S6383,GnipeHowe,268328.15625,106.00000,310.63947
Great Britain,52.87080,-4.06537,S6384,Goedog,890449.31250,307.00000,201.16946
Great Britain,51.73960,0.72324,S6385,Goldhanger,76485.28906,5.00000,172.92203
Great Britain,53.01940,-4.29465,S6386,Graenog,106066.01563,143.00000,184.92358
Great Britain,53.04880,-3.53223,S6387,Graig Fechan,872066.50000,410.00000,83.47103
Great Britain,55.97380,-2.89579,S6388,Grainfoot,192093.73438,26.00000,144.97206
Great Britain,56.65390,-3.75364,S6389,Grandtully,1176520.25000,100.00000,57.46700
Great Britain,54.49520,-1.08279,S6390,Great Ayton Moor,305941.15625,282.00000,251.03795
Great Britain,51.59260,-4.18014,S6391,Great Carn,303726.84375,147.00000,192.92430
Great Britain,54.45560,-3.13383,S6392,Great Langdale,4140108.75000,205.00000,233.87959
Great Britain,53.32910,-3.86216,S6393,Great Orme,2158853.75000,25.00000,235.36427
Great Britain,51.49770,-3.09491,S6394,Great Wharf,76485.28906,8.00000,7.11571
Great Britain,55.67770,-3.25321,S6395,Green Knowe,1309217.37500,272.00000,349.58447
Great Britain,54.95850,-3.95239,S6396,Greenlaw,456946.37500,58.00000,306.67734
Great Britain,52.24620,-0.72117,S6397,Grendon,285394.46875,49.00000,85.09921
Great Britain,50.71360,-2.43488,S6398,Greyhound Yard,301496.28125,63.00000,3.63290
Great Britain,53.97090,-0.75586,S6399,Grimthorpe,573149.18750,159.00000,3.55121
Great Britain,54.11910,-0.23879,S6400,Grindale Barrow,123693.17188,92.00000,293.05276
Great Britain,54.23350,-0.31985,S6401,Gristhorpe,4819180.50000,54.00000,72.60394
Great Britain,51.91850,-1.86185,S6403,Guiting,360624.46875,172.00000,328.26880
Great Britain,51.86540,-3.14599,S6404,Gwernvale,591692.50000,72.00000,226.46457
Great Britain,50.23000,-5.37959,S6405,Gwithian,331360.84375,6.00000,278.06622
Great Britain,52.35280,0.06903,S6406,Haddenham,60000.00000,3.00000,360.00000
Great Britain,51.35260,0.44882,S6407,Halling,154434.45313,2.00000,19.18134
Great Britain,50.87890,-0.69214,S6408,Halnaker Hill,303726.84375,126.00000,346.87964
Great Britain,50.95730,-0.97759,S6409,Hampshire,2079867.75000,110.00000,149.28708
Great Britain,54.51940,-2.64736,S6410,Hardendale Nab,760427.50000,363.00000,245.48466
Great Britain,53.84340,-1.88599,S6411,Harden Moor,2147044.50000,254.00000,282.09814
Great Britain,55.67860,-3.25007,S6412,Harehope Cairn,1363598.12500,252.00000,325.70786
Great Britain,53.21520,-1.56867,S6413,Harland,1316757.37500,340.00000,213.47684
Great Britain,50.53740,-4.99638,S6414,Harlyn Bay,403050.87500,19.00000,32.50950
Great Britain,52.81950,0.61513,S6415,Harpley,442944.68750,63.00000,311.63113
Great Britain,54.45410,-3.10603,S6416,Harrison Stickle,4359919.50000,515.00000,295.55191
Great Britain,52.12790,0.07176,S6417,Harston-Manor Farm,67082.03906,16.00000,342.89514
Great Britain,51.13730,-0.56477,S6418,Hascombe,1631762.87500,195.00000,228.43376
Great Britain,51.34970,-2.37481,S6419,Hay Bath,3194753.50000,147.00000,282.37915
Great Britain,50.73900,-3.43011,S6420,Hayes Farm,216333.07813,19.00000,136.41344
Great Britain,50.42150,-3.75279,S6421,Hazard Hill,1495342.75000,140.00000,69.63801
Great Britain,51.40950,-0.68569,S6422,Heatherwood,436806.59375,100.00000,294.55365
Great Britain,50.42270,-4.73019,S6423,Helman Tor,1756601.87500,193.00000,181.56389
Great Britain,52.86700,-1.32105,S6424,Hemington Field,285394.46875,31.00000,94.97063
Great Britain,51.40420,-1.90223,S6425,Hemp Knoll,181245.68750,194.00000,53.99263
Great Britain,52.52000,0.40416,S6426,Hemplands Farm,,,
Great Britain,51.42550,-1.04342,S6427,Heron House,84852.81250,45.00000,32.01201
Great Britain,54.17590,-0.59494,S6428,Heslerton,389422.65625,44.00000,64.48553
Great Britain,51.74150,0.67989,S6429,Heybridge,114236.59375,3.00000,304.61905
Great Britain,54.27410,-3.39150,S6430,High Hyton,468614.96875,7.00000,324.91968
Great Britain,50.66530,-3.26937,S6431,High Peak,,44.00000,
Great Britain,52.48830,0.49819,S6432,Hill Close,114236.59375,2.00000,234.92867
Great Britain,53.44020,-0.17076,S6433,Hoe Hill,201246.12500,89.00000,196.62270
Great Britain,53.06170,-1.63438,S6434,Hognaston,0.00000,200.00000,0.00000
Great Britain,52.25730,-2.25788,S6435,Holt,47434.16406,34.00000,348.43945
Great Britain,51.16380,-2.83672,S6436,Honeygore,63639.60938,6.00000,147.84024
Great Britain,50.82680,-0.16108,S6437,Hove,321014.03125,25.00000,219.63324
Great Britain,55.44720,-1.62529,S6438,Howick Heugh,586728.18750,55.00000,19.88522
Great Britain,52.92910,0.49524,S6439,Hunstanton,355598.09375,28.00000,229.08009
Great Britain,52.33730,-0.59083,S6440,Huntingdon Race course,808609.93750,54.00000,324.33850
Great Britain,52.33010,-0.58813,S6441,Irthlingborough,87464.28125,37.00000,159.81705
Great Britain,58.74530,-2.91586,S6442,Isbister,1553785.75000,29.00000,356.82269
Great Britain,50.82730,0.04525,S6443,Itford Hill,2438411.25000,72.00000,304.55823
Great Britain,54.64340,-2.08059,S6444,Jackscar Cave,1218236.37500,323.00000,174.20462
Great Britain,51.77700,1.12000,S6445,Jaywick,90000.00000,3.00000,90.00000
Great Britain,53.12970,-0.15095,S6446,Jeffs Farm,30000.00000,11.00000,180.00000
Great Britain,51.22900,-1.58749,S6447,Kalis Corner,355598.09375,91.00000,230.16260
Great Britain,56.92810,-2.33191,S6448,Keabog,390000.00000,108.00000,307.30859
Great Britain,54.35690,-0.97969,S6449,Kemp Howe,2271002.00000,247.00000,357.56363
Great Britain,55.78200,-6.35953,S6450,Kentraw,465241.87500,35.00000,12.06590
Great Britain,51.47910,-0.30058,S6451,Kew,108166.53906,14.00000,316.87381
Great Britain,50.52930,-4.79717,S6452,Killibury,120000.00000,82.00000,90.00000
Great Britain,50.74530,0.22986,S6453,Kilncombe,1536749.87500,98.00000,141.58205
Great Britain,50.78350,-2.22698,S6454,Kingston,390000.00000,79.00000,303.31479
Great Britain,51.97540,-1.56902,S6455,King Stone,390000.00000,222.00000,304.00659
Great Britain,54.00310,-0.49854,S6456,Kirkburn,84852.81250,27.00000,30.50261
Great Britain,55.30040,-2.03937,S6457,Kirkhill,1359301.25000,164.00000,305.35410
Great Britain,50.76210,-1.93335,S6458,Knighton Heath,403608.71875,46.00000,29.71849
Great Britain,56.59310,-2.98694,S6459,Knockenny Farm,241867.73438,139.00000,282.76605
Great Britain,51.97680,-2.50962,S6460,Lambscott,262392.84375,119.00000,159.66859
Great Britain,52.56140,-3.03717,S6461,Lan Fawr,1855397.50000,394.00000,304.64081
Great Britain,52.05670,-0.83161,S6462,Lanting,305941.15625,84.00000,107.97509
Great Britain,53.09790,-2.28677,S6463,Lawton,435258.53125,105.00000,178.81096
Great Britain,51.15380,-1.43230,S6464,Leckford Estate,700357.06250,67.00000,33.75067
Great Britain,58.78840,-2.94971,S6465,Liddle Far,362491.37500,38.00000,131.20461
Great Britain,53.11510,-1.77438,S6466,Liffs Low,1245090.37500,363.00000,303.78787
Great Britain,53.32090,-2.27025,S6467,Lindow Moss,248294.18750,74.00000,127.93198
Great Britain,51.77370,1.10973,S6468,Lion Point,181245.68750,2.00000,306.23022
Great Britain,52.53800,0.35796,S6469,Littleport,,0.00000,
Great Britain,52.35650,0.25722,S6470,Little Thetford,,1.00000,
Great Britain,51.78560,0.47221,S6471,Little Waltham,323805.50000,39.00000,68.99811
Great Britain,53.21800,-4.10751,S6472,Llandegai,201246.12500,40.00000,163.29514
Great Britain,56.41410,-3.53347,S6473,Loanleven,221472.34375,39.00000,45.83175
Great Britain,55.10520,-3.56602,S6474,Locharbriggs,67082.03906,13.00000,344.00409
Great Britain,56.38820,-5.41860,S6475,Loch Nell,3371364.75000,45.00000,135.33476
Great Britain,51.75070,0.70651,S6476,Loftsfarm,21213.20313,6.00000,328.17288
Great Britain,53.60970,-1.98941,S6477,Lominot,1375590.75000,407.00000,17.52077
Great Britain,50.87420,-0.67663,S6478,Long Down,542079.31250,91.00000,247.88272
Great Britain,52.55210,-2.85404,S6479,Long Mynd,256320.10938,486.00000,12.87552
Great Britain,51.73250,-5.11684,S6480,Longstone Field,171026.31250,49.00000,334.22180
Great Britain,52.53900,-0.26777,S6481,Longville,284605.00000,10.00000,241.33522
Great Britain,54.09100,-0.28432,S6482,Low Claythorpe,469574.28125,27.00000,49.61750
Great Britain,53.34980,-1.80770,S6483,Mam Tor,4107809.75000,483.00000,348.80478
Great Britain,54.15400,-2.76895,S6484,Manor Farm,1613459.00000,99.00000,32.42384
Great Britain,51.53940,-0.50169,S6485,Mansfield Farm,512640.21875,32.00000,346.83789
Great Britain,51.33670,1.37569,S6486,Manston,370472.65625,40.00000,314.66238
Great Britain,51.49630,0.27640,S6487,Mar Dyke,391152.15625,6.00000,97.02556
Great Britain,50.70730,-2.43766,S6488,Maumbury Rings,67082.03906,75.00000,17.61442
Great Britain,51.69750,0.76700,S6489,Maylandsea,171026.31250,2.00000,9.61896
Great Britain,51.17580,-2.79402,S6490,Meare,21213.20313,3.00000,212.15318
Great Britain,51.14690,-2.81497,S6491,Meare Heath,190918.82813,15.00000,212.16960
Great Britain,51.17400,-2.80115,S6492,Meare Lake,114236.59375,8.00000,304.28497
Great Britain,52.82680,-3.45020,S6493,Melangell Church,513517.28125,194.00000,4.07604
Great Britain,52.68770,-2.75163,S6494,Meole Brace,67082.03906,68.00000,163.09956
Great Britain,52.41850,-1.98088,S6495,Merritts Brook,379473.31250,166.00000,61.40173
Great Britain,52.54360,0.43496,S6496,Methwold Severals,21213.20313,1.00000,31.36971
Great Britain,52.86520,-4.62234,S6497,Meyllteyrn,906228.43750,92.00000,341.67850
Great Britain,51.12490,-1.25257,S6498,Micheldever Wood,658634.93750,95.00000,200.01797
Great Britain,56.64950,-2.60348,S6499,Middle Brighty Farm,382426.46875,72.00000,310.96353
Great Britain,50.70720,-2.46316,S6500,Middle Farm,441418.15625,82.00000,285.19080
Great Britain,57.88730,-4.32786,S6501,Migdale,547448.62500,69.00000,107.37661
Great Britain,50.85660,-0.22668,S6502,Mile Oak,635688.62500,53.00000,298.94080
Great Britain,55.59510,-2.09681,S6503,Milfield South,106066.01563,46.00000,175.37521
Great Britain,55.52850,-1.86059,S6504,Millstone Hill,171026.31250,262.00000,23.80571
Great Britain,51.31850,-1.71298,S6505,Milton Hill Farm,283019.43750,207.00000,21.38774
Great Britain,52.05100,-0.80405,S6506,Milton Keynes,135830.78125,74.00000,356.08118
Great Britain,51.75000,-1.43354,S6507,Mingie Ditch,189736.65625,69.00000,241.76268
Great Britain,52.85830,-4.10877,S6508,Mochras,1741551.00000,45.00000,146.28282
Great Britain,50.95590,0.73410,S6509,Mockbeggar Rye,1116467.62500,11.00000,260.28711
Great Britain,51.86910,-3.46131,S6510,Modrydd,1785567.12500,558.00000,179.10590
Great Britain,52.86470,-4.05468,S6511,Moel Gerddi Ardudwy,408044.12500,306.00000,156.24429
Great Britain,51.46080,-0.27247,S6512,Mortla,67082.03906,18.00000,128.67415
Great Britain,56.42060,-2.86412,S6513,Morton,216333.07813,12.00000,339.72144
Great Britain,54.48520,-2.00000,S6514,Moss Mire,724051.12500,400.00000,153.99593
Great Britain,51.66650,-1.15548,S6515,Mount Farm,114236.59375,55.00000,304.57440
Great Britain,51.50350,0.41368,S6516,Mucking,106066.01563,29.00000,328.03192
Great Britain,55.73980,-2.05575,S6517,Murton High Crags,377690.34375,90.00000,282.00833
Great Britain,55.97930,-3.66048,S6518,Myerhaed,888172.25000,52.00000,81.40482
Great Britain,52.83730,-4.62214,S6519,Mynydd Rhiw lleyn,1298345.12500,257.00000,35.51543
Great Britain,50.26930,-5.26166,S6520,Nancecuke,255440.79688,85.00000,264.75626
Great Britain,51.70400,-3.57177,S6521,Nant,556821.31250,488.00000,2.88400
Great Britain,53.33730,-3.39686,S6522,Nant Hall,192093.73438,10.00000,154.41359
Great Britain,51.21800,-1.84535,S6523,Netheravon,30000.00000,128.00000,360.00000
Great Britain,51.56610,-3.99438,S6524,Newton Cliffs,390000.00000,47.00000,194.55708
Great Britain,53.71360,-0.49825,S6525,North Ferriby,84852.81250,0.00000,329.32263
Great Britain,56.32610,-3.73696,S6526,North Mains,67082.03906,34.00000,15.52578
Great Britain,51.93370,-1.80363,S6527,Oak Cow Common,342052.62500,193.00000,321.52322
Great Britain,52.67590,-0.71753,S6528,Oakham,120000.00000,101.00000,360.00000
Great Britain,54.10700,-0.40452,S6529,Octon Wold,308868.90625,120.00000,226.60744
Great Britain,51.26450,-1.70758,S6530,Old Coach Road,201246.12500,172.00000,162.58383
Great Britain,51.70700,-0.32245,S6531,Old Parkbury,391152.15625,74.00000,2.73618
Great Britain,55.56720,-2.11259,S6532,Old Yeavering,221472.34375,59.00000,343.03195
Great Britain,58.01690,-4.41586,S6533,Ord North,321014.03125,151.00000,34.75904
Great Britain,52.55620,-0.28433,S6534,Orton Gravel Complex,284605.00000,13.00000,61.32602
Great Britain,51.30900,0.19538,S6535,Otford,234307.48438,70.00000,216.94745
Great Britain,50.81830,-2.03710,S6536,Pamphill Lodge farm,308868.90625,46.00000,19.38869
Great Britain,51.92080,-4.74437,S6537,Parc Maen,424264.06250,225.00000,256.99084
Great Britain,52.25140,-1.57222,S6538,Park Farm,47434.16406,65.00000,11.56204
Great Britain,54.88090,-4.07493,S6539,Park of Tongland,530330.06250,80.00000,355.29141
Great Britain,51.83310,-2.11031,S6540,Peak Camp,1243101.00000,286.00000,120.08884
Great Britain,50.44580,-4.03261,S6541,peatmonolith,47434.16406,285.00000,117.56536
Great Britain,51.88380,-3.43564,S6542,Pen Fan,5737848.00000,858.00000,19.50183
Great Britain,51.68360,-3.40614,S6543,Penrhiwcradoc,1811090.87500,209.00000,36.89849
Great Britain,50.30870,-4.78530,S6544,Pentewan Valley,579007.75000,99.00000,220.79956
Great Britain,51.97590,-3.23618,S6545,Pen Wyrlod,706434.68750,259.00000,95.90094
Great Britain,50.75950,-2.43248,S6546,Piddle Down,645174.37500,144.00000,243.44005
Great Britain,54.45570,-3.12150,S6547,Pike of Stickle,7938387.50000,632.00000,221.93205
Great Britain,53.56490,-2.90602,S6548,Pilling,256320.10938,71.00000,57.79273
Great Britain,53.26090,-1.20087,S6549,Pinhole Cave,702602.31250,94.00000,115.72430
Great Britain,52.43180,-4.02125,S6551,Plas Gogerddan,402492.25000,27.00000,211.43472
Great Britain,52.47070,-3.72558,S6552,Plynlimon,3750900.00000,473.00000,229.07768
Great Britain,50.00990,-5.14213,S6553,Poldowrian,483735.46875,60.00000,259.02289
Great Britain,51.51880,-3.56395,S6554,Pond Cairn,127279.21875,38.00000,211.95908
Great Britain,51.70400,-4.03930,S6555,Pontardulais,247386.34375,21.00000,111.91814
Great Britain,50.74860,-1.91919,S6556,Poole Barrow,67082.03906,58.00000,342.40005
Great Britain,50.85470,-1.07930,S6557,Portsdown,1125100.00000,101.00000,268.79327
Great Britain,51.33050,-2.00575,S6558,Potterne,648999.25000,99.00000,136.78059
Great Britain,50.68740,-2.66117,S6559,Puncknowle,915860.25000,158.00000,225.91063
Great Britain,51.46800,-0.21461,S6560,Putney,,8.00000,
Great Britain,50.89090,-0.17561,S6561,Pyecombe,1227619.62500,186.00000,17.77470
Great Britain,52.21770,-0.52141,S6562,Radwell,21213.20313,40.00000,328.44110
Great Britain,54.05030,-0.69848,S6563,Raisthorpe Manor,560446.25000,187.00000,295.26993
Great Britain,51.57510,-1.54540,S6564,Rams Hill,382426.46875,223.00000,343.40552
Great Britain,53.27820,-1.58453,S6565,Ramsley Moor,335410.18750,306.00000,230.16478
Great Britain,52.34420,-0.56858,S6566,Raunds,174928.56250,35.00000,159.82303
Great Britain,52.13140,-0.75368,S6567,Ravenstone,422670.09375,54.00000,310.19675
Great Britain,50.86030,-0.17396,S6569,Red Hill,450998.90625,121.00000,96.01297
Great Britain,53.22700,-0.55429,S6570,Redlands Farm,165680.42188,6.00000,81.38572
Great Britain,56.73990,-2.82400,S6571,Reswallie Mains,453982.37500,110.00000,76.36229
Great Britain,57.01620,-6.27894,S6572,Rhum,531601.37500,9.00000,298.33249
Great Britain,53.20540,-3.20688,S6573,Rhydymwyn,4158004.25000,209.00000,210.46713
Great Britain,53.81080,-2.53463,S6574,Ribchester,60000.00000,30.00000,180.00000
Great Britain,51.72040,-0.02658,S6575,Rimbury,63639.60938,26.00000,328.15527
Great Britain,52.28490,0.63044,S6576,Risby,47434.16406,38.00000,191.55354
Great Britain,50.71520,-3.53422,S6577,River Exe,30000.00000,8.00000,90.00000
Great Britain,54.08380,-4.61451,S6578,Roaldsway,332039.15625,9.00000,240.44957
Great Britain,51.74590,0.72072,S6579,Rook Hall,134164.07813,6.00000,162.75694
Great Britain,57.46540,-7.21729,S6580,Rosinish,564845.12500,15.00000,5.82103
Great Britain,55.17930,-3.46212,S6581,Ross Mains,42426.40625,66.00000,209.78108
Great Britain,50.97440,-2.07122,S6582,Rotherley,1345158.00000,186.00000,355.53812
Great Britain,51.70500,-1.68590,S6583,Roughground Farm,42426.40625,79.00000,31.85328
Great Britain,50.59130,-4.62531,S6584,Rough Tor South,513078.93750,277.00000,246.80804
Great Britain,52.26310,-1.57650,S6585,Roxton,90000.00000,63.00000,360.00000
Great Britain,55.95930,-2.61512,S6586,Ruchlaw Mains,488364.62500,96.00000,152.78693
Great Britain,55.84670,-3.24428,S6587,Rullion Green,1127696.75000,315.00000,45.88660
Great Britain,52.34710,-1.45531,S6588,Ryton,615182.87500,87.00000,87.71929
Great Britain,50.44850,-4.03272,S6589,Saddlesborough,510881.59375,288.00000,177.84900
Great Britain,51.32250,-3.01185,S6590,Sandcliff,1261427.75000,8.00000,265.65396
Great Britain,52.52190,-1.96609,S6591,Sandwell Park,586728.18750,132.00000,97.18749
Great Britain,52.63490,-3.15712,S6592,Sarn-y-Bryn-Calod,114236.59375,71.00000,234.83809
Great Britain,54.26010,-0.56446,S6593,Sawdon Moor,288530.75000,166.00000,5.28139
Great Britain,56.42280,-3.40734,S6594,Scone Wood,108166.53906,59.00000,140.26302
Great Britain,54.26330,-0.46452,S6595,Seamer Moor Barrow,798529.87500,101.00000,279.15469
Great Britain,51.08090,-2.97659,S6596,Sedgemoor,134164.07813,7.00000,51.55802
Great Britain,51.15850,-2.82662,S6597,Shapwicjheath,347922.40625,7.00000,101.71832
Great Britain,52.25370,-1.47257,S6598,Sharmer Farm,268328.15625,71.00000,162.94092
Great Britain,54.18400,-0.39300,S6599,Sharpe Howes,171026.31250,160.00000,204.52208
Great Britain,52.69050,-2.72800,S6600,Sharpstones Hill,106066.01563,72.00000,76.76943
Great Britain,50.45290,-4.03855,S6601,Shaugh Moor,713091.87500,260.00000,165.36209
Great Britain,50.78530,-2.51074,S6602,Shearplace Hill,484664.84375,184.00000,14.22882
Great Britain,52.97010,-1.02010,S6603,Shelford,94868.32813,22.00000,61.09490
Great Britain,50.34280,-4.00290,S6604,Shelter Cave,653490.62500,26.00000,134.16771
Great Britain,58.22440,-6.19009,S6605,Sheshader,288530.75000,84.00000,164.39453
Great Britain,57.50830,-5.64643,S6606,Shieldaig,509558.62500,21.00000,149.67136
Great Britain,51.04160,0.30398,S6607,Shinewater Park,738816.62500,106.00000,279.19409
Great Britain,51.53930,0.78483,S6608,Shoebury,108166.53906,8.00000,223.08833
Great Britain,53.22730,-0.36700,S6609,Short Ferry,285394.46875,5.00000,264.98758
Great Britain,51.20180,-1.87402,S6610,Shrewton,391152.15625,115.00000,276.98068
Great Britain,51.49290,-0.44702,S6611,Sipson Lane,120000.00000,28.00000,90.00000
Great Britain,55.80430,-6.38919,S6612,Sithean,279016.12500,24.00000,142.47478
Great Britain,55.97000,-2.43583,S6613,Skateraw,67082.03906,31.00000,15.66371
Great Britain,52.51420,-1.01111,S6614,Smeeton,108166.53906,157.00000,137.53754
Great Britain,51.26620,-1.69036,S6616,Snail Down,201246.12500,131.00000,308.55457
Great Britain,55.01570,-3.02446,S6617,Solway Moss,0.00000,23.00000,0.00000
Great Britain,51.14630,-2.90076,S6618,Somerset Levels,1760184.62500,54.00000,263.02759
Great Britain,56.68620,-6.45550,S6619,Sorisdale,884109.75000,21.00000,64.44437
Great Britain,52.52880,0.41202,S6620,Southery Fen,,0.00000,
Great Britain,53.43750,-2.57360,S6621,Southworth Hall Farm,731471.12500,18.00000,9.37842
Great Britain,50.92620,-0.50724,S6622,Sparrite Farm,218403.29688,9.00000,190.23590
Great Britain,54.99490,-3.86503,S6623,Spottes Burn,774209.25000,80.00000,141.16983
Great Britain,51.74520,0.51203,S6624,Springfield Lyons,237170.82813,39.00000,298.23465
Great Britain,53.79440,-0.17042,S6625,Sproatley,106066.01563,13.00000,329.37122
Great Britain,52.05640,1.11163,S6626,Sproughton,305941.15625,2.00000,72.02491
Great Britain,52.84040,-0.71269,S6627,Sproxton,241867.73438,144.00000,101.66380
Great Britain,53.95410,-1.07947,S6628,St George's Field,458911.75000,10.00000,251.26846
Great Britain,51.61710,-4.91818,S6629,Stackpole,702282.00000,29.00000,239.70932
Great Britain,55.45040,-2.07748,S6630,Standrop Rigg,1659653.62500,343.00000,287.05057
Great Britain,50.59830,-4.63700,S6631,Stannon Downs,1564608.62500,275.00000,134.99492
Great Britain,51.90230,0.21400,S6632,Stanstead Brook,611882.31250,70.00000,107.91699
Great Britain,52.32820,-0.58377,S6633,Stanwick South,108166.53906,33.00000,202.21753
Great Britain,51.46980,-3.38804,S6634,St Donats,123693.17188,135.00000,111.81554
Great Britain,50.69790,-2.54943,S6635,Steepleton,603365.56250,154.00000,42.34196
Great Britain,50.90940,-2.20911,S6636,Stepleton,1749928.62500,146.00000,292.09305
Great Britain,50.71640,-2.41790,S6637,Stinsford,30000.00000,50.00000,270.00000
Great Britain,57.81570,-8.56947,S6638,St Kilda,4661695.00000,107.00000,277.57492
Great Britain,52.52150,0.13592,S6639,Stonea,21213.20313,4.00000,211.38234
Great Britain,51.18380,-1.83831,S6640,Stonehenge Cursus,408044.12500,108.00000,10.94466
Great Britain,54.17430,-2.79211,S6641,Storrs Moss,670820.37500,12.00000,310.43967
Great Britain,57.58070,-2.10536,S6642,Strichen,391152.15625,77.00000,18.87152
Great Britain,51.73080,0.75312,S6643,Stumble,0.00000,0.00000,0.00000
Great Britain,51.44980,0.31007,S6644,Swanscombe,1413665.50000,22.00000,60.86225
Great Britain,52.86140,-1.45780,S6645,Swarkestone,87464.28125,55.00000,340.04227
Great Britain,50.87120,-0.14813,S6646,Sweetpatch Bottom,1116467.62500,77.00000,313.17807
Great Britain,52.66370,-0.37922,S6647,Tallington,63639.60938,17.00000,31.29964
Great Britain,53.18380,-3.37541,S6648,Tandderwen,106066.01563,32.00000,30.99303
Great Britain,50.66760,-1.52450,S6649,Tennyson Down,1729754.37500,21.00000,287.75845
Great Britain,51.50300,-0.09795,S6650,Thames,340073.53125,12.00000,208.84033
Great Britain,50.89130,-0.75294,S6651,The Trundle,706116.12500,199.00000,251.03152
Great Britain,55.58340,-2.06981,S6652,Thirlings,76485.28906,47.00000,173.53682
Great Britain,54.45130,-3.11058,S6653,Thorn Crag,5315421.00000,488.00000,265.56479
Great Britain,53.62730,-0.91873,S6654,Thorne Moor,134164.07813,2.00000,310.06821
Great Britain,50.86240,-0.25347,S6655,Thundersbarrow Hill,637808.75000,141.00000,35.87783
Great Britain,54.12170,-0.42385,S6656,Thwing,391152.15625,113.00000,339.50354
Great Britain,50.85410,-0.18557,S6657,Toadhole,67082.03906,60.00000,342.43762
Great Britain,51.73660,0.81142,S6658,Tollesbury,0.00000,0.00000,0.00000
Great Britain,51.18570,-2.79993,S6659,Tollgate House,94868.32813,3.00000,242.05850
Great Britain,51.48830,-2.33562,S6660,Tormarton,323109.87500,175.00000,302.64835
Great Britain,53.30780,-1.56623,S6662,Totley,1048069.62500,365.00000,354.54559
Great Britain,54.99920,-3.55877,S6663,Townfoot Farm,400249.93750,24.00000,172.44327
Great Britain,55.83380,-5.06142,S6664,Townhead,1125100.00000,26.00000,332.44202
Great Britain,55.84260,-6.44947,S6665,Traigh Bhan,1056834.87500,16.00000,140.79034
Great Britain,53.29250,-4.61243,S6666,Trefignath,403608.71875,17.00000,33.65345
Great Britain,50.06350,-5.59151,S6667,Tregiffian,284605.00000,101.00000,62.62394
Great Britain,50.02910,-5.16433,S6668,Trelan,195576.07813,94.00000,276.80954
Great Britain,50.63580,-4.76499,S6669,Treligga Barrow,566038.87500,92.00000,134.50171
Great Britain,52.65560,-3.06896,S6670,Trelystan,408044.12500,371.00000,336.14218
Great Britain,50.41050,-5.09959,S6671,Trethellan Farm,318904.37500,40.00000,209.21152
Great Britain,51.12240,-3.91210,S6672,Trevisker,335410.18750,319.00000,308.46725
Great Britain,52.42090,-4.03104,S6673,Troedrhiwgwinau Farm,340073.53125,48.00000,34.71824
Great Britain,52.60690,1.31010,S6674,Trowse,120000.00000,4.00000,270.00000
Great Britain,57.76540,-7.21400,S6675,Udal,750599.75000,12.00000,265.71951
Great Britain,53.97280,-0.19313,S6676,unassociated artefact,288530.75000,0.00000,5.31811
Great Britain,52.33920,0.07135,S6677,Upper Delphs Terrace,87464.28125,3.00000,314.40826
Great Britain,58.20120,-3.87691,S6678,Upper Suisgill,375898.93750,90.00000,224.06462
Great Britain,50.77890,-3.54056,S6679,Upton Pyne,30000.00000,33.00000,180.00000
Great Britain,53.80840,-0.53588,S6680,Walkington,171026.31250,126.00000,350.83038
Great Britain,51.14980,-2.78214,S6681,Walton Heath,,2.00000,
Great Britain,52.05840,-0.82865,S6682,Warren Farm,254558.43750,83.00000,211.65074
Great Britain,52.22370,-1.61202,S6683,Wasperton,106066.01563,43.00000,283.09500
Great Britain,50.35210,-4.85111,S6684,Watch Hill,941541.31250,283.00000,237.10762
Great Britain,52.33180,0.96797,S6685,Wattisfield,308868.90625,55.00000,161.20406
Great Britain,52.36300,1.15076,S6686,Waveney,114236.59375,22.00000,235.00542
Great Britain,52.74270,0.74687,S6687,Weasenham,181245.68750,68.00000,126.83213
Great Britain,52.42660,-0.69388,S6688,Weekley,297741.50000,94.00000,27.91451
Great Britain,54.99480,-1.93748,S6690,Well House Farm,618465.87500,153.00000,306.21783
Great Britain,52.34150,-0.56720,S6691,West Cotton,129034.88281,40.00000,23.62898
Great Britain,51.41580,-1.83750,S6692,West Overton,907964.75000,152.00000,184.76590
Great Britain,51.64000,-4.86000,S6693,Freshwater West,0.00000,0.00000,0.00000
Great Britain,54.02540,-0.56490,S6694,Wetwang Slack,977880.37500,61.00000,122.63431
Great Britain,53.24320,-1.23417,S6695,Whaley Rockshelter,616644.12500,115.00000,263.04547
