"BoneID","Measurement",PrimaryKey,Value
"B1041","Loc/47",1,255
"B1041","LD/46",3,60.3
"B1041","GD/45",4,76
"B1042","Loc/47",8,290
"B1042","BC/44",9,208
"B1042","LD/46",10,59.3
"B1042","GD/45",11,67.4
"B1043","Loc/47",15,327
"B1043","BC/44",16,258
"B1043","LD/46",17,70
"B1043","GD/45",18,86.5
"B1044","Loc/47",22,325
"B1044","BC/44",23,210
"B1044","LD/46",24,58.1
"B1044","GD/45",25,67
"B1045","Loc/47",29,335
"B1045","BC/44",30,243
"B1045","LD/46",31,68.4
"B1045","GD/45",32,82.4
"B1046","Loc/47",36,410
"B1046","BC/44",37,245
"B1046","LD/46",38,66.1
"B1046","GD/45",39,82.8
"B1047","Loc/47",43,325
"B1047","BC/44",44,202
"B1047","LD/46",45,56.4
"B1047","GD/45",46,67
"B1048","Loc/47",50,310
"B1048","BC/44",51,220
"B1048","LD/46",52,58.3
"B1048","GD/45",53,74.5
"B1049","Loc/47",57,255
"B1049","BC/44",58,188
"B1049","LD/46",59,48
"B1049","GD/45",60,65
"B1050","Loc/47",64,250
"B1050","BC/44",65,177
"B1050","LD/46",66,49
"B1050","GD/45",67,62.1
"B1051","Loc/47",71,242
"B1051","BC/44",72,173
"B1051","LD/46",73,47
"B1051","GD/45",74,56.5
"B1052","Loc/47",78,260
"B1052","BC/44",79,187
"B1052","LD/46",80,49
"B1052","GD/45",81,62.1
"B1053","Loc/47",85,255
"B1053","BC/44",86,187
"B1053","LD/46",87,47.9
"B1053","GD/45",88,64.7
"B1054","Loc/47",92,215
"B1054","BC/44",93,150
"B1054","LD/46",94,39
"B1054","GD/45",95,50.9
"B1055","Loc/47",99,257
"B1055","BC/44",100,185
"B1055","LD/46",101,46.8
"B1055","GD/45",102,62.7
"B1056","Loc/47",106,250
"B1056","BC/44",107,183
"B1056","LD/46",108,46.7
"B1056","GD/45",109,59.6
"B1057","Loc/47",113,260
"B1057","BC/44",114,183
"B1057","LD/46",115,50
"B1057","GD/45",116,58
"B1058","Loc/47",120,180
"B1058","BC/44",121,155
"B1058","LD/46",122,40
"B1058","GD/45",123,52.7
"B1059","Loc/47",127,220
"B1059","BC/44",128,180
"B1059","LD/46",129,49
"B1059","GD/45",130,59.2
"B1060","Loc/47",134,235
"B1060","BC/44",135,163
"B1060","LD/46",136,44.1
"B1060","GD/45",137,53.5
"B1061","Loc/47",141,170
"B1061","BC/44",142,170
"B1061","LD/46",143,43.8
"B1061","GD/45",144,56.8
"B1062","Loc/47",148,225
"B1062","BC/44",149,169
"B1062","LD/46",150,42.6
"B1062","GD/45",151,58
"B1063","Loc/47",155,220
"B1063","BC/44",156,157
"B1063","LD/46",157,40.5
"B1063","GD/45",158,52.4
"B1064","Loc/47",162,256
"B1064","BC/44",163,182
"B1064","LD/46",164,44.4
"B1064","GD/45",165,64
"B1065","Loc/47",169,220
"B1065","BC/44",170,173
"B1065","LD/46",171,42.6
"B1065","GD/45",172,58.3
"B1066","Loc/47",176,240
"B1066","BC/44",177,169
"B1066","LD/46",178,40.5
"B1066","GD/45",179,58.6
"B1067","Loc/47",183,210
"B1067","BC/44",184,170
"B1067","LD/46",185,44.1
"B1067","GD/45",186,56
"B1068","HoT/40",190,43
"B1068","LPB/35",191,35.2
"B1068","GPB/34",192,60.4
"B1068","LBS/31",193,37.8
"B1068","ZB/30",194,98.1
"B1068","Hfm/28",195,14.5
"B1068","GBfm/27",196,16.5
"B1068","GBbpp/26",197,47.4
"B1068","GBoc/25",198,33.8
"B1068","BD/24",199,57.2
"B1068","GmB/23",200,58.5
"B1068","LBM2/21",201,7.6
"B1068","LBM1/20",202,13
"B1068","LCA/19",203,17.5
"B1068","GBc/18a",204,9.9
"B1068","LC/18",205,18.5
"B1068","LPr/17",206,48.1
"B1068","LMr/16",207,18.2
"B1068","Lct/15",208,63.5
"B1068","LhpM/14a",209,31.6
"B1068","LhP/14",210,32.2
"B1068","UnL/7",211,82.7
"B1068","BA/4",212,43.5
"B1069","LBM2/21",224,10.9
"B1069","LBM1/20",225,16
"B1070","LCA/19",237,22.6
"B1070","LC/18",238,50.8
"B1070","Lct/15",239,9
"B1070","LhP/14",240,21.1
"B1070","MpL/13",241,21.8
"B1070","sL/12",242,32.7
"B1070","LB/11",243,36.9
"B1070","GLn/10",244,35.7
"B1070","FL/9",245,67.3
"B1070","VL/8",246,71.1
"B1070","UnL/7",247,75.1
"B1070","NL/114",248,114
"B1070","Ba/5",249,107.8
"B1070","BA/4",250,111.4
"B1070","BL/3",251,124.1
"B1070","CL/2",252,130.3
"B1070","TL/1",253,128.3
"B1071","Lct/15",262,6.6
"B1414","Bd",282,48.54
"B1414","Dd",283,28.73
"B1415","Bd",289,40.77
"B1415","BFp",290,39.17
"B1415","Bp",291,43.78
"B1415","GL",293,44.87
"B1415","SD",294,37.76
"B1416","Bfcd",296,26.07
"B1416","Bfcr",297,33.33
"B1416","GB",298,59.27
"B1416","GL",299,28.27
"B1417","Bfcr",301,23.05
"B1418","Bd",302,23.5
"B1419","Bd",308,23.55
"B1420","Bd",314,6.22
"B1420","GL",315,48.3
"B1421","LAR",316,16.72
"B1422","LAR",318,16.77
"B1423","BG",320,12.37
"B1423","GLP",321,21.38
"B1423","SLC",322,18.01
"B1424","Bp",325,25.84
"B1425","DPA",330,17.68
"B1426","Bd",336,11.82
"B1426","GL",337,96.08
"B1427","Bd",338,10.69
"B1427","GL",339,96.74
"B1430","Bp",351,63.96
"B1433","LBM1/20",402,62.3
"B1433","LPR",422,32.1
"B1433","LMR",423,32
"B1434","LBM1/20",425,62.1
"B1434","LPR",445,32
"B1434","LMR",446,32
"B1436","Dl",452,46.2
"B1436","GLl",453,80.8
"B1436","GLm",454,75.67
"B1437","Dl",459,45.4
"B1437","GLl",460,80.21
"B1437","GLm",461,74.88
"B1438","Bp",466,74.05
"B1439","Bd",471,70.91
"B1440","Bp",476,55.33
"B1441","Bd",482,31.11
"B1441","Bp",483,34.4
"B1441","GLpe",484,66.93
"B1441","SD",485,29.29
"B1442","Bd",488,30.94
"B1442","Bp",489,34.97
"B1442","GLpe",490,67.6
"B1442","SD",491,29.55
"B1443","Bd",494,30.8
"B1443","Bp",495,34.86
"B1443","GLpe",496,50.3
"B1443","SD",497,28.24
"B1444","Bp",501,81.3
"B1445","Bp",507,40.45
"B1445","GL",508,193.6
"B1445","SD",509,20.1
"B1446","BFp",513,63.41
"B1446","Bp",514,68.17
"B1447","Bp",519,50.6
"B1448","Bp",522,30.8
"B1449","Bp",525,41.7
"B1450","Bp",528,15.7
"B1451","GB",531,46.2
"B1452","BF",532,40.3
"B1453","BF",535,47
"B1453","GB",536,79.7
"B1453","GL",537,70
"B1453","Ld",538,50
"B1453","LF",539,26.05
"B1454","BG",542,42
"B1454","GLP",543,35.5
"B1454","LG",544,53
"B1454","SLC",545,61.2
"B1457","Bd",547,69
"B1457","Dd",548,40
"B1458","LA",554,96
"B1458","LAR",555,93.5
"B1459","BG",556,59.5
"B1459","SLC",557,65.5
"B1460","GLP",561,73
"B1460","LG",562,70
"B1460","SLC",563,69
"B1461","Bd",566,43
"B1461","Dl",567,39
"B1461","Dm",568,35.5
"B1461","GLl",569,71.5
"B1461","GLm",570,65
"B1462","Bd",574,37.5
"B1462","Dl",575,36
"B1462","GLl",576,67.5
"B1462","GLm",577,62.5
"B1463","Dl",581,37
"B1463","GLl",582,66.5
"B1464","GLl",588,62
"B1465","Bd",594,39.5
"B1466","Bd",601,40.5
"B1466","Dl",602,36.5
"B1466","Dm",603,32.5
"B1466","GLl",604,65.5
"B1466","GLm",605,59
"B1467","GLm",609,62
"B1468","Bd",615,39
"B1468","Dl",616,35.5
"B1468","GLl",618,60.5
"B1468","GLm",619,57
"B1469","Bd",623,40
"B1469","Dl",624,36
"B1469","Dm",625,31
"B1469","GLl",626,67.5
"B1469","GLm",627,60.5
"B1470","Bd",631,46
"B1470","GLl",632,68.5
"B1470","GLm",633,61.5
"B1471","Bd",637,39.5
"B1472","Dl",638,36
"B1471","GLl",640,67.5
"B1472","Bd",645,39
"B1472","GLl",647,65
"B1472","GLm",648,59
"B1474","Bd",652,42
"B1474","Dl",653,38
"B1474","GLl",655,67.5
"B1475","Bd",660,40.5
"B1475","Dl",661,37
"B1475","GLl",662,65
"B1475","GLm",663,62.5
"B1475","Dm",668,32.5
"B1476","Bd",675,47
"B1476","Dl",676,40
"B1476","Dm",677,37.5
"B1476","GLl",678,71
"B1476","GLm",679,66
"B1477","Bd",683,39
"B1477","Dl",684,36
"B1477","Dm",685,33
"B1477","GLl",686,64
"B1477","GLm",687,59
"B1478","Bd",691,37
"B1478","Dl",692,34
"B1478","Dm",693,30
"B1478","GLl",694,62
"B1478","GLm",695,56
"B1479","Bd",699,37
"B1479","Dl",700,35
"B1479","GLl",701,62
"B1479","GLm",702,58
"B1480","GL",706,125
"B1481","GL",708,133.5
"B1482","GB",710,42
"B1483","GB",712,49.5
"B1483","GL",713,138.5
"B1484","GB",714,50.5
"B1484","GL",715,139.5
"B1485","Bp",716,111
"B1486","BT",721,77.5
"B1486","SD",722,33.5
"B1487","Bd",727,73
"B1487","BT",728,70
"B1488","Bd",733,91
"B1488","BT",734,85
"B1489","Bd",739,78
"B1489","BT",740,76.5
"B1489","SD",741,38
"B1490","Bd",745,88
"B1490","BT",746,83
"B1490","SD",747,43
"B1491","SD",751,41.5
"B1492","Bd",757,82.5
"B1492","BT",758,81.5
"B1492","SD",759,36
"B1493","Bd",763,85
"B1493","BT",764,80
"B1493","SD",765,41
"B1494","Bd",769,89
"B1494","BT",770,76
"B1495","SD",775,32
"B1496","BT",781,76
"B1496","SD",782,35.5
"B1497","Bd",787,89.5
"B1497","BT",788,79
"B1498","Bd",793,78
"B1498","BT",794,74.5
"B1498","SD",795,33.5
"B1499","Bd",799,74.5
"B1499","BT",800,67
"B1499","SD",801,34
"B1500","BT",805,75
"B1501","Bd",811,56.5
"B1501","Dd",812,32
"B1502","Bp",817,62.5
"B1502","Dp",818,39
"B1502","SD",819,34
"B1503","Bp",823,48.5
"B1503","Dp",824,29
"B1504","Bp",829,52
"B1505","Bp",834,48.5
"B1505","Dp",835,44.5
"B1506","Bd",841,60.5
"B1507","Dd",847,31.5
"B1507","SD",848,25
"B1508","Bd",854,51
"B1509","Bd",860,51.5
"B1509","Dd",861,30.5
"B1510","Bd",867,60
"B1510","Dd",868,32
"B1511","Bd",874,52.5
"B1511","Dd",875,31.5
"B1512","Bd",881,63
"B1512","Dd",882,30
"B1512","SD",883,32
"B1513","Bd",888,52
"B1513","Dd",889,34
"B1514","Dd",895,30
"B1514","SD",896,25
"B1515","Bd",902,61
"B1515","Bp",903,45
"B1515","Dp",904,44
"B1516","Bd",909,66.5
"B1516","Dd",910,33
"B1517","Dd",916,34.5
"B1518","Bp",923,44
"B1518","Dp",924,44
"B1519","LA",930,68
"B1520","Bd",932,29
"B1520","GLpe",933,62.5
"B1520","SD",934,28
"B1521","GLpe",939,39.5
"B1522","Bd",946,26.5
"B1522","GLpe",947,57
"B1523","Bd",953,27
"B1523","Bp",954,30
"B1523","GLpe",955,57.5
"B1523","SD",956,25
"B1524","Bp",959,28.5
"B1524","SD",960,25
"B1525","Bd",965,26
"B1525","SD",966,23
"B1526","Bp",972,27.5
"B1526","SD",973,22.5
"B1527","Bd",979,25.5
"B1527","Bp",980,28.5
"B1527","GLpe",981,57.5
"B1527","SD",982,23
"B1528","Bd",986,21
"B1528","SD",987,21
"B1529","Bd",993,28
"B1529","Bp",994,34.5
"B1529","GL",995,38
"B1529","SD",996,27
"B1530","Bd",1000,79.5
"B1530","BFd",1001,67.5
"B1531","Bd",1006,71.5
"B1531","BFd",1007,64
"B1532","BFp",1012,69.5
"B1532","Bp",1013,76
"B1533","BFp",1018,71
"B1533","Bp",1019,80.5
"B1534","Bd",1024,71.5
"B1534","BFd",1025,64
"B1535","Bd",1030,77
"B1536","BFp",1036,71
"B1536","Bp",1037,75.5
"B1537","BFp",1042,70.5
"B1537","Bp",1043,77
"B1538","SD",1048,40
"B1539","BFp",1054,71.5
"B1539","Bp",1055,78
"B1540","BG",1060,44.5
"B1540","GLP",1061,63
"B1540","LG",1062,55.5
"B1540","SLC",1063,52
"B1541","BG",1065,41
"B1541","GLP",1066,55
"B1541","LG",1067,48.5
"B1541","SLC",1068,44
"B1542","BG",1070,43
"B1542","GLP",1071,63.5
"B1542","LG",1072,51
"B1542","SLC",1073,50
"B1543","BG",1075,52
"B1543","LG",1076,51.5
"B1543","SLC",1077,52
"B1544","LG",1080,49
"B1545","Bd",1084,59
"B1545","Dd",1085,46
"B1546","Bd",1090,57
"B1546","Dd",1091,42.5
"B1547","Bd",1096,62
"B1547","Dd",1097,45.5
"B1548","Bd",1102,64.5
"B1548","Dd",1103,48
"B1549","Bd",1108,59
"B1549","Dd",1109,44
"B1549","SD",1110,35
"B1550","Bd",1114,59.5
"B1550","Dd",1115,46
"B1551","Bd",1120,59.5
"B1551","Dd",1121,47
"B1552","Bd",1126,67.5
"B1552","Dd",1127,50.5
"B1553","BPC",1133,47
"B1554","BPC",1138,48
"B1554","DPA",1139,67
"B1554","SDO",1140,55.5
"B1555","BPC",1145,38
"B1555","SDO",1146,47
"B1556","BPC",1151,47.5
"B1557","LAR",1156,20.5
"B1558","Bd",1158,42
"B1559","Bd",1163,40
"B1559","BT",1164,29
"B1559","SD",1165,16.5
"B1560","Bd",1169,42.5
"B1560","BT",1170,34.5
"B1561","GB",1175,20
"B1562","Bd",1177,13.5
"B1562","Bp",1178,15.5
"B1562","Dp",1179,14.5
"B1562","GL",1180,20.5
"B1562","SD",1181,12
"B1563","Bd",1184,14
"B1563","Bp",1185,16
"B1563","Dp",1186,14.5
"B1563","GL",1187,22
"B1563","SD",1188,13
"B1564","Bp",1191,29.5
"B1565","SLC",1197,26.5
"B1566","BG",1202,28
"B1566","SLC",1203,30.5
"B1567","Bd",1207,34.5
"B1567","Dd",1208,30
"B1568","BPC",1213,25
"B1569","Dl",1218,29
"B1569","Dm",1219,29
"B1569","GLl",1220,51.5
"B1569","GLm",1221,48
"B1570","GLm",1226,45.5
"B1571","GB",1232,27
"B1571","GL",1233,97.5
"B1572","Bd",1234,57.5
"B1572","BT",1235,48
"B1573","Bd",1240,22
"B1574","Bd",1242,22
"B1574","Bp",1243,20
"B1574","GL",1244,99.5
"B1575","Bd",1245,20
"B1575","Bp",1246,21.5
"B1575","GLpe",1247,47
"B1575","SD",1248,17
"B1576","Bd",1252,20
"B1576","Bp",1253,21.5
"B1576","GLpe",1254,47
"B1576","SD",1255,17
"B1577","Bd",1259,17
"B1577","Bp",1260,21
"B1577","SD",1261,16.5
"B1578","Bd",1266,16.5
"B1578","Bp",1267,20.5
"B1578","SD",1268,17
"B1579","MBS",1273,37
"B1579","DLS",1274,15.5
"B1580","BG",1278,36
"B1580","GLP",1279,50.5
"B1580","LG",1280,40
"B1580","SLC",1281,34
"B1581","Bd",1283,30
"B1581","Dd",1284,32
"B1581","SD",1285,25
"B1985","Dd",1290,45.8
"B1985","Bd",1293,67.7
"B1986","GLl",1298,63.2
"B1987","GLpe",1302,35.1
"B1987","SD",1303,24
"B1987","Bp",1304,28.4
"B1988","GL",1307,299
"B1988","BFd",1308,59.5
"B1988","BFp",1309,71.5
"B1988","SD",1310,36.5
"B1988","Bp",1311,78.5
"B1988","Bd",1312,72
"B1989","Dd",1314,45.5
"B1989","Bd",1317,74.4
"B1990","Dp",1318,37.2
"B1990","BFp",1319,48.3
"B1990","GL",1320,79.3
"B1990","SD",1322,31.7
"B1990","Bp",1323,54.2
"B1990","Bd",1324,43
"B1991","GL",1327,80
"B1991","SD",1329,30.8
"B1992","Dp",1332,33.7
"B1992","BFp",1333,47.5
"B1992","GL",1334,84.3
"B1992","SD",1336,32.7
"B1992","Bp",1337,51.8
"B1992","Bd",1338,42.8
"B1993","Dp",1339,33.3
"B1993","BFp",1340,43.5
"B1993","SD",1342,44.1
"B1993","Bp",1343,53.6
"B1993","Bd",1344,46
"B1993","GL",1345,49.8
"B1995","Ld",1346,55.4
"B1995","BF",1347,54.2
"B1995","LF",1348,27.2
"B1998","SLC",1351,48.5
"B1998","GLP",1352,65.7
"B1998","BG",1353,45.8
"B1998","LG",1354,55.3
"B1999","GL",1355,194
"B1999","SD",1356,27.1
"B1999","Bp",1357,57.6
"B1999","Bd",1358,54.7
"B2000","Dd",1360,42.3
"B2000","Bd",1363,56.6
"B2001","Dm",1365,31.8
"B2001","Dl",1366,32
"B2001","GLm",1367,52.4
"B2001","GLl",1368,58.2
"B2001","Bd",1369,36.4
"B2002","GB",1370,52.6
"B2003","SD",1374,30.3
"B2003","Bd",1376,53.1
"B2004","Bd",1382,49.5
"B2005","Dp",1383,41.7
"B2005","SD",1386,25.1
"B2005","Bp",1387,42.8
"B2006","Dp",1389,48.6
"B2006","GL",1391,238.5
"B2006","SD",1392,30.8
"B2006","Bp",1393,51.8
"B2006","Bd",1394,59.3
"B2007","SD",1398,24.2
"B2007","Bd",1400,50.8
"B2008","GLpe",1404,51.7
"B2008","SD",1405,19.6
"B2008","Bp",1406,23.7
"B2008","Bd",1407,26
"B2009","GLpe",1411,57.2
"B2009","SD",1412,19.8
"B2009","Bp",1413,25.7
"B2009","Bd",1414,24
"B2010","GLpe",1418,61.3
"B2010","SD",1419,28.9
"B2010","Bp",1420,34.8
"B2010","Bd",1421,32.8
"B2011","GLpe",1425,49.8
"B2011","SD",1426,22
"B2011","Bp",1427,25.4
"B2011","Bd",1428,24.4
"B2012","GLpe",1432,58.4
"B2012","SD",1433,22.7
"B2012","Bd",1435,26
"B2013","SD",1439,23.1
"B2013","Bp",1440,28
"B2013","Bd",1441,25.2
"B2013","GLpe",1442,34.9
"B2014","SD",1446,23.2
"B2014","Bp",1447,29.2
"B2014","Bd",1448,26.9
"B2014","GLpe",1449,36.6
"B2015","SD",1453,20.5
"B2015","Bp",1454,25.4
"B2015","Bd",1455,22.1
"B2015","GLpe",1456,36.3
"B2016","LPR",1477,54.5
"B2017","H",1481,46
"B2017","Bfcd",1482,47.1
"B2017","Bfcr",1483,53.3
"B2018","Bp",1488,25.6
"B2019","LAR",1490,33.1
"B2020","LAR",1492,28.1
"B2021","DC",1497,27
"B2022","Dd",1500,26.5
"B2022","Bd",1503,28.7
"B2023","Dd",1505,24.5
"B2023","Bd",1508,29.9
"B2024","GLpe",1512,34.8
"B2024","SD",1513,12.2
"B2024","Bp",1514,14.9
"B2024","Bd",1515,13.8
"B2025","SD",1519,12.1
"B2025","Bp",1520,15.2
"B2025","Bd",1521,12.2
"B2025","GL",1522,22.3
"B2026","Bd",1523,38.13
"B2026","Dl",1524,35.82
"B2026","GLl",1525,63.68
"B2026","GLm",1526,57.44
"B2027","Bd",1530,42.67
"B2027","Dl",1531,37.3
"B2027","GLl",1532,66.39
"B2027","GLm",1533,60.29
"B2028","GL",1537,128.38
"B2029","DC",1539,40.16
"B2030","Bd",1545,72.69
"B2030","BT",1546,70.65
"B2031","LMR",1552,94.25
"B2031","LPMR",1553,50.33
"B2032","LMR",1576,93.29
"B2032","LPMR",1577,51.14
"B2033","LPMR",1600,52.16
"B2034","LMR",1624,91.09
"B2034","LPMR",1625,51.5
"B2035","LMR",1648,82.29
"B2036","LMR",1671,93.06
"B2037","Bp",1694,62.94
"B2038","Bd",1699,53.57
"B2038","Dd",1700,29.94
"B2039","Bp",1705,57.02
"B2040","Bp",1710,53.19
"B2041","Bd",1715,54.13
"B2041","Dd",1716,30.85
"B2042","Bp",1722,48.49
"B2043","Bd",1728,62.69
"B2043","Dd",1729,34.19
"B2044","GL",1735,71.99
"B2045","LA",1737,68.29
"B2046","Bd",1739,27.2
"B2046","Bp",1740,29.61
"B2046","SD",1741,25.41
"B2047","Bp",1746,32.49
"B2047","GLpe",1747,57.65
"B2047","SD",1748,26.01
"B2048","Bd",1752,32.42
"B2048","Bp",1753,35.03
"B2048","GLpe",1754,61.83
"B2048","SD",1755,29.22
"B2049","Bp",1758,29.14
"B2049","GLpe",1759,54.71
"B2049","SD",1760,22.96
"B2050","Bd",1764,26.74
"B2050","Bp",1765,28.46
"B2050","GLpe",1766,53.49
"B2050","SD",1767,22.29
"B2051","Bd",1770,26.41
"B2051","Bp",1771,28.73
"B2052","Bd",1776,25.82
"B2052","Bp",1777,29.21
"B2052","GLpe",1778,54.12
"B2052","SD",1779,23.95
"B2053","Bd",1782,32.85
"B2053","Bp",1783,32.88
"B2053","GLpe",1784,63.25
"B2053","SD",1785,28.2
"B2054","Bd",1788,33.86
"B2054","Bp",1789,36.34
"B2054","GLpe",1790,63.28
"B2054","SD",1791,30.06
"B2055","Bd",1794,26.56
"B2055","Bp",1795,30.86
"B2055","GLpe",1796,59.26
"B2055","SD",1797,23.85
"B2056","Bd",1800,24.16
"B2056","Bp",1801,26.58
"B2056","GLpe",1802,57.21
"B2056","SD",1803,21.92
"B2057","Bd",1807,27.45
"B2057","Bp",1808,26.69
"B2057","GLpe",1809,58.03
"B2057","SD",1810,22.86
"B2058","Bd",1814,24.6
"B2058","Bp",1815,27.39
"B2058","GLpe",1816,58.47
"B2058","SD",1817,23.13
"B2059","Bd",1821,23.78
"B2059","Bp",1822,26.59
"B2059","GLpe",1823,54.69
"B2059","SD",1824,21.23
"B2060","Bd",1828,28.83
"B2060","Bp",1829,27.16
"B2060","GLpe",1830,55.01
"B2060","SD",1831,21.45
"B2061","Bd",1835,25.1
"B2061","Bp",1836,24.82
"B2061","GLpe",1837,55.27
"B2061","SD",1838,22.38
"B2062","Bd",1842,24.44
"B2062","Bp",1843,27.73
"B2062","GLpe",1844,33.56
"B2062","SD",1845,22.04
"B2063","Bd",1849,30.07
"B2063","Bp",1850,32.74
"B2063","GLpe",1851,41.7
"B2063","SD",1852,26.78
"B2064","Bd",1856,29.98
"B2064","Bp",1857,32.84
"B2064","GLpe",1858,41.41
"B2064","SD",1859,26.95
"B2065","Bd",1863,22.78
"B2065","Bp",1864,26.53
"B2065","GLpe",1865,34.86
"B2065","SD",1866,19.87
"B2066","Bd",1870,31.16
"B2066","Bp",1871,33.64
"B2066","SD",1872,27.65
"B2067","Bd",1877,22.31
"B2067","Bp",1878,26.71
"B2067","GLpe",1879,36.43
"B2067","SD",1880,20.52
"B2068","Bd",1884,21.64
"B2068","Bp",1885,26.28
"B2068","GLpe",1886,36.31
"B2068","SD",1887,19.67
"B2069","Bd",1891,22.13
"B2069","Bp",1892,27.31
"B2069","GLpe",1893,37.13
"B2069","SD",1894,21.65
"B2070","Bd",1898,25.63
"B2070","Bp",1899,31.79
"B2070","GLpe",1900,42.72
"B2070","SD",1901,26.62
"B2071","Bd",1905,21.62
"B2071","Bp",1906,25.34
"B2071","GLpe",1907,35.5
"B2071","SD",1908,19.3
"B2072","DLS",1912,79.09
"B2072","Ld",1913,59.86
"B2072","MBS",1914,27.35
"B2073","DLS",1917,91.67
"B2073","Ld",1918,67.37
"B2073","MBS",1919,27.4
"B2074","DLS",1922,74.78
"B2074","Ld",1923,53.33
"B2074","MBS",1924,22.46
"B2075","DLS",1927,69.43
"B2075","Ld",1928,53.81
"B2075","MBS",1929,21.33
"B2076","Bp",1932,78.47
"B2077","BFp",1938,70.3
"B2077","Bp",1939,76.07
"B2078","Bfcr",1944,51.44
"B2079","Bfcr",1949,58.31
"B2080","SLC",1954,47.05
"B2081","Bd",1959,53.45
"B2082","Bd",1964,63.81
"B2083","Bd",1969,61.94
"B2084","BPC",1974,46.47
"B2084","SDO",1975,48.8
"B2085","BPC",1980,41.84
"B2086","BPC",1985,44.01
"B2087","Bd",1990,10.22
"B2087","Bp",1991,12.37
"B2087","GLpe",1992,21.37
"B2087","SD",1993,10.05
"B2088","Bd",1997,9.89
"B2088","Bp",1998,12.04
"B2088","GLpe",1999,21.01
"B2088","SD",2000,10.25
"B2089","Bd",2004,18.59
"B2089","Dl",2005,16.09
"B2089","GLl",2006,27.86
"B2089","GLm",2007,26.82
"B2090","Bd",2011,30.95
"B2090","BT",2012,28.09
"B2091","Bd",2017,29.87
"B2091","BFp",2018,29.4
"B2091","Bp",2019,31.75
"B2091","GL",2020,166.25
"B2091","SD",2021,17.4
"B2092","Bd",2023,32.18
"B2092","BFp",2024,30.31
"B2092","Bp",2025,32.92
"B2092","GL",2026,169.08
"B2092","SD",2027,18.12
"B2093","BG",2029,21.28
"B2093","GLP",2030,36.06
"B2093","LG",2031,27.59
"B2093","SLC",2032,21.36
"B2094","Bd",2034,27.5
"B2095","GLl",2039,43.77
"B2095","GLm",2040,41.25
"B2096","GLl",2045,39.18
"B2096","GLm",2046,35.63
"B2097","GLl",2051,36.91
"B2097","GLm",2052,34.44
"B2098","Bp",2057,17.13
"B2099","Bp",2060,18.03
"B2100","Bp",2063,17.69
"B2101","Bp",2066,13.56
"B2102","SD",2070,30.7
"B2103","Bp",2077,61.2
"B2104","Bp",2082,62.7
"B2105","SD",2085,30
"B2105","Bd",2088,50.8
"B2106","SD",2090,32.6
"B2106","Bd",2093,59.3
"B2107","Bp",2097,53.5
"B2107","Bd",2098,65.6
"B2108","SD",2102,40
"B2108","BT",2103,88.1
"B2109","DC",2108,61.2
"B2111","Bd",2112,69.1
"B2113","Ld",2115,47.1
"B2113","DLS",2118,53.6
"B2113","MBS",2119,15.9
"B2114","GB",2120,65.3
"B2114","GL",2121,70.5
"B2115","Dm",2123,39.2
"B2115","Dl",2124,41.3
"B2115","GLm",2125,62
"B2115","GLl",2126,67.2
"B2115","Bd",2127,47.1
"B2116","Dm",2129,34.4
"B2116","Dl",2130,34.3
"B2116","GLm",2131,56.1
"B2116","GLl",2132,60.6
"B2116","Bd",2133,38
"B2117","Dm",2135,41.4
"B2117","Dl",2136,39.7
"B2117","GLm",2137,67
"B2117","GLl",2138,71.9
"B2117","Bd",2139,47
"B2118","GL",2141,111.7
"B2119","SD",2146,22.3
"B2119","Bd",2148,25.7
"B2120","GLpe",2152,55
"B2120","SD",2153,22.2
"B2120","Bp",2154,26.8
"B2120","Bd",2155,25.5
"B2121","GLpe",2158,32.7
"B2121","SD",2159,21.9
"B2121","Bp",2160,27.4
"B2122","GLpe",2165,48.1
"B2122","SD",2166,26.1
"B2122","Bp",2167,33.5
"B2122","Bd",2168,27.2
"B2123","GLpe",2172,41.3
"B2123","SD",2173,25.9
"B2123","Bp",2174,31.9
"B2123","Bd",2175,24.1
"B2124","GLpe",2179,25.2
"B2124","SD",2180,18.3
"B2124","Bp",2181,25.1
"B2124","Bd",2182,17.5
"B2125","Dm",2185,43.1
"B2125","Dl",2186,44.2
"B2125","GLm",2187,74
"B2125","GLl",2188,80.6
"B2125","Bd",2189,51.6
"B2126","GLpe",2193,81.9
"B2126","SD",2194,35.3
"B2126","Bp",2195,36.7
"B2126","Bd",2196,24.9
"B2128","Bp",2200,68.2
"B2129","Bp",2205,62
"B2130","Bd",2211,56.4
"B2131","Bp",2215,57
"B2132","Dp",2217,46.9
"B2132","GL",2219,223.1
"B2132","SD",2220,28.6
"B2132","Bp",2221,48.9
"B2133","Dp",2223,42.5
"B2133","SD",2226,26.3
"B2133","Bp",2227,42.6
"B2134","Dp",2229,46.5
"B2134","SD",2232,26.5
"B2134","Bp",2233,48.8
"B2135","Dp",2235,46.6
"B2135","SD",2238,27
"B2135","Bp",2239,45.8
"B2137","BT",2245,74.8
"B2138","BT",2251,74.1
"B2139","BT",2257,87.3
"B2140","BT",2263,75.8
"B2141","SD",2268,36.7
"B2141","BT",2269,73.9
"B2142","BT",2275,71.7
"B2142","Bd",2276,75.8
"B2143","SD",2280,39.9
"B2143","BT",2281,88.3
"B2144","BT",2287,86
"B2145","SD",2292,39.7
"B2145","Bp",2293,83.2
"B2146","Bd",2300,70.7
"B2147","BFp",2303,83.7
