"BoneID","Measurement",PrimaryKey,Value
"B12680","Bd",54120,52.7
"B12681","BPC",54125,43.1
"B12681","SDO",54126,47.9
"B12681","LO",54127,89.4
"B12681","DPA",54128,55.9
"B12682","BPC",54132,45.1
"B12683","GLl",54137,23.8
"B12684","GLl",54146,23.1
"B12685","GLl",54155,23.3
"B12686","GLl",54164,23.8
"B12687","GLl",54173,23.5
"B12688","GLl",54182,23.7
"B12689","GLl",54191,23.5
"B12690","Bfcd",54200,28
"B12690","Bfcr",54201,36.1
"B12690","H",54202,24.5
"B12691","Bfcd",54204,28
"B12691","Bfcr",54205,35.5
"B12691","GB",54206,70.9
"B12691","H",54207,25.4
"B12692","Bfcr",54208,35.9
"B12692","H",54209,26.9
"B12693","Bfcd",54212,30.5
"B12693","Bfcr",54213,39.3
"B12693","GB",54214,79.4
"B12693","H",54215,29.4
"B12694","Bfcd",54216,30.2
"B12694","Bfcr",54217,35.6
"B12694","H",54218,26.5
"B12695","Bfcd",54220,28.7
"B12695","Bfcr",54221,35.8
"B12695","GB",54222,64.7
"B12695","H",54223,23.4
"B12696","Bfcd",54224,28.7
"B12696","Bfcr",54225,35.8
"B12696","GB",54226,64.7
"B12696","H",54227,23.4
"B12697","Bfcd",54228,27.8
"B12697","Bfcr",54229,34.9
"B12697","GB",54230,56.4
"B12697","H",54231,23.8
"B12698","Bfcd",54232,27.8
"B12698","Bfcr",54233,34.9
"B12698","GB",54234,56.4
"B12698","H",54235,23.8
"B12699","Bfcr",54236,33.9
"B12699","H",54237,23
"B12700","Bfcd",54240,31.5
"B12700","Bfcr",54241,40.9
"B12700","GB",54242,77.6
"B12700","H",54243,29.7
"B12701","Bfcr",54244,33
"B12701","H",54245,24
"B12702","GB",54248,16.1
"B12702","GL",54249,36.8
"B12703","GB",54250,15
"B12703","GL",54251,37.5
"B12704","GB",54252,16.4
"B12704","GL",54253,36.9
"B12705","GB",54254,16.8
"B12705","GL",54255,39.1
"B12706","GB",54256,17.5
"B12706","GL",54257,39.2
"B12707","GB",54258,17.4
"B12707","GL",54259,37.8
"B12708","GB",54260,17
"B12708","GL",54261,39.2
"B12709","GL",54262,43
"B12710","GB",54264,18.8
"B12710","GL",54265,43.7
"B12711","GB",54266,14.8
"B12711","GL",54267,37.3
"B12712","Bd",54268,28.1
"B12712","Bp",54269,34.3
"B12712","GLC",54270,155.8
"B12712","SD",54271,12.5
"B12712","DC",54272,17
"B12713","Bd",54274,27.9
"B12713","SD",54275,12.5
"B12714","Bd",54280,30.9
"B12714","Bp",54281,38.2
"B12714","GLC",54282,182.2
"B12714","SD",54283,12.6
"B12714","DC",54284,18.6
"B12715","Bd",54286,27.6
"B12715","Bp",54287,32.2
"B12715","GLC",54288,151.7
"B12715","SD",54289,11.5
"B12715","DC",54290,15.9
"B12716","Bd",54292,27.2
"B12716","Bp",54293,32.4
"B12716","GLC",54294,151.6
"B12716","SD",54295,11.5
"B12716","DC",54296,15.9
"B12717","Bd",54298,29.2
"B12717","SD",54299,11.6
"B12718","Bd",54304,28.2
"B12718","Bp",54305,34.7
"B12718","GLC",54306,154.5
"B12718","SD",54307,11.7
"B12718","DC",54308,17.2
"B12719","Bd",54310,31.1
"B12719","Bp",54311,39.4
"B12719","GLC",54312,182.7
"B12719","SD",54313,12.8
"B12719","DC",54314,18.5
"B12720","Bd",54316,29.1
"B12720","Bp",54317,34.6
"B12720","GLC",54318,159.5
"B12720","SD",54319,12.1
"B12720","DC",54320,17.5
"B12721","Bd",54322,28.8
"B12721","SD",54323,12
"B12722","Bd",54328,29.9
"B12722","SD",54329,12.6
"B12723","Bp",54334,32.9
"B12723","DC",54335,15.8
"B12724","SD",54339,10.8
"B12725","Bd",54345,29.5
"B12725","Bp",54346,34.9
"B12725","GLC",54347,166.2
"B12725","SD",54348,13.4
"B12725","DC",54349,17.6
"B12726","DC",54351,16.7
"B12727","Bp",54356,26.7
"B12728","Bd",54361,29.1
"B12728","GL",54362,144.2
"B12728","GLC",54363,139.5
"B12728","SD",54364,11
"B12728","Dp",54365,37
"B12729","Dp",54369,37.3
"B12730","Bd",54376,28.5
"B12730","GL",54377,140.1
"B12730","GLC",54378,135.2
"B12730","SD",54379,10.3
"B12730","Dp",54380,35.4
"B12731","Bd",54384,28.5
"B12731","GL",54385,141.6
"B12731","GLC",54386,136.9
"B12731","SD",54387,10.5
"B12731","Dp",54388,35.2
"B12732","Bd",54392,29.8
"B12732","GL",54393,144.7
"B12732","GLC",54394,140.3
"B12732","SD",54395,11.2
"B12733","Bd",54399,29.7
"B12733","GL",54400,144.4
"B12733","GLC",54401,139.8
"B12733","SD",54402,11.3
"B12733","Dp",54403,37.7
"B12734","Bd",54407,32.9
"B12734","GL",54408,168.7
"B12734","GLC",54409,162.1
"B12734","SD",54410,12.9
"B12735","Bd",54414,27.8
"B12736","Bd",54420,28.1
"B12736","GL",54421,142.3
"B12736","GLC",54422,137.9
"B12736","SD",54423,10.4
"B12736","Dp",54424,35
"B12737","Bd",54428,27.8
"B12737","GL",54429,142.8
"B12737","GLC",54430,138.2
"B12737","SD",54431,10.9
"B12737","Dp",54432,34.4
"B12738","Dp",54436,32.8
"B12739","Bd",54443,6.8
"B12739","GL",54444,53.1
"B12740","Bd",54448,6.9
"B12740","GL",54449,52.8
"B12741","Bd",54453,6.5
"B12741","GL",54454,53
"B12742","Bd",54458,6.4
"B12742","GL",54459,48.2
"B12743","Bd",54463,7.2
"B12743","GL",54464,54.9
"B12744","Bd",54468,6.3
"B12744","GL",54469,53.5
"B12745","Bd",54473,9.7
"B12745","GL",54474,45.8
"B12746","GL",54478,20.5
"B12747","Bd",54483,7.3
"B12747","GL",54484,55.5
"B12748","Bd",54488,11.2
"B12748","GL",54489,52.8
"B12749","GL",54493,20.1
"B12750","Bd",54498,7.5
"B12750","GL",54499,50.4
"B12751","Bd",54503,7.3
"B12751","GL",54504,50.4
"B12752","Bd",54508,7
"B12752","GL",54509,56.9
"B12753","Bd",54513,7
"B12753","GL",54514,64.7
"B12754","Bd",54518,9.8
"B12754","GL",54519,47.8
"B12755","Bd",54523,6.7
"B12755","GL",54524,47.6
"B12756","Bd",54528,5.9
"B12756","GL",54529,53.5
"B12757","Bd",54533,7.6
"B12757","GL",54534,51.2
"B12758","Bd",54538,6.6
"B12758","GL",54539,46.1
"B12759","Bd",54543,6.8
"B12760","Bd",54548,11.2
"B12760","GL",54549,49.6
"B12761","Bd",54553,6.6
"B12761","GL",54554,50.2
"B12762","Bd",54558,6.2
"B12763","Bd",54563,7.2
"B12763","GL",54564,57.5
"B12764","Bd",54568,6.1
"B12764","GL",54569,58.1
"B12765","Bd",54573,6.9
"B12765","GL",54574,56.5
"B12766","Bd",54578,5.7
"B12766","GL",54579,49.7
"B12767","Bd",54584,7.5
"B12767","GL",54585,56.7
"B12768","Bd",54590,7.4
"B12768","GL",54591,58.1
"B12769","Bd",54596,9.7
"B12769","GL",54597,51.4
"B12770","Bd",54602,7.1
"B12770","GL",54603,56.6
"B12771","Bd",54608,6
"B12771","GL",54609,53.4
"B12772","Bd",54614,6.5
"B12773","Bd",54620,7.9
"B12773","GL",54621,60.3
"B12774","Bd",54626,7.4
"B12774","GL",54627,61.8
"B12775","Bd",54632,9.4
"B12775","GL",54633,55.4
"B12776","Bd",54638,9.6
"B12776","GL",54639,55.5
"B12777","Bd",54644,7.4
"B12777","GL",54645,69.1
"B12778","Bd",54650,6.2
"B12778","GL",54651,52.4
"B12779","Bd",54656,6.9
"B12780","Bd",54662,6.4
"B12781","Bd",54668,8.1
"B12781","GL",54669,58.9
"B12782","Bd",54674,8.1
"B12782","GL",54675,62.7
"B12783","Bd",54680,7.4
"B12783","GL",54681,60.7
"B12784","Bd",54686,9.5
"B12784","GL",54687,56.9
"B12785","Bd",54692,9.8
"B12785","GL",54693,54.7
"B12786","GL",54698,57.8
"B12787","Bd",54704,7.3
"B12787","GL",54705,60.5
"B12788","Bd",54710,8.8
"B12788","GL",54711,67.6
"B12789","GL",54716,63
"B12790","Bd",54722,7.8
"B12790","GL",54723,57.6
"B12791","Bd",54728,6.7
"B12791","GL",54729,56
"B12792","Bd",54734,7.3
"B12793","LAR",54740,19.7
"B12794","LAR",54742,19.8
"B12795","LAR",54744,18.6
"B12796","LAR",54746,19.7
"B12797","LAR",54748,19.6
"B12798","LAR",54750,21.7
"B12799","LAR",54752,20.1
"B12800","LAR",54754,20.4
"B12801","LAR",54756,19.3
"B12802","LAR",54758,19.5
"B12803","LAR",54760,19.5
"B12804","LAR",54762,20.2
"B12805","LAR",54764,19.3
"B12806","LAR",54766,20
"B12807","LAR",54768,18.3
"B12808","LAR",54770,18.2
"B12809","Bd",54772,20.7
"B12809","Bp",54773,15.9
"B12809","GL",54774,137.4
"B12809","SD",54775,10.5
"B12810","Bd",54779,20.3
"B12810","Bp",54780,15.2
"B12810","GL",54781,137.3
"B12810","SD",54782,10.3
"B12811","Bd",54786,21
"B12811","Bp",54787,15.1
"B12811","GL",54788,140.2
"B12811","SD",54789,10.3
"B12812","Bd",54793,20.7
"B12812","Bp",54794,15.3
"B12812","GL",54795,141.4
"B12812","SD",54796,10.1
"B12813","Bd",54800,21.8
"B12813","Bp",54801,16.1
"B12813","GL",54802,140.7
"B12813","SD",54803,10.5
"B12814","Bp",54807,16.3
"B12814","GL",54808,140.6
"B12814","SD",54809,10.3
"B12815","Bd",54814,23.7
"B12815","Bp",54815,18.3
"B12815","GL",54816,164.7
"B12815","SD",54817,12.2
"B12816","Bp",54821,17.8
"B12816","SD",54822,12
"B12817","Bd",54828,21.2
"B12817","Bp",54829,16.6
"B12817","GL",54830,137.9
"B12817","SD",54831,11.4
"B12818","Bd",54835,22.1
"B12819","Bd",54841,21.8
"B12819","SD",54842,11.1
"B12820","Bd",54848,21.7
"B12820","Bp",54849,16.2
"B12820","GL",54850,142.6
"B12820","SD",54851,11.4
"B12821","Bp",54855,16.5
"B12822","Bd",54861,21.3
"B12823","Bd",54867,20.7
"B12824","Bp",54873,16.9
"B12825","Bp",54879,13.6
"B12826","BG",54885,15.9
"B12826","GLP",54886,26.1
"B12826","SLC",54887,20.6
"B12826","LG",54888,23.1
"B12827","BG",54890,15.5
"B12827","GLP",54891,25.8
"B12827","SLC",54892,20.4
"B12827","LG",54893,23.1
"B12828","BG",54895,15.7
"B12828","GLP",54896,25.7
"B12828","SLC",54897,21.8
"B12828","LG",54898,22
"B12829","BG",54900,15.7
"B12829","GLP",54901,26
"B12829","SLC",54902,22.6
"B12829","LG",54903,22.8
"B12830","BG",54905,15.9
"B12830","GLP",54906,27
"B12830","LG",54907,23.7
"B12831","BG",54909,15
"B12831","GLP",54910,26.4
"B12831","LG",54911,23.6
"B12832","BG",54913,15.5
"B12832","GLP",54914,25.5
"B12832","SLC",54915,20.7
"B12832","LG",54916,22.8
"B12833","BG",54918,15.3
"B12833","GLP",54919,27.6
"B12833","LG",54920,24.7
"B12834","BG",54922,16.5
"B12834","GLP",54923,27.3
"B12834","LG",54924,23.5
"B12835","BG",54926,15.3
"B12835","GLP",54927,25.9
"B12835","SLC",54928,21.6
"B12835","LG",54929,21
"B12836","BG",54931,15.3
"B12836","GLP",54932,26.1
"B12836","SLC",54933,22
"B12836","LG",54934,23
"B12837","BG",54936,15.1
"B12837","GLP",54937,25.3
"B12837","SLC",54938,21.4
"B12837","LG",54939,21.7
"B12838","GLP",54941,29.3
"B12838","SLC",54942,24.1
"B12838","LG",54943,25.9
"B12839","GLP",54946,29.7
"B12839","SLC",54947,24.4
"B12839","LG",54948,25.6
"B12840","BG",54951,16
"B12840","GLP",54952,26.7
"B12840","SLC",54953,21.5
"B12840","LG",54954,22.4
"B12841","BG",54956,16.2
"B12841","SLC",54957,20.4
"B12841","LG",54958,22.3
"B12842","BG",54961,17
"B12842","GLP",54962,28
"B12842","SLC",54963,23.7
"B12842","LG",54964,23.6
"B12843","BG",54966,17.2
"B12843","GLP",54967,28.9
"B12843","SLC",54968,25.1
"B12843","LG",54969,23.9
"B12844","BG",54971,13.5
"B12844","GLP",54972,23.1
"B12844","SLC",54973,18.8
"B12844","LG",54974,20.9
"B12845","Bd",54976,19.5
"B12845","Bp",54977,31.4
"B12845","GL",54978,150.7
"B12845","SD",54979,11
"B12846","Bd",54982,19.5
"B12846","Bp",54983,33.3
"B12846","GL",54984,179.1
"B12846","SD",54985,12.3
"B12847","Bd",54988,20.9
"B12847","Bp",54989,28.5
"B12847","GL",54990,151.1
"B12847","SD",54991,10.5
"B12848","Bd",54994,19.3
"B12848","GL",54995,150.9
"B12848","SD",54996,10.7
"B12849","Bd",55000,18.9
"B12849","GL",55001,157.4
"B12849","SD",55002,11
"B12850","Bd",55006,20
"B12850","Bp",55007,30.3
"B12850","GL",55008,156.5
"B12850","SD",55009,11.2
"B12851","Bd",55012,19.9
"B12852","Bd",55017,20.7
"B12852","Bp",55018,32.7
"B12852","GL",55019,178.6
"B12852","SD",55020,12.4
"B12853","Bd",55023,20.5
"B12853","Bp",55024,29.4
"B12853","GL",55025,154.9
"B12853","SD",55026,11.2
"B12854","Bd",55029,19.3
"B12854","Bp",55030,32
"B12854","GL",55031,155.6
"B12854","SD",55032,12.2
"B12855","Bd",55035,20.2
"B12855","Bp",55036,31.4
"B12855","GL",55037,156.7
"B12855","SD",55038,12.2
"B12856","Bd",55041,21.3
"B12856","Bp",55042,31.3
"B12856","GL",55043,150.5
"B12856","SD",55044,10.7
"B12857","Bd",55047,18.2
"B12857","Bp",55048,29.7
"B12857","GL",55049,155.1
"B12857","SD",55050,9.9
"B12858","Bd",55053,18.4
"B12858","Bp",55054,29.5
"B12858","GL",55055,153.2
"B12858","SD",55056,9.9
"B12859","Bd",55059,20.9
"B12859","Bp",55060,31.7
"B12859","GL",55061,166.6
"B12859","SD",55062,11.9
"B12860","Bd",55065,17.5
"B12860","GL",55066,155
"B12861","BPC",55070,16.5
"B12861","SDO",55071,24.1
"B12861","DPA",55072,22.1
"B12862","BPC",55077,15.5
"B12862","SDO",55078,23.7
"B12862","DPA",55079,19.4
"B12863","BPC",55084,14.5
"B12863","SDO",55085,24.2
"B12863","DPA",55086,21.7
"B12864","BPC",55091,13.7
"B12864","SDO",55092,24.6
"B12864","DPA",55093,21.3
"B12865","BPC",55098,14.7
"B12865","GL",55099,169.4
"B12865","SDO",55100,27.1
"B12865","DPA",55101,22
"B12866","BPC",55105,14
"B12866","GL",55106,170.5
"B12866","SDO",55107,26.4
"B12866","DPA",55108,22.1
"B12867","SDO",55112,29
"B12867","DPA",55113,24.2
"B12868","BPC",55119,15.5
"B12868","SDO",55120,25.8
"B12868","DPA",55121,22.2
"B12869","BPC",55126,14.9
"B12869","SDO",55127,25.9
"B12869","DPA",55128,23
"B12870","BPC",55133,15.6
"B12871","BPC",55138,16.3
"B12871","GL",55139,190.8
"B12871","SDO",55140,29.1
"B12871","DPA",55141,25
"B12872","BPC",55145,14.4
"B12872","SDO",55146,29.6
"B12872","DPA",55147,23.9
"B12873","Bd",55152,18.3
"B12873","GLl",55153,31.8
"B12873","GLm",55154,30.1
"B12873","Dl",55155,17.5
"B12873","Dm",55156,18.2
"B12874","GB",55161,19.8
"B12874","GL",55162,60.9
"B12875","GB",55163,21.1
"B12875","GL",55164,65.1
"B12876","Bd",55165,32.8
"B12876","Bp",55166,41.5
"B12876","BT",55167,31.4
"B12876","GL",55168,179.9
"B12876","GLC",55169,156.2
"B12877","BT",55171,32.8
"B12878","Bd",55177,32.9
"B12879","Bd",55182,24
"B12879","Bp",55183,18.8
"B12879","GL",55184,118.1
"B12879","SD",55185,12.9
"B12880","GD",55189,27
"B12880","SD",55190,20.7
"B12880","UB",55191,90
"B12881","GD",55197,27.5
"B12881","SD",55198,20.6
"B12881","UB",55199,90
"B12882","GD",55205,57.9
"B12882","SD",55206,42.5
"B12882","UB",55207,165
"B12883","Bd",55213,9.5
"B12883","Bp",55215,11.9
"B12883","GLpe",55216,37
"B12885","BG",55227,20.2
"B12885","GLP",55228,31.8
"B12885","SLC",55229,20.2
"B12885","LG",55230,23.3
"B12886","Bd",55232,27.2
"B12887","Bd",55237,25.7
"B12888","Bp",55242,37.9
"B12889","Bd",55247,29.1
"B12890","Bd",55252,24.6
"B12890","SD",55253,14.5
"B12891","Bd",55258,26.7
"B12892","Bd",55263,18.5
"B12892","GLl",55264,28.5
"B12892","GLm",55265,27.9
"B12892","Dl",55266,16.2
"B12892","Dm",55267,16.6
"B12893","Bd",55272,17.3
"B12893","GLl",55273,27.4
"B12893","GLm",55274,25.6
"B12893","Dl",55275,15.7
"B12893","Dm",55276,15.6
"B12894","Bd",55281,17.7
"B12894","GLl",55282,29
"B12894","GLm",55283,27.1
"B12894","Dl",55284,16
"B12894","Dm",55285,18
"B12895","Bd",55290,16.6
"B12895","GLl",55291,26.3
"B12895","GLm",55292,24.7
"B12895","Dl",55293,14.5
"B12895","Dm",55294,14.9
"B12896","GB",55299,19.8
"B12896","GL",55300,60.9
"B12897","GB",55301,21.1
"B12897","GL",55302,65.1
"B12898","Bd",55303,35.6
"B12898","SD",55304,15.3
"B12899","Bd",55309,33.8
"B12900","Bd",55314,27.7
"B12900","BT",55315,25.3
"B12901","Bd",55320,27.3
"B12901","BT",55321,25.6
"B12902","Bd",55326,31.7
"B12902","BT",55327,31.1
"B12902","SD",55328,15.1
"B12903","Bd",55332,26.5
"B12903","BT",55333,25.4
"B12904","Bd",55338,26.4
"B12904","BT",55339,26.1
"B12905","BT",55344,27
"B12906","Bd",55350,30
"B12906","BT",55351,27.9
"B12907","Bd",55356,22.9
"B12907","Bp",55357,20.3
"B12907","GL",55358,124.6
"B12907","SD",55359,12
"B12908","Bd",55362,26.5
"B12909","Bp",55367,23.5
"B12910","Bp",55372,22.3
"B12910","SD",55373,12.3
"B12911","Bd",55378,22.6
"B12912","Bd",55383,23.2
"B12913","Bd",55388,24.9
"B12913","Bp",55389,23.3
"B12913","GL",55390,117.6
"B12913","SD",55391,14
"B12914","Bd",55394,23.5
"B12914","Bp",55395,21.4
"B12914","GL",55396,120.8
"B12914","SD",55397,12.9
"B12915","Bp",55400,19.9
"B12916","Bp",55406,18.4
"B12917","Bd",55412,22.3
"B12918","Bd",55418,22
"B12918","Bp",55419,18.6
"B12918","GL",55420,133.7
"B12918","SD",55421,10.6
"B12919","Bd",55425,24.5
"B12919","GL",55426,139.6
"B12920","Bp",55431,19.3
"B12921","Bd",55437,21.9
"B12921","Bp",55438,18.3
"B12921","GL",55439,134.4
"B12921","SD",55440,11.4
"B12922","GD",55444,32.1
"B12922","SD",55445,17.5
"B12922","UB",55446,90
"B12923","GD",55452,44.1
"B12923","SD",55453,26.8
"B12923","UB",55454,120
"B12924","GD",55460,39.2
"B12924","SD",55461,23.9
"B12924","UB",55462,110
"B12925","GD",55468,44.2
"B12925","SD",55469,27.9
"B12925","UB",55470,130
"B12926","GD",55476,53.8
"B12926","SD",55477,38.1
"B12926","UB",55478,150
"B12927","GD",55484,75.8
"B12927","UB",55485,210
"B12928","GD",55492,59.2
"B12928","SD",55493,43.9
"B12928","UB",55494,170
"B12929","GD",55500,62.1
"B12929","SD",55501,36.4
"B12929","UB",55502,180
"B12930","GD",55508,54.5
"B12930","SD",55509,36.5
"B12930","UB",55510,160
"B12931","GD",55516,53.4
"B12931","SD",55517,56.6
"B12931","UB",55518,150
"B12932","GD",55524,74.6
"B12932","UB",55525,220
"B12933","GD",55532,75.8
"B12933","UB",55533,210
"B12934","UB",55540,165
"B12935","LAR",55547,27.3
"B12936","LAR",55549,28.1
"B12937","LAR",55551,25.3
"B12938","Bd",55553,12.2
"B12938","Bp",55554,12.8
"B12938","GLpe",55555,40.2
"B12938","SD",55556,10
"B12939","Bd",55561,11.3
"B12939","Bp",55562,12.1
"B12939","GLpe",55563,37.5
"B12939","SD",55564,9.6
"B12940","Bd",55569,11.5
"B12940","Bp",55570,12.9
"B12940","GLpe",55571,37.5
"B12940","SD",55572,9.7
"B12941","Bd",55577,10.8
"B12941","Bp",55578,11.7
"B12941","GLpe",55579,33.6
"B12941","SD",55580,9
"B12942","Bd",55585,10.8
"B12942","Bp",55586,11.8
"B12942","GLpe",55587,35.8
"B12942","SD",55588,9
"B12943","Bd",55593,10.7
"B12943","Bp",55594,12
"B12943","GLpe",55595,36.4
"B12943","SD",55596,9.2
"B12944","Bd",55601,12.4
"B12944","Bp",55602,12.1
"B12944","GLpe",55603,33.6
"B12944","SD",55604,10.6
"B12945","Bd",55609,11.9
"B12945","Bp",55610,12.2
"B12945","GLpe",55611,34.7
"B12945","SD",55612,10.3
"B12946","Bd",55617,12.5
"B12946","Bp",55618,12.3
"B12946","GLpe",55619,37.6
"B12946","SD",55620,10.6
"B12947","Bd",55625,10.2
"B12947","Bp",55626,11.4
"B12947","GLpe",55627,35.7
"B12947","SD",55628,8.7
"B12948","Bd",55633,10.1
"B12948","Bp",55634,10.8
"B12948","GLpe",55635,33.6
"B12948","SD",55636,8.3
"B12949","Bd",55641,9.9
"B12949","Bp",55642,10.8
"B12949","GLpe",55643,33.2
"B12949","SD",55644,8.3
"B12950","Bd",55649,9.6
"B12950","Bp",55650,10.9
"B12950","GLpe",55651,34.9
"B12950","SD",55652,8.6
"B12951","Bd",55657,12.5
"B12951","Bp",55658,11.9
"B12951","GLpe",55659,33.4
"B12951","SD",55660,9.9
"B12952","Bd",55665,11.2
"B12952","Bp",55666,11.8
"B12952","GLpe",55667,35.2
"B12952","SD",55668,9.5
"B12953","Bd",55673,10.4
"B12953","Bp",55674,11
"B12953","GLpe",55675,35.1
"B12953","SD",55676,8.6
"B12954","Bd",55681,10.9
"B12954","Bp",55682,11.9
"B12954","GLpe",55683,33.1
"B12954","SD",55684,9.5
"B12955","Bd",55689,9.9
"B12955","Bp",55690,11.3
"B12955","GLpe",55691,33.3
"B12955","SD",55692,8.4
"B12956","Bd",55697,9.4
"B12956","Bp",55698,10.8
"B12956","GLpe",55699,31.6
"B12956","SD",55700,8.3
"B12957","Bd",55705,9
"B12957","Bp",55706,10.5
"B12957","GLpe",55707,31.8
"B12957","SD",55708,7.8
"B12958","Bd",55713,9.5
"B12958","Bp",55714,11.9
"B12958","GLpe",55715,25.6
"B12958","SD",55716,8.2
"B12959","Bd",55721,8.3
"B12959","Bp",55722,10.1
"B12959","GLpe",55723,22.1
"B12959","SD",55724,6.8
"B12960","Bd",55729,9.6
"B12960","Bp",55730,11.7
"B12960","GLpe",55731,22.2
"B12960","SD",55732,9.1
"B12961","Bd",55737,8.5
"B12961","Bp",55738,10.7
"B12961","GLpe",55739,22.1
"B12961","SD",55740,8.4
"B12962","Bd",55745,8.2
"B12962","Bp",55746,9.9
"B12962","GLpe",55747,21.3
"B12962","SD",55748,7.6
"B12963","BFp",55753,30.7
"B12963","Bp",55754,33.8
"B12964","Bd",55759,26.7
"B12964","BFd",55760,22.2
"B12965","Bd",55765,26.7
"B12965","BFd",55766,21.8
"B12965","BFp",55767,26.2
"B12965","Bp",55768,28.2
"B12965","GL",55769,149.2
"B12966","Bp",55771,26.8
"B12967","BFp",55777,25.8
"B12967","Bp",55778,28.6
"B12967","SD",55779,14.8
"B12968","BG",55784,18.8
"B12968","GLP",55785,29.4
"B12968","SLC",55786,16.7
"B12968","LG",55787,22.8
"B12969","BG",55789,19
"B12969","GLP",55790,29.8
"B12969","SLC",55791,18.6
"B12969","LG",55792,23
"B12970","Bd",55794,24.6
"B12971","Bd",55799,25
"B12972","Bd",55804,25.1
"B12973","Bp",55809,40.1
"B12974","Bd",55814,25.1
"B12975","Bd",55819,24.1
"B12976","Bd",55824,23.7
"B12977","Bd",55829,24.8
"B12977","GLl",55830,39.9
"B12977","GLm",55831,36.2
"B12978","Bd",55838,24.9
"B12978","GLl",55839,38.2
"B12978","GLm",55840,34.4
"B12979","Bd",55847,25.4
"B12979","GLl",55848,41.1
"B12979","GLm",55849,38.6
"B12980","Bd",55856,24.4
"B12980","GLl",55857,44
"B12980","GLm",55858,40.8
"B12981","Bd",55865,26.4
"B12981","GLl",55866,43.5
"B12981","GLm",55867,39.4
"B12982","Bd",55874,23
"B12982","GLl",55875,40
"B12982","GLm",55876,36.6
"B12983","GLl",55883,43.1
"B12983","GLm",55884,40.1
"B12984","Bd",55892,23.1
"B12984","GLl",55893,41.8
"B12984","GLm",55894,38
"B12985","Bd",55901,23.7
"B12985","GLl",55902,42.7
"B12985","GLm",55903,38.7
"B12986","Bd",55910,24.5
"B12986","GLl",55911,42
"B12986","GLm",55912,38.3
"B12987","Bd",55919,22.7
"B12987","GLl",55920,40.1
"B12987","GLm",55921,38
"B12988","Bd",55928,25
"B12988","GLl",55929,39.8
"B12988","GLm",55930,36.5
"B12989","Bd",55937,26
"B12989","GLl",55938,41.7
"B12989","GLm",55939,37.9
"B12990","Bd",55946,25.5
"B12990","GLl",55947,41.7
"B12990","GLm",55948,38.4
"B12991","Bd",55955,24.2
"B12991","GLl",55956,40.7
"B12991","GLm",55957,40.3
"B12992","Bd",55964,25.7
"B12992","GLl",55965,44.6
"B12992","GLm",55966,41.7
"B12993","Bd",55973,24.2
"B12993","GLl",55974,40.5
"B12993","GLm",55975,37.6
"B12994","Bd",55982,23.7
"B12994","GLl",55983,40.2
"B12994","GLm",55984,36.4
"B12995","Bd",55991,25.3
"B12995","GLl",55992,39.3
"B12995","GLm",55993,36.9
"B12996","GLl",56000,42.6
"B12996","GLm",56001,38.7
"B12997","Bd",56009,24.3
"B12997","GLl",56010,40.6
"B12997","GLm",56011,36.8
"B12998","Bd",56018,25.1
"B12998","GLl",56019,38.7
"B12998","GLm",56020,35.4
"B12999","GLm",56027,36.9
"B13000","Bd",56036,24.2
"B13000","GLm",56037,37.7
"B13001","GLl",56045,43.3
"B13001","GLm",56046,39.8
"B13002","Bd",56054,24.3
"B13002","GLl",56055,40.7
"B13002","GLm",56056,36.9
"B13003","Bd",56063,23.4
"B13003","GLl",56064,41.6
"B13003","GLm",56065,39.2
"B13004","H",56072,43.3
"B13005","H",56076,50.1
"B13006","Bfcd",56080,48.1
"B13006","Bfcr",56081,50.4
"B13006","H",56082,47
"B13007","Bfcd",56084,50
"B13007","Bfcr",56085,57
"B13007","H",56086,45.6
"B13008","Bfcd",56088,45.6
"B13008","Bfcr",56089,53.1
"B13008","H",56090,46.2
"B13009","Bfcr",56092,54.7
"B13009","H",56093,46.7
"B13010","Bfcr",56096,54.9
"B13010","H",56097,46.5
"B13011","Bfcd",56100,50.8
"B13011","Bfcr",56101,58.2
"B13011","H",56102,53.3
"B13012","Bfcr",56104,54.8
"B13012","H",56105,48.9
"B13013","Bfcd",56108,48.6
"B13013","Bfcr",56109,54.8
"B13013","H",56110,50.4
"B13014","H",56112,45.2
"B13015","Bfcd",56116,44.8
"B13015","Bfcr",56117,55
"B13015","GB",56118,74.1
"B13015","H",56119,44.4
"B13016","Bfcd",56120,50.7
"B13016","Bfcr",56121,57
"B13016","GB",56122,81.7
"B13016","H",56123,46.2
"B13017","Bfcd",56124,48.4
"B13017","Bfcr",56125,55.4
"B13018","Bfcr",56128,53.3
"B13018","H",56129,46.7
"B13019","Bfcr",56132,58.9
"B13019","H",56133,47
"B13020","Bfcr",56136,50.7
"B13020","H",56137,45.9
"B13021","Bfcr",56140,56.1
"B13021","H",56141,52.5
"B13022","H",56144,47.2
"B13023","Bfcr",56148,56.1
"B13023","H",56149,44.2
"B13024","H",56152,51.5
"B13025","H",56156,52.3
"B13026","Bfcd",56160,47.8
"B13026","Bfcr",56161,51.8
"B13026","H",56162,46.3
"B13027","Bfcr",56164,55.6
"B13027","H",56165,43.8
"B13028","H",56168,48.1
"B13029","H",56172,47.3
"B13030","Bfcd",56176,51.8
"B13030","Bfcr",56177,56.8
"B13030","H",56178,50.5
"B13031","GB",56180,23
