"BoneID","Element","PhaseCode","Sex","TaxonCode"
"B5408","PH1","AULS","Undet","ovisari"
"B5409","PH1","AULS","Undet","ovisari"
"B5410","PH1","AULS","Undet","ovisari"
"B5411","PH1","AULS","Undet","ovisari"
"B5412","PH1","AULS","Undet","ovisari"
"B5413","PH1","AULS","Undet","ovisari"
"B5414","PH1","AULS","Undet","ovisari"
"B5415","PH1","AULS","Undet","ovisari"
"B5416","PH1","AULS","Undet","ovisari"
"B5417","PH1","AULS","Undet","ovisari"
"B5418","PH1","AULS","Undet","ovisari"
"B5419","PH1","AULS","Undet","ovisari"
"B5420","PH1","AULS","Undet","ovisari"
"B5421","PH1","AULS","Undet","ovisari"
"B5422","PH1","AULS","Undet","ovisari"
"B5423","PH1","AULS","Undet","ovisari"
"B5424","PH1","AULS","Undet","ovisari"
"B5425","PH1","AULS","Undet","ovisari"
"B5426","PH2","AULS","Undet","ovisari"
"B5427","PH2","AULS","Undet","ovisari"
"B5428","PH2","AULS","Undet","ovisari"
"B5429","PH2","AULS","Undet","ovisari"
"B5430","PH2","AULS","Undet","ovisari"
"B5431","PH3","AULS","Undet","ovisari"
"B5432","PH3","AULS","Undet","ovisari"
"B5433","PH3","AULS","Undet","ovisari"
"B5434","PH3","AULS","Undet","ovisari"
"B5435","Radius","AULS","Undet","ovisari"
"B5436","Radius","AULS","Undet","ovisari"
"B5437","Radius","AULS","Undet","ovisari"
"B5438","Radius","AULS","Undet","ovisari"
"B5439","Radius","AULS","Undet","ovisari"
"B5440","Radius","AULS","Undet","ovisari"
"B5441","Radius","AULS","Undet","ovisari"
"B5442","Radius","AULS","Undet","ovisari"
"B5443","Radius","AULS","Undet","ovisari"
"B5444","Radius","AULS","Undet","ovisari"
"B5445","Radius","AULS","Undet","ovisari"
"B5446","Radius","AULS","Undet","ovisari"
"B5447","Radius","AULS","Undet","ovisari"
"B5448","Radius","AULS","Undet","ovisari"
"B5449","Radius","AULS","Undet","ovisari"
"B5450","Radius","AULS","Undet","ovisari"
"B5451","Radius","AULS","Undet","ovisari"
"B5452","Radius","AULS","Undet","ovisari"
"B5453","Scapula","AULS","Undet","ovisari"
"B5454","Scapula","AULS","Undet","ovisari"
"B5455","Scapula","AULS","Undet","ovisari"
"B5456","Scapula","AULS","Undet","ovisari"
"B5457","Scapula","AULS","Undet","ovisari"
"B5458","Scapula","AULS","Undet","ovisari"
"B5459","Scapula","AULS","Undet","ovisari"
"B5460","Scapula","AULS","Undet","ovisari"
"B5461","Scapula","AULS","Undet","ovisari"
"B5462","Scapula","AULS","Undet","ovisari"
"B5463","Scapula","AULS","Undet","ovisari"
"B5464","Scapula","AULS","Undet","ovisari"
"B5465","Scapula","AULS","Undet","ovisari"
"B5466","Scapula","AULS","Undet","ovisari"
"B5467","Ulna","AULS","Undet","ovisari"
"B5468","Ulna","AULS","Undet","ovisari"
"B5469","Ulna","AULS","Undet","ovisari"
"B5470","Ulna","AULS","Undet","ovisari"
"B5471","Ulna","AULS","Undet","ovisari"
"B5472","Ulna","AULS","Undet","ovisari"
"B5473","Ulna","AULS","Undet","ovisari"
"B5474","Ulna","AULS","Undet","ovisari"
"B5475","Atlas","AULS","Undet","susscrd"
"B5476","Atlas","AULS","Undet","susscrd"
"B5477","Atlas","AULS","Undet","susscrd"
"B5478","Atlas","AULS","Undet","susscrd"
"B5479","Atlas","AULS","Undet","susscrd"
"B5480","Calcaneus","AULS","Undet","susscrd"
"B5481","Calcaneus","AULS","Undet","susscrd"
"B5482","Calcaneus","AULS","Undet","susscrd"
"B5483","Calcaneus","AULS","Undet","susscrd"
"B5484","Calcaneus","AULS","Undet","susscrd"
"B5485","Calcaneus","AULS","Undet","susscrd"
"B5486","Femur","AULS","Undet","susscrd"
"B5487","Femur","AULS","Undet","susscrd"
"B5488","Femur","AULS","Undet","susscrd"
"B5489","Femur","AULS","Undet","susscrd"
"B5490","Mandible","AULS","Undet","susscrd"
"B5491","Mandible","AULS","Undet","susscrd"
"B5492","Mandible","AULS","Undet","susscrd"
"B5493","Mandible","AULS","Undet","susscrd"
"B5494","Mandible","AULS","Undet","susscrd"
"B5495","Mandible","AULS","Undet","susscrd"
"B5496","Mandible","AULS","Undet","susscrd"
"B5497","Mandible","AULS","Undet","susscrd"
"B5498","Mandible","AULS","Undet","susscrd"
"B5499","Mandible","AULS","Undet","susscrd"
"B5500","Mandible","AULS","Undet","susscrd"
"B5501","Maxilla","AULS","Undet","susscrd"
"B5502","Maxilla","AULS","Undet","susscrd"
"B5503","Maxilla","AULS","Undet","susscrd"
"B5504","Maxilla","AULS","Undet","susscrd"
"B5505","Maxilla","AULS","Undet","susscrd"
"B5506","Maxilla","AULS","Undet","susscrd"
"B5507","Maxilla","AULS","Undet","susscrd"
"B5508","Maxilla","AULS","Undet","susscrd"
"B5509","Maxilla","AULS","Undet","susscrd"
"B5510","Metacarpal II","AULS","Undet","susscrd"
"B5511","Metacarpal II","AULS","Undet","susscrd"
"B5512","Metacarpal II","AULS","Undet","susscrd"
"B5513","Metacarpal II","AULS","Undet","susscrd"
"B5514","Metacarpal II","AULS","Undet","susscrd"
"B5515","Metacarpal II","AULS","Undet","susscrd"
"B5516","Metacarpal III","AULS","Undet","susscrd"
"B5517","Metacarpal III","AULS","Undet","susscrd"
"B5518","Metacarpal III","AULS","Undet","susscrd"
"B5519","Metacarpal III","AULS","Undet","susscrd"
"B5520","Metacarpal III","AULS","Undet","susscrd"
"B5521","Metacarpal III","AULS","Undet","susscrd"
"B5522","Metacarpal IV","AULS","Undet","susscrd"
"B5523","Metacarpal V","AULS","Undet","susscrd"
"B5524","Metatarsal II","AULS","Undet","susscrd"
"B5525","Metatarsal III","AULS","Undet","susscrd"
"B5526","Metatarsal III","AULS","Undet","susscrd"
"B5527","Metatarsal III","AULS","Undet","susscrd"
"B5528","Metatarsal III","AULS","Undet","susscrd"
"B5529","Metatarsal III","AULS","Undet","susscrd"
"B5530","Metatarsal IV","AULS","Undet","susscrd"
"B5531","Metatarsal IV","AULS","Undet","susscrd"
"B5532","Metatarsal IV","AULS","Undet","susscrd"
"B5533","Metatarsal IV","AULS","Undet","susscrd"
"B5534","Metatarsal IV","AULS","Undet","susscrd"
"B5535","Patella","AULS","Undet","susscrd"
"B5536","Patella","AULS","Undet","susscrd"
"B5537","Patella","AULS","Undet","susscrd"
"B5538","Patella","AULS","Undet","susscrd"
"B5539","Patella","AULS","Undet","susscrd"
"B5540","Patella","AULS","Undet","susscrd"
"B5541","Pelvis","AULS","Undet","susscrd"
"B5542","Pelvis","AULS","Undet","susscrd"
"B5543","Pelvis","AULS","Undet","susscrd"
"B5544","Pelvis","AULS","Undet","susscrd"
"B5545","Pelvis","AULS","Undet","susscrd"
"B5546","Pelvis","AULS","Undet","susscrd"
"B5547","Pelvis","AULS","Undet","susscrd"
"B5548","Pelvis","AULS","Undet","susscrd"
"B5549","PH3","AULS","Undet","susscrd"
"B5550","PH3","AULS","Undet","susscrd"
"B5551","PH3","AULS","Undet","susscrd"
"B5552","PH3","AULS","Undet","susscrd"
"B5553","PH3","AULS","Undet","susscrd"
"B5554","PH3","AULS","Undet","susscrd"
"B5555","PH3","AULS","Undet","susscrd"
"B5556","PH3","AULS","Undet","susscrd"
"B5557","PH3","AULS","Undet","susscrd"
"B5558","Radius","AULS","Undet","susscrd"
"B5559","Radius","AULS","Undet","susscrd"
"B5560","Radius","AULS","Undet","susscrd"
"B5561","Tibia","AULS","Undet","susscrd"
"B5562","Tibia","AULS","Undet","susscrd"
"B5563","Tibia","AULS","Undet","susscrd"
"B5564","Tibia","AULS","Undet","susscrd"
"B5565","Tibia","AULS","Undet","susscrd"
"B5566","Tibia","AULS","Undet","susscrd"
"B5567","Tibia","AULS","Undet","susscrd"
"B5568","Tibia","AULS","Undet","susscrd"
"B5569","Ulna","AULS","Undet","susscrd"
"B5570","Ulna","AULS","Undet","susscrd"
"B5571","Ulna","AULS","Undet","susscrd"
"B5572","Ulna","AULS","Undet","susscrd"
"B5573","Atlas","AULS","Undet","susscrf"
"B5574","Calcaneus","AULS","Undet","susscrf"
"B5575","Calcaneus","AULS","Undet","susscrf"
"B5576","Mandible","AULS","Undet","susscrf"
"B5577","Mandible","AULS","Undet","susscrf"
"B5578","Mandible","AULS","Undet","susscrf"
"B5579","Mandible","AULS","Undet","susscrf"
"B5580","Maxilla","AULS","Undet","susscrf"
"B5581","Maxilla","AULS","Undet","susscrf"
"B5582","Maxilla","AULS","Undet","susscrf"
"B5583","Maxilla","AULS","Undet","susscrf"
"B5584","Patella","AULS","Undet","susscrf"
"B5585","Patella","AULS","Undet","susscrf"
"B5586","PH3","AULS","Undet","susscrf"
"B5587","PH3","AULS","Undet","susscrf"
"B5588","Ulna","AULS","Undet","susscrf"
"B5589","Ulna","AULS","Undet","susscrf"
"B5590","Metatarsal","CP-C","Undet","bosprim"
"B5591","PH2 post","CP-C","Undet","bosprim"
"B5592","Mandible","CP-C","Undet","bostaur"
"B5593","Mandible","CP-C","Undet","bostaur"
"B5594","Mandible","CP-C","Undet","bostaur"
"B5595","Metatarsal","CP-C","Undet","bostaur"
"B5596","Femur","CP-C","Undet","susscrd"
"B8116","Astragalus","CCZ","Undet","bostaur"
"B8117","Astragalus","CCZ","Undet","bostaur"
"B8118","Astragalus","CCZ","Undet","bostaur"
"B8119","Astragalus","CCZ","Undet","bostaur"
"B8120","Astragalus","CCZ","Undet","bostaur"
"B8121","Astragalus","CCZ","Undet","bostaur"
"B8122","Astragalus","CCZ","Undet","bostaur"
"B8123","Astragalus","CCZ","Undet","bostaur"
"B8124","Astragalus","CCZ","Undet","bostaur"
"B8125","Astragalus","CCZ","Undet","bostaur"
"B8126","Astragalus","CCZ","Undet","bostaur"
"B8127","Astragalus","CCZ","Undet","bostaur"
"B8128","Astragalus","CCZ","Undet","bostaur"
"B8129","Astragalus","CCZ","Undet","bostaur"
"B8130","Astragalus","CCZ","Undet","bostaur"
"B8131","Astragalus","CCZ","Undet","bostaur"
"B8132","Astragalus","CCZ","Undet","bostaur"
"B8133","Astragalus","CCZ","Undet","bostaur"
"B8134","Calcaneus","CCZ","Undet","bostaur"
"B8135","Calcaneus","CCZ","Undet","bostaur"
"B8136","Calcaneus","CCZ","Undet","bostaur"
"B8137","Calcaneus","CCZ","Undet","bostaur"
"B8138","Calcaneus","CCZ","Undet","bostaur"
"B8139","Calcaneus","CCZ","Undet","bostaur"
"B8140","Calcaneus","CCZ","Undet","bostaur"
"B8141","Calcaneus","CCZ","Undet","bostaur"
"B8142","Calcaneus","CCZ","Undet","bostaur"
"B8144","Calcaneus","CCZ","Undet","bostaur"
"B8145","Femur","CCZ","Undet","bostaur"
"B8146","Humerus","CCZ","Undet","bostaur"
"B8147","Humerus","CCZ","Undet","bostaur"
"B8148","Humerus","CCZ","Undet","bostaur"
"B8149","Humerus","CCZ","Undet","bostaur"
"B8150","Humerus","CCZ","Undet","bostaur"
"B8151","Humerus","CCZ","Undet","bostaur"
"B8152","Humerus","CCZ","Undet","bostaur"
"B8153","Humerus","CCZ","Undet","bostaur"
"B8154","Humerus","CCZ","Undet","bostaur"
"B8155","Humerus","CCZ","Undet","bostaur"
"B8156","Humerus","CCZ","Undet","bostaur"
"B8157","Humerus","CCZ","Undet","bostaur"
"B8158","Humerus","CCZ","Undet","bostaur"
"B8159","Humerus","CCZ","Undet","bostaur"
"B8160","Humerus","CCZ","Undet","bostaur"
"B8161","Humerus","CCZ","Undet","bostaur"
"B8162","Humerus","CCZ","Undet","bostaur"
"B8163","Humerus","CCZ","Undet","bostaur"
"B8164","Metacarpal","CCZ","Undet","bostaur"
"B8165","Metacarpal","CCZ","Undet","bostaur"
"B8166","Metacarpal","CCZ","Undet","bostaur"
"B8167","Metacarpal","CCZ","Undet","bostaur"
"B8168","Metacarpal","CCZ","Undet","bostaur"
"B8169","Metacarpal","CCZ","Undet","bostaur"
"B8170","Metacarpal","CCZ","Undet","bostaur"
"B8171","Metacarpal","CCZ","Undet","bostaur"
"B8172","Metacarpal","CCZ","Undet","bostaur"
"B8173","Metacarpal","CCZ","Undet","bostaur"
"B8174","Metacarpal","CCZ","Undet","bostaur"
"B8175","Metacarpal","CCZ","Undet","bostaur"
"B8176","Metacarpal","CCZ","Undet","bostaur"
"B8177","Metacarpal","CCZ","Undet","bostaur"
"B8178","Metacarpal","CCZ","Undet","bostaur"
"B8179","Metacarpal","CCZ","Undet","bostaur"
"B8180","Metacarpal","CCZ","Undet","bostaur"
"B8181","Metacarpal","CCZ","Undet","bostaur"
"B8182","Metacarpal","CCZ","Undet","bostaur"
"B8183","Metacarpal","CCZ","Undet","bostaur"
"B8184","Metatarsal","CCZ","Undet","bostaur"
"B8185","Metatarsal","CCZ","Undet","bostaur"
"B8186","Metatarsal","CCZ","Undet","bostaur"
"B8187","Metatarsal","CCZ","Undet","bostaur"
"B8188","Metatarsal","CCZ","Undet","bostaur"
"B8189","Metatarsal","CCZ","Undet","bostaur"
"B8190","Metatarsal","CCZ","Undet","bostaur"
"B8191","Metatarsal","CCZ","Undet","bostaur"
"B8192","Metatarsal","CCZ","Undet","bostaur"
"B8193","Metatarsal","CCZ","Undet","bostaur"
"B8194","Metatarsal","CCZ","Undet","bostaur"
"B8195","Metatarsal","CCZ","Undet","bostaur"
"B8196","Metatarsal","CCZ","Undet","bostaur"
"B8197","Metatarsal","CCZ","Undet","bostaur"
"B8198","Metatarsal","CCZ","Undet","bostaur"
"B8199","Metatarsal","CCZ","Undet","bostaur"
"B8200","Metatarsal","CCZ","Undet","bostaur"
"B8201","Metatarsal","CCZ","Undet","bostaur"
"B8202","Metatarsal","CCZ","Undet","bostaur"
"B8203","Metatarsal","CCZ","Undet","bostaur"
"B8204","Metatarsal","CCZ","Undet","bostaur"
"B8205","Metatarsal","CCZ","Undet","bostaur"
"B8206","Metatarsal","CCZ","Undet","bostaur"
"B8208","Metatarsal","CCZ","Undet","bostaur"
"B8209","Metatarsal","CCZ","Undet","bostaur"
"B8210","Metatarsal","CCZ","Undet","bostaur"
"B8211","Os Centrotarsale","CCZ","Undet","bostaur"
"B8212","Os Centrotarsale","CCZ","Undet","bostaur"
"B8213","Os Centrotarsale","CCZ","Undet","bostaur"
"B8214","Os Centrotarsale","CCZ","Undet","bostaur"
"B8215","Pelvis","CCZ","Undet","bostaur"
"B8216","Pelvis","CCZ","Undet","bostaur"
"B8217","Pelvis","CCZ","Undet","bostaur"
"B8218","Pelvis","CCZ","Undet","bostaur"
"B8219","Pelvis","CCZ","Undet","bostaur"
"B8220","PH1","CCZ","Undet","bostaur"
"B8221","PH1","CCZ","Undet","bostaur"
"B8222","PH1","CCZ","Undet","bostaur"
"B8223","PH1","CCZ","Undet","bostaur"
"B8224","PH1","CCZ","Undet","bostaur"
"B8225","PH1","CCZ","Undet","bostaur"
"B8226","PH1","CCZ","Undet","bostaur"
"B8227","PH1","CCZ","Undet","bostaur"
"B8228","PH1","CCZ","Undet","bostaur"
"B8229","PH1 ant","CCZ","Undet","bostaur"
"B8230","PH1 ant","CCZ","Undet","bostaur"
"B8231","PH1 ant","CCZ","Undet","bostaur"
"B8232","PH1 ant","CCZ","Undet","bostaur"
"B8233","PH1 ant","CCZ","Undet","bostaur"
"B8234","PH1 ant","CCZ","Undet","bostaur"
"B8235","PH1 ant","CCZ","Undet","bostaur"
"B8236","PH1 ant","CCZ","Undet","bostaur"
"B8237","PH1 ant","CCZ","Undet","bostaur"
"B8238","PH1 ant","CCZ","Undet","bostaur"
"B8239","PH1 ant","CCZ","Undet","bostaur"
"B8240","PH1 ant","CCZ","Undet","bostaur"
"B8241","PH1 ant","CCZ","Undet","bostaur"
"B8242","PH1 ant","CCZ","Undet","bostaur"
"B8243","PH1 ant","CCZ","Undet","bostaur"
"B8244","PH1 ant","CCZ","Undet","bostaur"
"B8245","PH1 ant","CCZ","Undet","bostaur"
"B8246","PH1 ant","CCZ","Undet","bostaur"
"B8247","PH1 ant","CCZ","Undet","bostaur"
"B8248","PH1 ant","CCZ","Undet","bostaur"
"B8249","PH1 ant","CCZ","Undet","bostaur"
"B8250","PH1 ant","CCZ","Undet","bostaur"
"B8251","PH1 ant","CCZ","Undet","bostaur"
"B8252","PH1 ant","CCZ","Undet","bostaur"
"B8253","PH1 post","CCZ","Undet","bostaur"
"B8254","PH1 post","CCZ","Undet","bostaur"
"B8255","PH1 post","CCZ","Undet","bostaur"
"B8256","PH1 post","CCZ","Undet","bostaur"
"B8257","PH1 post","CCZ","Undet","bostaur"
"B8258","PH1 post","CCZ","Undet","bostaur"
"B8259","PH1 post","CCZ","Undet","bostaur"
"B8260","PH1 post","CCZ","Undet","bostaur"
"B8261","PH1 post","CCZ","Undet","bostaur"
"B8262","PH1 post","CCZ","Undet","bostaur"
"B8263","PH1 post","CCZ","Undet","bostaur"
"B8264","PH1 post","CCZ","Undet","bostaur"
"B8265","PH1 post","CCZ","Undet","bostaur"
"B8266","PH1 post","CCZ","Undet","bostaur"
"B8267","PH1 post","CCZ","Undet","bostaur"
"B8268","PH1 post","CCZ","Undet","bostaur"
"B8269","PH1 post","CCZ","Undet","bostaur"
"B8270","PH1 post","CCZ","Undet","bostaur"
"B8271","PH1 post","CCZ","Undet","bostaur"
"B8272","PH2 ant","CCZ","Undet","bostaur"
"B8273","PH2 ant","CCZ","Undet","bostaur"
"B8274","PH2 ant","CCZ","Undet","bostaur"
"B8275","PH2 ant","CCZ","Undet","bostaur"
"B8276","PH2 ant","CCZ","Undet","bostaur"
"B8277","PH2 ant","CCZ","Undet","bostaur"
"B8278","PH2 ant","CCZ","Undet","bostaur"
"B8279","PH2 ant","CCZ","Undet","bostaur"
"B8280","PH2 ant","CCZ","Undet","bostaur"
"B8281","PH2 ant","CCZ","Undet","bostaur"
"B8282","PH2 ant","CCZ","Undet","bostaur"
"B8283","PH2 ant","CCZ","Undet","bostaur"
"B8284","PH2 ant","CCZ","Undet","bostaur"
"B8285","PH2 post","CCZ","Undet","bostaur"
"B8286","PH2 post","CCZ","Undet","bostaur"
"B8287","PH2 post","CCZ","Undet","bostaur"
"B8288","PH2 post","CCZ","Undet","bostaur"
"B8289","PH2 post","CCZ","Undet","bostaur"
"B8290","PH2 post","CCZ","Undet","bostaur"
"B8291","PH2 post","CCZ","Undet","bostaur"
"B8292","PH2 post","CCZ","Undet","bostaur"
"B8293","PH2 post","CCZ","Undet","bostaur"
"B8294","PH2 post","CCZ","Undet","bostaur"
"B8295","PH3","CCZ","Undet","bostaur"
"B8296","PH3","CCZ","Undet","bostaur"
"B8297","PH3","CCZ","Undet","bostaur"
"B8298","PH3","CCZ","Undet","bostaur"
"B8299","PH3","CCZ","Undet","bostaur"
"B8300","PH3","CCZ","Undet","bostaur"
"B8301","PH3","CCZ","Undet","bostaur"
"B8302","PH3","CCZ","Undet","bostaur"
"B8303","PH3","CCZ","Undet","bostaur"
"B8304","PH3","CCZ","Undet","bostaur"
"B8305","PH3","CCZ","Undet","bostaur"
"B8306","PH3","CCZ","Undet","bostaur"
"B8307","PH3","CCZ","Undet","bostaur"
"B8308","PH3","CCZ","Undet","bostaur"
"B8309","PH3","CCZ","Undet","bostaur"
"B8310","PH3","CCZ","Undet","bostaur"
"B8311","PH3","CCZ","Undet","bostaur"
"B8312","PH3","CCZ","Undet","bostaur"
"B8314","PH3","CCZ","Undet","bostaur"
"B8315","PH3","CCZ","Undet","bostaur"
"B8316","PH3 ant","CCZ","Undet","bostaur"
"B8317","Radius","CCZ","Undet","bostaur"
"B8318","Radius","CCZ","Undet","bostaur"
"B8319","Radius","CCZ","Undet","bostaur"
"B8320","Radius","CCZ","Undet","bostaur"
"B8321","Radius","CCZ","Undet","bostaur"
"B8322","Radius","CCZ","Undet","bostaur"
"B8323","Radius","CCZ","Undet","bostaur"
"B8324","Radius","CCZ","Undet","bostaur"
"B8325","Scapula","CCZ","Undet","bostaur"
"B8326","Scapula","CCZ","Undet","bostaur"
"B8327","Scapula","CCZ","Undet","bostaur"
"B8328","Scapula","CCZ","Undet","bostaur"
"B8329","Scapula","CCZ","Undet","bostaur"
"B8330","Scapula","CCZ","Undet","bostaur"
"B8331","Scapula","CCZ","Undet","bostaur"
"B8332","Scapula","CCZ","Undet","bostaur"
"B8333","Scapula","CCZ","Undet","bostaur"
"B8334","Scapula","CCZ","Undet","bostaur"
"B8335","Scapula","CCZ","Undet","bostaur"
"B8336","Scapula","CCZ","Undet","bostaur"
"B8337","Scapula","CCZ","Undet","bostaur"
"B8338","Scapula","CCZ","Undet","bostaur"
"B8339","Scapula","CCZ","Undet","bostaur"
"B8340","Tibia","CCZ","Undet","bostaur"
"B8341","Tibia","CCZ","Undet","bostaur"
"B8342","Tibia","CCZ","Undet","bostaur"
"B8343","Tibia","CCZ","Undet","bostaur"
"B8344","Tibia","CCZ","Undet","bostaur"
"B8345","Tibia","CCZ","Undet","bostaur"
"B8346","Tibia","CCZ","Undet","bostaur"
"B8347","Tibia","CCZ","Undet","bostaur"
"B8348","Tibia","CCZ","Undet","bostaur"
"B8349","Tibia","CCZ","Undet","bostaur"
"B8350","Tibia","CCZ","Undet","bostaur"
"B8351","Tibia","CCZ","Undet","bostaur"
"B8352","Tibia","CCZ","Undet","bostaur"
"B8353","Tibia","CCZ","Undet","bostaur"
"B8354","Tibia","CCZ","Undet","bostaur"
"B8355","Tibia","CCZ","Undet","bostaur"
"B8356","Ulna","CCZ","Undet","bostaur"
"B8357","Ulna","CCZ","Undet","bostaur"
"B8358","Ulna","CCZ","Undet","bostaur"
"B8359","Ulna","CCZ","Undet","bostaur"
"B8360","Ulna","CCZ","Undet","bostaur"
"B8361","Ulna","CCZ","Undet","bostaur"
"B8362","Ulna","CCZ","Undet","bostaur"
"B8363","Ulna","CCZ","Undet","bostaur"
"B8364","Ulna","CCZ","Undet","bostaur"
"B8365","Ulna","CCZ","Undet","bostaur"
"B8366","Ulna","CCZ","Undet","bostaur"
"B8367","Ulna","CCZ","Undet","bostaur"
"B8368","Ulna","CCZ","Undet","bostaur"
"B8369","Femur","CCZ","Undet","canifam"
"B8370","Radius","CCZ","Undet","canifam"
"B8371","Tibia","CCZ","Undet","canifam"
"B8372","Tibia","CCZ","Undet","canifam"
"B8373","Astragalus","CCZ","Undet","caprhir"
"B8374","Humerus","CCZ","Undet","caprhir"
"B8375","Scapula","CCZ","Undet","caprhir"
"B8376","Ulna","CCZ","Undet","caprhir"
"B8377","Astragalus","CCZ","Undet","ovisari"
"B8378","Astragalus","CCZ","Undet","ovisari"
"B8379","Astragalus","CCZ","Undet","ovisari"
"B8380","Astragalus","CCZ","Undet","ovisari"
"B8381","Astragalus","CCZ","Undet","ovisari"
"B8382","Astragalus","CCZ","Undet","ovisari"
"B8383","Humerus","CCZ","Undet","ovisari"
"B8384","Humerus","CCZ","Undet","ovisari"
"B8385","Humerus","CCZ","Undet","ovisari"
"B8386","Humerus","CCZ","Undet","ovisari"
"B8387","Humerus","CCZ","Undet","ovisari"
"B8388","Humerus","CCZ","Undet","ovisari"
"B8389","Humerus","CCZ","Undet","ovisari"
"B8390","Humerus","CCZ","Undet","ovisari"
"B8391","Humerus","CCZ","Undet","ovisari"
"B8392","Humerus","CCZ","Undet","ovisari"
"B8393","Humerus","CCZ","Undet","ovisari"
"B8394","Humerus","CCZ","Undet","ovisari"
"B8395","Humerus","CCZ","Undet","ovisari"
"B8396","Humerus","CCZ","Undet","ovisari"
"B8397","Humerus","CCZ","Undet","ovisari"
"B8398","Humerus","CCZ","Undet","ovisari"
"B8399","Humerus","CCZ","Undet","ovisari"
"B8400","Humerus","CCZ","Undet","ovisari"
"B8401","Metacarpal","CCZ","Undet","ovisari"
"B8402","Metacarpal","CCZ","Undet","ovisari"
"B8403","Metatarsal","CCZ","Undet","ovisari"
"B8404","Metatarsal","CCZ","Undet","ovisari"
"B8405","Metatarsal","CCZ","Undet","ovisari"
"B8406","Pelvis","CCZ","Undet","ovisari"
"B8407","Pelvis","CCZ","Undet","ovisari"
"B8408","Pelvis","CCZ","Undet","ovisari"
"B8409","PH1 ant","CCZ","Undet","ovisari"
"B8410","PH1 ant","CCZ","Undet","ovisari"
"B8411","Radius","CCZ","Undet","ovisari"
"B8412","Radius","CCZ","Undet","ovisari"
"B8413","Radius","CCZ","Undet","ovisari"
"B8414","Radius","CCZ","Undet","ovisari"
"B8415","Radius","CCZ","Undet","ovisari"
"B8416","Radius","CCZ","Undet","ovisari"
"B8417","Radius","CCZ","Undet","ovisari"
"B8418","Scapula","CCZ","Undet","ovisari"
"B8419","Scapula","CCZ","Undet","ovisari"
"B8420","Scapula","CCZ","Undet","ovisari"
"B8421","Scapula","CCZ","Undet","ovisari"
"B8422","Scapula","CCZ","Undet","ovisari"
"B8423","Scapula","CCZ","Undet","ovisari"
"B8424","Scapula","CCZ","Undet","ovisari"
"B8425","Scapula","CCZ","Undet","ovisari"
"B8426","Scapula","CCZ","Undet","ovisari"
"B8427","Tibia","CCZ","Undet","ovisari"
"B8428","Tibia","CCZ","Undet","ovisari"
"B8429","Tibia","CCZ","Undet","ovisari"
"B8430","Tibia","CCZ","Undet","ovisari"
"B8431","Tibia","CCZ","Undet","ovisari"
"B8432","Tibia","CCZ","Undet","ovisari"
"B8433","Tibia","CCZ","Undet","ovisari"
"B8434","Tibia","CCZ","Undet","ovisari"
"B8435","Tibia","CCZ","Undet","ovisari"
"B8436","Tibia","CCZ","Undet","ovisari"
"B8437","Tibia","CCZ","Undet","ovisari"
"B8438","Tibia","CCZ","Undet","ovisari"
"B8439","Tibia","CCZ","Undet","ovisari"
"B8440","Tibia","CCZ","Undet","ovisari"
"B8441","Tibia","CCZ","Undet","ovisari"
"B8442","Tibia","CCZ","Undet","ovisari"
"B8443","Ulna","CCZ","Undet","ovisari"
"B8444","Ulna","CCZ","Undet","ovisari"
"B8445","Ulna","CCZ","Undet","ovisari"
"B8446","Astragalus","CCZ","Undet","susscrd"
"B8447","Humerus","CCZ","Undet","susscrd"
"B8448","Humerus","CCZ","Undet","susscrd"
"B8449","Humerus","CCZ","Undet","susscrd"
"B8450","Humerus","CCZ","Undet","susscrd"
"B8451","Humerus","CCZ","Undet","susscrd"
"B8452","Humerus","CCZ","Undet","susscrd"
"B8453","Metacarpal III","CCZ","Undet","susscrd"
"B8454","Metacarpal V","CCZ","Undet","susscrd"
"B8455","PH1","CCZ","Undet","susscrd"
"B8456","Scapula","CCZ","Undet","susscrd"
"B8457","Tibia","CCZ","Undet","susscrd"
"B8458","Tibia","CCZ","Undet","susscrd"
"B8459","Ulna","CCZ","Undet","susscrd"
"B8460","Astragalus","CCZ","Undet","susscrf"
"B8461","Femur","CCZ","Undet","susscrf"
"B8462","Humerus","CCZ","Undet","susscrf"
"B8463","Humerus","CCZ","Undet","susscrf"
"B8464","Humerus","CCZ","Undet","susscrf"
"B8465","PH1 post","CCZ","Undet","susscrf"
"B8466","Radius","CCZ","Undet","susscrf"
"B8467","Tibia","CCZ","Undet","susscrf"
"B8468","Tibia","CCZ","Undet","susscrf"
"B8469","Ulna","CCZ","Undet","susscrf"
"B8470","Astragalus","ABL","Undet","bosprim"
"B8471","Astragalus","ABL","Undet","bosprim"
"B8472","Astragalus","ABL","Undet","bosprim"
"B8473","Astragalus","ABL","Undet","bosprim"
"B8474","Astragalus","ABL","Undet","bosprim"
"B8475","Calcaneus","ABL","Undet","bosprim"
"B8476","Calcaneus","ABL","Undet","bosprim"
"B8477","Calcaneus","ABL","Undet","bosprim"
"B8478","Humerus","ABL","Undet","bosprim"
"B8479","Humerus","ABL","Undet","bosprim"
"B8480","Humerus","ABL","Undet","bosprim"
"B8481","Humerus","ABL","Undet","bosprim"
"B8482","Humerus","ABL","Undet","bosprim"
"B8483","Humerus","ABL","Undet","bosprim"
