"BoneID","Element","PhaseCode","Sex","TaxonCode"
"B10000","Maxilla","ABL","Male","susscrd"
"B10001","Maxilla","ABL","Male","susscrd"
"B10002","Maxilla","ABL","Male","susscrd"
"B10003","Maxilla","ABL","Male","susscrd"
"B10004","Maxilla","ABL","Male","susscrd"
"B10005","Maxilla","ABL","Male","susscrd"
"B10006","Maxilla","ABL","Male","susscrd"
"B10007","Maxilla","ABL","Male","susscrd"
"B10008","Maxilla","ABL","Male","susscrd"
"B10009","Metacarpal II","ABL","Undet","susscrd"
"B10010","Metacarpal II","ABL","Undet","susscrd"
"B10011","Metacarpal II","ABL","Undet","susscrd"
"B10012","Metacarpal II","ABL","Undet","susscrd"
"B10013","Metacarpal II","ABL","Undet","susscrd"
"B10014","Metacarpal II","ABL","Undet","susscrd"
"B10015","Metacarpal III","ABL","Undet","susscrd"
"B10016","Metacarpal III","ABL","Undet","susscrd"
"B10017","Metacarpal III","ABL","Undet","susscrd"
"B10018","Metacarpal III","ABL","Undet","susscrd"
"B10019","Metacarpal III","ABL","Undet","susscrd"
"B10020","Metacarpal III","ABL","Undet","susscrd"
"B10021","Metacarpal III","ABL","Undet","susscrd"
"B10022","Metacarpal III","ABL","Undet","susscrd"
"B10023","Metacarpal III","ABL","Undet","susscrd"
"B10024","Metacarpal III","ABL","Undet","susscrd"
"B10025","Metacarpal III","ABL","Undet","susscrd"
"B10026","Metacarpal III","ABL","Undet","susscrd"
"B10027","Metacarpal III","ABL","Undet","susscrd"
"B10028","Metacarpal III","ABL","Undet","susscrd"
"B10029","Metacarpal III","ABL","Undet","susscrd"
"B10030","Metacarpal III","ABL","Undet","susscrd"
"B10031","Metacarpal III","ABL","Undet","susscrd"
"B10032","Metacarpal III","ABL","Undet","susscrd"
"B10033","Metacarpal III","ABL","Undet","susscrd"
"B10034","Metacarpal III","ABL","Undet","susscrd"
"B10035","Metacarpal III","ABL","Undet","susscrd"
"B10036","Metacarpal III","ABL","Undet","susscrd"
"B10037","Metacarpal III","ABL","Undet","susscrd"
"B10038","Metacarpal III","ABL","Undet","susscrd"
"B10039","Metacarpal III","ABL","Undet","susscrd"
"B10040","Metacarpal III","ABL","Undet","susscrd"
"B10041","Metacarpal III","ABL","Undet","susscrd"
"B10042","Metacarpal IV","ABL","Undet","susscrd"
"B10043","Metacarpal IV","ABL","Undet","susscrd"
"B10044","Metacarpal IV","ABL","Undet","susscrd"
"B10045","Metacarpal IV","ABL","Undet","susscrd"
"B10046","Metacarpal IV","ABL","Undet","susscrd"
"B10047","Metacarpal IV","ABL","Undet","susscrd"
"B10048","Metacarpal IV","ABL","Undet","susscrd"
"B10049","Metacarpal IV","ABL","Undet","susscrd"
"B10050","Metacarpal IV","ABL","Undet","susscrd"
"B10051","Metacarpal IV","ABL","Undet","susscrd"
"B10052","Metacarpal IV","ABL","Undet","susscrd"
"B10053","Metacarpal IV","ABL","Undet","susscrd"
"B10054","Metacarpal IV","ABL","Undet","susscrd"
"B10055","Metacarpal IV","ABL","Undet","susscrd"
"B10056","Metacarpal IV","ABL","Undet","susscrd"
"B10057","Metacarpal IV","ABL","Undet","susscrd"
"B10058","Metacarpal IV","ABL","Undet","susscrd"
"B10059","Metacarpal IV","ABL","Undet","susscrd"
"B10060","Metatarsal II","ABL","Undet","susscrd"
"B10061","Metatarsal II","ABL","Undet","susscrd"
"B10062","Metatarsal II","ABL","Undet","susscrd"
"B10063","Metatarsal II","ABL","Undet","susscrd"
"B10064","Metatarsal II","ABL","Undet","susscrd"
"B10065","Metatarsal III","ABL","Undet","susscrd"
"B10066","Metatarsal III","ABL","Undet","susscrd"
"B10067","Metatarsal III","ABL","Undet","susscrd"
"B10068","Metatarsal III","ABL","Undet","susscrd"
"B10069","Metatarsal III","ABL","Undet","susscrd"
"B10070","Metatarsal III","ABL","Undet","susscrd"
"B10071","Metatarsal III","ABL","Undet","susscrd"
"B10072","Metatarsal III","ABL","Undet","susscrd"
"B10073","Metatarsal III","ABL","Undet","susscrd"
"B10074","Metatarsal III","ABL","Undet","susscrd"
"B10075","Metatarsal III","ABL","Undet","susscrd"
"B10076","Metatarsal III","ABL","Undet","susscrd"
"B10077","Metatarsal III","ABL","Undet","susscrd"
"B10078","Metatarsal III","ABL","Undet","susscrd"
"B10079","Metatarsal III","ABL","Undet","susscrd"
"B10080","Metatarsal III","ABL","Undet","susscrd"
"B10081","Metatarsal III","ABL","Undet","susscrd"
"B10082","Metatarsal III","ABL","Undet","susscrd"
"B10083","Metatarsal III","ABL","Undet","susscrd"
"B10084","Metatarsal III","ABL","Undet","susscrd"
"B10085","Metatarsal III","ABL","Undet","susscrd"
"B10086","Metatarsal III","ABL","Undet","susscrd"
"B10087","Metatarsal III","ABL","Undet","susscrd"
"B10088","Metatarsal III","ABL","Undet","susscrd"
"B10089","Metatarsal IV","ABL","Undet","susscrd"
"B10090","Metatarsal IV","ABL","Undet","susscrd"
"B10091","Metatarsal IV","ABL","Undet","susscrd"
"B10092","Metatarsal IV","ABL","Undet","susscrd"
"B10093","Metatarsal IV","ABL","Undet","susscrd"
"B10094","Metatarsal IV","ABL","Undet","susscrd"
"B10095","Metatarsal IV","ABL","Undet","susscrd"
"B10096","Metatarsal IV","ABL","Undet","susscrd"
"B10097","Metatarsal IV","ABL","Undet","susscrd"
"B10098","Metatarsal IV","ABL","Undet","susscrd"
"B10099","Metatarsal IV","ABL","Undet","susscrd"
"B10100","Metatarsal IV","ABL","Undet","susscrd"
"B10101","Metatarsal IV","ABL","Undet","susscrd"
"B10102","Metatarsal IV","ABL","Undet","susscrd"
"B10103","Metatarsal IV","ABL","Undet","susscrd"
"B10104","Metatarsal IV","ABL","Undet","susscrd"
"B10105","Metatarsal V","ABL","Undet","susscrd"
"B10106","Metatarsal V","ABL","Undet","susscrd"
"B10107","Metatarsal V","ABL","Undet","susscrd"
"B10108","Patella","ABL","Undet","susscrd"
"B10109","Patella","ABL","Undet","susscrd"
"B10110","Patella","ABL","Undet","susscrd"
"B10111","Patella","ABL","Undet","susscrd"
"B10112","Pelvis","ABL","Undet","susscrd"
"B10113","Pelvis","ABL","Undet","susscrd"
"B10114","Pelvis","ABL","Undet","susscrd"
"B10115","Pelvis","ABL","Undet","susscrd"
"B10116","Pelvis","ABL","Undet","susscrd"
"B10117","Pelvis","ABL","Undet","susscrd"
"B10118","Pelvis","ABL","Undet","susscrd"
"B10119","Pelvis","ABL","Undet","susscrd"
"B10120","Pelvis","ABL","Undet","susscrd"
"B10121","Pelvis","ABL","Undet","susscrd"
"B10122","Pelvis","ABL","Undet","susscrd"
"B10123","Pelvis","ABL","Undet","susscrd"
"B10124","Pelvis","ABL","Undet","susscrd"
"B10125","Pelvis","ABL","Undet","susscrd"
"B10126","Pelvis","ABL","Undet","susscrd"
"B10127","Pelvis","ABL","Undet","susscrd"
"B10128","Pelvis","ABL","Undet","susscrd"
"B10129","Pelvis","ABL","Undet","susscrd"
"B10131","Pelvis","ABL","Undet","susscrd"
"B10132","Pelvis","ABL","Undet","susscrd"
"B10133","Pelvis","ABL","Undet","susscrd"
"B10134","Pelvis","ABL","Undet","susscrd"
"B10135","Pelvis","ABL","Undet","susscrd"
"B10136","Pelvis","ABL","Undet","susscrd"
"B10137","Pelvis","ABL","Undet","susscrd"
"B10138","Pelvis","ABL","Undet","susscrd"
"B10139","Pelvis","ABL","Undet","susscrd"
"B10140","Pelvis","ABL","Undet","susscrd"
"B10141","Pelvis","ABL","Undet","susscrd"
"B10142","Pelvis","ABL","Undet","susscrd"
"B10143","Pelvis","ABL","Undet","susscrd"
"B10144","Pelvis","ABL","Undet","susscrd"
"B10145","Pelvis","ABL","Undet","susscrd"
"B10146","Pelvis","ABL","Undet","susscrd"
"B10147","Pelvis","ABL","Undet","susscrd"
"B10148","Pelvis","ABL","Undet","susscrd"
"B10149","Pelvis","ABL","Undet","susscrd"
"B10150","Pelvis","ABL","Undet","susscrd"
"B10151","Pelvis","ABL","Undet","susscrd"
"B10152","Pelvis","ABL","Undet","susscrd"
"B10153","Pelvis","ABL","Undet","susscrd"
"B10154","Pelvis","ABL","Undet","susscrd"
"B10155","Pelvis","ABL","Undet","susscrd"
"B10156","Pelvis","ABL","Undet","susscrd"
"B10157","Pelvis","ABL","Undet","susscrd"
"B10158","Pelvis","ABL","Undet","susscrd"
"B10159","Pelvis","ABL","Undet","susscrd"
"B10160","Pelvis","ABL","Undet","susscrd"
"B10161","Pelvis","ABL","Undet","susscrd"
"B10162","Pelvis","ABL","Undet","susscrd"
"B10163","Pelvis","ABL","Undet","susscrd"
"B10164","Pelvis","ABL","Undet","susscrd"
"B10165","Pelvis","ABL","Undet","susscrd"
"B10166","Pelvis","ABL","Undet","susscrd"
"B10167","Pelvis","ABL","Undet","susscrd"
"B10168","Pelvis","ABL","Undet","susscrd"
"B10169","Pelvis","ABL","Undet","susscrd"
"B10170","Pelvis","ABL","Undet","susscrd"
"B10171","PH1","ABL","Undet","susscrd"
"B10172","PH1","ABL","Undet","susscrd"
"B10173","PH1","ABL","Undet","susscrd"
"B10174","PH1","ABL","Undet","susscrd"
"B10175","PH1","ABL","Undet","susscrd"
"B10176","PH1","ABL","Undet","susscrd"
"B10177","PH1","ABL","Undet","susscrd"
"B10178","PH1","ABL","Undet","susscrd"
"B10179","PH1","ABL","Undet","susscrd"
"B10180","PH1","ABL","Undet","susscrd"
"B10181","PH1","ABL","Undet","susscrd"
"B10182","PH1","ABL","Undet","susscrd"
"B10183","PH1","ABL","Undet","susscrd"
"B10184","PH1","ABL","Undet","susscrd"
"B10185","PH1","ABL","Undet","susscrd"
"B10186","PH1","ABL","Undet","susscrd"
"B10187","PH1","ABL","Undet","susscrd"
"B10188","PH1","ABL","Undet","susscrd"
"B10189","PH1","ABL","Undet","susscrd"
"B10190","PH1","ABL","Undet","susscrd"
"B10191","PH1","ABL","Undet","susscrd"
"B10192","PH1","ABL","Undet","susscrd"
"B10193","PH1","ABL","Undet","susscrd"
"B10194","PH1","ABL","Undet","susscrd"
"B10195","PH1","ABL","Undet","susscrd"
"B10196","PH1","ABL","Undet","susscrd"
"B10197","PH1","ABL","Undet","susscrd"
"B10198","PH1","ABL","Undet","susscrd"
"B10199","PH1","ABL","Undet","susscrd"
"B10200","PH1","ABL","Undet","susscrd"
"B10201","PH1","ABL","Undet","susscrd"
"B10202","PH1","ABL","Undet","susscrd"
"B10203","PH1","ABL","Undet","susscrd"
"B10204","PH1","ABL","Undet","susscrd"
"B10205","PH1","ABL","Undet","susscrd"
"B10206","PH1","ABL","Undet","susscrd"
"B10207","PH1","ABL","Undet","susscrd"
"B10208","PH1","ABL","Undet","susscrd"
"B10209","PH1","ABL","Undet","susscrd"
"B10210","PH1","ABL","Undet","susscrd"
"B10211","PH1","ABL","Undet","susscrd"
"B10212","PH1","ABL","Undet","susscrd"
"B10213","PH1","ABL","Undet","susscrd"
"B10214","PH1","ABL","Undet","susscrd"
"B10215","PH1","ABL","Undet","susscrd"
"B10216","PH1","ABL","Undet","susscrd"
"B10217","PH1","ABL","Undet","susscrd"
"B10218","PH1","ABL","Undet","susscrd"
"B10219","PH1","ABL","Undet","susscrd"
"B10220","PH1","ABL","Undet","susscrd"
"B10221","PH2","ABL","Undet","susscrd"
"B10222","PH2","ABL","Undet","susscrd"
"B10223","PH2","ABL","Undet","susscrd"
"B10224","PH2","ABL","Undet","susscrd"
"B10225","PH2","ABL","Undet","susscrd"
"B10226","PH2","ABL","Undet","susscrd"
"B10227","PH2","ABL","Undet","susscrd"
"B10228","PH2","ABL","Undet","susscrd"
"B10229","PH2","ABL","Undet","susscrd"
"B10230","PH2","ABL","Undet","susscrd"
"B10231","PH2","ABL","Undet","susscrd"
"B10232","PH2","ABL","Undet","susscrd"
"B10233","PH2","ABL","Undet","susscrd"
"B10234","PH2","ABL","Undet","susscrd"
"B10235","PH2","ABL","Undet","susscrd"
"B10236","PH2","ABL","Undet","susscrd"
"B10237","PH2","ABL","Undet","susscrd"
"B10238","PH2","ABL","Undet","susscrd"
"B10239","PH2","ABL","Undet","susscrd"
"B10240","PH2","ABL","Undet","susscrd"
"B10241","PH2","ABL","Undet","susscrd"
"B10242","PH2","ABL","Undet","susscrd"
"B10243","PH2","ABL","Undet","susscrd"
"B10244","PH2","ABL","Undet","susscrd"
"B10245","PH2","ABL","Undet","susscrd"
"B10246","PH2","ABL","Undet","susscrd"
"B10247","PH2","ABL","Undet","susscrd"
"B10248","PH2","ABL","Undet","susscrd"
"B10249","PH2","ABL","Undet","susscrd"
"B10250","PH2","ABL","Undet","susscrd"
"B10251","PH2","ABL","Undet","susscrd"
"B10252","PH2","ABL","Undet","susscrd"
"B10253","PH2","ABL","Undet","susscrd"
"B10254","PH2","ABL","Undet","susscrd"
"B10255","PH2","ABL","Undet","susscrd"
"B10256","PH2","ABL","Undet","susscrd"
"B10257","PH2","ABL","Undet","susscrd"
"B10258","PH2","ABL","Undet","susscrd"
"B10259","PH2","ABL","Undet","susscrd"
"B10260","PH2","ABL","Undet","susscrd"
"B10261","PH2","ABL","Undet","susscrd"
"B10262","PH2","ABL","Undet","susscrd"
"B10263","PH2","ABL","Undet","susscrd"
"B10264","PH2","ABL","Undet","susscrd"
"B10265","PH2","ABL","Undet","susscrd"
"B10266","PH2","ABL","Undet","susscrd"
"B10267","PH2","ABL","Undet","susscrd"
"B10268","PH2","ABL","Undet","susscrd"
"B10269","PH2","ABL","Undet","susscrd"
"B10270","PH2","ABL","Undet","susscrd"
"B10271","PH2","ABL","Undet","susscrd"
"B10272","PH3","ABL","Undet","susscrd"
"B10273","PH3","ABL","Undet","susscrd"
"B10274","PH3","ABL","Undet","susscrd"
"B10275","PH3","ABL","Undet","susscrd"
"B10276","PH3","ABL","Undet","susscrd"
"B10277","PH3","ABL","Undet","susscrd"
"B10278","PH3","ABL","Undet","susscrd"
"B10279","PH3","ABL","Undet","susscrd"
"B10280","PH3","ABL","Undet","susscrd"
"B10281","PH3","ABL","Undet","susscrd"
"B10282","Radius","ABL","Undet","susscrd"
"B10283","Radius","ABL","Undet","susscrd"
"B10284","Radius","ABL","Undet","susscrd"
"B10285","Radius","ABL","Undet","susscrd"
"B10286","Radius","ABL","Undet","susscrd"
"B10287","Radius","ABL","Undet","susscrd"
"B10288","Radius","ABL","Undet","susscrd"
"B10289","Radius","ABL","Undet","susscrd"
"B10290","Radius","ABL","Undet","susscrd"
"B10291","Radius","ABL","Undet","susscrd"
"B10292","Radius","ABL","Undet","susscrd"
"B10293","Radius","ABL","Undet","susscrd"
"B10294","Radius","ABL","Undet","susscrd"
"B10295","Radius","ABL","Undet","susscrd"
"B10296","Radius","ABL","Undet","susscrd"
"B10297","Radius","ABL","Undet","susscrd"
"B10298","Radius","ABL","Undet","susscrd"
"B10299","Radius","ABL","Undet","susscrd"
"B10300","Radius","ABL","Undet","susscrd"
"B10301","Radius","ABL","Undet","susscrd"
"B10302","Radius","ABL","Undet","susscrd"
"B10303","Radius","ABL","Undet","susscrd"
"B10304","Radius","ABL","Undet","susscrd"
"B10305","Radius","ABL","Undet","susscrd"
"B10306","Radius","ABL","Undet","susscrd"
"B10307","Radius","ABL","Undet","susscrd"
"B10308","Radius","ABL","Undet","susscrd"
"B10309","Radius","ABL","Undet","susscrd"
"B10310","Radius","ABL","Undet","susscrd"
"B10311","Radius","ABL","Undet","susscrd"
"B10312","Radius","ABL","Undet","susscrd"
"B10313","Radius","ABL","Undet","susscrd"
"B10314","Radius","ABL","Undet","susscrd"
"B10315","Radius","ABL","Undet","susscrd"
"B10316","Radius","ABL","Undet","susscrd"
"B10317","Radius","ABL","Undet","susscrd"
"B10318","Radius","ABL","Undet","susscrd"
"B10319","Radius","ABL","Undet","susscrd"
"B10320","Radius","ABL","Undet","susscrd"
"B10321","Radius","ABL","Undet","susscrd"
"B10322","Radius","ABL","Undet","susscrd"
"B10323","Radius","ABL","Undet","susscrd"
"B10324","Radius","ABL","Undet","susscrd"
"B10325","Radius","ABL","Undet","susscrd"
"B10326","Radius","ABL","Undet","susscrd"
"B10327","Radius","ABL","Undet","susscrd"
"B10328","Radius","ABL","Undet","susscrd"
"B10329","Radius","ABL","Undet","susscrd"
"B10330","Radius","ABL","Undet","susscrd"
"B10331","Radius","ABL","Undet","susscrd"
"B10332","Radius","ABL","Undet","susscrd"
"B10333","Radius","ABL","Undet","susscrd"
"B10334","Radius","ABL","Undet","susscrd"
"B10335","Radius","ABL","Undet","susscrd"
"B10336","Radius","ABL","Undet","susscrd"
"B10337","Radius","ABL","Undet","susscrd"
"B10338","Radius","ABL","Undet","susscrd"
"B10339","Radius","ABL","Undet","susscrd"
"B10340","Radius","ABL","Undet","susscrd"
"B10341","Radius","ABL","Undet","susscrd"
"B10342","Radius","ABL","Undet","susscrd"
"B10343","Radius","ABL","Undet","susscrd"
"B10344","Radius","ABL","Undet","susscrd"
"B10345","Sacrum","ABL","Undet","susscrd"
"B10346","Sacrum","ABL","Undet","susscrd"
"B10347","Sacrum","ABL","Undet","susscrd"
"B10348","Sacrum","ABL","Undet","susscrd"
"B10349","Sacrum","ABL","Undet","susscrd"
"B10350","Sacrum","ABL","Undet","susscrd"
"B10351","Sacrum","ABL","Undet","susscrd"
"B10352","Sacrum","ABL","Undet","susscrd"
"B10353","Sacrum","ABL","Undet","susscrd"
"B10354","Scapula","ABL","Undet","susscrd"
"B10355","Scapula","ABL","Undet","susscrd"
"B10356","Scapula","ABL","Undet","susscrd"
"B10357","Scapula","ABL","Undet","susscrd"
"B10358","Scapula","ABL","Undet","susscrd"
"B10359","Scapula","ABL","Undet","susscrd"
"B10360","Scapula","ABL","Undet","susscrd"
"B10361","Scapula","ABL","Undet","susscrd"
"B10362","Scapula","ABL","Undet","susscrd"
"B10363","Scapula","ABL","Undet","susscrd"
"B10364","Scapula","ABL","Undet","susscrd"
"B10365","Scapula","ABL","Undet","susscrd"
"B10366","Scapula","ABL","Undet","susscrd"
"B10367","Scapula","ABL","Undet","susscrd"
"B10368","Scapula","ABL","Undet","susscrd"
"B10369","Scapula","ABL","Undet","susscrd"
"B10370","Scapula","ABL","Undet","susscrd"
"B10371","Scapula","ABL","Undet","susscrd"
"B10372","Scapula","ABL","Undet","susscrd"
"B10373","Scapula","ABL","Undet","susscrd"
"B10374","Scapula","ABL","Undet","susscrd"
"B10375","Scapula","ABL","Undet","susscrd"
"B10376","Scapula","ABL","Undet","susscrd"
"B10377","Scapula","ABL","Undet","susscrd"
"B10378","Scapula","ABL","Undet","susscrd"
"B10379","Scapula","ABL","Undet","susscrd"
"B10380","Scapula","ABL","Undet","susscrd"
"B10381","Scapula","ABL","Undet","susscrd"
"B10382","Scapula","ABL","Undet","susscrd"
"B10383","Scapula","ABL","Undet","susscrd"
"B10384","Scapula","ABL","Undet","susscrd"
"B10385","Scapula","ABL","Undet","susscrd"
"B10386","Scapula","ABL","Undet","susscrd"
"B10387","Scapula","ABL","Undet","susscrd"
"B10388","Scapula","ABL","Undet","susscrd"
"B10389","Scapula","ABL","Undet","susscrd"
"B10390","Scapula","ABL","Undet","susscrd"
"B10391","Scapula","ABL","Undet","susscrd"
"B10392","Scapula","ABL","Undet","susscrd"
"B10393","Scapula","ABL","Undet","susscrd"
"B10394","Scapula","ABL","Undet","susscrd"
"B10395","Scapula","ABL","Undet","susscrd"
"B10396","Scapula","ABL","Undet","susscrd"
"B10397","Scapula","ABL","Undet","susscrd"
"B10398","Scapula","ABL","Undet","susscrd"
"B10399","Scapula","ABL","Undet","susscrd"
"B10400","Scapula","ABL","Undet","susscrd"
"B10401","Scapula","ABL","Undet","susscrd"
"B10402","Scapula","ABL","Undet","susscrd"
"B10403","Scapula","ABL","Undet","susscrd"
"B10404","Scapula","ABL","Undet","susscrd"
"B10405","Scapula","ABL","Undet","susscrd"
"B10406","Scapula","ABL","Undet","susscrd"
"B10407","Scapula","ABL","Undet","susscrd"
"B10408","Scapula","ABL","Undet","susscrd"
"B10409","Scapula","ABL","Undet","susscrd"
"B1041","Os Cornu","AUE","Undet","bostaur"
"B10410","Scapula","ABL","Undet","susscrd"
"B10411","Scapula","ABL","Undet","susscrd"
"B10412","Scapula","ABL","Undet","susscrd"
"B10413","Scapula","ABL","Undet","susscrd"
"B10414","Scapula","ABL","Undet","susscrd"
"B10415","Scapula","ABL","Undet","susscrd"
"B10416","Scapula","ABL","Undet","susscrd"
"B10417","Scapula","ABL","Undet","susscrd"
"B10418","Scapula","ABL","Undet","susscrd"
"B10419","Scapula","ABL","Undet","susscrd"
"B1042","Os Cornu","AUE","Undet","bostaur"
"B10420","Scapula","ABL","Undet","susscrd"
"B10421","Scapula","ABL","Undet","susscrd"
"B10422","Scapula","ABL","Undet","susscrd"
"B10423","Scapula","ABL","Undet","susscrd"
"B10424","Scapula","ABL","Undet","susscrd"
"B10425","Scapula","ABL","Undet","susscrd"
"B10426","Scapula","ABL","Undet","susscrd"
"B10427","Scapula","ABL","Undet","susscrd"
"B10428","Scapula","ABL","Undet","susscrd"
"B10429","Scapula","ABL","Undet","susscrd"
"B1043","Os Cornu","AUE","Undet","bostaur"
"B10430","Scapula","ABL","Undet","susscrd"
"B10431","Scapula","ABL","Undet","susscrd"
"B10432","Scapula","ABL","Undet","susscrd"
"B10433","Scapula","ABL","Undet","susscrd"
"B10434","Scapula","ABL","Undet","susscrd"
"B10435","Scapula","ABL","Undet","susscrd"
"B10436","Scapula","ABL","Undet","susscrd"
"B10437","Scapula","ABL","Undet","susscrd"
"B10438","Scapula","ABL","Undet","susscrd"
"B10439","Scapula","ABL","Undet","susscrd"
"B1044","Os Cornu","AUE","Undet","bostaur"
"B10440","Scapula","ABL","Undet","susscrd"
"B10441","Scapula","ABL","Undet","susscrd"
"B10442","Scapula","ABL","Undet","susscrd"
"B10443","Scapula","ABL","Undet","susscrd"
"B10444","Scapula","ABL","Undet","susscrd"
"B10446","Scapula","ABL","Undet","susscrd"
"B10447","Scapula","ABL","Undet","susscrd"
"B10448","Scapula","ABL","Undet","susscrd"
"B10449","Scapula","ABL","Undet","susscrd"
"B1045","Os Cornu","AUE","Undet","bostaur"
"B10450","Scapula","ABL","Undet","susscrd"
"B10451","Scapula","ABL","Undet","susscrd"
"B10452","Scapula","ABL","Undet","susscrd"
"B10453","Scapula","ABL","Undet","susscrd"
"B10454","Scapula","ABL","Undet","susscrd"
"B10455","Scapula","ABL","Undet","susscrd"
"B10456","Scapula","ABL","Undet","susscrd"
"B10457","Scapula","ABL","Undet","susscrd"
"B10458","Scapula","ABL","Undet","susscrd"
"B10459","Scapula","ABL","Undet","susscrd"
"B1046","Os Cornu","AUE","Undet","bostaur"
"B10460","Scapula","ABL","Undet","susscrd"
"B10461","Scapula","ABL","Undet","susscrd"
"B10462","Tibia","ABL","Undet","susscrd"
"B10463","Tibia","ABL","Undet","susscrd"
"B10464","Tibia","ABL","Undet","susscrd"
"B10465","Tibia","ABL","Undet","susscrd"
"B10466","Tibia","ABL","Undet","susscrd"
"B10467","Tibia","ABL","Undet","susscrd"
"B10468","Tibia","ABL","Undet","susscrd"
"B10469","Tibia","ABL","Undet","susscrd"
"B1047","Os Cornu","AUE","Undet","bostaur"
"B10470","Tibia","ABL","Undet","susscrd"
"B10471","Tibia","ABL","Undet","susscrd"
"B10472","Tibia","ABL","Undet","susscrd"
"B10473","Tibia","ABL","Undet","susscrd"
"B10474","Tibia","ABL","Undet","susscrd"
"B10475","Tibia","ABL","Undet","susscrd"
"B10476","Tibia","ABL","Undet","susscrd"
"B10477","Tibia","ABL","Undet","susscrd"
"B10478","Tibia","ABL","Undet","susscrd"
"B10479","Tibia","ABL","Undet","susscrd"
"B1048","Os Cornu","AUE","Undet","bostaur"
"B10480","Tibia","ABL","Undet","susscrd"
"B10481","Tibia","ABL","Undet","susscrd"
"B10482","Tibia","ABL","Undet","susscrd"
"B10483","Tibia","ABL","Undet","susscrd"
"B10484","Tibia","ABL","Undet","susscrd"
"B10485","Tibia","ABL","Undet","susscrd"
"B10486","Tibia","ABL","Undet","susscrd"
"B10487","Tibia","ABL","Undet","susscrd"
"B10488","Tibia","ABL","Undet","susscrd"
"B10489","Tibia","ABL","Undet","susscrd"
"B1049","Os Cornu","AUE","Undet","bostaur"
"B10490","Tibia","ABL","Undet","susscrd"
"B10491","Tibia","ABL","Undet","susscrd"
"B10492","Tibia","ABL","Undet","susscrd"
"B10493","Tibia","ABL","Undet","susscrd"
"B10494","Tibia","ABL","Undet","susscrd"
"B10495","Tibia","ABL","Undet","susscrd"
"B10496","Tibia","ABL","Undet","susscrd"
"B10497","Tibia","ABL","Undet","susscrd"
"B10498","Tibia","ABL","Undet","susscrd"
"B10499","Tibia","ABL","Undet","susscrd"
"B1050","Os Cornu","AUE","Undet","bostaur"
"B10500","Tibia","ABL","Undet","susscrd"
"B10501","Tibia","ABL","Undet","susscrd"
"B10502","Tibia","ABL","Undet","susscrd"
"B10503","Tibia","ABL","Undet","susscrd"
"B10504","Tibia","ABL","Undet","susscrd"
"B10505","Tibia","ABL","Undet","susscrd"
"B10506","Tibia","ABL","Undet","susscrd"
"B10507","Tibia","ABL","Undet","susscrd"
"B10508","Tibia","ABL","Undet","susscrd"
"B10509","Tibia","ABL","Undet","susscrd"
"B1051","Os Cornu","AUE","Undet","bostaur"
"B10510","Tibia","ABL","Undet","susscrd"
"B10511","Tibia","ABL","Undet","susscrd"
"B10512","Tibia","ABL","Undet","susscrd"
"B10513","Tibia","ABL","Undet","susscrd"
"B10514","Tibia","ABL","Undet","susscrd"
"B10515","Ulna","ABL","Undet","susscrd"
"B10516","Ulna","ABL","Undet","susscrd"
"B10517","Ulna","ABL","Undet","susscrd"
"B10518","Ulna","ABL","Undet","susscrd"
"B10519","Ulna","ABL","Undet","susscrd"
"B1052","Os Cornu","AUE","Undet","bostaur"
"B10520","Ulna","ABL","Undet","susscrd"
"B10521","Ulna","ABL","Undet","susscrd"
"B10522","Ulna","ABL","Undet","susscrd"
"B10523","Ulna","ABL","Undet","susscrd"
"B10524","Ulna","ABL","Undet","susscrd"
"B10525","Ulna","ABL","Undet","susscrd"
"B10526","Ulna","ABL","Undet","susscrd"
"B10527","Ulna","ABL","Undet","susscrd"
"B10528","Ulna","ABL","Undet","susscrd"
"B10529","Ulna","ABL","Undet","susscrd"
"B1053","Os Cornu","AUE","Undet","bostaur"
"B10530","Ulna","ABL","Undet","susscrd"
"B10531","Ulna","ABL","Undet","susscrd"
"B10532","Ulna","ABL","Undet","susscrd"
"B10533","Ulna","ABL","Undet","susscrd"
"B10534","Ulna","ABL","Undet","susscrd"
"B10535","Ulna","ABL","Undet","susscrd"
"B10536","Ulna","ABL","Undet","susscrd"
"B10537","Ulna","ABL","Undet","susscrd"
"B10538","Ulna","ABL","Undet","susscrd"
"B10539","Ulna","ABL","Undet","susscrd"
"B1054","Os Cornu","AUE","Undet","bostaur"
"B10540","Ulna","ABL","Undet","susscrd"
"B10541","Ulna","ABL","Undet","susscrd"
"B10542","Ulna","ABL","Undet","susscrd"
"B10543","Ulna","ABL","Undet","susscrd"
"B10544","Ulna","ABL","Undet","susscrd"
"B10545","Ulna","ABL","Undet","susscrd"
"B10546","Ulna","ABL","Undet","susscrd"
"B10547","Ulna","ABL","Undet","susscrd"
"B10548","Ulna","ABL","Undet","susscrd"
"B10549","Ulna","ABL","Undet","susscrd"
"B1055","Os Cornu","AUE","Undet","bostaur"
"B10550","Ulna","ABL","Undet","susscrd"
"B10551","Ulna","ABL","Undet","susscrd"
"B10552","Ulna","ABL","Undet","susscrd"
"B10553","Ulna","ABL","Undet","susscrd"
"B10554","Ulna","ABL","Undet","susscrd"
"B10555","Ulna","ABL","Undet","susscrd"
"B10556","Ulna","ABL","Undet","susscrd"
"B10557","Ulna","ABL","Undet","susscrd"
